POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3068,779,565,417,345,127,15,3253,16,214,202,207,186,167,41,3,1039,430,2126,1316,800,565,399,173,47,5861,73,274,221,181,168,151,70,13,1151,81,254,172,147,120,62,45,19,899,22,29,13,6,11,10,3,4,82,9,19,16,23,30,25,19,3,131,108,295,190,179,155,94,66,24,1115,5,16,18,13,3,5,7,7,77,77,193,118,110,100,96,85,44,833,730,4107,2847,2058,1591,1269,568,151,13323
POA3070,959,809,487,228,54,9,3556,12,259,272,353,245,141,21,0,1313,357,2370,1598,1326,682,335,102,30,6799,118,374,316,343,253,126,62,18,1608,140,377,259,237,200,119,63,21,1408,27,22,18,21,14,9,0,0,105,14,26,24,50,46,25,12,6,204,186,425,300,312,253,152,68,31,1719,3,18,15,23,11,14,9,10,104,80,211,191,158,120,110,97,46,999,780,4631,3653,3320,2052,1109,405,149,16104
POA3071,644,421,206,88,22,0,2072,5,158,254,228,159,78,10,4,894,277,1630,1316,808,386,175,30,9,4631,76,313,348,289,212,90,24,0,1352,119,345,292,271,214,105,44,23,1404,21,25,17,14,9,8,0,0,94,5,36,24,46,43,24,13,0,181,144,398,329,328,259,138,52,22,1676,8,14,16,11,7,10,0,0,70,80,145,114,111,77,92,129,150,901,606,3335,3025,2198,1312,666,267,191,11596
POA3072,1032,497,258,89,15,0,2901,21,249,350,304,179,66,6,3,1173,446,2559,2036,1229,536,239,65,14,7122,180,706,698,570,351,164,36,18,2713,252,668,577,532,416,228,86,36,2787,39,48,40,46,36,14,4,0,232,12,40,71,90,84,38,7,8,347,309,756,685,660,529,280,100,47,3367,11,33,25,24,19,22,6,4,145,158,362,314,251,199,192,129,100,1695,1168,5635,5137,3527,2070,1037,360,185,19116
POA3073,1070,427,186,79,15,5,3358,21,273,383,262,147,69,22,5,1184,574,2985,2337,1114,530,270,82,23,7912,320,978,1017,837,511,230,63,15,3966,418,1170,1016,1027,766,439,237,84,5170,51,83,70,56,57,23,11,3,340,37,88,111,139,123,71,37,8,619,511,1339,1196,1227,951,533,285,94,6129,18,52,63,38,36,28,20,5,252,352,669,504,425,371,405,397,339,3470,1877,7780,6560,4336,2727,1621,885,489,26272
POA3074,229,69,31,11,4,4,854,8,58,47,37,19,17,7,0,196,234,753,468,189,129,71,19,0,1861,128,341,353,210,142,91,31,3,1296,192,502,398,332,280,183,108,22,2031,22,32,35,16,29,13,0,0,149,14,32,47,52,46,42,11,0,247,225,569,476,404,357,239,121,28,2433,0,30,28,19,10,11,6,0,101,161,226,202,136,154,160,123,48,1210,815,2431,1806,1073,847,601,294,83,7945
POA3075,299,80,40,17,0,0,878,13,87,80,49,30,14,5,0,265,247,849,648,336,146,77,33,4,2339,136,403,486,274,138,91,30,3,1554,223,478,523,391,282,177,85,28,2192,32,40,27,30,20,13,0,0,163,32,43,55,64,46,22,14,4,276,286,564,609,478,347,214,105,33,2623,11,27,20,20,12,16,8,0,115,201,297,247,238,168,142,121,44,1460,921,2625,2386,1473,878,572,303,82,9239
POA3076,585,202,75,32,12,0,1490,13,121,177,76,56,14,9,0,464,330,1244,1143,481,271,157,36,9,3671,187,675,788,527,320,140,44,7,2678,386,862,766,711,562,288,88,16,3682,47,46,64,42,38,11,4,0,259,39,66,71,105,72,51,10,0,420,468,977,905,860,670,352,109,16,4361,24,31,40,22,18,20,7,0,155,255,411,385,249,250,230,309,299,2394,1323,4009,4016,2423,1660,934,517,329,15216
POA3078,379,338,263,142,40,3,1563,3,105,149,149,148,94,16,0,671,216,912,782,577,388,208,53,15,3146,55,168,152,170,136,100,36,13,829,72,172,145,117,131,65,23,4,734,19,16,10,12,3,3,0,0,64,0,11,23,26,24,15,6,3,108,90,194,181,153,158,88,28,9,899,0,14,18,10,7,8,3,0,55,57,116,98,72,88,47,32,6,511,433,1891,1750,1472,1193,683,208,46,7677
POA3079,531,404,347,239,111,15,2104,8,124,119,168,159,123,36,3,751,321,924,951,859,693,448,149,51,4390,61,184,200,263,241,202,88,42,1280,104,178,151,195,211,118,65,20,1036,17,20,8,16,11,9,0,0,70,15,19,18,26,52,43,15,10,206,133,209,177,238,276,167,82,32,1311,5,14,15,21,20,21,10,7,113,59,90,114,95,86,78,59,47,622,623,1962,2106,2044,1820,1275,543,190,10572
POA3081,310,124,104,49,14,0,1072,7,103,111,80,71,22,5,0,399,190,963,622,307,194,127,41,4,2454,73,268,223,187,144,96,24,12,1033,129,341,246,221,236,98,46,11,1328,16,32,28,13,18,7,3,0,119,9,31,24,35,34,16,10,8,164,160,398,298,270,290,125,57,17,1611,0,6,15,8,11,4,3,0,51,120,195,172,153,119,102,53,31,938,567,2396,1752,1131,939,518,190,65,7565
POA3082,453,160,113,58,12,0,1349,18,125,117,96,88,48,10,0,502,374,1136,889,584,430,292,62,12,3783,183,480,504,525,482,219,64,12,2469,307,742,562,667,808,433,103,27,3652,37,41,37,29,36,21,9,0,209,32,39,61,84,133,64,8,3,427,381,825,659,778,970,516,124,32,4282,4,19,19,20,38,21,5,0,140,185,232,201,193,220,190,127,73,1424,1193,3327,2848,2364,2352,1336,403,131,13955
POA3083,622,287,196,86,37,0,2332,21,151,142,127,100,64,12,3,624,539,1587,1155,754,496,296,121,27,4971,272,516,497,567,384,200,107,31,2592,357,580,471,630,525,337,248,52,3206,53,37,30,37,33,20,6,0,210,19,40,54,87,106,51,26,11,396,430,657,556,759,661,402,275,64,3818,26,45,27,17,23,14,21,5,176,387,365,223,201,192,186,177,147,1880,1814,4277,3224,2721,2057,1255,750,286,16387
POA3084,856,598,412,277,119,21,2878,14,125,223,280,218,147,54,9,1070,353,1205,1516,1201,813,559,247,78,5968,89,243,348,416,356,274,198,64,1977,190,336,302,430,397,238,190,100,2174,21,23,13,17,17,15,6,5,119,17,28,37,61,66,70,49,23,361,234,380,361,511,478,322,239,129,2651,9,19,27,20,21,28,17,11,152,83,111,137,110,138,166,139,109,989,797,2659,3469,3137,2436,1765,1015,414,15695
POA3085,371,226,134,96,32,13,1145,0,75,111,120,92,56,26,0,486,175,631,720,548,305,212,63,39,2687,64,179,240,299,217,132,66,30,1237,143,271,272,268,170,154,85,37,1399,17,12,7,13,14,14,0,0,81,12,5,25,43,30,35,23,12,180,175,287,299,322,217,202,108,45,1657,5,6,12,13,14,9,5,9,64,64,71,65,55,55,63,93,47,516,500,1515,1814,1585,1037,767,390,185,7795
POA3087,200,90,49,33,8,0,559,3,55,77,62,46,25,4,0,268,81,405,462,243,154,95,29,5,1478,27,138,170,155,116,88,47,5,744,67,250,210,222,204,126,92,28,1194,16,8,8,22,8,11,0,0,77,5,14,16,17,26,24,11,0,105,86,272,232,260,239,159,106,27,1374,0,8,9,8,8,9,7,0,40,27,54,53,41,46,51,54,26,356,241,1096,1202,853,650,457,255,73,4827
POA3088,569,342,165,129,44,7,1622,6,118,223,217,151,119,25,4,868,237,991,1341,886,541,388,131,32,4546,90,313,496,520,448,382,144,42,2434,225,530,668,661,635,449,235,67,3469,37,28,37,28,16,27,9,0,180,16,31,51,89,103,98,37,14,431,273,578,752,777,757,573,282,79,4077,6,7,19,17,12,20,16,7,116,80,93,119,118,111,170,172,105,963,710,2459,3518,2882,2191,1781,816,279,14633
POA3089,138,122,82,42,10,0,538,3,42,89,107,90,43,7,0,379,137,400,465,409,257,128,32,6,1838,74,153,243,298,243,126,35,8,1175,193,376,345,417,400,183,70,11,2001,25,11,14,17,13,8,0,0,87,4,19,22,31,46,26,15,3,174,225,409,382,471,458,215,85,19,2261,3,8,13,9,11,8,7,0,63,39,40,52,71,66,70,43,12,398,494,1178,1383,1487,1193,637,225,47,6645
POA3090,22,36,20,10,5,0,100,0,3,13,17,10,9,0,0,50,43,53,72,102,55,25,9,0,355,12,20,30,69,30,28,4,6,202,27,33,54,89,83,35,15,15,355,3,5,3,10,4,0,0,0,26,4,0,9,9,4,9,9,0,44,44,39,60,102,95,42,23,20,420,0,0,3,8,4,0,0,0,18,11,9,8,17,21,15,18,13,103,104,141,203,349,236,122,60,35,1253
POA3091,6,17,20,11,5,0,60,0,0,7,10,15,6,0,0,33,23,39,31,44,39,17,11,0,198,4,12,22,51,24,25,20,0,150,27,28,36,57,80,24,15,0,267,0,0,0,0,3,0,0,0,10,0,3,0,17,10,7,4,0,35,34,27,37,81,85,37,14,6,316,0,0,0,0,0,0,0,3,9,7,10,14,7,16,20,13,6,88,72,93,115,200,200,104,64,10,854
POA3093,52,55,39,35,19,4,252,0,5,25,46,22,21,9,0,144,40,122,180,171,117,83,39,5,754,14,43,52,88,62,58,31,9,355,30,87,77,81,62,53,24,12,416,0,4,0,6,4,3,0,0,20,0,4,0,9,9,12,3,3,57,34,88,77,92,82,65,34,10,485,4,0,3,0,9,10,0,0,22,12,13,21,22,28,17,33,14,165,106,327,415,471,365,293,164,39,2185
POA3094,228,134,70,62,24,4,614,0,44,96,94,70,66,20,4,387,71,317,470,351,205,172,79,14,1689,31,113,163,193,151,148,52,13,862,73,151,199,216,201,143,84,10,1074,9,14,14,6,12,4,0,0,56,3,7,19,22,28,23,12,4,122,83,177,231,237,236,171,99,17,1257,0,3,6,3,3,12,9,3,34,21,35,39,35,39,56,50,16,298,214,781,1237,1046,777,687,338,61,5132
POA3095,568,520,339,248,91,10,2042,7,82,180,322,244,213,42,5,1102,272,794,1269,1243,893,636,184,32,5325,130,235,386,602,530,458,173,28,2538,286,417,470,689,712,409,172,36,3187,51,17,21,36,38,27,8,4,189,27,22,48,96,132,110,39,13,471,361,453,535,818,881,544,213,51,3842,7,16,23,27,26,34,23,5,154,91,75,122,140,157,164,109,69,930,879,1900,3086,3673,3074,2307,830,194,15940
POA3096,13,21,16,3,4,0,69,0,8,11,11,13,11,0,0,57,21,59,55,50,42,26,7,0,262,14,31,26,49,42,19,20,3,193,34,65,53,62,76,33,17,5,337,10,0,0,4,5,0,0,0,21,0,0,0,0,3,3,0,0,19,42,64,59,69,83,33,18,5,377,0,0,0,0,0,0,3,0,8,3,13,8,8,3,5,5,6,47,84,184,162,211,202,103,58,16,1016
POA3097,21,33,28,18,14,0,125,3,4,5,11,14,17,3,0,57,17,35,57,64,60,47,13,0,301,4,9,15,35,32,22,5,0,122,12,25,21,47,28,16,12,6,163,4,0,3,0,0,3,0,0,9,0,5,5,5,4,0,0,0,17,17,27,28,47,36,21,12,6,192,0,4,0,3,0,4,0,0,11,20,11,12,13,13,10,12,0,90,61,101,140,208,191,136,56,4,898
POA3099,61,63,46,43,16,4,258,0,18,33,38,44,25,7,0,165,39,128,152,176,142,104,33,6,775,28,61,73,106,103,83,28,3,481,87,129,130,178,192,101,28,3,856,10,9,0,7,9,4,3,0,36,0,6,14,13,8,5,9,6,58,96,140,144,200,212,113,39,5,950,0,0,5,5,3,3,3,0,22,16,8,38,18,40,38,25,4,181,183,385,491,601,586,406,145,27,2839
POA3101,649,714,576,362,187,58,3209,15,108,163,224,228,130,51,24,938,517,1403,1180,1287,1013,775,378,126,6677,120,249,234,329,330,293,167,87,1812,115,245,151,177,178,120,71,23,1082,14,21,11,12,16,14,8,5,95,11,25,27,36,42,41,24,21,226,139,286,195,222,239,171,101,47,1404,10,17,20,29,27,29,25,17,179,106,132,132,164,168,132,146,134,1108,944,2815,2571,2970,2583,1897,1055,491,15325
POA3102,192,175,136,81,40,11,761,4,23,43,77,68,42,7,0,260,122,290,357,374,295,160,67,19,1678,14,63,61,105,89,69,41,17,460,23,65,48,59,79,33,23,11,348,11,3,0,0,3,0,3,0,35,3,3,6,11,19,17,7,3,75,37,70,59,75,110,50,33,18,451,0,0,8,7,3,6,4,4,42,20,33,24,25,23,34,31,11,205,211,584,748,843,720,444,223,83,3853
POA3103,495,414,289,183,89,22,1833,5,42,71,114,129,92,49,14,523,295,658,777,862,652,424,258,112,4037,71,117,166,242,238,237,138,65,1276,58,105,94,84,125,109,66,29,665,9,9,3,9,10,11,4,0,61,4,15,13,35,29,37,29,12,175,75,127,115,130,164,151,99,37,903,5,12,30,27,15,14,12,9,125,64,59,88,80,49,87,90,78,596,547,1331,1738,1870,1538,1199,730,346,9292
POA3104,538,537,406,215,106,13,2229,10,49,100,215,177,113,29,0,696,454,822,981,1261,973,535,243,71,5331,83,132,189,430,331,236,141,57,1588,75,111,110,194,203,115,76,44,925,8,12,7,15,22,9,3,4,77,11,10,23,58,60,46,22,17,253,93,132,140,264,285,165,109,65,1253,6,16,19,16,25,27,15,8,128,94,75,74,127,105,80,85,69,710,770,1604,2041,2857,2298,1368,731,282,11939
POA3105,199,152,133,73,26,0,804,0,31,63,66,52,25,21,0,268,181,500,522,440,311,154,68,23,2206,55,108,154,217,172,117,67,12,905,71,121,139,191,174,99,113,35,947,4,5,4,13,13,8,3,0,54,14,9,19,33,35,13,20,8,152,93,141,161,243,222,122,132,43,1151,6,10,9,7,7,0,7,0,51,34,54,51,67,71,81,88,48,495,381,1057,1156,1185,970,578,409,134,5870
POA3106,424,257,214,167,72,14,1445,3,36,71,76,106,87,27,5,412,249,651,772,669,646,435,192,33,3642,63,137,200,257,301,255,117,40,1372,93,119,147,231,268,159,152,37,1215,19,6,9,13,10,5,10,7,74,13,12,18,47,56,62,30,15,255,120,137,177,289,335,234,187,54,1542,5,13,17,16,25,25,20,0,120,64,74,108,88,113,127,143,128,851,527,1325,1766,1645,1740,1329,760,281,9378
POA3107,334,211,128,96,53,6,1104,6,37,63,112,81,64,28,4,396,173,508,738,643,364,233,159,35,2851,47,141,203,269,220,157,149,42,1227,72,135,157,222,182,119,126,55,1060,16,11,18,20,14,14,13,3,100,5,9,15,52,50,31,39,13,225,91,152,197,295,240,162,175,78,1389,6,5,3,20,20,16,27,4,90,47,60,76,89,79,75,108,88,613,382,1161,1614,1627,1130,796,706,259,7665
POA3108,766,372,270,163,77,18,2603,4,94,140,115,99,86,37,7,597,456,1494,1276,890,669,456,251,96,5578,121,361,400,412,342,258,216,85,2206,155,268,201,280,267,184,172,79,1601,12,17,14,30,26,10,8,5,123,26,24,32,54,68,74,55,17,349,189,308,246,368,359,266,237,100,2080,7,33,23,20,23,31,15,12,164,95,193,185,164,126,136,164,113,1174,939,3363,3047,2342,1882,1392,995,441,14403
POA3109,1094,504,317,201,65,13,2949,8,102,168,141,159,114,41,11,738,483,1253,1786,1243,847,525,272,79,6488,129,304,491,472,490,389,259,63,2595,135,279,275,412,392,249,242,76,2050,15,25,24,29,27,19,8,4,153,13,25,43,68,93,101,55,12,406,168,320,340,503,510,371,304,93,2607,9,26,35,39,41,27,27,7,212,104,138,187,158,126,175,202,118,1216,948,2849,4098,3069,2491,1793,1168,377,16794
POA3111,278,219,136,83,38,9,934,6,42,74,91,85,63,26,3,390,160,415,618,603,387,291,112,38,2625,43,109,154,239,208,165,103,23,1049,90,118,116,226,212,130,110,43,1037,18,0,3,11,17,9,10,0,72,7,3,23,30,46,29,26,12,178,111,127,149,271,274,168,136,54,1285,0,6,13,17,12,12,7,6,81,43,64,70,59,69,74,121,114,602,377,923,1352,1490,1171,851,551,251,6964
POA3113,101,179,150,76,33,3,624,5,26,49,117,75,49,22,5,336,79,216,356,434,320,185,52,8,1653,33,52,110,219,194,138,54,8,821,98,100,138,252,185,103,50,14,930,15,8,3,9,9,10,6,0,64,5,0,10,23,21,29,4,7,99,119,105,151,281,222,141,57,17,1096,7,3,3,9,11,6,6,0,53,30,24,27,60,46,38,25,5,249,277,488,798,1296,1014,638,250,49,4818
POA3114,31,72,46,34,7,3,226,3,4,21,36,36,26,8,0,133,56,75,123,255,156,82,31,3,775,21,24,49,72,78,60,28,9,335,45,23,48,105,86,40,25,8,381,5,0,4,4,3,0,0,0,13,3,0,0,19,10,12,0,0,55,53,27,50,124,104,52,33,10,452,0,0,5,0,5,0,0,0,21,15,3,9,22,17,14,20,6,118,153,175,286,584,436,266,123,33,2057
POA3115,18,38,28,16,8,0,132,0,5,9,25,26,15,5,0,86,52,83,125,146,125,78,21,0,636,20,27,50,88,84,44,25,5,346,69,82,76,129,153,73,29,5,620,5,0,5,7,4,4,0,0,23,6,0,6,14,10,11,9,4,57,81,85,86,151,163,90,39,9,705,0,0,0,9,4,4,0,0,20,14,3,11,25,33,18,3,7,116,177,224,302,482,461,266,103,28,2044
POA3116,145,71,47,31,10,0,413,5,58,61,43,53,31,12,0,270,109,385,363,274,143,136,63,5,1476,51,187,229,232,175,118,62,11,1076,139,400,370,341,314,189,99,21,1885,21,8,25,12,12,14,6,0,104,12,14,28,25,36,32,10,5,164,175,427,428,378,367,241,113,24,2149,0,9,0,13,7,7,8,6,48,46,63,70,74,71,68,70,17,477,403,1232,1296,1084,859,626,350,64,5918
POA3121,924,473,326,198,64,8,3738,19,436,281,237,173,87,35,0,1275,935,4829,2035,1087,684,426,137,28,10155,152,705,524,398,272,179,84,15,2332,200,734,388,282,243,110,56,23,2037,25,35,33,34,22,10,0,0,155,12,74,45,74,54,28,16,5,314,233,839,467,392,317,148,79,26,2506,10,58,31,10,16,12,4,0,143,178,536,301,221,229,169,115,52,1802,1617,9053,4559,2830,2014,1225,510,131,21936
POA3122,786,565,397,292,122,32,3324,8,210,192,183,167,120,44,13,946,589,2239,1301,1007,722,522,274,82,6742,225,352,246,241,218,200,144,50,1669,167,329,172,124,124,77,39,10,1044,25,22,14,11,15,5,5,3,96,10,25,38,37,30,37,13,9,199,204,373,225,172,162,117,58,27,1341,13,25,19,16,12,13,16,7,123,147,263,158,109,119,97,93,52,1037,1260,4508,2926,2296,1798,1374,758,251,15174
POA3123,556,369,254,180,100,20,2157,9,123,134,130,118,68,34,9,630,372,1330,915,770,513,314,165,59,4433,85,200,171,179,160,147,80,22,1041,104,173,97,94,101,46,40,18,680,17,15,13,3,3,10,4,0,67,3,22,18,19,36,34,17,3,155,127,207,122,121,138,89,62,23,898,11,23,15,9,6,20,7,8,93,67,126,77,80,59,79,81,40,621,706,2661,1986,1664,1253,902,526,179,9870
POA3124,620,648,495,339,151,51,2823,11,80,136,221,208,156,42,11,862,463,1080,1108,1181,1001,626,328,177,5976,104,173,173,307,323,312,188,114,1692,93,150,112,171,162,116,92,46,938,18,7,14,7,22,12,3,4,89,8,8,23,43,44,59,47,23,256,121,165,150,224,232,185,141,68,1283,7,14,11,15,20,21,23,15,122,93,92,117,102,95,112,106,127,836,828,2097,2311,2693,2372,1751,981,565,13597
POA3125,423,290,118,84,33,14,1820,16,57,94,99,84,45,17,3,412,453,975,662,520,355,202,102,44,3315,226,211,181,208,164,123,89,27,1242,145,151,110,153,167,78,78,35,917,27,8,10,15,18,4,5,5,85,15,17,19,30,38,19,28,13,165,182,171,133,195,218,98,106,50,1163,11,15,15,12,14,9,7,8,92,220,250,104,75,83,79,68,107,978,1197,2459,1611,1402,1044,648,412,256,9024
POA3126,204,272,207,125,60,20,1037,0,25,47,68,79,53,28,7,308,150,272,335,447,420,292,147,40,2100,25,31,51,94,89,142,67,32,536,27,33,41,38,56,39,38,17,287,10,0,6,7,3,4,0,0,31,4,8,8,5,24,18,17,10,91,39,38,49,50,84,63,58,29,407,0,8,5,10,5,10,12,4,55,31,28,32,31,17,40,55,65,298,256,541,726,976,905,722,429,195,4747
POA3127,537,613,436,255,89,14,2401,5,71,141,218,197,159,53,16,861,327,856,961,1077,796,603,200,84,4910,83,149,166,274,301,300,139,45,1459,92,132,108,156,170,107,68,22,851,13,8,10,11,3,11,9,0,69,8,8,13,48,50,59,18,12,215,118,152,127,215,218,176,94,31,1130,5,4,14,20,18,21,11,5,100,59,75,92,83,93,97,82,52,646,629,1741,2038,2501,2066,1605,667,256,11511
POA3128,649,374,224,108,41,14,2670,17,111,107,149,111,75,24,13,611,576,1528,1040,867,489,359,166,59,5076,270,461,319,330,306,183,117,47,2031,198,274,178,191,219,124,81,28,1282,33,30,19,15,19,9,8,0,132,22,37,31,37,49,29,16,3,223,248,344,228,245,283,161,100,33,1642,13,18,26,8,18,13,20,7,131,293,430,221,161,119,149,140,218,1737,1485,4086,2590,2136,1554,1042,613,389,13893
POA3129,535,360,228,111,46,9,1857,0,85,122,160,142,88,38,3,644,295,910,958,810,478,337,146,30,3963,85,251,261,302,275,197,107,33,1510,122,176,153,250,224,117,72,40,1145,26,12,20,18,19,5,4,0,98,14,20,25,47,43,34,20,8,199,155,203,192,310,279,156,92,47,1441,9,12,14,23,25,21,16,3,120,82,138,111,92,94,79,62,36,691,674,2127,2187,2061,1526,984,500,165,10219
POA3130,1019,608,427,223,95,22,3206,7,140,245,315,250,155,60,14,1197,477,1443,1825,1549,955,590,273,113,7229,161,332,456,578,484,368,227,103,2710,231,337,321,509,480,230,192,81,2380,36,19,22,25,27,10,8,4,164,19,18,47,82,71,76,52,31,392,289,367,389,626,579,322,251,119,2938,8,20,29,27,35,27,31,8,190,129,184,137,179,127,164,187,196,1309,1131,3257,4099,3877,2870,1854,1126,569,18777
POA3131,727,391,176,94,59,14,2093,6,99,178,132,104,87,37,10,653,290,1120,1321,910,491,336,173,60,4697,114,291,361,428,332,218,141,63,1944,170,286,263,350,328,179,144,66,1782,10,23,18,13,19,15,10,0,109,17,17,34,67,53,42,33,31,285,202,320,321,430,400,234,183,95,2179,7,24,23,19,25,22,16,6,135,93,170,160,150,128,177,199,212,1282,728,2639,3082,2456,1645,1172,802,458,12981
POA3132,576,261,131,76,29,9,1546,14,84,135,162,110,65,27,0,603,205,933,1102,656,374,274,88,21,3659,106,232,267,283,267,169,103,13,1441,147,257,201,303,253,135,77,29,1405,16,20,18,10,13,6,3,0,89,21,19,26,31,43,46,16,3,200,181,298,238,347,311,185,96,31,1690,4,11,16,10,15,9,5,3,79,41,82,88,76,70,64,69,41,539,573,2091,2416,1795,1276,850,423,123,9556
POA3133,769,453,233,139,71,5,2123,3,52,125,165,146,126,36,7,654,324,766,1175,994,588,480,199,48,4568,111,202,327,429,358,347,191,54,2019,151,190,211,373,339,252,183,57,1758,24,16,27,14,18,18,9,0,132,11,24,25,63,60,54,46,21,308,187,230,269,452,416,327,240,74,2196,8,10,25,27,15,22,34,11,131,78,80,93,95,94,131,198,210,981,734,1768,2773,2611,1844,1573,966,411,12679
POA3134,727,440,265,165,42,12,2361,17,156,218,256,196,126,37,3,1013,365,1507,1688,1176,724,472,208,53,6196,189,460,616,696,569,393,202,77,3205,318,647,654,808,704,394,228,78,3831,53,43,36,48,30,19,9,4,243,29,42,63,93,118,75,57,17,494,405,730,758,949,852,493,290,96,4566,5,17,31,22,28,30,27,15,172,137,186,211,194,161,165,205,162,1422,1141,3737,4257,3729,2787,1852,1008,417,18934
POA3135,487,297,160,98,30,9,1483,6,116,163,158,127,109,29,8,718,174,828,1084,720,407,291,124,22,3648,101,235,351,425,294,251,142,37,1837,185,387,410,459,438,230,136,54,2316,11,14,24,31,14,9,4,0,101,27,24,34,48,66,33,32,13,285,232,421,475,538,524,274,174,76,2706,5,8,22,6,11,20,15,5,93,63,109,129,121,112,136,124,86,877,579,2111,2711,2266,1636,1177,643,242,11367
POA3136,776,405,248,176,61,20,2289,25,197,329,276,221,170,57,4,1282,356,1851,1916,1157,739,560,269,63,6901,225,675,876,834,719,524,275,96,4213,528,1160,1141,1165,1114,624,384,109,6226,56,61,72,52,52,47,14,0,354,32,49,97,127,152,141,81,31,710,620,1276,1303,1349,1317,808,475,139,7289,6,22,34,26,40,48,32,21,231,164,285,249,230,240,268,302,230,1967,1428,4887,5480,4275,3527,2559,1471,559,24175
POA3137,134,54,43,25,7,0,407,7,63,95,47,40,33,16,0,301,99,504,391,233,159,105,65,14,1573,77,235,292,286,205,129,67,17,1316,222,547,488,481,454,242,131,42,2608,24,25,26,17,13,15,4,0,123,13,22,34,35,47,40,32,5,224,256,597,538,538,510,300,169,52,2959,3,7,9,4,10,10,11,0,47,44,74,69,66,79,80,81,74,575,490,1624,1529,1234,1060,681,403,162,7178
POA3138,250,134,76,54,13,0,744,7,97,129,114,67,57,20,0,499,155,835,726,429,275,218,81,15,2716,110,418,463,384,295,217,83,19,1991,364,878,788,710,616,355,158,39,3916,49,42,34,30,24,12,8,0,186,24,32,67,58,65,52,14,7,319,436,950,890,794,711,423,181,46,4421,3,17,9,17,8,13,19,6,91,109,140,130,123,115,128,120,63,928,818,2663,2594,1993,1548,1110,509,152,11391
POA3139,47,46,37,28,4,6,225,8,46,49,43,55,36,6,0,249,66,266,231,220,188,136,47,9,1152,72,235,241,246,239,129,49,10,1221,254,739,587,585,519,284,101,11,3081,30,32,30,19,23,14,5,0,159,13,29,26,48,50,33,22,3,214,306,804,650,652,592,328,122,10,3465,7,8,4,8,8,17,4,0,57,97,75,85,108,108,94,72,22,654,549,1477,1303,1323,1231,772,311,56,7021
