POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,15,3,5,4,4,9,3,0,0,31,0,13,11,15,18,20,0,0,72,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,5,8,13,16,14,18,18,0,0,84,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,3,27,6,25,25,22,39,23,11,3,161
POA3396,0,4,0,5,0,0,8,0,0,0,0,0,0,0,0,4,0,13,4,3,14,5,6,0,45,0,3,9,12,5,11,7,0,46,4,22,18,12,20,18,0,0,95,0,0,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,9,4,27,23,15,25,16,0,0,112,0,0,0,0,0,0,0,0,5,3,6,4,4,6,8,13,4,44,9,46,46,35,52,47,23,8,259
POA3400,85,53,35,19,4,3,326,11,54,54,39,43,30,14,3,241,85,365,270,193,148,131,50,18,1256,41,189,203,215,199,152,68,28,1095,260,626,469,382,388,258,96,24,2497,43,42,24,24,20,14,3,0,171,11,18,27,32,35,26,9,3,171,310,685,522,435,444,297,110,35,2837,4,5,5,7,8,15,8,7,55,148,149,103,99,112,159,164,101,1034,607,1564,1237,1040,988,799,419,188,6845
POA3401,15,29,11,5,3,0,66,0,14,21,30,21,16,8,0,99,10,60,66,106,58,37,19,0,355,20,46,70,94,94,65,22,4,419,80,133,168,176,191,80,18,4,850,4,3,8,9,10,4,5,0,40,0,0,12,14,14,12,4,0,60,83,143,186,202,213,101,21,4,959,0,0,0,0,3,0,6,0,16,43,27,27,42,61,48,29,10,290,169,284,394,509,468,260,100,17,2201
POA3407,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,4,3,11,3,4,0,0,33,0,4,3,15,9,4,0,0,40,5,7,8,13,15,3,0,0,68,3,0,0,0,7,6,0,0,10,0,0,0,0,0,0,0,0,6,7,7,9,19,22,7,5,0,75,0,0,0,0,0,0,0,0,0,4,0,4,3,4,4,10,3,34,15,16,23,51,35,26,22,7,191
POA3409,6,10,6,5,0,0,30,0,4,4,9,7,3,0,0,33,0,19,18,21,22,22,7,0,101,0,10,14,10,19,6,0,0,59,11,28,22,34,42,4,7,0,156,4,3,3,4,4,0,0,0,13,0,5,0,4,0,0,0,0,9,11,32,27,39,45,4,9,0,175,0,0,0,0,0,0,0,0,3,0,9,11,11,13,13,14,31,96,16,78,82,94,113,55,28,34,505
POA3412,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,6,9,4,0,0,3,0,20,0,0,4,0,4,5,0,0,10,0,8,7,10,8,10,0,0,41,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,10,8,10,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,24,0,13,25,19,17,20,15,0,106
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,12,0,4,3,9,7,0,4,0,22,4,10,6,7,3,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,6,7,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,3,16,3,9,13,27,13,4,8,3,79
POA3414,3,11,3,0,0,0,28,0,4,3,5,5,3,4,0,19,5,21,22,17,13,18,3,4,108,6,14,18,36,30,22,6,0,124,11,57,58,36,55,32,18,7,269,4,4,4,0,4,0,0,0,17,0,3,3,3,5,0,8,0,27,22,65,63,43,65,42,23,7,312,0,0,0,0,0,0,0,0,3,13,9,15,14,23,36,24,14,145,36,125,126,114,137,120,56,28,742
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,6,0,3,5,0,0,0,23
POA3418,8,3,6,0,0,0,36,0,4,6,9,5,7,4,0,39,14,83,31,32,31,24,15,5,222,10,25,33,30,33,22,6,3,159,44,108,68,83,116,36,6,4,462,12,13,6,4,0,0,3,0,41,4,6,0,8,12,6,0,0,41,52,119,78,99,122,36,13,4,534,0,0,0,0,0,0,4,0,3,18,24,24,24,40,38,41,34,242,101,269,180,199,233,122,81,50,1237
POA3419,3,6,0,0,0,0,7,0,0,4,7,0,3,0,0,15,4,24,16,17,10,9,3,0,72,0,3,12,10,15,14,5,0,56,10,30,25,21,24,22,9,4,150,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,11,11,30,32,25,31,23,9,4,159,0,0,0,0,0,0,0,0,0,4,0,7,10,15,13,15,6,72,24,62,75,70,65,60,26,10,387
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,17,0,6,3,0,4,4,0,0,22,8,11,13,16,6,3,0,0,57,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,13,11,13,15,9,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,22,13,29,30,32,11,16,8,0,122
POA3423,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,8,3,0,0,0,17,0,3,6,4,10,4,0,0,32,5,6,7,10,33,12,5,3,73,0,0,0,0,5,3,0,0,10,0,0,0,4,0,4,0,0,9,5,9,7,11,37,20,4,3,93,0,0,0,0,0,0,0,0,4,5,0,4,5,7,15,7,10,52,8,25,16,27,62,35,13,17,202
POA3424,0,0,3,0,0,0,11,0,0,3,3,4,0,0,0,10,4,9,13,8,11,13,6,0,56,0,9,9,3,10,0,4,0,33,6,15,22,25,27,20,12,0,125,0,0,0,0,3,3,0,0,13,0,0,0,0,5,0,0,0,7,4,20,25,25,35,20,9,0,142,0,0,0,0,0,0,0,0,3,7,10,4,6,10,13,10,19,69,15,44,50,43,69,54,26,21,325
POA3427,92,18,8,0,0,0,203,0,56,26,9,17,4,0,0,108,39,322,194,60,36,33,0,0,679,27,186,124,79,53,25,3,0,501,70,308,211,132,111,72,19,5,926,5,13,10,0,3,7,0,0,44,7,13,20,13,8,9,3,0,68,85,332,232,149,128,82,22,5,1038,0,11,0,5,5,6,0,0,28,44,73,65,44,49,40,17,4,338,196,1070,732,365,293,185,50,11,2892
POA3428,3,0,3,0,0,0,13,0,0,0,3,3,0,0,0,11,4,11,7,18,5,3,0,0,47,3,9,16,9,12,6,0,0,55,13,13,20,29,21,14,6,0,123,4,3,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,6,17,21,19,34,21,19,11,3,134,0,0,0,0,0,0,0,0,0,4,8,4,14,11,10,6,0,49,24,54,50,72,59,41,13,5,315
POA3429,331,193,145,86,21,3,1072,27,192,194,161,134,99,23,6,839,285,1129,1026,725,468,307,98,23,4066,214,672,754,705,591,403,134,21,3498,515,1528,1338,1330,1176,633,244,70,6824,73,65,80,66,59,39,4,0,385,59,71,90,127,109,76,36,12,578,642,1669,1509,1522,1343,743,283,82,7790,8,23,20,35,32,23,13,11,164,213,290,296,278,248,228,220,95,1874,1415,4246,4128,3614,2964,1898,793,251,19315
POA3430,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,7,3,3,0,0,24,0,3,4,3,6,0,0,0,15,0,14,9,11,10,5,3,0,48,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,17,9,12,12,5,3,0,54,0,0,0,0,0,0,0,0,4,0,3,3,8,3,4,0,0,28,7,29,28,29,30,10,5,0,137
POA3431,34,33,44,16,10,0,163,0,14,27,35,31,22,6,0,136,27,70,131,133,81,58,27,0,525,16,46,68,89,81,74,27,0,404,53,147,149,161,171,71,31,0,794,7,7,4,6,0,9,0,0,33,3,4,7,17,16,20,3,0,77,64,160,159,183,188,97,38,6,903,0,0,0,6,3,11,8,0,34,33,14,22,40,30,33,14,0,194,146,319,453,526,462,312,133,9,2350
POA3432,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,23,0,0,0,7,4,6,0,0,16,0,0,0,7,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,13,4,4,11,31,27,13,0,0,88
POA3433,0,5,6,0,0,0,10,0,0,3,0,0,0,0,0,5,0,6,6,3,3,0,5,0,22,0,4,0,5,3,3,0,0,19,0,4,7,5,5,4,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,4,4,10,11,10,4,0,0,38,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,4,0,20,7,14,25,21,19,12,9,0,110
POA3434,41,25,17,14,8,0,138,5,27,36,22,33,21,0,0,141,31,142,140,119,96,57,26,0,615,29,83,93,127,99,59,21,0,510,93,298,252,232,178,96,35,5,1194,10,17,4,9,8,5,0,0,51,0,15,14,18,14,21,5,0,89,108,330,270,259,203,122,44,5,1336,0,0,3,4,3,8,0,0,17,42,43,34,50,53,46,43,12,314,208,661,610,604,504,314,141,25,3074
POA3435,15,28,14,18,9,0,87,5,7,16,23,18,13,0,0,82,9,80,82,65,61,42,14,5,364,9,41,51,52,56,51,13,0,285,47,98,112,108,91,64,20,0,536,0,9,4,0,4,0,0,0,24,0,4,5,7,4,9,0,0,31,49,109,121,117,98,73,19,0,595,0,0,0,3,3,0,0,0,8,24,26,27,29,46,39,26,7,223,101,280,315,310,299,229,79,14,1640
POA3437,108,115,80,44,11,0,437,5,22,98,111,80,45,16,7,376,61,250,457,336,246,129,53,14,1551,33,110,253,226,212,145,61,11,1063,97,247,411,395,274,185,81,11,1688,13,8,17,12,15,12,5,0,88,9,16,25,33,41,30,9,0,170,118,269,458,439,330,226,95,17,1950,0,7,5,10,0,12,10,0,48,62,36,79,83,81,72,66,77,556,285,767,1456,1326,1035,670,311,125,5974
POA3438,35,24,14,10,6,0,107,0,8,25,26,15,16,0,0,91,15,70,95,75,40,24,11,4,330,18,27,43,57,37,35,25,0,242,25,39,69,80,70,39,25,4,341,0,0,3,3,4,0,0,0,11,4,0,3,0,11,6,3,0,29,29,42,75,89,83,46,26,6,383,0,4,0,0,4,0,7,0,13,18,7,16,25,14,11,17,18,129,81,168,287,304,201,138,94,22,1294
POA3440,39,42,29,14,3,0,145,0,8,15,25,20,19,5,0,85,14,31,104,74,62,42,14,0,346,5,11,26,44,27,42,13,0,167,14,20,44,59,53,42,19,3,251,3,0,4,3,0,5,0,0,12,0,0,0,9,10,7,3,0,27,21,21,48,67,58,52,23,3,293,0,0,0,0,0,3,0,0,12,13,4,8,22,22,26,7,5,116,49,90,240,276,227,198,62,10,1156
POA3441,24,20,35,25,5,0,138,0,4,9,8,21,15,4,0,54,3,28,64,81,48,41,20,0,284,0,6,18,29,36,28,12,0,130,3,14,22,28,35,15,6,3,124,0,0,3,0,0,0,3,0,12,0,0,0,6,5,4,0,0,20,3,14,21,34,39,19,14,6,154,0,0,0,3,4,0,0,0,8,10,7,7,18,14,34,17,3,108,15,76,151,189,208,168,62,13,881
POA3442,151,164,107,93,28,0,615,0,24,70,98,83,49,7,0,340,28,139,352,408,222,187,95,16,1454,11,69,111,174,150,141,61,7,728,57,103,172,212,200,151,55,7,967,8,5,7,6,11,11,3,0,50,6,6,12,23,25,23,16,3,107,73,115,191,245,230,182,72,12,1117,0,0,4,5,5,13,9,0,38,57,38,54,77,77,80,71,28,482,170,451,934,1172,873,744,349,71,4771
POA3444,111,106,98,79,27,5,481,0,21,85,79,67,54,15,0,326,28,187,336,318,208,225,87,16,1413,21,86,129,189,174,172,72,8,852,83,172,207,301,255,181,84,18,1300,11,11,12,28,21,11,3,0,100,8,8,13,26,30,24,10,3,127,101,193,239,352,311,212,97,19,1521,0,19,3,10,3,3,5,6,51,76,87,72,117,112,118,94,67,739,241,650,974,1168,968,871,396,126,5382
POA3446,22,23,9,20,0,0,81,0,0,4,17,9,11,0,0,41,3,18,37,29,37,33,3,0,165,0,4,12,13,19,17,7,0,73,8,34,26,40,40,26,14,0,183,3,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,9,11,34,30,40,40,25,11,3,201,0,0,0,0,3,0,0,0,3,10,13,8,10,22,9,7,7,82,23,76,118,137,136,106,34,3,643
POA3447,0,8,8,7,0,0,27,0,0,5,5,4,6,0,0,19,0,8,12,21,16,14,0,0,81,0,5,8,9,19,10,3,0,52,7,6,17,26,17,11,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,14,7,12,17,30,23,11,10,0,99,0,0,0,0,0,0,0,0,0,9,0,5,12,12,12,5,0,55,19,28,43,84,80,61,23,0,334
POA3448,11,12,13,12,3,0,51,0,0,3,11,13,6,0,0,40,5,6,30,28,23,21,5,0,124,0,8,16,22,28,21,6,0,98,6,27,14,26,27,29,8,0,144,0,0,0,0,3,0,0,0,11,0,3,0,4,7,0,0,0,22,7,28,18,25,43,33,14,0,173,0,0,3,0,0,0,0,0,3,9,4,12,5,11,22,12,7,80,14,59,93,109,117,123,43,10,563
POA3450,116,115,107,126,60,4,581,0,17,50,75,93,72,27,0,337,9,120,255,245,193,215,134,19,1181,12,45,84,103,126,143,106,13,633,35,82,95,105,149,112,53,27,664,7,13,6,6,11,8,5,0,53,0,9,9,15,17,15,11,4,79,44,105,110,122,185,139,68,27,797,0,4,0,4,3,7,4,4,31,57,52,61,88,62,133,158,204,816,124,391,685,750,766,835,548,272,4378
POA3451,85,97,75,53,19,3,355,0,22,48,55,50,40,17,0,223,8,95,171,183,141,138,54,9,797,9,60,74,113,119,82,38,3,500,53,155,133,165,176,130,43,6,861,10,6,8,3,9,3,0,0,46,0,5,0,14,22,14,11,5,71,65,166,147,188,208,147,50,10,981,0,0,5,4,7,8,0,0,18,29,46,39,53,68,70,54,25,384,123,406,563,687,667,540,226,52,3265
POA3453,15,23,18,17,4,0,82,0,3,13,16,23,9,0,0,63,10,29,43,52,47,50,13,7,245,3,21,19,31,47,23,15,0,157,14,53,49,43,62,45,16,0,286,4,0,8,3,0,5,0,0,23,0,0,3,6,7,4,3,0,24,19,55,60,53,72,51,25,0,335,0,0,0,0,0,0,0,0,3,20,17,15,18,25,30,15,3,142,48,120,167,186,232,180,77,15,1030
POA3458,30,27,60,39,15,0,171,0,0,7,17,31,30,6,0,86,0,38,82,78,76,80,28,3,395,6,20,30,38,58,48,24,0,224,14,44,43,64,77,49,28,4,320,4,0,0,0,7,4,0,0,10,0,0,7,12,8,10,0,0,33,18,49,50,72,85,58,34,4,367,0,0,0,0,0,3,0,3,9,16,16,19,32,33,40,43,26,223,44,131,215,268,347,299,140,34,1475
POA3460,20,29,50,38,8,0,175,0,4,11,24,31,27,3,0,105,6,61,75,80,109,76,30,6,445,6,40,36,42,72,53,26,3,278,15,46,51,58,71,41,23,10,312,0,3,8,4,6,3,0,0,27,0,4,4,0,11,21,5,0,44,18,47,58,66,91,67,32,11,381,0,4,0,4,0,6,3,0,28,17,20,20,23,43,63,33,33,266,38,201,228,283,406,322,130,60,1669
POA3461,46,69,87,52,13,0,274,0,10,28,28,43,50,7,0,174,13,60,111,185,151,132,30,13,698,8,34,79,106,90,97,23,3,441,24,81,105,128,140,114,47,7,637,4,4,6,7,8,6,4,0,28,5,5,0,20,12,13,3,0,57,32,93,112,147,162,129,50,7,731,0,3,0,3,0,8,5,0,22,26,38,45,66,77,97,56,12,410,75,250,419,611,608,561,184,35,2748
POA3462,11,14,11,17,0,0,58,0,0,13,10,12,12,3,0,54,4,18,28,34,24,35,11,0,151,0,13,12,24,26,32,7,0,111,9,23,19,39,43,41,15,0,187,0,0,4,0,0,4,0,0,7,0,0,0,0,4,0,0,0,13,9,25,28,46,45,45,15,0,207,0,0,0,0,0,0,0,0,4,9,9,10,17,22,25,14,4,110,23,70,91,137,148,158,48,4,688
POA3463,17,27,35,32,21,0,145,0,10,11,16,23,27,6,0,94,4,30,35,64,94,87,32,3,339,8,19,11,43,54,65,28,3,238,27,53,55,74,112,90,26,4,443,4,0,5,0,3,11,0,0,32,6,0,6,5,10,10,10,0,40,30,59,56,77,129,111,37,6,505,0,0,0,0,5,6,8,0,19,9,19,15,18,42,51,37,13,198,48,145,149,253,373,375,167,25,1535
POA3464,3,4,5,8,0,0,14,0,0,0,6,4,3,0,0,14,8,15,14,12,12,10,6,0,74,4,12,18,13,24,12,0,0,80,13,34,34,52,47,41,9,0,226,5,0,0,0,4,0,0,0,14,0,0,3,0,3,0,0,0,13,14,37,42,55,52,45,11,0,249,0,0,0,0,0,0,0,0,3,9,10,10,13,8,19,14,0,80,34,74,84,102,95,102,35,0,527
POA3465,17,9,21,15,9,0,95,3,19,17,17,23,31,6,0,123,27,119,91,90,92,93,54,8,582,24,59,70,109,100,114,58,10,548,106,290,256,322,339,300,138,29,1787,13,29,19,19,23,21,9,0,139,4,13,12,20,23,30,7,3,115,129,327,283,365,390,344,153,38,2037,0,0,4,4,0,4,12,6,29,82,66,76,140,130,195,176,70,948,277,625,567,737,756,808,463,129,4359
POA3467,3,9,0,8,0,0,26,0,4,6,0,5,8,0,0,17,5,13,8,14,13,22,8,0,86,0,11,19,21,9,14,9,4,81,21,36,23,45,40,37,10,3,217,6,5,5,3,0,4,0,0,16,0,0,5,0,3,3,0,0,20,21,41,31,49,40,49,10,7,254,0,0,0,0,0,0,0,0,6,13,3,19,16,18,41,22,8,141,43,78,86,111,88,141,43,20,606
POA3468,0,0,0,5,0,0,3,0,0,0,3,3,0,0,0,4,0,10,0,4,0,8,3,0,26,0,0,4,0,9,6,0,0,21,9,6,11,10,7,11,6,0,48,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,7,10,12,11,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,8,0,30,10,14,19,22,27,38,15,0,136
POA3469,0,4,0,0,0,0,5,0,0,0,5,0,5,0,0,8,0,0,0,4,8,4,0,0,19,0,0,0,3,9,9,3,0,25,0,0,0,7,14,6,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,3,0,35,0,0,0,0,0,0,0,0,4,5,4,3,14,14,4,12,3,58,3,9,11,33,40,32,21,5,148
POA3472,0,3,5,0,0,0,10,0,0,0,4,5,0,4,0,7,0,10,12,14,13,13,10,7,79,0,7,14,28,25,17,10,3,98,9,28,28,51,68,47,21,0,253,3,3,3,0,8,3,5,0,21,0,3,5,3,8,9,3,0,26,11,34,40,59,78,51,28,3,305,0,0,0,0,0,0,0,0,4,10,13,13,14,27,32,30,8,149,28,60,73,119,152,127,78,16,657
POA3475,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,16,0,4,3,7,9,4,0,0,26,0,7,13,13,15,11,3,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,5,8,13,13,16,18,5,0,75,0,0,0,0,0,0,0,0,0,0,0,4,3,14,13,3,0,48,5,14,24,28,42,41,18,0,168
POA3477,0,0,0,0,0,0,12,0,0,0,3,0,6,3,0,14,0,7,17,14,8,15,3,0,61,0,4,13,10,20,13,4,0,65,9,22,16,26,41,28,17,0,159,0,0,0,0,4,0,0,0,6,0,0,3,0,0,3,0,0,11,12,22,23,30,45,31,17,0,174,0,0,0,0,0,0,0,0,0,0,4,9,8,28,21,12,0,87,21,43,62,71,107,79,39,3,415
POA3478,6,7,0,3,9,0,28,5,4,4,11,5,4,4,0,36,4,26,24,25,24,35,15,0,157,7,21,20,26,32,25,20,3,151,20,79,44,74,80,73,29,3,399,5,9,3,7,0,8,6,3,32,0,4,11,8,9,3,0,3,36,25,89,53,85,90,78,36,10,468,0,0,0,0,3,8,0,0,14,21,16,12,32,41,55,49,44,273,66,164,122,186,195,212,127,59,1126
POA3480,3,3,0,0,0,0,18,0,4,4,4,8,5,0,0,20,5,27,23,26,23,16,8,5,126,4,15,15,18,22,22,7,0,106,18,38,36,67,79,39,17,0,301,0,0,4,8,3,9,0,0,19,0,0,0,3,7,0,4,0,17,19,42,45,77,84,43,19,7,336,0,4,0,0,0,7,0,0,11,22,17,24,24,31,28,30,17,184,52,109,109,138,179,111,62,22,794
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,0,5,0,0,0,15,0,0,3,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,6,4,4,8,11,8,8,4,53,6,12,12,14,24,13,9,3,90
POA3483,4,0,0,3,0,0,21,0,6,6,3,0,0,0,0,14,6,28,18,17,14,12,0,3,95,0,5,9,12,20,12,7,0,65,8,25,25,34,24,15,3,0,136,4,0,0,0,0,0,0,0,8,0,4,0,4,4,0,0,0,10,11,24,24,38,27,16,3,0,154,0,0,0,0,0,0,0,0,6,8,9,4,9,11,14,11,3,66,31,76,65,87,69,54,26,5,411
POA3485,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,3,0,8,3,0,0,12,0,0,0,3,6,3,0,0,11,3,3,11,8,12,15,5,0,49,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,3,3,9,6,16,10,5,0,53,0,0,0,0,0,0,0,0,0,6,0,5,8,8,6,4,6,38,14,6,18,25,29,23,6,8,132
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,3,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,8,3,8,8,8,7,6,3,0,38
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,4,0,3,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,10,3,8,9,11,14,0,5,0,36
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,9,3,0,4,0,0,21
POA3490,6,0,0,0,0,0,17,0,3,0,0,3,0,0,0,11,7,25,16,9,13,12,3,0,87,0,12,6,14,15,10,7,0,68,24,48,33,39,38,28,10,0,217,0,0,4,0,3,0,0,0,10,0,0,0,4,0,3,0,0,9,24,47,36,42,38,34,14,0,235,0,0,0,0,0,0,0,0,5,9,11,11,18,37,24,31,26,169,34,107,82,87,102,84,57,34,588
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,3,0,0,0,0,0,0,8,4,0,5,10,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,10,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,14,6,9,9,9,14,12,3,0,63
POA3494,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,4,6,0,0,0,28,0,10,4,6,11,6,0,0,34,7,20,23,15,15,15,0,0,91,0,3,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,10,7,20,34,15,17,16,0,0,106,0,0,0,0,0,0,0,0,0,10,10,20,6,12,12,3,0,73,13,54,62,30,49,24,8,0,246
POA3496,13,17,9,5,0,0,61,0,11,16,23,17,16,0,0,83,17,86,75,72,54,33,8,6,345,12,67,70,79,79,53,18,0,385,100,241,241,212,195,101,30,5,1129,17,18,23,12,16,0,0,0,78,9,11,11,11,10,3,0,0,57,121,275,279,237,220,104,33,5,1270,0,5,3,7,4,5,0,0,26,85,76,71,78,128,101,71,23,638,236,536,522,507,512,325,136,32,2807
POA3498,14,17,9,0,3,0,57,0,9,15,31,13,10,3,0,93,21,131,120,102,55,38,4,0,472,16,52,78,79,70,44,17,0,352,81,215,196,219,173,89,27,4,1009,15,17,18,12,6,4,3,0,73,6,4,3,14,13,5,8,0,48,99,235,216,247,186,94,36,4,1117,0,0,0,4,0,0,4,0,14,61,75,85,81,65,88,65,13,531,201,530,517,562,407,277,131,29,2640
