POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3000,109,567,77,49,20,1635,532,114,915,192,140,30,1919,79,16,207,65,41,9,408,83,8,191,133,114,19,544,233,16,350,116,72,124,905,5711,675,9881,2658,1720,572,21224
POA3002,29,85,11,10,4,267,147,25,203,25,13,7,430,15,7,41,5,3,3,78,19,3,38,8,17,0,78,16,5,30,8,0,5,67,719,175,1303,252,169,50,2668
POA3003,32,133,20,10,6,387,164,37,190,45,35,7,478,17,4,49,11,15,0,92,15,0,39,26,26,6,110,37,5,80,20,12,21,182,1183,213,2093,466,391,119,4449
POA3004,50,157,37,25,6,502,245,66,394,76,45,22,844,33,10,62,28,16,5,148,27,9,42,22,40,4,140,63,12,108,22,29,33,262,1555,308,2626,714,605,163,5969
POA3006,67,325,66,34,14,937,341,63,558,108,63,29,1166,73,22,190,88,61,4,438,49,9,98,59,58,15,291,154,13,222,51,53,52,554,3674,587,6128,1504,1137,370,13398
POA3008,41,169,22,14,5,459,200,49,290,62,46,15,649,21,3,64,25,24,5,138,26,5,59,46,47,0,191,76,11,133,35,18,33,303,2168,324,3844,884,736,195,8151
POA3011,185,435,85,50,6,1223,367,141,597,182,144,24,1456,48,24,143,41,36,7,299,47,14,98,55,78,8,303,74,11,147,50,57,63,404,2232,752,4500,1312,1403,234,10439
POA3012,185,507,98,74,21,1301,401,164,677,207,198,23,1671,32,9,117,53,64,0,277,45,14,121,61,118,6,361,59,8,167,66,87,50,438,2142,747,4739,1594,1924,282,11430
POA3013,120,366,56,38,10,843,247,100,431,103,73,21,981,36,15,86,35,38,0,212,23,11,68,41,61,5,201,30,8,108,26,41,23,233,1301,507,3232,923,1109,145,7213
POA3015,132,407,75,56,7,954,234,131,449,113,116,20,1055,21,9,94,37,51,6,214,18,11,71,47,90,6,249,30,6,101,39,46,23,252,1300,572,3436,1143,1493,150,8091
POA3016,119,357,65,43,13,825,194,75,357,99,77,17,819,23,7,60,24,22,5,146,30,8,48,34,77,7,202,29,9,81,21,32,19,189,1142,477,2674,929,1030,130,6377
POA3018,88,278,57,54,3,643,104,73,270,100,83,10,636,6,6,32,13,15,0,74,17,7,31,31,71,0,160,26,4,37,27,58,27,179,731,324,1893,801,1227,114,5095
POA3019,24,69,22,17,3,197,71,27,199,63,67,12,447,7,0,15,16,14,0,50,13,3,24,22,45,9,117,30,5,45,29,33,39,179,531,114,1204,441,546,136,2973
POA3020,137,436,110,118,13,1071,257,108,739,311,381,58,1857,19,6,88,38,44,6,191,33,14,102,108,200,17,471,83,8,198,88,176,110,661,1647,517,4438,2048,3003,481,12122
POA3021,92,334,137,117,18,846,200,104,705,352,493,55,1909,7,3,65,25,41,7,145,24,12,112,134,262,27,576,58,5,166,124,220,166,732,1253,354,3868,2242,3480,554,11742
POA3022,10,33,6,13,0,91,17,11,59,34,33,3,159,0,0,5,4,0,0,16,0,0,5,16,21,0,37,3,0,17,4,22,8,56,121,44,317,154,263,34,931
POA3023,213,762,246,201,33,1807,397,207,1353,573,624,95,3255,18,4,114,63,69,6,271,42,8,151,166,373,31,773,71,10,270,142,268,158,921,2150,746,7145,3497,5227,706,19474
POA3024,95,326,158,143,18,953,218,98,511,390,447,44,1718,22,6,54,32,49,4,160,27,3,48,52,185,5,327,81,4,138,84,164,71,543,2026,407,3576,1911,3187,370,11485
POA3025,59,180,41,37,3,414,81,58,203,75,64,20,498,3,0,38,6,15,3,62,7,4,32,27,78,4,148,27,3,48,38,55,21,194,447,235,1499,638,1005,110,3926
POA3026,18,85,20,18,3,187,50,34,195,70,68,9,431,3,0,21,15,9,4,51,10,0,21,14,49,4,96,13,0,35,22,27,22,123,279,101,1060,487,647,112,2679
POA3027,26,110,21,11,9,271,127,29,205,61,52,9,491,8,0,18,8,9,0,44,15,3,22,21,23,3,83,53,4,73,27,27,22,199,1116,152,1634,531,519,110,4058
POA3028,126,366,139,123,20,942,159,103,402,266,268,41,1229,13,10,49,33,49,8,152,20,20,55,75,199,8,379,50,6,98,56,118,60,385,1167,436,2754,1651,2804,321,9129
POA3029,343,1136,482,315,67,3233,989,404,2495,1356,1207,206,6661,61,17,169,101,109,16,486,146,22,252,315,583,43,1361,431,36,607,367,499,371,2302,8919,1560,14434,7842,9212,1685,43655
POA3030,401,1426,501,407,67,3745,877,424,2205,1034,1060,125,5726,72,25,244,135,158,3,643,117,25,232,264,645,36,1321,299,39,458,269,470,256,1792,7530,1796,14045,6660,10167,1309,41507
POA3031,120,362,62,29,6,1048,425,137,612,113,102,7,1395,42,15,119,35,38,5,247,44,19,73,31,47,5,216,43,13,110,37,42,26,275,2080,589,3873,891,857,138,8426
POA3032,181,580,106,75,21,1415,499,206,907,209,213,48,2077,40,18,153,52,55,0,321,46,10,100,62,131,9,359,88,10,180,62,71,58,464,2597,811,5808,1699,1994,315,13225
POA3033,90,273,67,58,14,619,123,51,295,91,103,12,671,4,6,30,13,15,0,75,11,0,34,42,106,4,200,15,0,51,34,59,22,189,529,276,1890,807,1291,149,4941
POA3034,57,187,43,39,6,415,86,35,247,88,90,20,559,13,0,18,9,15,0,55,6,4,33,23,78,11,148,16,3,71,21,42,20,171,442,172,1528,577,899,112,3731
POA3036,35,117,30,27,6,263,43,24,103,30,47,10,257,0,0,11,3,12,0,30,4,0,15,11,42,0,76,4,0,32,7,29,15,81,172,105,721,310,641,73,2024
POA3037,213,701,239,260,30,1699,260,142,843,452,504,79,2287,10,10,73,47,51,12,200,23,10,86,111,369,13,619,58,11,182,114,252,93,722,1497,656,5250,2950,5470,556,16385
POA3038,103,429,115,145,32,977,159,73,420,202,233,29,1113,8,0,44,22,27,8,104,13,4,54,70,190,16,341,22,3,80,41,134,52,324,695,357,2744,1452,2706,325,8287
POA3039,116,327,68,37,10,869,264,146,530,121,77,19,1156,17,14,77,23,23,0,155,24,18,44,27,74,4,186,46,7,98,35,43,25,246,1441,576,3236,1006,1075,143,7488
POA3040,155,604,99,70,14,1319,407,145,750,211,149,35,1694,22,16,97,41,47,3,223,35,8,79,65,110,8,296,52,12,153,53,74,61,401,1886,764,4875,1628,1928,292,11370
POA3041,75,274,65,56,10,622,153,72,313,99,73,16,720,6,0,54,10,19,0,93,10,4,47,25,73,0,168,27,5,64,22,31,30,179,725,306,2036,826,1099,129,5119
POA3042,96,354,75,68,6,750,143,80,315,154,92,21,800,10,3,44,23,27,0,110,12,6,39,53,135,4,243,12,5,67,35,79,31,230,642,329,2087,1071,1779,171,6081
POA3043,52,258,74,87,7,595,83,53,237,126,165,30,700,0,0,14,15,23,0,59,14,0,28,49,142,6,241,6,3,46,39,74,35,210,424,188,1561,987,1923,195,5288
POA3044,195,632,129,112,12,1493,407,172,729,247,212,44,1808,10,9,116,36,34,4,217,40,9,104,81,151,6,392,33,11,146,65,103,70,432,1890,767,4733,1791,2345,295,11825
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
POA3046,155,539,160,125,10,1317,411,155,758,383,315,63,2088,26,11,87,30,37,0,198,44,8,112,82,184,5,433,97,18,172,89,98,70,550,2290,644,4745,2175,2770,410,13033
POA3047,37,147,49,44,11,381,88,38,220,142,158,26,665,0,0,13,8,13,0,45,13,0,29,39,73,9,166,36,4,52,42,93,51,277,673,124,1303,778,1116,204,4204
POA3048,47,126,50,53,8,355,65,35,166,119,128,15,530,0,0,8,4,7,0,23,3,4,18,28,73,0,130,13,3,43,32,71,43,210,330,128,894,563,976,160,3056
POA3049,43,146,51,60,3,353,39,27,139,78,97,21,398,0,0,13,12,4,0,37,7,3,15,17,95,3,141,3,0,16,22,46,11,103,206,123,802,615,1166,101,3005
POA3051,60,252,39,19,12,870,406,120,502,82,78,25,1217,33,11,99,28,22,4,196,45,9,65,22,32,4,181,60,0,105,26,28,29,245,2050,413,3140,637,558,136,6932
POA3052,23,137,5,13,6,452,158,26,205,21,25,8,439,15,8,35,5,13,3,77,18,0,30,3,18,0,75,18,3,34,6,5,11,90,936,128,1221,216,233,56,2793
POA3053,61,273,25,25,14,867,275,56,434,76,61,7,907,50,10,103,21,14,3,203,42,6,58,28,35,5,175,73,5,105,29,22,34,269,2114,275,3104,628,521,161,6803
POA3054,49,196,16,18,6,553,234,48,262,39,25,9,616,29,7,89,11,15,0,151,16,8,47,16,27,9,123,24,3,58,16,17,19,141,1176,285,2127,357,339,83,4360
POA3055,133,391,77,34,12,1082,310,128,490,118,96,21,1163,39,14,102,29,37,5,225,39,12,79,32,64,5,229,46,6,104,30,39,30,254,1640,517,3083,847,1003,150,7235
POA3056,224,672,88,46,10,1899,638,214,923,172,129,27,2104,103,33,258,60,24,10,480,62,22,163,51,95,7,399,65,19,215,48,45,41,434,3399,978,6224,1276,1330,200,13401
POA3057,128,355,46,37,9,1024,345,123,493,80,51,10,1101,54,19,157,26,22,0,270,41,9,73,33,59,4,223,43,8,140,29,23,21,269,1938,562,3581,751,754,119,7698
POA3058,329,765,158,119,14,2182,600,239,959,312,244,49,2395,61,32,179,69,49,10,395,73,17,127,85,161,7,470,66,19,170,73,87,47,460,3023,1110,6017,2027,2294,325,14800
POA3059,73,356,80,91,10,761,130,60,370,171,176,23,931,3,0,26,18,16,0,71,8,3,40,59,161,3,271,26,3,102,50,91,49,317,670,256,2359,1317,2081,244,6930
POA3060,59,155,49,41,4,450,113,47,216,120,106,17,618,4,5,24,11,15,0,57,16,0,34,29,75,10,160,31,3,73,30,45,31,222,750,192,1392,617,926,168,4037
POA3061,3,23,17,8,3,63,10,3,29,32,28,5,111,0,0,5,0,4,0,14,0,0,3,11,38,6,57,5,0,11,18,22,7,61,58,22,231,186,280,48,827
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA3063,5,10,4,7,0,16,4,0,9,0,6,0,14,0,0,4,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,4,10,5,41,32,86,4,183
POA3064,328,985,426,409,65,2804,733,326,2208,1210,1157,144,5788,21,14,88,63,77,7,273,80,17,171,260,634,46,1197,200,32,346,318,479,296,1666,4526,1180,9981,6690,9234,1275,32888
POA3065,46,187,17,13,3,521,272,60,367,63,48,17,831,40,12,94,24,8,0,176,34,0,49,15,36,4,135,26,6,110,30,21,23,212,1344,320,2576,467,437,103,5251
POA3066,51,179,14,24,3,480,213,49,360,50,57,16,743,51,3,83,22,14,0,179,19,9,27,21,33,4,111,46,8,100,25,20,22,225,1180,283,2469,494,505,100,5035
POA3067,46,192,21,16,4,489,244,65,379,61,57,8,805,23,9,74,18,13,3,143,14,11,52,26,37,6,141,34,10,96,24,23,23,212,1216,317,2653,548,519,99,5358
POA3068,148,436,40,35,13,1205,591,178,744,98,86,15,1712,73,22,189,34,19,7,345,63,16,85,42,58,5,274,71,14,168,29,22,22,319,2720,817,4827,788,780,138,10062
POA3070,242,664,91,49,21,1761,706,233,853,165,137,34,2116,68,34,218,54,33,6,409,50,22,129,50,91,6,346,68,16,194,44,54,33,407,3109,1077,5819,1222,1210,204,12639
POA3071,164,466,74,52,6,1222,414,170,625,170,126,15,1521,65,16,146,28,23,0,287,49,20,86,52,80,4,285,34,11,119,29,42,33,266,1845,728,4015,1082,1164,146,8990
POA3072,315,703,157,106,14,1913,533,210,974,309,261,46,2334,55,24,191,56,49,7,373,54,20,121,100,132,14,437,65,16,201,67,117,67,522,2559,1010,6012,2081,2358,364,14369
POA3073,290,817,200,190,26,2088,540,266,1127,496,531,72,3031,35,16,141,57,49,7,299,60,18,151,127,287,8,653,95,28,214,118,183,141,777,2877,995,6562,2935,4121,596,18078
POA3074,49,137,46,49,9,375,140,43,282,170,187,28,855,6,3,19,13,8,0,55,14,0,25,47,115,18,218,27,4,60,46,96,51,282,697,155,1475,889,1484,239,4940
POA3075,56,170,76,60,7,489,144,59,370,195,219,24,1017,11,3,15,10,19,0,58,8,6,37,50,120,9,236,33,6,76,43,86,53,294,721,209,1804,1083,1658,262,5738
POA3076,98,304,159,136,13,879,234,105,692,377,415,59,1881,3,8,34,21,29,0,97,38,3,55,92,222,20,438,46,5,116,83,169,73,486,1246,396,2893,1947,3075,392,9948
POA3078,116,296,50,29,5,819,319,115,469,88,60,27,1072,26,10,81,12,24,0,143,31,10,52,28,46,8,170,29,3,75,22,18,17,169,1334,514,2615,596,629,111,5798
POA3079,115,365,57,40,16,936,392,127,618,131,75,24,1375,19,7,72,21,22,3,148,31,9,63,24,71,0,199,46,0,95,28,41,18,232,1700,532,3419,834,882,167,7538
POA3081,82,238,48,35,9,603,248,102,436,128,159,22,1096,6,4,43,15,11,0,83,26,7,48,47,72,4,200,32,5,55,29,55,31,195,924,329,1989,744,1037,152,5178
POA3082,121,387,134,168,19,1044,232,106,592,348,379,66,1722,8,0,37,29,34,0,119,28,7,57,77,210,20,389,36,8,118,92,126,57,429,1102,389,2962,1763,2945,349,9506
POA3083,136,484,152,125,21,1258,363,130,759,321,326,65,1968,7,3,70,18,47,3,146,42,11,87,76,178,14,401,86,16,134,55,114,62,472,1879,482,3807,1814,2512,367,10866
POA3084,206,533,89,93,11,1415,532,223,953,236,214,51,2202,36,16,88,32,28,0,189,35,17,87,49,114,4,310,54,8,143,46,53,39,340,2332,803,4636,1264,1720,239,10998
POA3085,94,304,75,57,5,752,194,101,365,155,124,22,959,10,5,39,11,16,0,76,20,5,32,28,79,0,156,18,5,60,20,38,19,155,956,380,2130,890,1152,111,5613
POA3087,61,191,48,49,12,463,113,68,232,106,115,16,658,5,3,30,14,8,0,56,7,3,29,20,63,0,130,11,0,33,15,26,11,101,478,224,1227,554,930,80,3500
POA3088,235,646,161,119,15,1504,269,155,711,297,298,31,1757,22,4,73,34,50,3,191,26,8,70,67,203,5,385,29,5,106,38,96,29,305,1368,677,3692,1673,2746,207,10359
POA3089,90,335,87,91,11,729,106,88,287,177,175,21,854,3,5,36,12,28,0,90,11,5,24,35,113,7,196,11,7,39,29,77,17,182,461,313,1541,913,1759,122,5113
POA3090,14,48,7,8,3,99,17,8,57,14,15,3,119,0,0,4,5,0,0,10,0,0,12,6,25,3,42,6,0,5,3,8,5,31,88,42,296,153,308,35,920
POA3091,3,30,9,0,0,58,12,8,22,14,17,3,83,0,0,9,3,4,0,8,0,0,4,8,18,4,31,4,0,4,9,4,8,26,42,21,165,95,241,18,594
POA3093,32,82,23,18,3,201,47,25,108,38,32,5,242,3,5,14,3,4,0,36,9,0,8,12,24,0,54,7,0,18,4,17,3,52,195,104,572,227,344,32,1475
POA3094,84,243,45,45,4,541,101,72,235,91,99,8,611,10,0,28,14,8,0,59,15,3,21,25,58,0,123,10,9,42,12,33,18,120,498,285,1293,588,880,65,3605
POA3095,244,710,160,120,25,1646,359,192,710,289,297,55,1901,32,10,81,32,44,5,208,42,15,75,59,197,9,398,38,14,97,47,89,31,320,1643,794,4124,1759,2752,282,11356
POA3096,11,40,6,19,0,98,10,11,45,25,21,3,124,0,0,7,0,4,0,13,0,0,0,4,27,0,33,0,0,5,4,9,0,22,55,42,209,131,296,13,741
POA3097,9,30,14,6,0,83,16,3,37,7,5,5,83,3,0,5,0,0,0,8,10,3,9,4,11,0,31,8,3,9,3,9,7,29,95,32,214,89,137,21,590
POA3099,48,119,28,30,0,277,48,23,122,67,49,7,317,4,3,13,9,12,0,36,8,0,17,22,50,0,92,0,0,22,13,20,4,57,181,118,597,355,712,42,1996
POA3101,122,414,72,41,10,1065,676,142,996,150,91,61,2117,36,7,97,29,19,3,193,39,10,78,48,66,0,243,81,14,173,44,39,49,401,2511,664,4892,1101,918,251,10341
POA3102,35,134,19,22,3,340,153,42,231,48,32,12,522,7,4,28,5,0,3,49,7,4,13,13,19,3,59,15,4,45,10,19,4,95,589,181,1289,286,306,56,2708
POA3103,57,233,48,33,9,613,302,73,536,109,55,23,1096,10,6,46,15,8,0,80,19,7,49,25,36,3,146,44,9,113,18,28,27,242,1388,323,2729,685,505,146,5774
POA3104,120,337,45,38,6,819,367,115,713,144,86,32,1457,17,4,53,12,8,0,97,35,11,71,25,39,0,180,47,14,161,29,35,35,321,1713,512,3855,920,764,194,7957
POA3105,48,143,41,37,4,392,139,53,269,91,95,14,666,3,3,24,12,11,0,51,10,7,42,23,57,3,146,18,4,56,18,27,19,147,638,209,1715,592,712,119,3981
POA3106,62,241,45,34,3,537,211,64,458,112,89,33,967,4,3,30,5,10,5,55,27,6,46,38,89,3,201,34,4,78,36,41,39,233,1094,278,2586,782,922,196,5861
POA3107,63,217,58,36,5,557,180,68,384,95,76,26,827,11,9,42,16,13,0,85,21,8,48,30,60,4,174,23,0,58,35,37,28,178,894,285,2129,730,812,151,5001
POA3108,78,338,84,54,5,851,366,106,675,189,160,22,1517,14,5,45,15,15,0,91,39,10,83,64,99,9,310,88,10,175,39,55,56,417,2020,416,3968,1268,1189,244,9101
POA3109,101,419,109,71,15,1063,396,127,769,240,222,51,1792,18,4,43,20,20,0,112,49,12,108,76,144,7,400,89,13,210,62,66,52,494,2358,525,4679,1518,1537,293,10916
POA3111,68,192,42,43,6,467,165,66,315,101,69,19,736,11,0,34,11,18,4,75,26,6,45,36,69,5,189,23,6,87,34,35,25,213,746,273,1909,647,779,130,4478
POA3113,64,183,52,27,8,436,125,68,241,86,66,11,603,7,9,25,13,13,0,63,7,9,21,32,55,6,130,12,4,52,18,24,3,116,491,254,1271,553,768,76,3412
POA3114,21,78,17,20,0,164,38,23,113,26,25,8,230,0,0,10,5,3,0,20,4,0,9,4,23,0,45,0,6,15,10,5,0,36,167,97,596,205,328,37,1421
POA3115,18,69,24,19,5,153,22,14,86,35,31,10,204,0,0,12,0,5,0,20,0,4,8,7,33,0,51,4,0,17,11,24,3,67,102,71,498,246,532,34,1482
POA3116,69,198,71,77,4,481,84,60,231,141,172,18,703,4,0,11,16,19,0,43,13,6,30,44,119,5,220,16,0,37,24,82,21,177,360,206,1176,787,1613,125,4262
POA3121,171,663,92,61,11,1601,625,223,1250,184,144,26,2450,70,22,284,79,44,8,508,59,18,142,81,160,20,483,74,20,278,65,62,63,557,3339,1093,9011,1804,1912,307,17466
POA3122,136,457,50,35,17,1221,537,146,786,151,82,44,1739,29,9,115,28,19,5,204,32,13,88,48,74,7,260,83,11,174,50,29,42,388,2662,747,5308,1092,936,203,10938
POA3123,101,309,41,31,5,796,340,88,495,79,49,27,1077,14,11,74,23,14,4,145,15,4,50,25,37,6,144,45,17,117,21,14,22,238,1750,491,3487,693,586,136,7141
POA3124,118,429,70,32,15,1031,455,129,752,161,75,30,1609,23,5,82,22,16,3,152,36,4,84,28,51,4,206,51,15,161,33,25,28,314,2149,605,4328,971,745,172,8967
POA3125,77,254,47,34,7,703,209,70,430,121,83,23,935,10,0,42,14,11,0,70,24,10,61,39,51,6,190,76,5,101,31,29,23,259,1467,322,2442,760,681,131,5799
POA3126,36,134,9,17,0,314,191,56,264,35,26,13,588,4,3,14,6,6,0,31,17,0,28,17,9,0,76,34,8,58,9,9,3,123,796,205,1451,261,237,57,3003
POA3127,122,385,75,36,13,971,385,119,623,140,69,27,1364,21,17,59,25,17,0,141,17,17,74,29,48,3,189,46,3,110,33,31,19,238,1903,604,3632,883,723,141,7893
POA3128,103,330,73,47,7,908,330,104,701,190,141,28,1504,32,8,51,17,16,0,123,49,14,107,57,64,11,294,77,12,131,62,36,61,384,2153,443,3641,1234,1022,222,8721
POA3129,98,336,77,45,15,839,279,111,604,142,139,29,1297,15,11,42,16,20,0,100,29,18,64,44,75,5,234,44,6,110,41,42,19,266,1522,466,3006,934,940,165,7037
POA3130,196,637,123,94,18,1544,411,208,951,291,237,50,2142,28,9,103,22,32,0,192,53,23,129,81,131,8,436,88,12,177,63,71,48,458,2639,881,5522,1683,1883,264,12867
POA3131,113,404,113,63,12,1030,276,103,598,230,197,25,1425,20,5,48,24,22,0,118,39,16,92,51,106,5,318,47,3,121,41,50,23,289,1724,472,3646,1261,1380,176,8677
POA3132,107,337,80,72,5,844,208,107,439,164,130,19,1062,11,4,35,15,12,7,87,39,18,63,38,69,4,224,48,4,95,43,43,19,254,1316,456,2918,974,1175,141,6996
POA3133,121,388,76,90,10,982,247,103,588,207,158,22,1320,9,0,38,23,17,0,92,47,10,87,51,113,9,309,62,8,129,59,48,28,348,1726,458,3352,1195,1345,180,8258
POA3134,210,673,203,149,25,1682,326,214,889,392,377,49,2253,23,8,78,43,47,0,197,59,22,120,113,215,7,533,52,8,155,78,123,63,492,2000,782,4906,2250,3236,325,13499
POA3135,178,483,90,72,3,1139,215,144,546,246,242,22,1424,16,4,44,17,13,0,98,34,13,78,56,133,5,317,28,9,91,45,65,27,261,1247,529,2934,1256,1866,173,8006
POA3136,300,902,241,200,24,2101,374,272,1036,574,626,76,2966,23,8,81,49,60,0,230,52,25,141,132,348,12,714,61,12,172,92,196,66,602,1893,999,5436,2972,5139,397,16832
POA3137,73,282,77,72,10,592,85,81,277,196,263,20,934,0,6,16,13,19,3,53,11,0,23,37,161,0,230,10,5,34,39,105,16,217,347,237,1279,977,2160,117,5114
POA3138,117,457,117,143,13,1022,111,109,406,312,403,37,1383,3,0,30,23,29,3,93,22,7,51,85,271,7,444,19,8,68,52,156,41,340,620,390,2239,1493,3314,230,8290
POA3139,63,190,99,95,7,509,44,55,205,218,244,26,784,5,0,19,18,26,3,73,4,4,24,40,250,8,334,5,4,21,26,118,30,196,183,187,875,925,2714,159,5047
POA3140,84,302,116,103,10,718,69,62,336,240,301,32,1039,3,4,22,18,31,0,75,12,0,40,64,187,3,320,8,5,54,32,109,27,240,363,246,1554,1197,2596,178,6132
POA3141,134,446,60,38,7,1211,558,119,927,116,85,35,1839,63,20,186,54,29,8,360,58,10,113,59,98,10,339,115,14,262,44,45,39,527,3355,757,7041,1351,1130,287,13919
POA3142,32,183,28,18,9,434,290,62,436,51,46,35,922,14,3,61,6,10,4,99,15,0,37,23,31,4,117,48,9,126,32,20,29,267,1198,293,2732,580,440,171,5417
POA3143,59,145,27,17,8,388,207,56,337,53,30,18,699,13,3,67,26,13,0,116,13,3,36,20,31,0,97,28,4,89,14,9,12,164,1037,285,2303,458,360,95,4540
POA3144,48,164,24,9,7,402,231,61,413,77,36,24,839,9,9,43,7,12,0,78,12,9,28,19,21,5,95,39,4,78,19,9,21,176,998,298,2356,452,352,107,4562
POA3145,143,457,71,48,20,1129,438,141,784,171,119,27,1681,26,10,74,36,33,6,177,37,0,57,37,71,4,212,80,19,203,42,40,42,422,2227,667,4749,1186,1085,232,10146
POA3146,157,549,88,36,7,1260,545,168,952,179,99,28,1971,35,15,100,34,19,3,213,47,17,106,48,74,9,295,85,15,178,34,34,37,385,2612,798,5722,1250,1059,210,11647
POA3147,92,314,60,27,5,714,206,83,436,102,88,26,942,17,10,47,16,15,0,107,22,9,64,23,46,3,166,34,15,104,29,33,21,239,1269,450,2759,698,709,110,5991
POA3148,30,159,46,23,4,413,137,36,280,83,83,12,635,6,3,34,15,8,0,66,18,4,41,24,51,7,143,36,7,61,13,32,24,177,858,188,1772,562,582,114,4076
POA3149,163,532,87,106,16,1496,444,141,909,254,198,43,1992,24,7,66,24,35,0,153,55,21,126,75,122,6,407,138,24,226,75,61,69,591,3385,718,5803,1696,1722,362,13683
POA3150,213,898,184,133,37,2320,728,238,1576,429,343,90,3421,41,14,85,40,34,4,221,91,23,193,143,211,18,667,241,21,380,119,123,116,1003,5283,1067,9580,2988,2674,620,22208
POA3151,30,160,38,30,0,413,113,45,300,89,63,11,617,6,3,24,6,3,0,47,23,3,37,23,54,4,142,33,6,65,31,32,23,184,891,164,1663,553,554,96,3918
POA3152,153,555,142,139,15,1349,342,164,878,354,335,52,2131,16,4,67,20,31,0,137,53,10,103,102,212,7,491,90,12,172,69,113,57,517,2176,618,4950,1970,2619,329,12660
POA3153,95,306,79,84,13,752,166,96,502,262,363,29,1419,3,4,43,27,32,0,109,28,11,61,74,172,6,351,40,8,70,54,120,38,333,901,353,2393,1354,2453,214,7663
POA3154,28,77,22,21,0,192,30,14,92,62,59,8,266,0,0,8,6,10,0,30,0,0,8,21,38,0,67,6,0,13,15,31,15,80,125,80,430,342,616,47,1632
POA3155,131,418,128,110,15,1000,178,118,463,316,356,30,1463,12,4,37,22,36,6,109,18,8,59,70,217,6,384,41,10,106,57,146,35,395,941,416,2590,1513,2880,219,8565
POA3156,181,618,174,191,22,1508,258,174,819,471,513,72,2309,16,8,64,44,53,8,192,28,5,96,109,373,15,632,44,14,148,100,221,60,587,1363,631,4288,2590,4830,352,14056
POA3158,58,173,44,43,0,408,50,42,168,88,105,5,452,3,0,18,8,13,5,48,8,4,21,21,63,4,116,9,0,20,17,24,19,86,297,157,863,497,893,71,2783
POA3159,18,61,16,24,0,166,21,18,46,31,30,0,138,0,3,8,6,7,0,28,3,0,8,3,15,0,34,0,0,10,7,12,9,32,119,66,311,197,319,28,1034
POA3160,86,224,69,65,6,599,87,64,193,127,113,10,599,10,5,25,25,25,4,89,15,6,35,37,104,5,201,14,3,35,21,35,11,122,427,246,1101,659,1160,89,3688
POA3161,93,343,56,52,13,873,347,86,645,118,70,36,1301,28,7,68,19,16,0,135,26,3,65,45,50,8,199,61,12,157,44,35,42,351,1692,403,3640,812,704,205,7455
POA3162,103,398,95,47,21,924,308,96,565,155,87,34,1241,21,10,65,18,18,11,140,21,10,81,31,68,9,227,47,10,149,49,42,33,330,1412,480,3625,936,840,239,7535
POA3163,206,761,123,93,19,1848,526,196,1034,260,229,45,2291,36,19,116,38,29,4,242,47,12,111,73,127,11,382,144,27,251,90,78,80,659,3631,917,6942,1851,1834,366,15539
POA3165,181,543,126,111,17,1363,338,144,769,279,212,39,1780,23,3,84,36,28,11,187,34,11,100,80,178,8,411,69,10,161,64,72,57,429,2057,693,4875,1797,2144,325,11887
POA3166,135,521,106,79,6,1292,335,107,683,196,214,29,1569,13,3,60,24,31,5,139,40,10,81,66,156,8,358,77,6,162,49,67,49,415,2156,531,4315,1421,1678,228,10330
POA3167,43,147,43,18,5,387,92,39,245,91,86,7,553,9,3,14,4,14,0,42,10,0,25,28,65,0,130,28,8,50,24,28,20,158,726,183,1436,555,714,99,3711
POA3168,47,330,66,48,7,1021,317,58,628,160,152,30,1350,18,0,28,14,18,0,75,40,9,54,39,70,7,227,152,4,157,56,53,77,499,2654,238,3316,990,968,277,8445
POA3169,41,212,59,32,3,562,180,56,513,194,215,47,1206,13,3,30,12,18,0,72,19,5,64,59,112,16,275,80,7,130,52,75,68,415,1471,223,2754,1097,1346,285,7164
POA3170,98,279,87,61,17,760,194,81,476,190,147,28,1113,6,7,25,20,11,0,66,26,4,65,54,128,13,291,45,5,118,56,77,53,357,1236,345,2723,1166,1356,236,7056
