POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3441,7,49,63,389,10,516,0,0,3,0,0,6,4,6,5,7,0,17,0,0,0,0,0,0,23,5,7,12,0,47,136,68,51,351,6,614,0,0,0,0,0,0,4,0,0,4,0,9,24,3,0,36,0,64,14,0,4,0,0,18,8,0,0,0,0,5,4,0,0,0,0,3,31,23,17,188,6,265,28,3,7,31,0,62,6,0,0,0,0,6,0,4,0,0,0,5,4,0,0,4,0,10,10,4,0,3,0,18,0,0,0,0,0,4,6,3,0,0,0,10,5,0,0,4,0,21,4,0,0,4,0,8,0,0,0,0,0,0,33,13,8,141,0,196,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,8,11,0,0,5,0,16,61,8,17,12,0,109,7,0,0,5,91,94,328,111,110,798,104,1450
POA3442,60,458,268,2483,24,3293,0,6,4,43,0,46,34,3,9,11,0,55,27,5,3,11,0,56,92,32,21,42,0,182,773,394,279,2280,32,3754,29,0,3,0,0,35,29,6,0,27,0,73,141,56,35,245,4,469,13,9,5,19,0,53,14,5,5,4,0,27,22,10,7,3,0,35,177,125,61,1113,11,1495,133,52,22,137,0,345,0,0,0,0,0,0,3,3,0,7,0,13,11,0,0,5,0,19,63,10,11,32,0,115,3,0,6,3,0,14,25,14,14,3,0,57,49,7,8,22,0,92,9,6,0,6,0,23,4,0,0,0,0,0,187,110,89,838,15,1239,5,0,0,0,0,16,15,7,0,0,0,24,11,3,0,10,0,24,11,4,0,4,0,15,0,0,0,0,0,3,50,4,5,33,0,96,292,82,66,134,5,575,12,10,3,43,384,451,1740,802,521,5063,459,8586
POA3444,52,414,302,3043,26,3834,0,7,6,80,0,97,76,4,0,21,0,104,28,7,4,10,0,46,70,31,19,36,0,158,739,380,256,2925,34,4337,47,0,6,0,0,51,39,0,3,24,0,76,112,48,36,255,6,452,38,12,5,16,3,76,26,4,0,10,0,38,50,0,0,10,0,64,168,95,91,1327,13,1699,96,25,17,139,3,275,5,0,0,0,0,5,4,0,0,12,0,15,10,4,0,10,0,17,53,16,9,31,3,112,16,4,3,5,0,24,33,21,22,3,0,78,43,14,10,22,0,85,12,3,0,11,0,19,3,3,0,0,0,8,214,113,76,1014,11,1428,13,0,0,0,0,21,23,3,5,0,0,34,9,8,0,3,0,23,8,3,5,8,0,26,5,0,4,3,0,10,33,6,6,52,0,94,299,88,49,137,5,575,12,7,3,49,567,634,1800,754,535,6322,657,10066
POA3446,4,63,19,331,3,418,0,0,0,13,0,13,5,0,0,3,0,6,0,0,0,0,0,0,11,8,3,17,0,35,81,56,22,335,7,506,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,47,0,62,3,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,18,3,127,4,172,8,11,5,12,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,5,9,0,0,0,0,9,5,0,0,4,0,12,0,0,0,0,0,4,0,0,0,0,0,0,27,10,10,106,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,44,15,6,16,6,86,5,0,0,6,64,72,189,112,37,681,78,1101
POA3447,3,16,15,137,0,176,0,0,0,6,0,6,0,0,0,3,0,4,0,0,0,3,0,9,4,8,0,4,0,14,41,23,21,154,0,237,0,0,0,0,0,0,3,0,0,0,0,0,12,3,0,8,0,25,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,13,4,3,60,0,77,8,4,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,4,0,0,3,0,8,3,0,0,0,0,6,0,0,0,0,0,0,13,6,3,55,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,6,0,42,0,0,0,4,43,45,103,45,28,297,49,524
POA3448,8,36,25,331,0,408,0,0,0,4,0,4,0,0,0,6,0,10,0,0,0,0,0,0,8,6,3,4,0,19,63,40,30,280,11,417,5,0,0,0,0,3,0,0,0,0,0,0,12,9,4,25,0,43,11,0,0,0,0,15,5,3,0,5,0,8,0,4,0,5,0,7,19,8,10,97,4,137,7,11,0,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,12,5,0,0,0,0,5,0,3,0,0,0,8,3,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,11,14,100,0,143,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,11,21,5,4,9,0,40,3,0,0,3,64,71,151,79,56,625,75,981
POA3450,28,274,155,1987,46,2491,0,8,0,70,0,70,25,4,0,15,0,46,14,0,0,0,0,15,46,18,4,35,3,101,446,311,179,2161,37,3128,10,0,9,0,0,21,19,13,5,16,0,47,90,27,27,230,4,374,11,5,0,5,0,28,6,4,0,12,0,27,28,4,0,3,0,41,116,94,56,1011,14,1291,47,23,17,123,5,214,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,7,0,15,0,32,3,3,3,4,0,12,22,14,8,5,0,46,33,9,0,15,0,60,5,6,0,4,0,16,0,0,0,0,0,0,135,94,59,802,7,1100,15,0,0,0,0,14,15,4,0,0,0,19,3,3,0,4,0,10,5,4,4,0,0,15,3,0,0,0,0,9,29,12,5,29,0,76,226,83,35,124,0,465,9,3,0,33,1084,1125,1066,557,323,4482,1169,7588
POA3451,19,216,165,1781,32,2206,0,0,0,87,0,85,26,3,0,16,3,51,13,3,0,7,0,17,62,27,12,24,0,129,338,210,161,1902,25,2637,13,0,0,0,0,13,17,0,4,9,0,35,63,28,15,201,3,310,17,3,5,17,0,49,15,3,5,9,0,30,23,0,0,5,0,28,73,67,46,674,9,868,53,30,11,134,0,225,3,0,0,0,0,3,0,0,0,3,0,7,0,5,0,0,0,5,11,13,0,10,0,32,7,0,7,0,0,12,25,7,4,9,0,47,24,8,4,14,0,45,7,0,0,4,0,11,0,4,0,4,0,7,111,71,48,566,3,798,8,0,0,0,0,8,6,6,0,0,0,13,10,0,0,3,0,12,3,0,0,0,0,7,7,0,3,5,0,11,17,5,3,29,0,55,161,51,43,110,4,367,12,0,0,66,297,376,849,428,308,3876,360,5819
POA3453,7,48,42,621,7,738,0,0,0,20,0,22,4,0,6,7,0,17,0,0,0,6,0,4,14,6,0,12,3,34,68,42,38,664,9,817,4,0,6,0,0,10,8,0,0,3,0,10,17,9,9,75,0,111,10,0,0,3,0,13,3,0,0,0,0,3,4,0,0,0,0,4,14,25,6,248,0,297,4,7,0,20,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,15,5,0,0,0,0,5,8,0,0,0,0,14,5,0,0,4,0,12,0,0,0,0,0,0,4,0,0,0,0,4,18,13,9,236,5,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,5,7,0,17,37,7,3,16,0,70,0,3,0,14,121,146,184,103,76,1348,136,1852
POA3458,12,90,59,606,17,779,0,0,0,11,0,9,17,0,5,10,0,29,14,5,4,8,0,25,23,11,7,16,0,56,207,81,55,671,12,1021,4,0,3,0,0,13,12,0,4,4,0,25,29,5,8,71,0,113,3,0,0,6,0,14,7,0,0,4,0,11,12,3,0,0,0,12,49,22,28,369,12,477,28,8,6,24,0,62,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13,6,5,0,0,26,5,0,0,0,0,5,7,4,5,0,0,17,8,0,0,4,0,18,0,0,0,0,0,9,0,0,0,0,0,0,68,28,9,228,0,330,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,0,0,0,4,0,0,0,0,0,0,8,5,0,8,0,20,80,9,12,42,0,145,5,0,0,17,171,187,474,156,116,1386,197,2330
POA3460,11,87,43,588,11,747,0,0,0,22,0,23,26,0,0,15,0,46,12,0,0,0,0,12,32,11,3,6,0,59,216,105,67,807,19,1209,13,0,0,0,0,12,10,0,0,10,0,16,40,14,11,74,0,133,15,5,0,10,0,24,6,0,0,0,0,11,22,0,0,0,0,20,53,32,15,382,4,491,50,27,6,73,0,159,0,0,0,0,0,0,3,0,0,3,0,8,5,5,0,0,0,10,9,0,0,6,0,19,0,5,0,0,0,4,4,3,8,0,0,10,19,4,0,7,0,26,10,0,4,3,0,12,0,0,0,0,0,0,73,25,15,348,3,463,11,0,0,0,0,15,12,0,0,0,0,16,3,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,16,0,0,8,0,24,152,30,23,42,4,248,4,0,0,22,200,231,654,196,109,1599,237,2799
POA3461,25,176,117,1215,28,1557,0,3,0,40,3,48,25,0,5,21,0,53,36,3,0,3,0,43,51,25,13,37,0,123,339,175,106,1223,13,1862,9,0,0,0,0,8,21,4,0,15,0,41,65,19,17,126,3,230,21,6,3,10,0,39,20,0,6,5,0,26,12,5,0,0,0,21,81,52,29,578,7,751,65,33,14,157,0,268,0,0,0,0,0,0,3,0,0,0,0,0,16,4,0,8,0,22,30,0,5,15,0,50,0,3,0,0,0,5,11,3,4,0,0,24,35,9,4,13,0,62,14,3,3,10,0,24,3,0,0,0,0,3,73,41,25,466,7,619,35,4,0,0,0,38,6,0,3,0,0,6,3,7,0,5,0,13,0,0,0,0,0,4,12,6,0,0,0,12,7,0,5,22,0,38,191,43,24,67,5,328,9,0,0,27,328,362,925,346,231,2730,380,4614
POA3462,0,40,31,374,0,452,0,0,0,5,0,5,0,3,0,9,0,15,0,0,0,0,0,0,20,0,6,9,0,36,104,43,35,373,10,565,0,0,0,0,0,0,4,3,0,4,0,13,9,3,0,27,0,47,5,0,0,0,0,5,10,0,0,0,0,6,0,0,0,0,0,3,16,24,4,150,0,196,10,0,3,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,6,0,4,0,0,11,3,0,0,4,0,8,3,0,0,0,0,3,0,0,0,0,0,0,18,17,9,138,0,187,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,14,0,17,40,6,3,19,0,74,0,0,0,7,91,99,206,87,56,783,102,1230
POA3463,6,89,59,795,12,959,0,0,0,15,0,15,0,0,0,4,0,3,3,5,0,0,0,3,46,0,8,15,0,64,209,105,65,891,14,1274,6,0,0,0,0,6,7,0,3,7,0,19,20,17,8,76,0,124,5,5,0,0,0,11,4,3,0,0,0,19,7,0,0,0,0,3,40,28,22,361,6,442,14,9,0,35,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,17,6,0,0,0,0,4,3,3,7,0,0,10,11,3,0,0,0,13,8,0,0,6,0,6,0,0,0,0,0,0,32,25,12,274,0,340,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,3,16,7,0,11,0,33,53,25,5,18,3,103,0,0,0,18,143,162,395,168,107,1745,170,2588
POA3464,0,38,26,465,14,546,0,0,0,6,0,8,4,0,0,12,0,16,0,0,0,0,0,0,9,6,4,14,0,30,61,29,31,456,3,578,7,3,6,0,0,11,0,0,0,0,0,0,3,3,0,26,0,35,3,7,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,124,0,148,8,3,0,42,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,109,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,8,0,3,0,20,0,0,3,9,59,70,100,61,43,911,75,1192
POA3465,32,210,173,3800,78,4295,0,9,0,200,9,218,31,0,7,43,0,81,7,0,0,11,0,17,88,12,9,44,3,152,448,229,202,3623,100,4597,61,0,21,0,0,86,3,4,0,16,0,26,65,31,28,247,9,373,31,7,0,17,0,54,20,0,7,4,0,33,29,4,0,0,0,29,82,47,32,924,11,1089,48,25,11,190,0,266,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,18,6,0,14,0,44,15,4,0,10,0,26,15,4,5,5,0,31,21,11,0,9,0,39,3,0,0,0,0,13,0,0,0,0,0,0,99,62,43,964,14,1183,15,0,0,3,0,16,0,0,0,0,0,3,6,0,0,3,0,15,7,0,0,0,0,10,9,0,0,0,0,9,15,8,4,29,0,54,205,39,20,77,6,349,14,3,5,79,569,672,1153,416,325,7464,757,10111
POA3467,4,32,26,539,6,597,0,0,0,21,0,22,0,0,0,0,0,0,4,0,0,0,0,4,11,6,3,17,0,34,74,25,30,466,9,593,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,25,0,34,3,0,0,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,8,9,4,126,0,151,6,5,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,0,0,0,5,0,7,0,0,3,0,0,4,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,7,11,138,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,6,15,0,6,5,0,25,0,0,0,6,98,104,136,45,43,1031,112,1356
POA3468,5,0,4,100,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,15,4,5,80,4,112,0,0,3,0,0,4,0,0,0,4,0,3,5,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,25,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,13,10,41,9,14,191,19,267
POA3469,0,10,0,60,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,84,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,0,3,0,0,19,0,0,0,0,54,53,30,14,12,148,55,269
POA3472,3,41,31,508,12,600,0,3,0,32,0,37,7,0,6,4,0,12,4,0,0,0,0,8,17,0,6,10,0,29,114,44,38,505,21,712,0,0,0,0,0,4,0,0,0,5,0,6,12,3,0,33,0,49,5,4,5,0,0,7,8,0,0,0,0,11,0,0,0,0,0,0,23,13,3,142,4,178,6,0,7,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,13,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,11,3,157,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,25,6,0,14,0,55,0,0,0,3,107,118,225,78,57,1001,138,1492
POA3475,3,5,0,95,8,113,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,21,10,0,148,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,6,0,35,0,48,5,4,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,43,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,34,29,47,14,5,266,37,373
POA3477,5,13,7,329,3,368,0,0,0,9,0,9,0,0,0,0,0,4,4,0,0,0,0,3,0,3,0,3,0,8,41,10,14,300,7,367,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,20,0,28,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,5,7,3,4,84,8,102,0,0,3,9,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,62,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,5,0,9,12,0,3,4,0,19,4,0,0,7,66,74,83,27,23,611,76,817
POA3478,13,60,35,955,17,1089,0,4,0,35,0,42,5,0,0,5,0,6,5,0,0,0,0,6,22,3,3,9,0,38,101,61,39,928,35,1166,23,0,0,0,0,25,0,0,0,4,0,12,13,8,3,71,0,101,7,0,0,3,0,8,9,0,0,0,0,9,4,0,0,0,0,3,16,10,6,294,9,329,8,5,4,42,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,15,8,0,0,0,0,5,3,0,4,0,0,7,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,21,9,281,8,339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,11,31,4,3,27,0,71,0,0,0,29,164,190,241,103,65,1948,223,2584
POA3480,0,34,28,641,13,723,0,0,0,28,0,30,3,0,0,3,0,8,0,0,0,0,0,0,4,4,3,5,0,22,55,33,31,632,11,759,21,0,0,0,0,21,0,0,0,0,0,0,6,3,3,51,3,65,6,0,0,0,0,5,4,0,0,0,0,4,10,0,0,0,0,10,5,12,7,255,6,284,10,0,3,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,5,0,0,5,0,0,6,0,0,0,0,0,0,16,15,10,198,0,241,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,13,32,3,9,31,0,67,9,0,0,20,129,159,169,61,47,1372,158,1805
POA3482,0,4,0,67,5,79,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,55,0,63,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,10,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,45,45,20,11,3,124,46,207
POA3483,8,12,22,357,3,399,0,0,0,10,0,17,0,0,0,6,0,7,0,0,0,0,0,0,0,0,5,3,0,7,24,13,21,258,5,320,3,0,0,0,0,4,0,0,3,0,0,0,4,0,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,9,150,7,167,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,102,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,5,0,28,0,0,0,10,55,66,78,19,34,690,67,882
POA3485,0,3,0,91,0,99,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,109,4,140,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,32,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,31,31,36,7,8,206,38,291
POA3487,0,0,3,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,4,3,60,15,82
