POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3807,64,382,242,2129,8,2822,0,5,0,51,3,61,110,3,8,21,0,143,43,18,6,15,0,82,109,63,28,124,0,326,642,337,246,1768,14,3000,80,6,6,0,0,85,22,6,3,18,0,46,88,39,25,182,0,324,27,22,0,44,0,93,38,4,3,8,5,59,167,10,12,9,0,200,145,60,47,556,0,810,132,60,18,166,0,375,9,0,0,0,0,9,4,0,0,0,0,3,9,7,7,7,0,24,30,8,11,25,0,71,24,0,0,0,0,24,31,16,9,23,0,73,43,6,3,14,0,64,21,0,4,5,0,34,14,0,0,0,0,17,178,59,46,523,6,814,25,0,3,3,0,28,36,8,4,5,0,54,24,0,0,4,0,35,95,16,0,14,0,128,3,3,0,4,0,8,14,16,3,17,0,49,521,78,64,112,9,781,23,5,4,36,222,290,2236,706,460,3997,255,7655
POA3808,15,167,133,1093,4,1419,0,0,0,10,0,5,8,7,5,3,0,29,10,4,0,7,0,18,56,16,12,61,4,150,227,121,88,772,14,1229,3,0,3,3,0,11,9,4,0,8,0,14,43,13,4,64,0,133,13,0,4,17,0,39,5,5,0,8,0,17,15,7,8,8,0,27,47,32,23,214,3,320,56,16,7,73,3,155,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,5,5,3,18,0,27,5,3,0,0,0,6,9,3,3,0,0,11,10,8,5,5,0,22,8,0,4,0,0,12,3,5,0,0,0,6,63,35,21,180,4,309,5,0,0,0,0,10,7,0,4,3,0,11,0,0,0,0,0,7,7,4,0,0,0,12,0,0,0,0,0,0,7,6,0,11,0,23,120,36,31,39,4,219,3,0,0,15,152,174,606,280,210,1868,178,3147
POA3809,383,737,467,3904,24,5505,0,10,8,78,0,95,358,11,24,36,0,426,72,23,27,25,0,144,177,75,49,188,0,499,1387,615,473,3171,30,5685,375,9,29,9,0,422,72,7,7,30,0,112,146,60,42,285,0,536,88,29,14,66,0,200,76,11,4,39,0,138,1760,33,11,6,0,1811,260,130,80,826,5,1303,238,124,53,385,3,803,43,0,0,0,0,50,35,5,4,8,3,59,16,4,6,4,0,29,39,14,20,66,0,141,67,15,3,8,0,97,109,28,27,16,0,182,63,19,13,40,0,132,41,6,3,8,0,62,98,8,8,5,0,120,302,124,99,742,10,1272,55,12,10,19,0,95,123,24,0,12,0,163,83,6,0,15,0,107,618,33,12,20,0,689,36,0,7,0,0,47,57,13,5,34,0,106,3853,195,117,235,27,4436,156,22,19,69,625,888,9475,1388,938,7156,712,19662
POA3810,835,2202,1643,13117,154,17952,13,39,21,544,9,627,1011,26,56,59,5,1161,201,51,18,80,3,354,620,233,133,672,10,1665,3760,1891,1431,11472,146,18704,793,22,90,23,0,932,198,21,10,91,0,320,506,186,139,1052,14,1899,188,65,33,202,0,483,166,22,13,77,3,283,2739,62,26,32,8,2867,666,326,246,3035,22,4301,530,291,118,962,9,1911,66,0,9,0,0,73,82,23,4,21,0,131,37,15,4,14,0,75,122,52,29,154,0,366,346,51,48,20,0,463,256,146,72,49,4,529,162,40,31,97,0,334,108,11,15,49,0,188,253,39,10,12,5,317,906,376,325,2707,25,4339,131,35,3,23,0,192,203,38,26,35,0,296,151,9,10,37,0,216,661,47,33,35,4,778,185,10,11,4,5,217,110,27,31,128,0,301,8829,549,443,678,53,10549,385,39,34,289,2437,3185,21233,4003,2916,24587,2850,55588
POA3812,13,98,91,860,5,1083,0,5,0,32,0,32,17,0,0,6,0,19,16,9,0,0,0,19,72,20,6,57,3,150,154,80,64,612,15,931,9,0,0,4,0,18,8,0,0,3,0,13,29,12,5,47,8,86,0,0,0,3,0,8,10,5,0,0,0,6,14,0,0,0,0,14,27,16,7,181,11,238,30,6,6,66,0,112,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,13,13,0,0,0,0,13,5,8,4,4,0,16,6,4,3,6,0,22,0,0,0,0,0,6,0,0,0,0,0,0,39,20,21,146,4,228,0,0,0,0,0,3,3,0,0,0,0,6,4,3,0,3,0,9,4,0,0,0,0,11,4,0,0,0,0,0,4,4,0,5,0,11,60,15,11,33,0,123,10,6,0,18,177,213,443,188,134,1511,205,2488
POA3813,3,32,30,339,3,408,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,6,0,32,85,41,44,219,7,388,0,0,4,0,0,4,3,0,0,0,0,9,8,8,0,15,0,30,5,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,31,12,11,96,0,154,9,3,10,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,7,62,0,95,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,4,0,15,0,41,4,0,0,21,73,95,163,75,59,591,81,963
POA3814,20,107,90,947,15,1183,0,6,0,23,3,25,5,0,0,5,0,7,15,3,0,3,0,16,44,6,16,45,4,120,137,95,72,704,15,1018,10,0,5,0,0,11,0,0,0,0,0,3,22,8,3,50,0,89,9,0,0,9,0,20,4,0,0,0,0,6,6,6,0,3,0,20,33,33,19,237,8,320,32,12,7,44,0,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,6,7,0,26,0,0,5,0,0,8,4,0,3,0,0,7,6,4,3,7,0,25,8,0,0,0,0,9,4,0,0,0,0,4,39,17,8,164,3,232,6,0,0,0,0,6,0,7,0,0,0,7,3,0,0,7,0,9,4,0,0,0,0,8,0,0,0,0,0,0,9,0,0,9,0,19,48,13,11,15,0,95,0,5,0,41,161,205,387,199,146,1685,195,2604
POA3815,35,142,102,1407,16,1707,0,3,0,39,0,41,4,0,0,12,0,16,10,5,0,6,0,16,55,19,7,69,0,160,234,130,111,1048,32,1556,12,0,14,5,0,32,7,0,0,0,0,13,24,14,10,75,0,127,3,0,0,11,0,18,4,0,0,3,0,9,5,0,0,0,0,5,46,38,26,358,14,468,42,18,12,75,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,19,0,29,4,0,0,0,0,6,7,11,0,8,0,25,12,7,0,10,0,35,3,0,0,0,0,9,0,0,0,0,0,0,54,31,22,206,0,319,0,0,0,0,0,0,3,4,0,0,0,5,4,0,0,4,0,6,0,0,0,0,0,5,0,0,0,0,0,4,12,3,0,7,0,26,65,24,16,47,0,157,0,5,0,23,197,229,510,266,195,2475,247,3693
POA3816,15,116,73,1291,22,1513,0,3,0,58,0,58,18,0,0,0,0,21,8,0,0,6,0,13,32,15,13,49,0,107,193,108,92,919,21,1330,4,0,0,0,0,4,0,0,3,5,0,9,22,6,3,62,4,101,0,0,0,3,0,10,8,0,0,3,0,20,25,0,0,0,0,25,43,22,24,243,8,328,20,16,6,59,0,95,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,7,0,16,3,0,0,5,0,4,7,8,0,5,0,27,8,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,16,24,215,6,302,0,0,0,0,0,3,0,0,3,0,0,7,6,3,0,3,0,10,13,0,0,0,0,12,0,0,0,0,0,3,4,0,0,3,0,8,68,23,5,21,3,128,11,0,3,29,282,316,445,190,152,2115,327,3227
POA3818,102,708,506,5980,47,7339,3,10,5,281,0,300,92,6,9,22,0,127,39,11,7,14,0,67,285,68,55,241,10,659,1143,655,474,5340,76,7695,76,6,31,0,0,115,29,4,5,40,0,80,179,61,46,443,3,729,40,7,8,41,0,93,49,12,0,23,0,86,82,20,0,10,0,118,214,146,82,1417,22,1890,153,71,29,322,0,576,0,0,3,0,0,5,3,0,0,0,0,9,7,7,0,3,0,16,36,12,11,27,0,84,47,7,5,3,0,62,58,36,32,20,0,143,67,10,10,38,0,127,21,4,3,10,0,44,0,4,0,0,0,3,273,139,135,1353,13,1912,21,4,5,7,0,39,56,17,7,6,0,84,29,9,0,15,0,57,30,10,5,6,0,48,14,0,0,0,0,16,46,18,8,42,0,111,536,97,74,196,12,919,40,6,16,129,728,928,3027,1254,900,11250,884,17313
POA3820,120,751,570,6437,78,7952,0,13,13,195,0,227,187,5,16,33,3,246,48,15,3,15,0,78,267,98,54,257,9,683,1191,687,509,6145,85,8617,90,12,30,11,0,140,32,5,8,55,4,97,196,61,60,571,9,896,60,14,4,57,0,137,55,13,0,19,0,96,236,16,7,8,0,266,267,152,114,1874,17,2422,194,98,29,406,7,729,10,0,0,0,0,10,6,0,0,6,0,15,3,0,0,0,0,10,23,15,8,47,0,89,31,18,5,5,0,64,52,21,31,18,0,130,65,16,9,54,0,151,29,7,3,21,0,62,6,0,3,0,0,13,289,194,135,1796,14,2421,26,7,0,6,0,43,47,0,3,10,0,65,34,12,3,15,4,64,47,7,0,4,0,61,57,0,4,0,0,59,39,14,5,49,0,109,854,125,123,303,13,1422,46,9,8,148,853,1057,3728,1352,988,12944,1050,20054
POA3821,13,103,86,1175,20,1400,0,0,0,11,0,14,8,0,0,5,0,16,4,6,0,3,0,7,33,17,20,59,0,129,124,103,71,1043,23,1368,4,0,0,0,0,7,9,0,3,8,0,21,26,11,9,80,0,135,3,3,0,0,0,10,0,0,0,9,0,14,0,3,0,3,0,6,33,25,12,308,8,388,19,15,5,52,3,86,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,4,0,6,0,0,0,0,0,3,11,0,5,8,0,31,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,39,24,12,284,4,363,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,44,20,19,42,0,130,5,3,0,26,218,255,323,205,150,2207,263,3142
POA3822,0,38,24,414,10,482,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,0,0,0,13,8,9,15,0,41,45,33,19,330,4,431,3,0,0,0,0,3,5,0,0,5,0,12,11,7,3,33,0,48,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,79,0,95,10,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,83,0,110,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,9,0,24,0,0,0,3,64,67,105,63,40,718,75,1001
POA3823,10,76,67,785,7,939,0,0,0,11,0,12,4,0,4,6,0,9,5,0,0,3,0,0,32,12,3,23,0,68,146,56,53,692,11,952,3,0,4,4,0,13,4,0,0,5,0,10,20,5,0,40,0,61,0,0,0,0,0,3,3,0,0,6,0,12,7,0,0,0,0,11,22,9,11,192,6,236,30,7,3,35,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,18,0,0,0,0,0,3,8,3,0,0,0,7,15,0,0,5,0,14,3,0,0,0,0,6,0,0,0,0,0,0,30,24,17,178,3,257,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,16,54,8,7,32,0,101,3,0,0,20,82,105,335,125,103,1444,99,2117
POA3824,24,191,143,1956,28,2345,0,0,0,57,0,67,21,0,0,3,0,20,0,0,0,3,0,5,64,21,24,71,5,185,276,190,127,1669,28,2289,12,0,7,0,0,16,3,0,0,22,0,28,39,22,16,155,0,234,4,0,0,7,0,12,8,0,0,3,0,6,23,0,0,0,0,29,49,41,30,495,8,613,97,36,4,136,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,24,0,61,4,10,0,0,0,17,16,6,6,15,0,41,15,6,5,9,0,35,0,0,0,0,0,0,10,0,0,0,0,10,94,55,28,430,3,607,0,5,0,0,0,9,11,0,0,0,0,16,0,0,0,6,0,6,3,0,0,0,0,3,19,0,0,0,0,19,14,8,3,12,0,40,110,29,27,81,0,247,12,7,3,73,274,362,790,362,250,3696,342,5438
POA3825,189,771,516,6997,164,8644,0,14,6,409,11,441,121,0,9,27,0,162,67,9,7,12,3,95,381,100,57,280,11,830,1152,687,492,5686,156,8174,184,14,47,3,3,254,22,3,6,38,0,68,247,102,36,508,18,911,67,11,5,51,0,137,58,6,4,11,0,78,33,5,0,3,0,46,231,155,69,1468,30,1954,177,53,31,299,12,582,5,0,0,0,0,11,3,0,0,0,0,11,14,5,0,0,0,15,324,61,26,239,9,661,25,4,10,11,0,51,43,29,22,16,0,105,130,34,16,55,0,227,40,5,0,16,0,65,36,0,0,0,0,37,383,180,129,1482,38,2217,63,6,3,14,5,90,9,11,5,6,0,25,29,4,6,20,3,60,8,6,0,6,0,14,19,0,0,0,0,21,45,7,14,44,0,116,616,127,87,258,24,1111,68,17,11,217,1370,1682,3931,1429,945,13009,1767,21078
POA3831,8,65,50,704,10,842,0,0,3,19,0,23,5,0,0,0,0,6,3,5,0,0,0,6,34,7,3,43,6,87,116,76,57,590,11,858,4,0,5,0,0,9,4,0,0,5,0,9,36,9,7,45,0,94,3,0,0,4,0,9,0,0,0,0,0,5,0,0,0,0,0,0,24,12,18,216,0,276,13,0,7,26,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,9,0,5,0,0,0,3,6,3,0,6,0,11,12,4,0,0,0,19,0,3,0,0,0,5,0,0,0,0,0,0,25,21,18,175,3,241,0,0,0,0,0,0,4,0,0,3,0,11,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,17,38,7,0,23,0,69,0,0,0,22,169,192,293,124,105,1294,195,2012
POA3832,0,7,8,91,0,105,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,7,0,0,0,0,12,11,14,6,78,0,112,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,35,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,10,0,0,0,0,4,6,45,13,9,168,6,245
POA3833,5,10,4,89,0,109,0,0,0,6,0,8,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,6,0,8,15,9,3,78,4,113,0,0,0,0,0,3,0,0,0,3,0,5,9,3,0,8,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,28,0,39,5,0,0,5,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,18,0,4,6,0,25,0,0,0,0,41,45,81,19,10,176,51,340
POA3835,3,18,11,190,5,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,23,16,9,123,0,176,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,6,42,0,55,26,3,0,20,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,32,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,3,0,17,0,0,0,5,29,31,69,33,23,324,29,475
POA3840,159,470,381,5040,138,6187,0,14,4,384,8,408,93,0,4,19,0,126,51,5,0,19,0,75,232,75,63,157,0,534,832,477,306,4540,156,6321,190,3,15,3,0,215,22,7,0,29,0,59,177,42,47,377,13,655,86,16,10,34,0,147,33,8,0,19,0,59,141,14,0,3,0,157,186,114,49,1092,22,1459,569,89,35,385,24,1092,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,7,198,38,7,134,3,386,23,4,0,17,0,51,34,11,23,11,4,79,96,10,4,31,0,146,23,0,5,9,0,42,13,0,0,4,0,18,281,128,99,1155,28,1692,25,0,0,8,0,33,11,0,0,0,0,13,40,0,4,26,0,66,39,4,5,5,0,44,24,0,0,0,0,27,17,3,8,21,0,54,806,68,75,185,20,1154,68,5,13,190,1607,1890,3764,955,673,9886,1947,17225
POA3842,35,179,128,1698,31,2078,0,3,3,132,3,140,23,0,0,5,0,27,11,0,0,0,0,17,91,29,17,71,0,214,257,167,131,1317,27,1905,39,0,15,9,0,70,0,0,0,11,0,11,49,16,14,112,6,192,4,0,0,7,0,13,7,0,0,5,0,16,20,0,0,0,0,21,47,41,18,368,8,486,49,19,16,74,3,161,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,26,9,6,42,0,83,14,0,3,0,0,19,8,7,4,7,0,27,33,5,3,13,0,52,8,0,0,0,0,10,0,4,0,0,0,4,91,41,35,351,9,520,4,5,0,3,0,7,6,0,5,0,0,10,7,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,5,7,0,24,0,36,166,27,16,51,5,264,12,3,0,39,388,437,843,331,249,3040,460,4924
POA3844,178,1034,722,10326,114,12369,0,9,5,427,4,451,287,16,11,41,0,357,45,11,5,31,0,88,401,181,120,472,3,1178,1512,964,716,9237,132,12566,220,19,61,24,3,323,30,4,10,52,0,93,292,111,79,862,18,1366,114,33,6,100,0,262,29,18,0,33,0,82,343,0,7,22,0,376,323,219,143,2495,32,3211,484,152,51,791,5,1492,14,0,0,0,0,13,4,5,0,9,0,16,3,4,0,6,0,8,129,61,30,222,3,443,71,17,29,27,0,151,73,59,22,37,0,192,137,25,14,110,4,291,22,10,9,10,0,58,19,8,0,0,0,24,502,271,254,2524,22,3573,20,7,0,10,0,38,51,17,11,6,0,81,63,10,9,38,0,117,50,4,7,8,0,62,53,0,0,3,0,56,49,19,10,71,0,157,1160,162,107,419,23,1870,62,26,18,254,1788,2144,5562,2002,1400,20140,2082,31179
POA3847,16,74,42,838,18,986,0,0,0,37,0,39,3,0,0,0,0,7,0,0,0,0,0,0,22,16,9,18,5,59,125,75,44,712,17,969,27,0,8,0,0,35,3,0,0,0,0,5,13,0,7,57,5,84,0,0,0,0,0,9,3,0,0,0,0,5,7,0,0,0,0,8,28,6,10,141,8,195,14,9,4,22,0,41,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,18,0,0,0,0,0,0,6,3,3,0,0,11,3,0,0,7,0,12,0,0,0,5,0,8,0,0,0,0,0,0,27,4,22,180,4,236,3,0,0,0,0,3,3,0,0,0,0,3,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,44,14,6,15,0,73,6,0,0,15,221,255,289,128,92,1497,266,2278
POA3850,88,515,420,5465,75,6559,0,18,4,345,14,383,141,3,12,40,0,194,45,16,3,20,0,76,146,57,29,146,0,386,762,486,355,4647,76,6328,111,9,29,11,0,148,24,7,0,28,0,56,104,50,24,384,5,570,30,12,8,39,0,90,12,4,0,5,0,21,167,7,5,8,0,192,152,105,66,1422,20,1770,122,44,28,305,4,508,0,0,3,6,0,6,7,5,0,18,0,26,6,0,0,13,0,20,17,7,0,46,0,77,16,6,6,4,0,33,27,26,11,11,0,68,63,12,8,41,0,123,21,0,0,11,0,36,8,0,0,0,0,8,211,122,98,1247,20,1688,16,5,0,9,0,30,50,6,0,4,0,59,14,0,0,12,0,32,31,3,7,4,0,55,55,0,8,0,0,69,29,13,4,55,0,104,547,99,82,195,14,933,43,10,7,124,838,1024,2489,931,696,10337,1015,15472
POA3851,22,163,112,1832,30,2158,3,0,0,67,3,74,10,0,0,4,0,16,15,0,0,0,0,16,78,23,12,41,4,153,400,152,115,1643,38,2348,43,0,6,0,0,57,9,3,0,11,0,21,74,19,6,120,4,226,11,0,0,0,0,14,12,3,0,0,0,13,6,0,0,0,0,11,76,23,23,501,6,627,36,21,8,78,0,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,34,3,0,29,0,66,6,0,3,0,0,10,14,4,12,8,0,37,18,8,0,13,0,41,9,0,0,0,0,13,3,0,0,0,0,3,70,30,32,474,8,613,11,0,0,4,0,17,7,0,0,0,0,9,14,0,0,3,0,18,7,0,0,0,0,8,6,0,0,0,3,3,9,4,0,9,0,24,134,18,18,39,0,215,10,0,3,31,1144,1190,938,291,207,3583,1210,6231
POA3852,0,15,10,69,0,95,0,0,0,4,0,4,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,10,14,12,5,49,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,4,0,7,0,0,0,0,0,0,5,0,0,0,0,5,7,3,0,22,0,30,0,0,0,4,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,5,0,0,0,0,5,0,0,0,0,0,0,7,9,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,13,0,0,0,0,3,7,32,29,19,124,3,210
POA3854,0,37,35,633,8,712,0,0,0,26,3,29,0,0,0,5,0,0,0,0,0,0,0,0,31,8,6,20,0,64,47,38,37,461,12,601,8,0,0,0,0,7,0,0,0,0,0,0,12,4,9,41,0,63,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,10,6,12,161,0,196,3,8,0,41,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,20,3,0,0,0,0,7,0,0,0,0,0,0,15,7,11,109,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,15,0,43,5,0,4,21,68,97,137,78,69,1108,89,1478
