POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3747,4,12,9,7,10,4,0,43,20,25,16,10,9,4,0,71,16,22,17,4,9,0,0,68,137,151,107,72,92,23,3,591,0,0,0,0,0,0,0,5,175,209,147,92,114,33,3,778,0,0,0,0,0,0,0,0,3,6,5,3,0,0,0,21,0,6,0,0,0,0,0,6,19,33,25,23,27,5,0,130,0,0,0,0,0,0,0,3,24,50,31,28,31,4,0,161,199,262,172,119,143,37,4,936
POA3749,3,0,0,0,0,0,0,3,7,3,9,6,5,3,0,28,3,8,3,0,0,0,0,20,73,93,55,42,51,10,4,333,0,0,0,0,0,0,0,5,89,107,75,49,60,9,5,396,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,6,17,4,9,16,3,0,49,0,0,0,0,0,0,0,5,10,21,3,8,15,3,0,62,99,125,80,61,71,13,6,452
POA3750,1746,1646,685,355,420,222,105,5178,163,133,48,16,26,14,6,403,142,98,42,18,10,8,3,321,556,328,112,58,60,26,10,1154,15,10,5,4,3,3,0,40,2623,2213,893,445,525,267,126,7087,61,121,80,45,76,36,21,433,21,45,19,13,19,9,0,121,14,14,9,0,0,3,0,54,65,97,57,39,40,18,3,322,3,0,0,4,0,0,0,11,167,282,159,104,139,61,27,936,2791,2494,1050,553,666,330,151,8027
POA3751,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,9,4,3,0,7,3,0,23,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,9,4,3,0,5,3,0,29
POA3752,488,545,332,198,287,195,117,2167,90,135,74,38,74,55,23,486,113,97,54,34,46,28,12,385,638,740,494,331,436,177,80,2897,5,6,5,6,0,0,0,19,1336,1521,962,607,849,450,232,5951,21,40,23,21,37,26,20,187,7,18,14,14,22,11,3,97,12,20,6,11,8,11,5,78,71,138,109,74,113,53,12,581,5,6,4,0,0,0,0,17,120,221,157,122,181,100,49,956,1455,1748,1119,729,1026,551,278,6903
POA3753,140,101,47,25,34,14,8,370,32,19,11,9,8,0,4,85,25,27,17,5,8,5,3,84,245,195,97,65,55,24,5,686,0,0,0,0,0,0,0,0,447,349,164,98,105,42,19,1228,0,14,11,0,6,5,0,38,3,0,4,0,0,0,0,6,0,0,4,0,0,0,0,8,30,37,18,13,15,4,3,124,0,3,0,0,0,0,0,3,41,61,35,19,19,5,3,172,483,403,201,113,125,52,24,1395
POA3754,1420,1454,595,339,390,189,106,4497,296,271,148,81,117,39,8,960,236,238,116,71,73,40,15,779,2076,2211,1056,608,741,297,91,7079,15,16,3,4,4,0,4,45,4036,4190,1919,1100,1324,564,229,13361,55,94,66,58,63,39,9,389,46,67,46,30,54,13,12,278,19,30,27,23,29,10,7,144,244,458,325,231,277,89,42,1664,12,12,9,5,5,3,0,38,378,661,470,349,426,157,71,2508,4414,4849,2387,1451,1751,721,298,15869
POA3755,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,9,8,6,7,5,3,0,39,0,0,0,0,0,0,0,0,9,10,5,11,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,5,9,10,0,0,45
POA3756,266,238,114,55,76,36,10,803,91,62,38,21,28,14,3,252,81,64,30,12,17,9,4,217,726,615,343,199,266,74,44,2272,3,4,0,0,0,0,0,7,1165,987,533,291,385,129,58,3543,14,19,11,8,3,3,0,63,11,18,13,3,9,4,4,56,3,11,5,5,0,4,0,31,150,187,114,74,91,16,21,645,4,6,6,0,0,0,0,22,182,237,142,91,109,30,25,819,1349,1225,678,380,495,156,83,4359
POA3757,17,16,14,9,20,12,5,85,28,27,22,9,13,9,3,94,23,27,15,9,14,5,0,100,387,414,279,185,219,85,41,1606,3,5,0,0,0,0,0,12,465,486,326,205,264,108,45,1897,0,3,3,0,3,0,4,19,6,9,10,0,3,0,0,22,0,4,3,3,10,9,0,31,34,75,55,39,68,13,9,297,0,0,0,3,4,0,0,7,41,90,70,46,89,21,16,373,502,579,394,248,348,127,60,2269
POA3758,3,4,5,0,0,0,0,22,7,8,4,0,6,0,0,27,4,3,3,5,3,0,0,20,96,133,85,46,55,16,5,431,0,0,0,0,0,0,0,0,114,144,98,53,60,23,9,501,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,16,10,4,6,0,0,45,4,0,0,0,0,0,0,3,11,14,11,5,10,0,0,53,121,156,113,55,74,18,10,552
POA3759,0,9,0,0,0,0,0,9,5,4,3,4,4,0,0,19,3,0,3,4,4,0,0,18,26,26,29,14,17,23,11,144,0,4,0,0,0,0,0,0,36,43,39,22,25,24,10,197,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,5,0,3,6,5,6,3,3,21,0,0,0,0,0,0,0,0,0,3,0,8,5,0,4,31,35,52,40,26,30,30,19,228
POA3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,8,14,12,8,14,7,0,54,0,0,0,0,0,0,0,0,8,20,12,13,12,10,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,10,22,12,16,12,8,3,76
POA3761,0,6,0,0,4,4,0,12,5,7,4,4,5,4,0,26,6,4,5,0,0,0,0,17,32,42,24,17,25,14,5,159,0,5,0,0,0,0,0,5,42,58,29,22,31,24,5,217,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,7,0,3,3,7,3,0,21,0,0,0,0,0,0,0,0,5,0,8,6,9,3,0,33,45,58,37,28,37,25,10,251
POA3762,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,4,0,0,0,23
POA3763,0,0,0,0,4,3,0,7,3,6,8,0,6,0,0,28,12,4,0,0,0,0,0,27,62,68,44,19,28,7,9,229,0,5,0,0,0,0,0,5,80,82,55,23,43,13,9,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,9,13,0,0,52,0,0,0,0,0,0,0,0,5,10,6,9,13,0,4,50,82,93,66,39,55,9,9,352
POA3764,54,52,26,13,19,6,0,180,28,40,26,14,12,10,0,131,32,37,20,6,17,0,5,121,384,367,230,174,214,77,25,1475,0,0,0,0,0,0,0,0,497,494,300,216,259,108,30,1903,3,3,9,0,7,5,0,24,7,10,9,8,5,3,0,38,0,3,5,6,3,0,3,19,57,98,70,49,76,16,12,370,5,0,0,0,0,0,0,0,71,118,82,58,88,29,13,455,566,605,382,270,347,135,51,2361
POA3765,15,8,7,8,10,7,5,60,26,36,15,8,17,12,13,121,26,21,23,16,17,14,0,118,332,334,179,118,139,42,35,1178,0,0,0,0,0,0,0,0,406,399,219,150,185,68,50,1477,0,0,0,3,0,0,0,10,3,0,0,0,0,0,6,10,0,5,5,0,3,0,6,18,21,39,23,17,18,21,0,138,0,0,0,0,0,0,0,0,25,46,31,28,19,20,11,176,429,445,247,172,206,88,63,1653
POA3766,3,7,0,0,0,0,6,16,5,10,4,3,3,0,4,31,16,9,6,0,9,0,0,43,49,48,26,17,25,8,5,176,0,0,0,0,0,0,0,0,71,75,36,19,40,11,12,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,0,3,4,3,0,6,0,17,0,0,0,0,0,0,0,0,0,5,5,0,7,6,0,26,71,83,47,24,42,16,16,299
POA3767,0,4,4,0,5,4,0,16,4,3,0,0,0,4,4,17,8,13,10,7,3,0,0,40,32,62,23,21,24,5,6,162,0,0,0,0,0,0,0,0,49,81,38,22,29,17,13,240,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,4,3,0,3,0,0,10,0,4,4,0,0,5,0,14,0,0,0,0,0,0,0,0,5,8,8,4,7,3,0,32,55,92,47,30,36,17,12,278
POA3770,5,3,7,0,8,0,3,29,7,15,3,6,9,0,0,44,9,16,9,8,5,8,0,52,142,127,81,49,74,24,14,510,0,0,0,0,0,0,0,4,172,165,99,61,97,35,17,641,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,0,0,3,0,3,15,22,18,11,12,3,0,72,0,0,0,0,0,0,0,4,17,20,22,10,10,9,5,86,190,189,117,72,109,38,20,733
POA3775,3,4,3,0,6,3,0,24,11,14,9,9,7,8,0,58,3,5,10,6,9,0,5,36,181,174,91,65,66,26,9,618,0,0,0,0,0,0,0,5,203,201,121,83,92,38,18,752,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,5,0,0,13,13,9,20,13,13,12,4,84,0,0,0,0,0,0,0,0,14,22,18,17,20,14,8,113,213,223,144,98,114,48,21,864
POA3777,28,21,10,10,23,5,3,100,26,47,26,12,18,3,4,141,36,39,31,18,17,3,3,143,379,387,210,140,167,42,24,1350,4,0,0,0,0,0,0,0,471,494,280,181,221,54,35,1729,0,4,4,11,6,3,0,19,9,12,3,7,8,0,0,34,0,4,7,0,7,0,0,22,43,87,59,41,59,20,3,320,0,4,0,0,0,0,0,13,55,105,73,63,77,28,9,410,528,596,351,241,299,87,40,2139
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,6,7,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,8,7,7,5,0,0,26
POA3779,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,9,6,10,0,0,34,0,0,0,0,0,0,0,0,12,11,10,6,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,10,11,14,10,6,10,0,0,47
POA3781,11,13,10,8,5,3,4,59,20,13,3,10,16,5,0,72,22,37,15,8,11,0,4,98,242,211,114,58,89,33,14,768,0,3,0,0,0,0,0,6,294,277,145,85,120,48,21,999,0,3,0,6,0,0,0,9,9,0,5,6,0,5,0,20,4,6,7,4,3,0,0,21,15,22,22,15,23,5,4,105,4,0,4,0,0,0,0,7,30,35,35,22,33,11,3,172,324,316,178,111,160,58,23,1171
POA3782,29,24,19,12,26,10,3,123,31,42,16,17,22,17,13,158,31,40,20,16,21,7,0,137,271,286,219,136,195,82,32,1223,0,0,0,0,0,0,0,6,365,392,284,184,260,110,47,1641,0,0,0,0,0,0,0,0,0,4,10,5,4,3,0,25,0,3,3,0,0,0,0,11,25,43,32,28,33,9,9,180,0,0,0,0,0,0,0,0,26,53,48,37,37,10,9,221,390,446,328,219,301,125,58,1868
POA3783,0,9,4,4,0,0,0,19,3,5,9,3,7,0,5,34,8,7,7,10,0,0,0,27,97,110,69,46,53,20,9,403,0,5,0,0,0,0,0,4,106,136,88,57,55,26,12,481,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,6,3,0,0,6,11,18,13,10,13,6,3,70,0,0,0,0,0,0,0,3,8,25,18,14,13,7,0,88,116,162,109,73,72,29,15,578
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,6,0,3,0,20
POA3786,3,7,3,5,3,4,0,31,0,10,4,5,10,4,3,39,8,16,0,3,5,5,5,42,55,51,36,21,29,13,12,221,0,0,0,0,0,0,0,0,71,87,48,36,51,22,12,325,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,16,0,0,0,0,0,0,0,3,0,5,4,0,6,4,0,25,70,94,52,36,55,24,19,352
POA3787,4,0,7,4,4,0,0,17,3,6,3,0,6,0,3,29,9,4,3,0,0,0,0,20,16,26,17,9,23,13,7,106,0,0,0,0,0,0,0,0,30,39,28,17,32,16,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,8,8,10,0,0,0,24,0,0,0,0,0,0,0,0,5,8,6,9,9,0,3,33,33,52,35,23,39,16,8,207
POA3788,8,0,0,0,3,0,0,21,15,26,15,4,4,0,0,66,8,7,3,3,6,4,0,27,45,57,33,35,26,12,11,219,0,0,0,0,0,0,0,0,74,89,47,44,45,17,13,329,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,3,6,4,5,6,5,6,4,38,0,0,0,0,0,0,0,0,6,4,9,13,7,4,3,49,82,99,62,55,56,21,17,379
POA3789,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,8,7,8,6,11,5,5,3,42,0,0,0,0,0,0,0,0,11,16,3,10,5,5,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,3,12,10,5,3,68
POA3791,5,6,3,7,9,0,0,21,5,12,6,0,0,0,0,28,4,13,5,0,0,3,0,34,33,48,17,19,26,11,4,157,0,0,0,0,0,0,0,0,45,82,33,31,38,18,3,243,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,8,3,0,5,5,0,19,0,0,0,0,0,0,0,0,0,9,7,0,11,3,0,33,44,85,41,31,47,22,8,274
POA3792,5,5,0,0,3,0,0,10,4,7,6,3,3,3,0,30,3,8,6,5,5,3,0,27,34,34,24,20,24,4,0,148,0,0,0,0,0,0,0,0,45,51,41,32,32,12,3,220,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,7,3,5,3,0,21,0,0,0,0,0,0,0,0,4,8,5,3,8,6,0,30,48,59,50,38,40,11,8,249
POA3793,3,8,10,9,15,3,0,47,12,19,12,8,16,5,3,83,10,28,15,8,14,3,0,79,123,154,95,57,77,26,10,543,0,0,0,0,0,0,0,5,153,204,125,75,122,43,20,752,0,0,0,0,0,0,0,7,9,6,3,0,7,0,0,24,0,0,0,0,3,0,0,7,16,29,26,12,21,11,4,124,0,0,0,3,0,0,0,5,19,39,32,20,30,14,6,166,177,242,161,100,155,56,28,910
POA3795,0,4,3,0,0,0,0,10,0,9,4,4,4,0,0,25,3,12,3,4,4,0,0,28,51,78,32,15,27,10,12,227,0,0,0,0,0,0,0,0,60,97,50,19,42,13,12,284,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,7,7,5,3,0,0,0,16,0,0,0,0,0,0,0,0,7,9,3,3,7,0,0,32,69,108,50,24,41,17,7,316
POA3796,18,23,16,14,8,0,6,92,59,49,29,30,31,24,10,225,39,46,7,9,25,9,6,152,495,454,224,150,210,89,31,1660,3,3,0,0,0,0,0,8,615,576,279,211,269,128,59,2139,4,0,5,0,0,0,0,15,6,17,4,0,7,0,8,45,0,7,10,9,8,6,3,28,31,66,30,19,38,10,4,204,0,0,0,0,0,0,0,4,46,89,42,31,52,18,16,297,654,668,323,244,327,144,76,2429
POA3797,7,0,0,0,6,0,0,15,5,12,12,6,9,4,0,52,6,9,5,3,7,0,0,25,130,140,88,55,73,19,7,504,0,0,0,0,7,0,0,4,145,163,113,67,90,23,7,604,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,3,0,3,3,0,0,0,15,29,34,21,11,12,3,0,115,5,0,0,0,0,0,0,4,31,41,24,23,18,3,0,145,178,202,140,93,110,27,10,753
POA3799,0,9,6,9,11,0,0,42,11,19,11,15,6,7,0,70,12,11,10,4,4,0,0,50,162,152,103,62,89,22,9,587,0,0,0,0,0,0,0,3,193,186,133,87,115,29,12,751,0,3,3,0,0,5,0,17,5,0,11,8,4,3,0,35,0,0,6,4,9,0,0,18,36,47,53,35,38,17,3,234,4,5,0,3,5,0,0,21,41,60,74,52,55,29,8,317,230,248,205,139,171,53,18,1067
POA3802,618,722,407,311,432,307,214,3010,115,100,49,35,35,20,17,369,121,108,52,46,36,20,8,390,320,261,137,99,117,54,28,1011,5,8,0,3,0,0,0,17,1176,1194,640,489,625,395,272,4794,40,69,38,37,68,40,36,327,18,36,24,17,12,3,3,115,0,15,13,13,7,7,4,68,58,91,57,47,51,19,8,328,3,6,5,0,0,3,0,16,128,210,134,113,139,76,49,858,1306,1407,774,602,766,472,320,5648
POA3803,449,438,257,208,199,142,107,1804,41,31,21,11,21,10,6,134,41,30,12,9,4,0,3,109,90,69,38,23,29,11,4,267,4,0,0,4,0,0,0,9,623,568,326,248,259,167,121,2320,45,72,42,32,46,27,20,283,11,14,3,4,3,3,0,30,9,6,0,4,6,5,0,44,24,22,13,11,13,6,0,98,0,0,0,0,0,0,0,3,86,120,61,52,67,46,23,458,706,686,390,299,330,217,145,2774
POA3804,89,146,86,75,97,87,71,650,20,26,20,17,32,23,9,145,24,34,36,17,31,10,14,178,176,239,168,121,168,81,56,1012,0,0,0,0,0,0,0,7,320,456,316,238,324,202,139,1985,3,9,4,9,3,11,7,40,3,4,6,4,4,3,4,26,4,0,0,0,3,0,0,7,18,23,11,9,17,8,8,94,0,0,0,0,0,0,0,0,35,33,22,23,28,19,12,166,348,487,335,263,354,221,157,2154
POA3805,1744,1856,1164,795,1073,694,446,7768,263,254,146,95,150,66,31,998,199,216,117,84,106,56,28,807,939,972,639,440,628,270,127,4012,18,14,6,6,13,0,0,63,3158,3312,2071,1419,1971,1085,624,13643,103,163,128,98,138,103,65,794,55,72,46,40,56,15,16,295,31,45,31,26,31,9,10,183,225,279,188,140,182,81,24,1118,15,12,8,10,6,3,0,48,418,570,398,308,417,210,113,2439,3576,3883,2479,1726,2387,1296,738,16078
POA3806,1024,1537,902,502,667,470,240,5348,211,239,176,118,169,85,51,1036,188,233,140,93,139,68,37,892,1026,1195,807,542,753,322,154,4805,12,12,3,0,3,0,0,29,2467,3214,2025,1256,1728,945,486,12113,48,114,59,59,72,59,29,440,28,52,41,18,50,17,13,230,15,34,29,14,19,17,7,137,145,255,177,140,193,90,41,1046,11,9,0,0,3,0,0,32,248,470,307,236,347,182,89,1886,2716,3683,2327,1489,2075,1135,575,14002
POA3807,74,57,36,32,50,26,15,282,33,50,38,27,35,14,11,209,28,29,20,18,27,10,7,140,225,287,201,137,211,108,35,1206,0,0,0,0,0,0,0,3,354,424,294,216,318,168,71,1843,0,7,3,3,5,0,0,21,3,3,3,3,3,0,0,26,4,0,6,6,6,3,0,30,20,25,21,16,29,11,13,135,0,5,0,0,0,0,0,5,32,40,36,26,43,15,19,206,382,459,331,243,361,179,85,2048
POA3808,0,5,8,7,3,4,0,27,9,16,9,8,12,8,3,67,8,17,11,4,12,11,4,66,115,165,105,78,106,45,13,633,3,0,0,0,0,0,0,5,143,206,131,102,137,66,22,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,10,0,6,9,9,3,38,147,213,136,102,143,71,26,837
POA3809,765,704,306,165,225,114,62,2356,145,103,47,29,33,13,9,376,103,62,21,14,16,6,7,229,738,492,236,122,147,66,34,1836,8,7,5,0,0,0,0,22,1760,1375,616,329,424,200,103,4815,28,37,21,22,28,17,11,156,18,27,14,15,17,15,3,107,10,8,8,8,17,11,0,62,89,154,85,63,86,38,22,532,8,0,3,3,3,0,0,17,141,235,133,108,148,68,42,876,1906,1611,750,438,573,273,140,5690
POA3810,1327,1315,630,350,420,225,108,4383,251,265,132,76,83,42,8,859,250,209,116,67,72,27,10,743,1872,1767,887,524,640,181,84,5947,17,19,5,3,0,0,3,47,3721,3573,1771,1028,1205,475,209,11989,111,175,108,66,99,45,33,646,77,103,56,40,40,23,10,346,28,48,27,27,31,12,7,175,415,614,325,236,265,112,45,2005,30,21,8,0,3,3,0,69,660,952,534,359,448,193,93,3238,4381,4527,2305,1387,1659,668,302,15227
POA3812,8,10,9,3,5,0,0,30,7,9,4,5,7,0,0,35,0,11,3,0,3,3,0,21,81,101,79,43,69,18,8,401,0,0,0,0,3,0,0,4,96,127,93,54,84,28,9,493,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,9,16,8,5,5,6,0,0,44,0,0,0,0,0,0,0,0,17,15,8,5,14,3,7,62,113,140,105,59,94,29,13,555
POA3813,0,3,0,0,3,4,0,13,0,10,5,0,4,0,0,16,0,4,3,0,7,0,0,15,25,27,24,14,13,6,3,121,0,0,0,0,0,0,0,0,30,40,34,16,28,21,4,167,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,6,4,6,4,30,0,0,0,0,0,0,0,0,0,10,11,6,11,6,4,36,31,52,39,20,35,17,7,205
POA3814,3,0,3,3,7,0,0,10,16,14,6,0,4,0,0,41,7,9,3,0,4,0,0,27,100,143,82,57,68,19,4,482,0,0,0,0,0,0,0,0,130,169,100,68,74,23,4,560,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,15,7,11,8,3,4,47,0,0,0,0,0,0,0,0,10,20,9,11,8,3,4,54,139,184,106,75,79,23,13,616
POA3815,7,8,4,4,8,5,3,29,13,12,12,9,5,0,0,44,11,7,10,4,10,3,0,48,182,169,112,79,106,26,13,691,4,4,3,0,0,0,0,7,219,196,139,95,133,38,15,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,30,20,18,11,14,4,0,96,0,0,0,0,0,0,0,4,33,18,18,11,18,4,0,110,253,219,154,108,150,36,23,937
POA3816,8,6,5,3,5,0,0,27,7,4,0,6,0,0,0,18,3,8,4,5,4,0,0,27,164,123,73,59,45,7,4,476,0,3,0,0,0,0,0,4,184,141,86,66,57,10,10,559,0,3,0,0,3,0,0,5,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,5,31,39,26,18,10,3,6,126,9,7,0,0,0,0,0,12,39,51,31,20,16,3,6,164,224,193,114,87,75,14,11,722
POA3818,64,57,31,25,38,20,12,242,55,63,34,22,24,8,0,211,50,46,25,17,19,9,0,170,766,713,400,246,257,88,32,2504,0,6,0,0,0,0,0,10,934,886,485,312,333,134,47,3129,0,3,9,0,8,3,0,29,12,20,13,14,17,3,0,80,3,3,3,7,8,4,0,31,130,176,116,105,86,31,8,647,3,13,3,3,0,0,0,25,149,212,147,127,121,43,12,814,1082,1101,633,442,457,171,55,3941
POA3820,101,132,54,33,35,28,6,387,54,54,27,29,26,4,5,202,69,48,37,19,23,10,0,207,782,653,404,285,365,113,53,2656,0,0,6,0,0,0,0,7,1015,891,523,367,446,157,65,3465,4,9,5,3,3,3,0,30,20,19,5,11,15,9,0,78,11,18,9,7,13,0,0,61,126,172,129,111,130,34,19,722,6,7,5,0,4,0,0,20,165,223,160,135,169,51,23,913,1180,1113,679,497,615,205,89,4377
POA3821,0,0,0,0,5,0,0,9,6,5,9,0,4,3,0,31,9,11,3,3,7,0,5,34,119,148,109,66,88,28,15,574,0,0,0,4,0,0,0,5,136,159,120,80,107,34,16,651,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,7,11,5,9,8,6,0,57,0,0,0,0,0,0,0,0,7,19,13,9,12,5,0,65,139,177,134,90,117,39,21,719
