POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3822,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,4,0,4,0,0,11,38,43,43,28,22,0,3,177,0,0,0,0,0,0,0,5,41,48,49,25,32,8,3,203,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,10,0,0,0,0,0,0,0,0,4,5,4,0,4,0,0,22,0,0,0,0,0,0,0,0,4,12,7,3,4,0,0,26,48,54,56,30,33,8,3,228
POA3823,3,8,0,0,0,0,0,10,5,0,9,0,3,0,0,21,6,5,5,7,8,0,0,24,87,89,43,20,30,8,8,278,0,0,0,0,0,0,0,6,94,102,47,26,45,13,7,338,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,9,23,13,10,12,3,0,80,0,0,0,0,0,0,0,0,20,30,19,13,15,3,0,94,114,126,65,39,56,19,7,426
POA3824,9,14,6,4,6,0,0,48,13,14,7,8,6,6,0,54,9,9,3,6,0,6,0,36,191,216,154,106,105,33,17,819,0,0,0,0,0,0,0,0,227,253,172,123,117,40,20,957,0,0,0,0,0,0,0,9,0,3,0,0,4,0,3,16,3,0,4,3,3,0,0,11,42,51,41,31,47,10,0,224,8,0,0,0,0,0,0,3,46,61,49,39,52,12,0,262,273,317,218,161,174,54,22,1219
POA3825,19,24,14,5,15,12,0,90,30,36,28,24,29,7,0,148,42,35,18,24,21,12,0,145,605,600,386,246,288,87,27,2237,9,5,0,0,0,0,0,14,702,696,450,299,356,115,30,2639,9,13,19,9,8,6,0,52,14,14,16,8,14,0,0,72,4,13,5,4,9,3,0,34,243,303,184,114,132,34,6,1021,12,14,6,7,4,0,0,44,280,358,223,136,166,47,10,1222,981,1059,669,439,519,159,42,3862
POA3831,5,3,4,4,4,0,0,24,0,11,4,4,0,0,0,14,9,7,0,0,7,0,0,26,68,72,41,28,37,10,6,262,0,0,4,0,0,0,0,7,77,99,49,37,56,12,5,330,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,9,6,12,12,0,0,51,0,0,0,0,0,0,0,0,11,9,9,18,13,0,0,60,88,111,54,51,70,16,5,392
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,8,3,0,0,0,0,23,0,0,0,0,0,0,0,0,12,3,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,16,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,19,17,7,4,9,12,0,0,44
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,6,0,0,0,20,0,0,0,0,0,0,0,0,6,9,7,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,7,10,0,0,0,29
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,7,20,15,9,7,7,0,4,60,0,0,0,0,0,0,0,0,22,16,10,5,12,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,9,0,0,0,27,0,0,0,0,0,0,0,0,4,7,8,9,0,0,0,32,27,23,13,12,11,4,9,100
POA3840,91,90,43,28,27,7,3,286,6,18,12,4,13,7,3,64,34,28,13,12,14,5,0,108,461,433,285,191,184,67,28,1649,6,12,5,0,0,0,0,21,604,577,352,237,240,87,34,2129,16,10,10,3,17,3,0,63,13,13,12,0,11,0,3,56,9,5,6,5,8,0,0,29,199,240,150,101,99,23,10,834,15,20,9,8,7,0,0,61,246,295,189,124,140,32,10,1039,852,873,538,366,373,121,41,3171
POA3842,6,5,14,9,4,0,3,37,13,11,0,7,4,3,0,35,5,10,7,6,7,0,0,37,167,140,78,55,50,10,8,508,0,0,0,4,0,0,0,8,198,169,98,76,67,19,12,634,0,0,0,0,0,0,0,11,4,4,5,5,4,3,0,18,4,7,0,0,3,0,0,16,53,87,68,30,45,6,0,291,5,0,5,0,0,0,0,11,67,104,73,38,48,10,6,347,264,275,175,114,120,25,13,978
POA3844,141,151,82,49,57,16,3,501,50,54,44,30,46,14,6,246,66,63,30,10,22,9,7,203,1106,1145,688,444,570,175,50,4179,4,6,3,6,0,0,0,15,1365,1419,842,542,693,211,68,5149,12,17,16,11,13,6,0,75,13,18,19,19,14,6,0,91,14,19,11,9,13,6,0,70,262,351,227,140,177,54,14,1228,19,16,13,0,0,0,0,47,322,419,287,179,217,66,20,1517,1688,1839,1128,719,913,278,92,6660
POA3847,7,3,4,4,4,0,0,18,0,3,4,3,3,0,0,15,8,6,5,0,0,0,0,19,87,71,42,30,42,6,0,275,4,0,0,0,0,0,0,4,105,79,53,37,47,4,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,21,24,11,7,4,0,79,0,0,0,0,0,0,0,0,15,21,21,11,3,4,0,84,114,100,76,50,56,12,0,409
POA3850,64,61,39,19,26,5,0,220,28,33,20,20,19,0,0,127,46,49,25,17,18,7,0,155,553,507,313,215,242,66,16,1916,0,8,7,0,0,0,0,19,690,666,405,266,304,83,21,2433,3,5,0,0,4,4,0,25,5,9,15,8,16,0,0,59,6,8,7,0,6,0,0,28,130,209,118,88,105,29,5,680,6,10,3,0,0,0,0,22,148,240,139,107,127,30,9,808,838,905,545,374,433,111,38,3247
POA3851,9,5,0,5,6,3,0,30,11,12,5,0,7,3,0,42,18,9,3,0,7,3,0,44,155,182,130,89,121,21,5,694,0,0,0,0,0,0,0,0,190,207,144,96,138,30,4,806,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,10,20,29,15,14,14,7,0,101,0,0,0,0,7,0,0,4,27,32,23,21,19,5,0,128,216,234,167,115,162,31,6,934
POA3852,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA3854,0,7,5,0,0,0,0,17,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,3,67,60,54,48,46,10,5,285,0,0,0,0,0,0,0,5,78,66,62,46,46,10,5,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,10,6,3,7,0,0,29,0,0,0,0,0,0,0,0,3,10,4,3,3,0,0,33,75,78,65,55,54,10,5,345
POA3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,47,60,27,27,21,3,3,193,0,0,0,0,0,0,0,4,45,64,31,27,18,4,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,14,4,7,0,0,42,0,0,0,0,0,0,0,0,7,15,14,4,7,0,0,42,56,77,43,32,28,7,3,245
POA3857,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,16,5,9,8,0,0,46,0,0,0,0,0,0,0,0,12,19,5,9,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,17,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,18,15,21,7,10,11,0,0,71
POA3858,6,11,5,3,5,0,0,28,8,8,4,4,4,0,0,27,3,13,0,0,5,0,0,22,95,93,63,54,62,16,5,388,0,0,0,0,0,0,0,0,115,123,80,62,75,16,5,472,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,23,26,15,15,0,5,100,0,5,0,0,0,0,0,4,16,33,23,12,17,0,4,107,128,159,103,75,89,21,8,583
POA3859,0,3,5,0,0,0,5,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,47,30,28,23,12,3,4,143,0,0,0,0,0,0,0,0,47,35,28,25,14,0,3,164,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,16,0,0,0,0,0,0,0,0,6,6,7,3,5,0,0,26,53,41,35,25,20,4,3,193
POA3860,9,11,3,9,9,3,3,46,18,7,5,4,9,0,0,46,17,12,5,3,10,0,0,40,276,325,190,112,134,42,11,1099,0,0,0,0,0,0,0,0,315,355,207,126,160,44,12,1231,0,8,0,0,3,0,0,13,0,3,6,0,5,4,0,14,0,0,0,0,4,0,0,11,51,67,53,37,37,7,3,252,0,4,4,3,0,0,0,10,56,84,63,50,47,9,3,306,371,443,276,177,206,53,18,1538
POA3862,7,4,6,3,0,0,0,19,6,7,5,3,6,0,0,26,8,8,9,5,0,0,0,31,161,174,90,49,68,15,9,566,0,4,0,0,0,0,0,4,187,196,109,52,74,14,4,642,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,4,23,27,13,24,18,4,0,105,0,0,0,0,0,0,0,3,19,25,18,32,21,4,0,122,207,225,122,82,96,19,10,764
POA3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,5,3,0,0,34,0,0,0,0,0,0,0,4,7,14,9,5,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,9,10,12,5,9,0,0,43
POA3865,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,10,24,12,4,4,0,0,56,0,0,0,0,0,0,0,0,17,30,11,6,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,16,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,16,23,29,13,7,12,0,0,80
POA3869,4,5,0,0,0,0,0,11,0,3,0,4,5,0,5,18,4,4,6,0,3,0,0,20,74,82,45,23,34,7,6,269,0,0,0,0,0,0,0,3,87,92,48,29,40,12,9,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,11,12,14,9,0,0,50,0,0,0,0,0,0,0,0,10,8,10,17,9,0,0,53,93,101,55,41,49,13,9,361
POA3870,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,11,3,6,3,0,0,0,0,16,23,48,27,25,24,6,3,156,0,0,0,0,0,0,0,0,27,54,35,26,34,6,3,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,7,6,5,3,0,0,29,0,0,0,0,0,0,0,0,8,7,11,11,3,0,0,33,37,64,42,34,35,6,4,227
POA3871,3,4,6,0,0,0,0,12,9,8,3,0,4,0,0,32,3,17,9,5,6,0,0,36,91,110,85,40,55,23,4,400,0,5,0,0,0,0,0,6,108,137,96,47,65,23,4,486,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,12,26,20,16,27,5,5,112,0,5,0,0,0,0,0,4,17,30,22,18,28,11,5,131,122,170,123,67,94,34,4,614
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,15,3,4,4,0,67,0,0,0,0,0,0,0,0,10,31,15,3,4,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,19,31,15,3,8,4,0,78
POA3874,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,6,20,17,6,15,4,0,61,0,0,0,0,0,0,0,0,6,21,15,6,18,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,6,19,18,7,23,5,0,79
POA3875,46,64,28,13,19,9,3,184,40,37,23,15,39,0,4,162,52,47,37,14,13,0,3,162,694,649,393,261,315,69,19,2393,5,5,5,0,0,0,0,14,830,801,479,315,383,81,24,2908,0,10,0,0,4,0,0,14,10,13,7,14,7,0,0,47,0,9,10,9,0,0,6,35,170,228,125,123,145,20,9,816,6,14,3,3,0,0,0,28,185,270,150,148,159,25,11,939,1019,1065,634,463,536,107,37,3849
POA3878,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,27,28,17,12,15,0,0,104,0,0,0,0,0,0,0,0,33,31,23,16,18,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,3,5,5,7,0,0,21,0,0,0,0,0,0,0,0,7,8,9,4,7,0,0,34,38,43,29,20,22,6,0,151
POA3880,9,7,8,0,0,0,0,24,0,3,5,5,5,0,0,22,5,3,5,4,0,0,0,18,70,80,32,17,30,10,0,237,0,0,0,0,0,0,0,5,85,100,49,28,36,10,0,302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,5,0,0,0,0,0,5,13,26,34,20,17,0,0,118,0,0,0,0,0,0,0,0,16,36,32,22,18,0,0,130,104,130,83,47,50,8,8,434
POA3882,3,0,3,0,4,0,0,9,5,0,0,0,0,0,0,11,0,6,0,0,0,0,0,7,51,59,33,20,28,3,0,195,0,0,0,0,0,0,0,3,61,69,41,26,28,3,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,13,5,9,0,0,38,0,0,0,0,0,0,0,0,8,7,13,6,8,0,0,41,67,75,49,34,36,3,0,267
POA3885,3,0,3,0,0,0,0,13,0,0,0,0,3,0,0,12,14,5,4,4,0,0,0,25,68,69,30,23,36,4,0,226,0,0,0,0,0,0,0,0,86,73,38,30,41,4,0,275,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,4,10,16,10,5,9,3,0,55,3,0,0,0,0,0,0,8,9,19,15,9,9,6,0,72,92,96,54,42,50,8,0,340
POA3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,9,12,14,12,12,6,0,60,0,0,0,0,0,0,0,0,14,14,12,10,12,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,5,0,0,7,4,0,0,0,12,16,19,21,11,14,6,0,83
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,3,4,0,0,25
POA3888,3,3,0,0,3,0,0,11,3,10,6,0,0,0,0,13,0,3,3,8,3,0,0,17,96,95,70,50,55,7,0,371,0,0,0,0,0,0,0,4,98,110,81,52,64,7,0,414,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,22,28,16,22,12,3,0,101,4,0,0,0,0,0,0,4,25,40,20,23,11,3,0,125,128,143,100,76,73,7,0,532
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,3,4,3,3,0,0,0,13
POA3890,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,24,0,0,0,0,0,0,0,0,4,14,9,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,4,14,10,3,3,0,0,42
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14
POA3892,8,4,0,0,0,0,0,19,6,5,0,0,0,0,0,6,4,0,0,0,0,0,0,7,26,20,19,11,8,5,0,85,0,0,0,0,0,0,0,0,34,32,22,13,15,4,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,23,34,37,25,15,17,4,0,138
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA3895,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,13,0,0,0,0,0,0,0,0,3,8,4,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,3,7,8,0,10,0,0,30
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,13,11,7,9,0,0,0,44,0,0,0,0,0,0,0,0,13,11,7,10,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,9,14,12,4,16,5,0,0,60
POA3898,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,17,15,3,7,3,0,55,0,0,0,0,0,0,0,0,16,17,15,3,7,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,13,14,20,13,11,9,6,0,70
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,18
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,13,9,0,11,0,0,45,0,0,0,0,0,0,0,0,16,13,6,5,11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,16,19,11,5,17,0,0,58
POA3903,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,3,0,3,0,0,12,36,30,21,9,15,0,0,115,0,0,0,0,0,0,0,0,39,32,30,10,14,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,25,41,48,36,13,14,0,4,160
POA3904,5,4,5,0,5,0,0,17,3,4,4,0,3,0,0,10,7,9,6,6,0,0,0,28,34,39,19,15,21,5,0,139,0,0,0,0,0,0,0,0,46,55,35,25,28,6,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19,8,3,0,0,58,0,0,0,0,0,0,0,0,6,13,19,9,7,0,0,60,52,70,48,37,37,8,0,253
POA3909,22,18,14,7,4,0,0,65,14,15,6,9,7,0,0,53,16,13,4,4,6,3,0,45,189,220,140,101,113,19,9,786,3,4,4,0,0,0,0,15,235,274,170,124,130,23,10,959,0,0,0,3,0,0,0,6,0,9,3,6,3,0,0,18,0,0,5,5,5,0,0,14,72,104,58,33,52,3,0,324,4,5,4,0,0,0,0,17,82,115,70,43,59,3,0,375,313,389,243,168,192,28,10,1340
POA3910,48,85,59,53,58,39,15,364,139,139,82,57,65,24,10,508,118,92,57,40,48,22,11,389,996,953,527,342,393,152,70,3433,8,8,6,0,0,0,0,25,1303,1280,729,492,567,237,108,4717,9,13,20,7,21,7,4,77,19,23,23,19,28,7,3,113,6,15,11,4,13,3,3,64,121,203,128,103,117,54,22,749,4,5,0,3,0,0,0,16,161,255,180,140,177,73,25,1014,1469,1533,911,626,743,309,137,5730
POA3911,14,11,8,0,4,5,0,37,5,6,4,3,13,9,7,45,10,13,4,5,7,6,0,39,126,119,88,55,71,20,14,485,0,0,0,0,0,0,0,0,145,149,102,56,95,32,24,611,4,0,0,0,0,0,0,9,3,0,0,0,4,0,0,9,0,0,0,0,9,0,0,13,19,30,12,7,13,10,0,96,0,0,0,0,0,0,0,0,26,35,12,11,20,15,6,129,175,182,110,71,117,48,31,738
POA3912,30,46,27,21,29,12,12,175,59,53,38,22,42,8,5,227,61,56,36,17,23,6,4,214,697,578,362,218,298,97,56,2297,6,5,0,0,0,0,0,9,855,733,461,280,383,132,78,2918,5,3,0,8,0,5,5,22,5,14,6,8,13,4,0,59,0,11,0,12,3,4,0,30,77,126,86,54,77,27,7,455,8,0,4,0,3,0,0,11,92,149,101,77,102,37,12,573,947,886,561,359,488,166,92,3493
POA3913,6,3,6,6,8,5,0,33,6,5,9,0,9,0,0,38,7,13,4,8,9,4,0,52,141,117,74,53,74,22,17,495,0,0,0,0,0,0,0,0,165,143,95,69,98,31,14,615,0,6,0,4,0,3,0,6,3,4,7,0,6,0,0,17,0,0,0,0,5,0,0,9,10,19,17,16,28,5,0,101,0,0,0,0,0,0,0,0,9,28,25,25,30,9,6,134,173,170,115,95,130,40,24,751
POA3915,22,28,22,15,25,6,0,113,27,33,17,12,16,7,5,117,40,35,19,19,20,3,4,130,374,317,149,108,120,28,12,1110,0,0,0,5,0,0,0,4,465,417,203,159,181,41,25,1482,5,8,8,6,9,4,0,40,6,16,8,7,11,0,5,49,0,18,11,8,8,0,0,49,96,154,90,73,91,22,0,517,4,7,4,6,0,0,0,26,120,200,121,106,112,34,3,690,581,615,322,258,287,79,27,2172
POA3916,0,0,0,0,0,0,0,3,9,9,5,0,0,0,0,23,6,0,3,3,0,0,0,9,22,21,14,13,18,8,3,98,0,0,0,0,0,0,0,0,31,40,19,16,17,8,6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,4,0,0,0,0,0,3,4,0,0,3,0,0,0,15,34,39,25,21,21,9,6,147
POA3918,0,17,3,3,10,0,0,39,17,19,7,11,6,3,3,72,17,19,9,5,13,5,0,72,148,142,96,58,74,24,12,544,0,0,0,0,0,0,0,0,184,197,119,77,103,37,14,728,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,14,3,4,3,0,0,5,0,9,24,34,17,19,25,8,3,130,0,0,0,0,0,0,0,7,36,37,20,23,29,14,3,155,213,231,142,95,132,48,19,884
