POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3614,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,13,0,0,0,0,13,34,0,0,0,0,34,26,0,0,0,0,26,26,0,0,0,0,26,15,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,159,0,0,0,0,159
POA3616,29,0,0,0,0,26,21,0,0,0,0,21,19,0,0,0,0,19,44,0,0,0,0,46,75,0,0,0,0,78,184,0,0,0,0,191,157,0,0,0,0,157,97,0,0,0,0,95,23,0,0,0,0,23,20,0,0,0,0,20,15,0,0,0,0,15,35,0,0,0,0,35,723,9,0,0,0,735
POA3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
POA3618,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,12,0,0,0,0,12,22,0,0,0,0,22,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,95,0,0,0,0,95
POA3620,42,0,0,0,0,41,29,0,0,0,0,29,25,0,0,0,0,29,75,3,0,0,0,79,126,0,0,0,0,126,284,4,0,0,0,290,169,0,0,0,0,167,142,0,0,0,0,142,26,0,0,0,0,26,15,0,0,0,0,15,13,0,0,0,0,13,69,3,0,0,0,70,1010,10,0,3,0,1019
POA3621,18,0,0,0,0,18,11,0,0,0,0,11,15,0,0,0,0,15,38,0,0,0,0,38,34,0,0,0,0,34,79,0,0,0,0,79,54,0,0,0,0,54,36,0,0,0,0,38,6,0,0,0,0,6,8,0,0,0,0,8,8,0,0,0,0,8,18,0,0,0,0,18,333,0,0,0,0,334
POA3622,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,11,0,0,0,0,11,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,77,0,0,0,0,77
POA3623,13,0,0,0,0,13,10,0,0,0,0,10,11,0,0,0,0,11,12,0,0,0,0,15,15,0,0,0,0,15,26,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,117,0,0,3,0,121
POA3624,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,17,0,0,0,0,17,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63
POA3629,60,0,0,0,0,62,33,3,0,0,0,37,27,3,0,3,0,36,103,5,0,0,0,102,142,7,0,0,0,146,328,3,0,0,0,333,185,0,0,0,0,183,104,5,0,0,0,102,21,0,0,0,0,21,16,0,0,0,0,16,7,0,0,0,0,8,62,0,0,0,0,62,1089,21,0,8,0,1124
POA3630,120,7,0,0,5,134,98,0,0,0,0,99,96,6,0,0,0,103,198,15,0,0,3,225,364,13,0,0,0,377,981,31,0,0,0,1009,580,13,0,0,0,596,345,3,0,0,0,352,97,0,0,0,0,97,70,0,0,0,0,71,49,0,0,0,0,52,186,8,0,0,0,197,3189,103,3,4,5,3305
POA3631,96,0,0,0,0,101,38,0,0,0,0,39,41,0,0,0,0,45,65,0,0,0,0,65,94,0,0,0,0,95,404,3,0,0,0,414,509,0,0,0,0,509,470,0,0,0,4,480,140,0,0,0,0,140,88,0,0,0,0,91,92,0,0,0,0,87,122,0,0,0,0,118,2152,10,0,4,8,2178
POA3633,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,19,0,0,0,0,19,16,0,0,0,0,16,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,74,0,0,0,0,77
POA3634,12,0,0,0,0,12,9,0,0,0,0,9,11,0,0,0,0,11,20,0,0,0,0,20,31,0,0,0,0,31,95,0,0,0,0,95,66,0,0,0,0,66,32,0,0,0,0,32,12,0,0,0,0,12,9,0,0,0,0,9,10,0,0,0,0,10,20,0,0,0,0,20,322,0,0,0,0,322
POA3635,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,27,0,0,0,0,27,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,86,0,0,0,0,86
POA3636,35,3,0,0,0,34,15,0,0,0,0,22,20,6,0,0,0,28,52,7,0,0,0,60,86,0,0,0,0,84,168,0,0,0,0,175,108,0,0,0,0,108,73,0,0,0,0,66,16,0,0,0,0,16,20,0,0,0,0,20,12,0,0,0,0,12,45,0,0,0,0,45,643,24,0,3,0,666
POA3637,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,8,24,0,0,0,0,24,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,65,0,0,0,0,65
POA3638,21,0,0,0,0,21,13,0,0,0,0,13,12,0,0,0,0,12,22,0,0,0,0,22,35,0,0,0,0,33,65,0,0,0,0,66,39,0,0,0,0,42,25,0,0,0,0,25,4,0,0,0,0,4,8,0,0,0,0,11,9,0,0,0,0,9,19,0,0,0,0,22,275,0,0,4,0,284
POA3639,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,56,0,0,0,0,54
POA3640,10,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,11,0,0,0,0,11,17,0,0,0,0,17,26,0,0,0,0,26,24,0,0,0,0,24,15,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,123,5,0,0,0,124
POA3641,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,21,0,0,0,0,21,20,0,0,0,0,20,45,0,0,0,0,45,23,0,0,0,0,23,13,0,0,0,0,13,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,170,0,0,0,0,170
POA3644,51,0,0,0,0,55,39,0,0,0,0,38,27,4,0,0,0,28,60,5,0,0,0,66,103,0,0,0,0,104,269,5,0,0,0,274,186,0,0,0,0,186,144,0,0,0,0,145,30,0,0,0,0,31,28,0,0,0,0,36,27,0,0,0,0,30,67,0,0,0,0,67,1035,13,0,0,5,1057
POA3646,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,20,0,0,0,0,20,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,0,0,0,0,81
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,12,0,0,0,0,12,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,7,0,0,0,0,7,59,0,0,0,0,59
POA3658,51,0,0,0,0,53,27,0,0,0,0,27,30,0,0,0,0,30,30,0,0,0,0,32,61,0,0,0,0,63,224,0,0,0,0,225,241,3,4,0,0,250,194,0,0,4,0,197,71,0,0,0,0,71,47,0,0,0,0,49,21,0,0,0,0,21,64,0,0,0,0,67,1078,10,6,3,0,1088
POA3659,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,8,19,0,0,0,0,19,19,0,0,0,0,22,16,0,0,0,0,16,13,0,0,0,0,13,13,0,0,0,0,13,8,0,0,0,0,8,6,0,0,0,0,6,110,6,0,0,0,110
POA3660,49,0,0,0,0,49,33,0,0,0,0,30,26,0,0,0,0,26,54,0,0,0,0,55,95,0,0,0,0,95,200,0,0,0,0,203,156,0,0,0,0,153,144,0,0,0,0,144,42,0,0,0,0,42,39,0,0,0,0,39,23,0,0,0,0,28,39,0,0,0,0,39,887,3,0,0,0,898
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA3663,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
POA3664,9,0,0,0,0,9,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,26,0,0,0,0,25,37,0,0,0,0,37,34,0,0,0,0,34,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,162,0,0,0,0,161
POA3665,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,41,0,0,0,0,41
POA3666,30,4,0,0,0,35,24,0,0,0,0,22,25,4,0,0,0,30,47,5,0,0,0,48,64,0,0,0,0,58,139,0,0,0,0,139,87,0,0,0,0,87,57,0,0,0,0,57,28,0,0,0,0,28,7,0,0,0,0,7,16,0,0,0,0,16,31,0,0,0,0,31,554,10,0,0,0,561
POA3669,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,12,0,0,0,0,12,23,0,0,0,0,23,31,0,0,0,0,35,26,0,0,0,0,27,13,0,0,0,0,13,7,0,0,0,0,7,10,0,0,0,0,9,6,0,0,0,0,6,13,0,0,0,0,13,153,0,0,0,0,159
POA3670,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,6,0,0,0,0,6,18,0,0,0,0,18,16,0,0,0,0,16,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,97,0,0,0,0,97
POA3672,61,5,0,0,0,64,44,4,0,0,0,41,39,5,0,0,0,45,96,6,0,0,0,101,137,4,0,0,0,144,278,5,0,0,0,289,235,4,0,0,0,246,140,0,0,0,0,140,37,0,0,0,0,36,32,0,0,0,0,32,29,0,0,0,0,27,64,0,0,0,0,59,1196,39,0,5,0,1241
POA3673,16,0,0,0,0,16,5,0,0,0,0,5,4,0,0,0,0,4,21,0,0,0,0,21,14,0,0,0,0,14,47,0,0,0,0,47,43,0,0,0,0,43,35,0,0,0,0,35,13,0,0,0,0,13,16,0,0,0,0,16,9,0,0,0,0,9,18,0,0,0,0,18,250,0,0,0,0,250
POA3675,15,0,0,0,0,15,6,0,0,0,0,6,4,0,0,0,0,4,15,0,0,0,0,15,20,0,0,0,0,23,80,0,0,0,0,80,63,0,0,0,0,63,42,0,0,0,0,42,17,0,0,0,0,17,11,0,0,0,0,13,11,0,0,0,0,11,16,0,0,0,0,16,300,0,0,0,0,304
POA3677,100,5,0,0,0,100,61,4,0,0,0,67,58,0,0,0,0,56,130,11,0,0,0,140,233,23,0,0,0,254,596,23,0,0,0,621,486,10,0,0,0,498,305,0,0,0,0,305,75,0,0,0,0,75,56,0,0,0,0,56,40,3,0,0,0,45,147,4,0,0,0,149,2288,81,0,0,0,2367
POA3678,33,0,0,0,0,33,23,0,0,0,0,23,23,0,0,0,0,23,31,0,0,0,0,31,57,0,0,0,0,60,151,0,0,0,0,151,156,0,0,0,0,156,179,0,0,0,0,179,60,0,0,0,0,64,43,0,0,0,0,43,32,0,0,0,0,37,52,0,0,0,0,52,849,0,0,0,0,853
POA3682,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,8,0,0,0,0,8,16,0,0,0,0,16,15,0,0,0,0,15,13,0,0,0,0,13,6,0,0,0,0,6,6,0,0,0,0,6,9,0,0,0,0,9,8,0,0,0,0,8,102,0,0,0,0,102
POA3683,14,0,0,0,0,13,10,0,0,0,0,10,9,0,0,0,0,10,22,0,0,0,0,22,34,0,0,0,0,34,66,3,0,0,0,75,47,0,0,0,0,51,43,0,0,0,0,43,16,0,0,0,0,16,10,0,0,0,0,10,8,0,0,0,0,8,16,0,0,0,0,16,290,4,3,5,0,301
POA3685,24,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,8,21,0,0,0,0,23,32,0,0,0,0,34,107,5,0,0,0,113,67,0,0,0,0,68,54,0,0,3,0,55,6,0,0,0,0,10,22,0,0,0,0,22,15,0,0,0,0,15,18,0,0,0,0,22,389,8,0,4,0,399
POA3687,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,0,15,35,0,0,0,0,35,37,0,0,0,0,40,17,0,0,0,0,20,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,148,7,3,0,0,155
POA3688,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,15,58,0,0,0,0,61,47,0,0,0,0,49,32,0,0,0,0,41,13,4,0,0,0,21,17,0,0,0,0,16,0,0,0,0,0,6,9,0,0,0,0,13,230,8,0,0,0,238
POA3690,176,5,0,0,0,183,106,5,0,0,0,109,90,3,0,0,0,92,159,19,0,0,0,183,366,34,10,0,0,406,1116,39,8,0,0,1158,958,10,0,0,4,972,655,5,0,0,0,662,180,0,0,0,0,180,137,0,0,0,0,137,83,0,0,0,0,83,213,13,0,0,0,225,4238,129,22,0,6,4394
POA3691,64,0,0,0,0,63,40,0,0,0,0,40,23,0,0,0,0,23,64,0,0,0,0,67,89,0,0,0,0,94,295,0,0,0,0,297,506,0,0,0,0,505,447,0,0,0,4,446,151,0,0,0,0,155,111,0,0,0,0,114,71,0,0,0,0,71,100,0,0,0,0,100,1958,4,0,11,6,1981
POA3695,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,16,0,0,0,0,16,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,61,0,0,0,0,61
POA3697,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,19,0,0,0,0,19,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,0,0,75
POA3698,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,8,30,0,0,0,0,32,33,0,0,0,0,30,17,0,0,0,0,17,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,134,0,0,5,0,140
POA3699,6,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,18,15,0,0,0,0,17,22,0,0,0,0,25,11,0,0,0,0,11,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,110,3,4,0,0,119
POA3700,12,0,0,0,0,12,5,0,0,0,0,5,6,0,0,0,0,3,17,0,0,0,0,17,20,0,0,0,0,20,44,0,0,0,0,44,37,0,0,0,0,37,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,170,0,0,0,0,170
POA3701,6,0,0,0,0,6,4,0,0,0,0,4,11,0,0,0,0,11,7,0,0,0,0,7,13,0,0,0,0,13,16,0,0,0,0,17,15,0,0,0,0,15,16,0,0,0,0,16,6,0,0,0,0,6,7,0,0,0,0,7,10,0,0,0,0,10,10,0,0,0,0,10,125,0,0,0,0,123
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA3705,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28
POA3707,16,0,0,0,0,13,6,0,0,0,0,6,16,0,0,0,0,16,32,0,0,0,0,32,34,0,0,0,0,34,38,0,0,0,0,38,20,0,0,0,0,20,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,178,0,0,0,0,178
POA3708,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA3709,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,21,0,0,0,0,22
POA3711,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,0,11,22,0,0,0,0,22,6,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,6,4,0,0,0,0,4,88,0,0,0,0,88
POA3712,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,41
POA3713,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,14,27,0,0,0,0,27,22,0,0,0,0,22,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,110,0,0,0,0,110
POA3714,15,0,0,0,0,15,4,0,0,0,0,3,6,0,0,0,0,6,24,0,0,0,0,24,46,0,0,0,0,44,115,0,0,0,0,115,80,0,0,0,0,76,76,0,0,0,0,76,24,0,0,0,0,24,14,0,0,0,0,14,6,0,0,0,0,6,32,0,0,0,0,32,440,0,0,3,0,442
POA3715,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,53,0,0,0,0,53
POA3717,28,0,0,0,0,28,18,0,0,0,0,18,8,0,0,0,0,8,17,0,0,0,0,17,33,0,0,0,0,33,92,0,0,0,0,92,72,0,0,0,0,74,81,0,0,0,0,81,36,0,0,0,0,36,34,0,0,0,0,34,12,0,0,0,0,12,29,0,0,0,0,29,461,0,0,0,0,466
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3719,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,12,0,0,0,0,11,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,46,0,0,0,0,48
POA3720,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,17,0,0,0,0,17,13,0,0,0,0,13,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,80
POA3722,30,0,0,0,0,30,21,0,0,0,0,21,14,0,0,0,0,15,29,3,0,0,0,28,39,3,0,0,0,49,113,9,0,0,0,118,123,0,0,0,0,124,148,0,0,0,0,148,51,0,0,0,0,51,28,0,0,0,0,29,24,0,0,0,0,26,57,0,0,0,0,55,676,17,0,6,0,701
POA3723,28,0,0,0,0,25,9,0,0,0,0,9,15,0,0,0,0,15,25,0,0,0,0,25,30,3,0,0,0,30,77,0,0,0,0,79,65,0,4,0,0,64,47,0,0,0,0,47,17,0,0,0,0,17,24,0,0,0,0,24,26,0,0,0,0,26,23,0,0,0,0,23,380,0,4,4,0,389
POA3725,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,13,0,0,0,0,13,9,0,0,0,0,9,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,77,0,0,0,0,77
POA3726,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,52,0,0,0,0,52
POA3727,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,35,0,0,0,0,35
POA3728,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,14,0,0,0,0,14,16,0,0,0,0,16,28,0,0,0,0,28,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,97,0,0,0,0,97
POA3730,52,4,0,0,0,60,34,4,0,0,0,34,29,0,0,0,0,35,63,7,0,0,0,64,71,0,0,0,0,65,222,8,0,0,0,235,236,5,0,0,0,238,175,4,0,0,0,182,64,0,0,0,0,63,32,0,0,0,0,32,31,0,0,0,0,28,56,8,0,0,0,58,1058,38,4,0,0,1102
POA3732,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,13,0,0,0,0,13,15,0,0,0,0,15,18,0,0,0,0,18,7,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,9,7,0,0,0,0,7,96,0,0,0,0,95
POA3733,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17
POA3735,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59
POA3737,20,0,0,0,0,23,22,0,0,0,0,18,8,0,0,0,0,8,33,0,0,0,0,29,39,0,0,0,0,39,116,0,0,0,0,116,113,0,0,0,0,113,69,0,0,0,0,69,26,0,0,0,0,26,17,0,0,0,0,17,8,0,0,0,0,8,31,0,0,0,0,28,488,4,0,0,0,496
