POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3355,62,10,0,0,0,68,23,0,0,0,0,31,41,6,0,0,0,45,86,10,3,0,0,98,116,4,5,0,0,125,339,17,4,0,0,360,209,10,0,0,0,220,97,4,0,0,0,99,35,0,0,0,0,36,25,0,0,0,0,26,13,0,0,0,0,13,60,3,0,0,0,65,1110,59,13,0,0,1188
POA3356,71,15,0,0,0,83,49,9,0,0,0,67,48,10,0,0,0,58,115,22,0,0,0,140,190,39,0,0,0,229,527,74,3,0,0,601,371,33,0,0,0,410,144,15,0,0,0,163,35,0,0,0,0,40,15,12,0,0,0,26,15,0,0,0,0,15,93,14,0,0,0,107,1688,235,4,0,0,1929
POA3357,27,0,0,0,0,27,9,0,0,0,0,9,11,0,0,0,0,11,23,0,0,0,0,21,23,0,0,0,0,23,90,0,0,0,0,88,100,0,0,0,0,100,117,0,0,0,0,117,50,0,0,0,0,50,25,0,0,0,0,25,26,0,0,0,0,26,21,0,0,0,0,21,518,0,0,0,0,521
POA3358,14,0,0,0,0,14,12,0,0,0,0,12,4,0,0,0,0,4,10,0,0,0,0,12,22,0,0,0,0,22,141,0,0,0,0,141,261,0,0,0,0,257,142,0,0,0,0,145,26,0,0,0,0,26,21,0,0,0,0,21,8,0,0,0,0,8,24,0,0,0,0,24,678,0,0,0,3,684
POA3360,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,13,11,0,0,0,0,11,37,0,0,0,0,37,25,0,0,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,120,0,0,0,0,117
POA3361,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,12,0,0,0,0,12,10,0,0,0,0,10,22,0,0,0,0,22,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,85,0,0,0,0,87
POA3363,19,0,0,0,0,21,23,4,0,0,0,20,14,0,0,0,0,11,32,0,0,0,0,38,34,0,0,0,0,38,125,0,0,0,0,125,98,0,0,0,0,101,72,0,0,0,0,69,26,0,0,0,0,27,11,0,0,0,0,11,7,0,0,0,0,7,41,0,0,0,0,41,487,3,8,5,0,496
POA3364,14,0,0,0,0,14,10,0,0,0,0,10,9,0,0,0,0,9,17,0,0,0,0,17,21,0,0,0,0,21,51,0,0,0,0,51,56,0,0,0,0,54,45,0,0,0,0,45,27,0,0,0,0,27,22,0,0,0,0,22,19,0,0,0,0,19,24,0,0,0,0,24,315,0,0,0,0,317
POA3370,31,0,0,0,0,30,12,0,0,0,0,12,17,0,0,0,0,17,22,0,0,0,0,22,24,0,0,0,0,24,61,0,0,0,0,61,39,0,0,0,0,39,33,0,0,0,0,33,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,24,0,0,0,0,24,275,0,0,0,0,277
POA3371,13,0,0,0,0,13,8,0,0,0,0,8,8,0,0,0,0,8,22,0,0,0,0,23,23,0,0,0,0,23,30,0,0,0,0,37,15,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,159,0,0,0,0,161
POA3373,22,0,0,0,0,19,9,0,0,0,0,9,14,0,0,0,0,14,29,0,0,0,0,29,33,0,0,0,0,32,65,0,0,0,0,65,53,0,0,0,0,53,37,0,0,0,0,37,14,0,0,0,0,14,12,0,0,0,0,12,8,0,0,0,0,8,23,0,0,0,0,23,316,0,0,0,0,318
POA3374,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,60,0,0,0,0,60
POA3375,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,18
POA3377,55,5,0,0,0,58,49,0,0,0,0,50,53,0,0,0,0,51,101,0,0,0,0,103,152,9,0,0,0,158,297,3,0,0,0,303,138,0,0,0,0,144,91,0,0,0,0,90,43,0,0,0,0,43,19,0,0,0,0,19,14,0,0,0,0,14,55,0,0,0,0,58,1071,20,0,3,4,1097
POA3378,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA3379,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,50,0,0,0,0,50
POA3380,30,0,0,0,0,30,32,0,0,0,0,30,50,0,0,0,0,54,109,0,0,0,0,114,130,0,0,0,0,130,184,0,4,0,0,192,67,0,0,0,0,67,34,0,0,0,0,34,12,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,4,35,0,0,0,0,34,692,3,3,0,0,705
POA3381,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,9,11,0,0,0,0,11,42,0,0,0,0,42,25,0,0,0,0,25,19,0,0,0,0,19,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,8,152,0,0,0,0,152
POA3384,11,0,0,0,0,11,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,10,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,60,0,0,0,0,60
POA3385,8,0,0,0,0,8,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,4,7,0,0,0,0,7,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,63,0,0,0,0,64
POA3387,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,22,0,0,0,0,22
POA3388,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,45,0,0,0,0,45
POA3390,13,0,0,0,0,13,11,0,0,0,0,17,16,0,0,0,0,16,17,0,0,0,0,21,16,0,0,0,0,16,14,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,108,0,0,6,0,111
POA3391,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA3392,16,0,0,0,0,16,13,0,0,0,0,13,12,0,0,0,0,12,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
POA3393,25,0,0,0,0,25,20,0,0,0,0,20,26,0,0,0,0,26,66,0,0,0,0,67,40,0,0,0,0,40,40,0,0,0,0,40,16,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,267,0,0,0,0,273
POA3395,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA3396,9,0,0,0,0,9,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,0,0,47
POA3400,75,3,0,0,0,84,62,0,0,0,0,62,69,0,0,0,0,69,159,0,0,0,0,160,251,6,4,0,0,264,585,3,4,0,0,589,330,3,0,0,0,329,189,0,5,0,0,191,48,0,0,0,0,46,42,0,0,0,0,42,22,0,0,0,0,19,85,0,0,0,0,84,1910,15,13,0,3,1942
POA3401,41,0,0,0,0,41,11,0,0,0,0,8,20,0,0,0,0,20,32,0,0,0,0,32,55,0,0,0,0,55,131,0,0,0,0,131,93,0,0,0,0,93,100,0,0,0,0,100,44,0,0,0,0,44,38,0,0,0,0,38,11,0,0,0,0,11,39,0,0,0,0,39,608,0,0,0,0,609
POA3407,15,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,40,4,0,0,0,45
POA3409,15,0,0,0,0,15,10,0,0,0,0,10,9,0,0,0,0,9,8,0,0,0,0,15,14,0,0,0,0,14,13,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,89,0,0,0,0,88
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,28,0,0,0,0,28
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9
POA3414,21,0,0,0,0,21,17,0,0,0,0,17,22,0,0,0,0,22,38,0,0,0,0,38,37,0,0,0,0,37,33,0,0,0,0,33,16,0,0,0,0,16,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,223,0,0,0,0,223
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,23,0,0,0,0,23,22,0,0,0,0,23,28,0,0,0,0,28,53,0,0,0,0,55,37,0,0,0,0,37,47,0,0,0,0,50,24,0,0,0,0,24,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,23,0,0,0,0,23,282,0,0,0,0,280
POA3419,3,0,0,0,0,3,19,0,0,0,0,19,9,0,0,0,0,9,10,0,0,0,0,10,12,0,0,0,0,14,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,74,0,0,0,0,71
POA3420,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA3423,9,0,0,0,0,9,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,43,0,0,0,0,47
POA3424,12,0,0,0,0,12,15,0,0,0,0,15,9,0,0,0,0,9,10,0,0,0,0,10,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,74,0,0,0,0,74
POA3427,28,0,0,0,0,28,8,0,0,0,0,8,4,0,0,0,0,4,24,0,0,0,0,29,36,0,0,0,0,38,132,15,0,0,0,153,253,29,0,0,0,283,366,22,0,0,0,388,105,5,0,0,0,108,49,0,0,0,0,50,28,3,0,0,0,31,61,7,0,0,0,65,1094,77,0,0,0,1174
POA3428,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,12,0,0,0,0,12,12,0,0,0,0,12,11,0,0,0,0,11,21,0,0,0,0,21,10,0,0,0,0,10,14,0,0,0,0,14,98,0,0,0,0,98
POA3429,260,5,9,0,0,275,109,0,0,0,0,116,83,3,0,0,0,91,197,5,12,0,0,208,271,5,11,0,0,282,859,18,53,0,0,931,1237,30,66,0,0,1330,1673,15,26,0,0,1711,631,3,3,0,0,637,383,5,3,0,0,388,245,0,5,0,0,246,389,8,19,0,0,414,6333,94,207,0,0,6626
POA3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,32
POA3431,38,0,0,0,0,38,12,0,0,0,0,12,6,6,0,0,0,11,20,0,0,0,0,20,27,0,0,0,0,29,78,4,0,0,0,78,93,8,0,0,0,95,171,6,0,0,0,181,82,0,0,0,0,82,94,0,0,0,0,95,54,0,0,0,0,54,41,0,0,0,0,41,716,21,0,0,0,733
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,38,0,0,0,0,38
POA3434,33,0,0,0,0,33,13,0,0,0,0,13,15,0,0,0,0,15,21,0,0,0,0,21,34,0,0,0,0,37,145,0,0,0,0,145,210,0,0,0,0,212,330,0,0,0,0,327,128,0,0,0,0,128,86,0,0,0,0,84,66,0,0,0,0,66,49,3,0,0,0,60,1135,8,4,0,0,1149
POA3435,16,0,0,0,0,16,14,0,0,0,0,14,12,0,0,0,0,12,13,0,0,0,0,13,21,0,0,0,0,21,76,0,0,0,0,76,104,0,0,0,0,104,149,0,0,0,0,149,50,0,0,0,0,50,46,0,0,0,0,46,17,0,0,0,0,17,41,0,0,0,0,41,564,0,0,0,3,571
POA3437,72,4,0,0,0,71,25,0,0,0,0,28,16,0,0,0,0,21,44,0,0,0,0,44,49,4,0,0,0,53,163,11,0,0,0,175,224,23,4,0,0,245,413,12,0,0,0,432,272,3,0,0,0,277,261,0,0,0,0,261,171,0,0,0,0,171,105,4,0,0,0,107,1806,68,10,0,0,1878
POA3438,12,0,0,0,0,12,12,0,0,0,0,12,4,0,0,0,0,7,14,0,0,0,0,14,7,0,0,0,0,7,43,0,0,0,0,43,60,0,0,0,0,59,92,0,0,0,0,86,59,0,0,0,0,59,28,0,0,0,0,30,23,0,0,0,0,28,24,0,0,0,0,24,377,4,0,0,0,380
POA3440,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,7,30,0,0,0,0,30,35,0,0,0,0,35,52,0,0,0,0,52,47,0,0,0,0,47,52,0,0,0,0,52,40,0,0,0,0,40,16,0,0,0,0,16,314,0,0,0,0,314
POA3441,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,15,0,0,0,0,15,37,0,0,0,0,38,26,0,0,0,0,26,43,0,0,0,0,43,47,0,0,0,0,51,18,0,0,0,0,18,233,6,0,0,0,233
POA3442,66,0,0,0,0,72,20,0,0,0,0,25,15,0,0,0,0,15,29,3,0,0,0,36,41,0,0,0,0,39,134,8,0,0,0,142,169,0,0,0,0,174,259,3,5,0,0,261,170,0,0,0,0,168,144,0,0,0,0,144,118,0,0,0,0,119,87,3,0,0,0,88,1259,21,0,0,4,1282
POA3444,66,0,0,0,0,69,33,0,0,0,0,33,32,0,0,0,0,32,37,0,0,3,0,44,62,0,0,3,0,63,184,3,0,4,0,189,222,7,0,5,0,235,306,4,0,6,0,316,144,0,0,4,0,148,116,0,0,0,0,117,65,0,0,0,0,65,68,4,0,0,0,74,1331,21,0,29,0,1380
POA3446,14,0,0,0,0,14,3,0,0,0,0,3,6,0,0,0,0,6,14,0,0,0,0,14,19,0,0,0,0,19,49,0,0,0,0,49,40,0,0,0,0,40,25,0,0,0,0,25,14,0,0,0,0,14,12,0,0,0,0,12,8,0,0,0,0,8,9,0,0,0,0,9,205,0,0,0,0,206
POA3447,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,8,16,0,0,0,0,16,16,0,0,0,0,16,19,0,0,0,0,19,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,4,88,0,0,0,0,88
POA3448,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,10,0,0,0,0,10,7,0,0,0,0,7,33,0,0,0,0,36,33,0,0,0,0,33,40,0,0,0,0,40,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,177,0,0,0,0,178
POA3450,49,3,0,0,0,51,25,0,0,0,0,31,20,0,0,0,0,21,45,0,0,0,0,45,57,0,0,0,0,61,173,0,0,0,0,176,141,8,0,0,0,151,111,4,0,0,0,114,51,0,0,0,0,51,33,0,0,0,0,33,15,0,0,0,0,19,35,0,0,0,0,34,776,18,3,0,0,794
POA3451,48,0,0,0,0,48,44,0,0,0,0,45,27,0,0,0,0,28,37,0,0,0,0,37,66,0,0,0,0,69,180,0,0,0,0,183,204,0,0,0,0,204,156,0,0,0,0,156,67,0,0,0,0,67,46,0,0,0,0,46,23,0,0,0,0,23,60,0,0,0,0,60,954,0,0,0,0,962
POA3453,10,0,0,0,0,10,8,0,0,0,0,8,6,0,0,0,0,6,11,0,0,0,0,11,23,0,0,0,0,23,39,0,0,0,0,39,64,0,0,0,0,64,55,0,0,0,0,55,22,0,0,0,0,22,14,0,0,0,0,14,14,0,0,0,0,14,16,0,0,0,0,16,279,0,0,0,0,279
POA3458,22,0,0,0,0,20,16,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,22,28,0,0,0,0,28,64,0,0,0,0,64,46,0,0,0,0,46,72,0,0,0,0,71,22,0,0,0,0,22,22,0,0,0,0,22,24,0,0,0,0,24,18,0,0,0,0,18,340,0,0,0,0,346
POA3460,26,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0,14,15,0,0,0,0,15,21,0,0,0,0,21,42,4,0,0,0,50,62,4,0,0,0,63,49,0,0,0,0,48,21,0,0,0,0,21,18,0,0,0,0,15,15,0,0,0,0,15,20,0,0,0,0,26,300,9,0,0,0,315
POA3461,39,0,0,0,0,39,21,0,0,0,0,19,24,0,0,0,0,24,35,0,0,0,0,35,57,0,0,0,0,62,112,0,0,0,0,112,111,0,0,0,0,115,138,0,0,0,0,138,49,0,0,0,0,49,29,0,0,0,0,35,26,0,0,0,0,30,30,0,0,0,0,30,675,0,0,5,0,681
POA3462,11,0,0,0,0,11,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,10,24,0,0,0,0,24,39,0,0,0,0,37,45,0,0,0,0,45,28,0,0,0,0,25,12,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,4,6,0,0,0,0,6,205,0,0,0,0,206
POA3463,33,0,0,0,0,31,15,0,0,0,0,15,21,0,0,0,0,17,16,0,0,0,0,16,37,0,0,0,0,35,72,0,0,0,0,72,61,0,0,0,0,61,49,0,0,0,0,49,18,0,0,0,0,18,13,0,0,0,0,13,0,0,0,0,0,0,32,0,0,0,0,32,363,5,0,0,0,365
POA3464,7,0,0,0,0,11,8,0,0,0,0,8,11,0,0,0,0,11,13,0,0,0,0,13,25,0,0,0,0,25,38,0,0,0,0,38,27,0,0,0,0,27,17,0,0,0,0,17,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,19,0,0,0,0,18,175,0,0,6,0,176
POA3465,49,0,0,0,0,52,71,4,0,0,0,72,57,0,0,0,0,60,125,0,0,0,0,127,180,0,0,0,0,184,270,5,0,0,4,281,149,0,0,0,0,155,88,0,0,0,0,90,21,0,0,0,0,18,11,0,0,0,0,11,9,0,0,0,0,9,56,0,0,0,0,59,1092,12,5,0,5,1116
POA3467,9,0,0,0,0,9,5,0,0,0,0,5,9,0,0,0,0,9,15,0,0,0,0,15,29,0,0,0,0,29,35,0,0,0,0,37,14,0,0,0,0,14,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,149,0,0,0,4,158
POA3468,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
POA3469,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,27
POA3472,17,0,0,0,0,17,12,0,0,0,0,12,9,0,0,6,0,11,31,0,0,0,0,31,24,0,0,0,0,29,39,0,0,0,0,39,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,170,0,0,3,0,177
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24
POA3477,10,0,0,0,0,15,10,0,0,0,0,10,5,0,0,0,0,5,9,0,0,0,0,9,13,0,0,0,0,13,16,0,0,0,0,16,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,73,0,0,0,0,76
POA3478,21,0,0,0,0,22,24,0,0,0,0,24,23,0,0,0,0,23,52,0,0,0,0,53,49,0,0,0,0,47,59,0,0,0,0,62,33,0,0,0,0,33,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,20,0,0,0,0,20,315,3,0,4,0,319
POA3480,15,0,0,0,0,15,9,0,0,0,0,14,17,0,0,0,0,17,39,0,0,0,0,35,24,0,0,0,0,24,30,5,0,0,0,29,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,160,3,0,0,0,163
POA3482,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
