POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3042,..,20,52,15,11,21,14,11,0,145,..,10,107,94,105,192,240,221,146,1110,28,9,10,14,17,7,6,6,0,103,1389,771,1124,1227,1141,972,860,599,270,8355,..,13,663,1465,1272,1005,958,629,166,6169,..,71,589,334,212,125,35,6,0,1383,..,3,40,155,273,137,74,65,61,807,2779,..,..,..,..,..,..,..,..,2779,..,885,..,..,..,..,..,..,..,885,..,475,414,122,125,79,16,0,0,1233,..,71,77,31,38,61,65,41,33,415,..,43,42,13,12,9,3,3,0,125,..,62,156,52,40,41,25,14,0,389,..,21,200,213,227,342,357,283,198,1846,45,22,33,29,23,15,14,6,0,202,2829,1667,2215,2413,2230,1827,1544,1043,469,16233
POA3043,..,11,33,12,3,19,18,5,0,105,..,6,77,69,88,144,265,251,91,986,19,14,18,15,11,12,9,4,5,115,1420,817,1170,1200,1079,1035,1099,673,191,8686,..,17,802,1386,1152,1138,1271,746,124,6640,..,79,523,302,180,104,42,19,0,1254,..,3,52,190,273,201,110,77,44,942,2868,..,..,..,..,..,..,..,..,2868,..,908,..,..,..,..,..,..,..,908,..,556,583,189,168,55,16,0,0,1560,..,81,86,24,34,73,70,71,25,464,..,28,40,19,19,13,6,4,0,129,..,56,109,32,28,37,40,18,3,318,..,21,187,177,254,310,403,336,133,1820,41,32,41,41,15,24,22,3,9,232,2908,1791,2416,2358,2120,1951,1981,1274,338,17141
POA3044,..,114,227,72,32,35,19,4,3,504,..,27,228,194,191,256,273,258,265,1689,29,35,37,30,20,16,15,4,6,184,2492,1440,2422,2318,1954,1425,929,634,448,14067,..,35,1384,2825,2340,1666,990,583,216,10028,..,147,1328,672,381,213,76,12,6,2839,..,0,68,213,351,218,69,83,83,1084,4896,..,..,..,..,..,..,..,..,4896,..,1574,..,..,..,..,..,..,..,1574,..,734,612,156,128,89,23,0,0,1746,..,91,142,37,48,70,77,48,59,572,..,78,142,29,16,3,3,6,0,275,..,262,521,156,64,83,35,12,7,1134,..,50,389,388,390,461,455,342,346,2818,42,55,81,53,38,30,20,11,6,339,4946,3030,4655,4528,3749,2838,1747,1102,725,27305
POA3045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,..,130,228,57,35,43,24,8,0,527,..,38,249,233,244,323,350,395,279,2119,30,31,64,28,19,22,6,11,17,234,2964,1894,3517,2693,1888,1663,1154,986,512,17273,..,180,2759,3385,2004,1661,1133,852,328,12301,..,201,1379,682,344,185,62,22,4,2878,..,13,131,321,404,303,133,136,97,1550,6068,..,..,..,..,..,..,..,..,6068,..,1548,..,..,..,..,..,..,..,1548,..,931,782,259,205,134,19,6,0,2332,..,239,304,112,95,132,97,77,44,1098,..,340,356,68,28,14,6,4,4,824,..,453,812,169,104,109,62,16,0,1730,..,79,518,488,491,610,570,521,380,3647,52,53,104,63,52,45,17,18,20,423,6119,4033,7143,5536,3729,3197,2108,1649,878,34385
POA3047,..,32,47,23,23,19,13,6,0,159,..,21,67,73,74,152,143,144,81,755,25,18,23,9,4,13,7,12,9,111,2014,1283,1575,1257,1035,965,627,435,189,9387,..,142,1426,1526,1122,1007,684,389,86,6383,..,62,252,155,104,71,28,6,0,684,..,28,148,245,287,216,114,99,68,1201,4232,..,..,..,..,..,..,..,..,4232,..,1156,..,..,..,..,..,..,..,1156,..,789,686,248,150,100,20,0,0,1990,..,152,195,65,67,109,85,53,27,758,..,96,167,58,32,29,5,4,0,388,..,212,394,106,87,52,25,3,4,882,..,39,191,190,196,338,253,206,105,1521,39,40,52,28,26,23,8,10,4,235,4277,2721,3508,2627,2061,1947,1220,776,295,19435
POA3048,..,13,24,14,17,32,16,5,0,115,..,12,22,34,56,96,129,91,32,469,15,10,17,18,5,11,12,6,3,98,1748,1193,1246,1054,1094,1048,707,348,97,8539,..,93,912,1246,1215,1275,812,388,53,5995,..,35,136,84,82,80,39,4,0,455,..,6,132,224,280,238,113,75,30,1096,3536,..,..,..,..,..,..,..,..,3536,..,1206,..,..,..,..,..,..,..,1206,..,890,904,277,162,53,16,0,0,2299,..,97,117,71,81,105,89,62,32,655,..,30,55,31,24,19,10,0,0,168,..,59,140,44,43,57,31,8,0,385,..,27,81,90,138,169,189,141,40,879,27,23,32,27,21,21,17,13,6,194,3561,2472,2515,2092,2053,2011,1316,695,158,16875
POA3049,..,4,14,11,10,5,10,0,0,48,..,6,32,47,52,98,123,74,21,449,7,9,9,4,0,0,8,5,0,37,772,574,619,624,675,690,516,229,53,4745,..,20,399,714,798,814,612,227,40,3617,..,36,252,142,109,98,35,5,0,680,..,9,32,92,141,122,68,35,13,510,1563,..,..,..,..,..,..,..,..,1563,..,605,..,..,..,..,..,..,..,605,..,397,383,112,57,35,0,0,0,980,..,36,30,10,25,28,45,33,15,222,..,18,25,5,6,9,6,0,0,71,..,19,44,24,25,28,15,0,0,153,..,13,88,90,111,177,180,114,34,801,11,10,23,12,6,6,6,0,0,78,1578,1158,1278,1202,1275,1309,956,425,105,9282
POA3051,..,467,411,56,10,11,8,0,0,960,..,169,436,215,147,170,143,73,32,1389,9,58,56,18,15,6,11,0,3,192,746,1251,1921,1083,710,510,347,153,65,6777,..,25,528,843,590,374,265,118,26,2775,..,232,1062,439,187,103,48,17,0,2082,..,6,47,157,165,82,43,13,15,528,1529,..,..,..,..,..,..,..,..,1529,..,497,..,..,..,..,..,..,..,497,..,134,134,41,17,11,4,0,0,349,..,130,107,36,10,24,21,12,11,349,..,49,95,17,6,0,0,0,0,171,..,838,883,124,25,39,16,3,3,1924,..,297,822,407,293,326,269,131,49,2600,25,93,108,47,30,18,16,6,3,342,1555,2304,3786,2114,1332,972,685,298,105,13150
POA3052,..,226,184,17,8,3,0,0,0,436,..,42,115,68,29,43,44,41,24,406,4,87,15,12,5,4,7,5,0,140,187,529,683,288,191,167,159,89,28,2330,..,0,235,258,178,167,180,87,10,1115,..,56,352,96,55,22,10,4,0,594,..,0,10,29,40,26,10,4,4,123,403,..,..,..,..,..,..,..,..,403,..,172,..,..,..,..,..,..,..,172,..,33,42,13,0,0,0,0,0,98,..,53,35,8,0,5,8,0,0,112,..,32,47,8,4,0,0,0,0,88,..,427,436,65,13,15,0,0,0,950,..,78,244,150,82,75,73,54,29,781,10,142,31,12,11,0,9,3,0,223,415,989,1419,640,375,316,294,164,43,4654
POA3053,..,731,668,79,15,16,3,0,0,1507,..,398,504,204,123,146,144,87,28,1636,8,101,76,13,8,6,11,12,5,235,378,1783,2284,744,436,414,320,196,63,6614,..,28,490,477,302,266,238,144,35,1988,..,370,1093,261,82,54,30,16,0,1899,..,7,19,76,111,73,23,18,7,352,805,..,..,..,..,..,..,..,..,805,..,267,..,..,..,..,..,..,..,267,..,89,103,27,20,14,4,0,0,253,..,230,177,21,13,30,18,18,6,511,..,65,111,17,3,0,5,0,0,197,..,1362,1387,176,48,22,19,4,0,3016,..,734,995,436,261,263,263,141,47,3136,12,182,134,39,10,22,16,11,5,430,817,3334,4512,1526,851,739,605,359,110,12858
POA3054,..,305,438,59,16,3,3,0,0,827,..,10,98,80,69,80,113,98,49,592,10,41,34,9,3,6,8,4,0,125,414,594,1099,537,437,396,359,205,88,4128,..,0,166,410,390,401,373,193,39,1966,..,50,637,289,146,100,74,20,4,1322,..,0,8,38,73,52,20,7,25,226,832,..,..,..,..,..,..,..,..,832,..,261,..,..,..,..,..,..,..,261,..,82,65,18,20,23,0,0,0,211,..,38,57,7,12,18,13,12,4,160,..,32,86,8,0,0,0,0,0,138,..,505,804,106,32,7,6,4,0,1467,..,34,160,142,117,148,172,139,63,982,20,52,73,23,18,8,16,5,5,225,849,1064,2056,1050,813,764,680,377,136,7786
POA3055,..,323,356,72,23,11,11,6,0,811,..,66,399,288,180,169,173,117,79,1472,11,24,54,26,15,10,9,7,0,155,914,907,1865,1238,858,675,482,304,137,7380,..,15,556,1007,818,606,424,263,63,3750,..,124,1045,488,200,129,55,11,0,2050,..,5,32,89,127,84,55,47,24,459,1810,..,..,..,..,..,..,..,..,1810,..,506,..,..,..,..,..,..,..,506,..,214,203,81,69,31,8,0,0,615,..,75,88,21,19,40,25,19,18,316,..,40,110,18,6,5,0,3,0,186,..,554,766,141,49,44,35,17,3,1599,..,118,686,512,359,317,265,172,106,2529,16,50,91,43,24,19,14,7,3,267,1831,1696,3573,2396,1685,1278,880,535,221,14076
POA3056,..,732,1122,164,35,33,13,8,0,2103,..,79,474,436,256,270,277,198,110,2098,16,72,118,45,34,25,18,4,7,334,1191,1540,3622,2076,1312,1034,736,479,215,12204,..,20,769,1420,1149,809,598,398,116,5275,..,241,2220,1194,472,257,110,18,3,4514,..,0,19,131,173,132,47,86,54,654,2430,..,..,..,..,..,..,..,..,2430,..,629,..,..,..,..,..,..,..,629,..,211,220,97,137,67,8,0,0,744,..,112,159,47,42,47,51,33,19,516,..,107,231,39,9,6,0,0,0,394,..,1278,2136,384,93,60,36,10,0,4003,..,133,924,827,515,504,443,290,149,3785,33,122,224,76,54,46,23,9,9,587,2462,2866,6902,4220,2640,1930,1315,847,345,23532
POA3057,..,312,581,81,21,17,17,6,6,1044,..,58,488,381,163,127,122,84,46,1481,9,30,64,30,16,7,8,5,0,163,592,781,2256,1341,675,488,316,206,92,6736,..,14,462,778,518,352,246,174,42,2587,..,159,1414,673,229,116,43,8,0,2652,..,3,15,85,111,80,27,28,28,374,1187,..,..,..,..,..,..,..,..,1187,..,372,..,..,..,..,..,..,..,372,..,98,94,54,42,40,5,0,0,334,..,52,90,37,19,19,11,14,10,255,..,33,90,9,3,3,0,0,0,142,..,516,1111,184,53,36,32,11,6,1946,..,100,835,635,313,215,180,111,74,2459,12,41,116,59,29,23,11,9,0,289,1202,1391,4224,2512,1330,874,560,354,155,12599
POA3058,..,402,749,146,43,41,29,12,0,1422,..,34,221,280,249,337,324,310,207,1970,23,55,77,33,28,24,19,15,8,284,2621,1850,3081,2890,2421,1718,1221,842,431,17083,..,41,1123,2825,2536,1780,1259,780,260,10598,..,151,1574,1243,749,327,105,19,0,4165,..,7,60,226,406,241,132,124,116,1323,5334,..,..,..,..,..,..,..,..,5334,..,1617,..,..,..,..,..,..,..,1617,..,694,695,265,250,142,27,3,0,2076,..,139,208,72,54,86,101,86,52,793,..,142,278,62,23,19,11,0,0,531,..,754,1571,352,121,84,57,25,7,2968,..,74,446,507,496,603,529,409,282,3345,41,99,152,80,43,49,30,21,11,528,5376,3702,6108,5631,4670,3334,2259,1466,729,33269
POA3059,..,4,14,3,5,7,4,0,0,40,..,5,41,33,36,57,63,41,12,290,9,18,28,14,9,3,12,8,0,105,2142,1417,1591,1515,1447,1252,706,241,72,10374,..,45,1305,2208,2133,1962,1167,385,40,9233,..,59,427,200,170,106,31,4,0,1005,..,5,65,163,238,155,41,34,12,711,4379,..,..,..,..,..,..,..,..,4379,..,1646,..,..,..,..,..,..,..,1646,..,921,932,195,76,25,4,0,0,2155,..,53,85,44,29,61,69,50,35,442,..,21,35,13,17,9,6,0,3,104,..,20,46,7,17,14,12,3,0,107,..,16,94,80,83,132,104,52,26,586,27,45,58,29,14,15,19,11,0,218,4409,2827,3033,2952,2773,2467,1463,543,114,20581
POA3060,..,26,47,14,5,13,8,0,0,115,..,10,35,36,62,84,91,158,153,642,16,3,7,20,9,10,7,4,6,81,1396,741,1009,965,684,613,447,445,258,6560,..,72,834,1335,832,662,456,397,180,4767,..,55,314,203,113,52,21,9,0,753,..,8,40,109,138,106,78,57,56,603,2836,..,..,..,..,..,..,..,..,2836,..,728,..,..,..,..,..,..,..,728,..,441,387,107,102,77,13,0,0,1127,..,82,96,27,33,57,59,48,18,422,..,70,88,24,9,3,9,0,0,205,..,151,329,61,33,32,30,6,0,640,..,27,109,97,159,187,169,209,201,1152,20,14,32,30,18,22,16,6,11,170,2853,1640,2223,2001,1435,1206,840,730,469,13405
POA3061,..,0,0,0,6,12,0,3,0,23,..,3,15,8,10,24,45,45,22,169,6,8,5,0,4,0,0,0,0,21,469,255,315,266,257,221,258,174,59,2280,..,25,229,350,312,274,301,211,38,1742,..,13,54,20,20,14,11,0,0,129,..,4,22,39,45,38,44,30,23,244,932,..,..,..,..,..,..,..,..,932,..,278,..,..,..,..,..,..,..,278,..,193,231,89,67,22,5,0,0,606,..,17,26,12,22,17,19,30,11,160,..,4,10,6,5,4,0,0,0,29,..,13,22,10,16,12,9,3,0,91,..,7,41,44,49,99,70,74,33,425,12,4,13,8,14,3,4,0,0,63,943,563,648,588,565,485,459,352,103,4699
POA3062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3063,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,40,47,21,31,47,32,30,14,5,265,..,0,11,43,61,46,33,19,3,215,..,0,5,8,10,18,5,0,0,41,..,0,0,3,6,3,0,3,5,19,86,..,..,..,..,..,..,..,..,86,..,54,..,..,..,..,..,..,..,54,..,35,12,0,5,0,0,0,0,55,..,0,0,0,0,10,9,0,3,21,..,3,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,3,0,5,3,9,0,4,21,0,0,0,0,0,0,0,0,0,8,86,92,34,50,94,82,47,30,7,520
POA3064,..,137,155,62,65,69,36,12,0,531,..,75,326,268,264,394,352,224,54,1956,95,91,97,52,34,35,29,14,0,457,13633,7127,10419,9338,6001,4368,2427,930,232,54465,..,481,10317,14592,8286,6047,3023,898,142,43790,..,540,2251,1053,666,371,112,26,0,5028,..,83,653,1058,1253,737,306,136,53,4284,28117,..,..,..,..,..,..,..,..,28117,..,7289,..,..,..,..,..,..,..,7289,..,4292,3696,784,296,99,17,0,0,9183,..,707,903,316,293,562,539,279,127,3725,..,331,470,177,74,60,24,4,6,1144,..,509,676,210,157,150,69,30,3,1801,..,169,847,699,617,745,554,308,82,4014,169,161,205,140,84,72,50,17,3,909,28287,14569,20020,19027,11728,8840,4697,1701,413,109289
POA3065,..,198,467,59,13,13,9,12,0,767,..,24,201,170,142,153,118,74,38,920,7,27,59,23,5,15,7,9,0,152,486,506,1492,788,536,456,293,168,67,4796,..,4,247,460,359,361,225,112,40,1804,..,61,892,475,217,135,46,14,0,1835,..,5,48,77,103,59,37,15,18,361,956,..,..,..,..,..,..,..,..,956,..,219,..,..,..,..,..,..,..,219,..,89,89,37,22,15,7,0,0,258,..,58,67,26,7,22,15,15,7,221,..,30,70,13,9,0,0,0,0,123,..,307,882,149,48,45,20,16,0,1460,..,58,390,356,296,289,217,99,42,1748,13,47,99,51,20,25,14,11,0,275,967,876,2778,1636,1077,957,575,276,105,9249
POA3066,..,110,350,49,13,10,6,3,0,541,..,47,310,222,126,84,79,44,22,932,0,15,33,21,15,0,5,0,0,97,409,395,1563,738,450,276,186,98,36,4139,..,11,279,392,273,202,134,56,11,1368,..,97,1204,436,171,85,33,4,0,2033,..,14,49,75,93,44,26,14,6,313,790,..,..,..,..,..,..,..,..,790,..,173,..,..,..,..,..,..,..,173,..,83,56,18,26,7,0,0,0,187,..,49,68,15,20,14,12,8,0,193,..,16,74,16,8,0,0,0,0,110,..,199,716,132,35,35,11,5,6,1134,..,84,610,486,284,203,136,78,29,1919,8,32,82,41,28,10,5,0,5,221,803,745,3141,1620,936,597,365,172,56,8434
POA3067,..,138,333,29,15,5,3,3,0,537,..,36,302,215,97,94,89,59,25,909,3,14,36,19,8,10,3,3,0,105,343,434,1528,748,378,313,231,120,50,4139,..,8,392,515,306,253,203,93,12,1784,..,120,1057,438,157,91,48,10,0,1914,..,0,10,45,41,45,19,12,16,190,673,..,..,..,..,..,..,..,..,673,..,165,..,..,..,..,..,..,..,165,..,63,81,23,27,11,9,0,0,207,..,53,64,10,3,13,12,3,6,173,..,20,93,5,7,7,0,0,0,133,..,281,701,109,35,15,19,9,0,1167,..,72,614,471,227,166,139,80,25,1793,12,27,78,39,16,19,8,3,0,204,687,805,3092,1660,811,629,451,213,63,8417
POA3068,..,313,781,118,18,22,18,0,0,1268,..,25,255,230,182,236,347,230,111,1605,15,35,76,21,19,22,11,8,4,207,1237,980,2363,1477,1168,918,849,447,186,9623,..,6,465,1231,1135,854,700,343,85,4831,..,94,1428,758,413,258,138,39,3,3140,..,3,19,106,162,118,43,42,37,528,2473,..,..,..,..,..,..,..,..,2473,..,697,..,..,..,..,..,..,..,697,..,184,172,47,61,39,3,0,0,500,..,53,82,30,22,28,30,17,27,277,..,62,204,20,10,4,5,4,0,306,..,492,1425,271,69,51,35,8,0,2341,..,50,420,423,352,411,502,317,137,2619,28,65,130,53,42,30,26,9,6,394,2506,1710,4344,2936,2257,1789,1478,784,289,18107
POA3070,..,244,818,118,24,30,22,3,3,1263,..,51,336,325,242,258,289,232,116,1842,17,49,84,45,21,24,13,7,5,261,1813,1244,2687,1972,1912,1303,852,564,233,12566,..,0,533,1664,1966,1253,781,486,156,6833,..,109,1555,940,590,415,147,24,0,3783,..,0,18,114,300,135,68,83,58,787,3573,..,..,..,..,..,..,..,..,3573,..,1261,..,..,..,..,..,..,..,1261,..,370,320,111,157,78,8,0,0,1041,..,61,95,39,46,46,38,37,27,380,..,47,200,28,16,12,0,0,0,304,..,407,1493,282,86,66,34,13,8,2377,..,79,566,558,437,455,477,359,168,3103,38,84,152,71,37,33,20,15,5,460,3619,2409,4923,3807,3641,2496,1564,1025,420,23898
POA3071,..,165,441,96,26,30,7,0,5,768,..,31,309,292,200,248,206,192,108,1582,20,24,49,39,20,13,5,5,0,184,1298,906,1997,1668,1338,939,636,421,206,9412,..,12,548,1334,1294,814,568,352,127,5039,..,89,1217,833,435,218,74,13,0,2887,..,5,23,122,214,130,64,71,50,678,2669,..,..,..,..,..,..,..,..,2669,..,876,..,..,..,..,..,..,..,876,..,293,267,98,107,65,12,0,0,844,..,63,105,14,23,29,43,25,17,317,..,35,107,23,11,7,4,9,0,187,..,298,834,216,64,56,30,8,6,1511,..,61,513,523,382,448,363,263,144,2688,40,47,90,66,35,23,11,5,10,335,2707,1776,3698,3225,2573,1796,1164,744,349,18030
POA3072,..,297,638,181,77,79,31,16,4,1325,..,54,371,403,306,383,314,299,189,2315,24,63,65,43,29,33,13,13,13,295,2345,1647,3304,2865,2320,1766,1160,785,387,16578,..,42,1235,2485,2243,1535,1133,693,198,9566,..,127,1813,1287,684,275,96,20,0,4311,..,4,70,253,370,309,150,124,82,1358,4808,..,..,..,..,..,..,..,..,4808,..,1414,..,..,..,..,..,..,..,1414,..,695,634,222,242,125,18,0,0,1938,..,151,216,74,87,155,111,74,62,935,..,103,206,70,33,29,11,4,0,453,..,579,1396,402,178,161,90,29,10,2839,..,98,696,773,631,633,540,415,270,4053,59,94,122,95,62,55,25,21,13,535,4869,3311,6387,5655,4533,3270,2172,1376,634,32217
POA3073,..,254,408,141,97,74,40,21,4,1039,..,76,394,458,414,527,580,627,446,3514,37,51,87,47,31,35,25,20,13,345,3669,2400,4370,3904,3045,2515,2050,1597,792,24349,..,104,2506,3885,3024,2398,1991,1497,444,15844,..,297,2329,1351,677,305,109,28,4,5092,..,17,163,445,622,438,256,213,168,2317,7529,..,..,..,..,..,..,..,..,7529,..,2060,..,..,..,..,..,..,..,2060,..,1167,1158,436,387,237,39,3,0,3426,..,275,332,126,134,220,200,116,89,1494,..,225,299,92,33,32,20,4,0,713,..,603,1191,335,227,163,89,39,10,2664,..,134,785,875,880,1043,1006,890,607,6234,87,98,167,101,94,78,42,24,18,708,7614,4980,8932,7639,6091,4913,3745,2824,1351,48075
POA3074,..,50,60,24,13,19,12,0,4,185,..,21,83,67,82,134,219,247,115,965,14,11,28,8,10,4,8,23,12,120,1434,1073,1467,1241,1051,1114,1213,833,275,9692,..,87,1098,1414,1091,1294,1526,938,209,7664,..,78,387,215,115,79,20,6,3,898,..,13,89,208,264,201,145,126,66,1117,3003,..,..,..,..,..,..,..,..,3003,..,989,..,..,..,..,..,..,..,989,..,572,716,315,284,110,12,0,0,2006,..,146,152,64,67,99,117,81,42,774,..,112,119,34,28,26,9,7,0,330,..,165,260,77,29,39,30,4,4,610,..,41,204,180,219,271,333,348,182,1785,23,26,63,33,22,18,17,30,12,242,3031,2229,3085,2547,2121,2149,2210,1547,520,19438
POA3075,..,56,77,25,22,31,12,10,0,234,..,25,73,69,90,140,189,212,143,941,13,14,22,7,5,9,9,14,14,116,1977,1241,1648,1582,1266,1123,1104,791,326,11049,..,87,1277,2058,1398,1237,1414,888,248,8615,..,85,389,254,193,85,33,10,3,1056,..,10,90,213,347,225,126,123,72,1196,4034,..,..,..,..,..,..,..,..,4034,..,1188,..,..,..,..,..,..,..,1188,..,777,757,279,253,135,6,0,0,2212,..,146,159,54,76,119,114,90,42,803,..,102,145,42,31,19,7,0,0,354,..,139,246,84,52,75,24,18,8,646,..,38,183,185,222,296,313,290,189,1711,21,34,48,39,13,25,14,19,17,243,4062,2607,3294,3208,2599,2223,2055,1441,567,22058
POA3076,..,52,66,31,27,37,27,0,0,251,..,27,132,115,146,215,210,121,41,1004,29,36,45,12,10,15,18,9,3,176,3239,1832,2497,2541,1991,1799,1203,431,119,15657,..,80,1900,3399,2466,2153,1533,513,75,12118,..,133,680,412,278,172,56,12,6,1757,..,23,201,386,441,335,144,65,30,1621,6631,..,..,..,..,..,..,..,..,6631,..,1860,..,..,..,..,..,..,..,1860,..,1174,1128,333,149,68,4,0,0,2856,..,204,229,107,86,133,141,76,41,1008,..,103,163,57,28,24,9,0,0,386,..,153,263,102,80,70,58,7,7,730,..,58,309,306,327,402,337,187,55,1974,59,65,77,48,37,41,22,8,5,369,6693,3856,4952,5156,3884,3400,2300,875,221,31324
POA3078,..,94,202,38,8,13,15,12,0,388,..,31,215,186,134,163,143,97,59,1033,10,21,19,21,10,9,6,0,0,94,878,645,1078,938,846,739,486,244,115,5967,..,5,343,830,930,761,531,222,54,3687,..,74,584,366,220,171,77,14,0,1504,..,0,11,84,120,72,26,25,32,369,1772,..,..,..,..,..,..,..,..,1772,..,679,..,..,..,..,..,..,..,679,..,214,177,31,46,31,7,0,0,509,..,33,45,9,10,26,20,13,13,182,..,20,61,6,3,4,6,0,0,102,..,160,380,91,25,24,30,17,3,725,..,50,345,319,258,283,224,142,80,1695,16,31,47,31,18,9,10,3,5,173,1787,1260,2002,1768,1635,1381,920,441,189,11384
