POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,8,4,0,0,11,0,4,0,0,3,0,0,0,0,0,3,3,0,0,3,0,3,0,0,7,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,19,4,4,50
POA3483,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,5,8,0,0,0,7,12,0,0,0,21,15,4,4,0,25,11,3,0,0,18,5,8,0,0,15,9,6,0,0,14,9,13,0,0,22,13,9,0,3,31,0,7,0,0,11,0,3,0,0,3,3,10,0,0,14,4,12,0,0,20,7,0,0,0,7,106,96,23,3,230
POA3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,3,0,0,16,4,4,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,4,0,0,0,3,5,4,0,0,11,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,0,3,0,0,7,0,0,0,0,0,48,20,6,0,74
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,0,3,17
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,18,9,0,0,26
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,13
POA3490,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,6,0,7,0,16,22,3,5,0,29,17,3,0,0,25,19,4,8,0,26,16,5,4,0,34,3,5,0,0,15,10,10,0,0,19,30,22,5,0,52,11,17,0,0,33,4,6,0,0,16,4,7,0,0,4,8,5,0,0,13,10,14,0,0,16,7,4,4,0,17,178,98,37,6,321
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,4,0,5,4,0,5,5,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,16,19,4,0,37
POA3494,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,14,12,4,8,0,16,6,10,3,0,17,3,9,0,0,11,3,4,0,0,9,4,6,0,0,10,12,7,0,0,21,4,3,0,0,13,0,3,0,0,4,0,0,0,0,0,6,8,0,0,11,3,7,0,0,13,6,0,0,0,3,70,64,9,3,157
POA3496,7,0,0,0,15,4,5,4,0,7,4,11,0,0,12,0,0,7,0,7,15,5,21,0,41,12,4,18,0,33,87,16,29,4,135,50,29,39,5,120,60,32,33,3,132,60,64,25,0,148,46,59,14,0,120,54,56,8,3,130,92,117,12,0,225,57,78,6,0,140,25,61,8,0,95,12,33,3,0,49,18,57,6,0,82,35,68,23,3,123,25,9,6,0,42,672,690,267,27,1654
POA3498,12,4,3,0,14,9,0,0,0,11,0,0,4,0,9,7,0,0,0,9,15,0,3,0,25,8,0,12,0,21,84,11,20,3,113,56,13,17,3,92,61,32,22,6,115,68,47,21,3,130,37,28,22,0,91,51,52,14,5,115,77,102,18,4,200,53,110,7,3,172,39,82,0,0,122,18,48,5,0,72,29,89,0,0,119,23,78,16,0,116,27,15,3,0,46,668,700,189,26,1584
POA3500,74,18,29,0,114,27,4,5,0,34,21,6,31,0,60,14,8,57,3,80,107,18,97,0,218,64,30,166,4,267,516,63,196,11,789,290,82,197,19,595,331,182,265,15,801,363,229,193,15,802,182,233,145,3,568,222,253,100,11,585,478,533,146,27,1188,290,399,52,12,756,178,286,28,0,488,72,183,6,0,264,168,332,27,3,528,149,282,123,5,554,98,31,50,7,183,3647,3173,1910,159,8887
POA3501,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,14,0,0,0,0,7,23,6,0,0,26,6,6,9,0,21,19,5,7,0,31,28,17,0,0,42,11,15,0,0,29,9,21,6,0,36,30,44,12,0,82,21,42,0,0,65,18,40,5,0,65,0,29,0,0,33,7,66,4,0,81,13,26,0,0,44,6,4,0,0,12,214,318,43,3,582
POA3505,5,0,5,0,12,7,0,0,0,3,3,0,3,0,4,4,0,4,0,15,23,0,15,0,33,7,13,24,0,42,76,8,18,0,100,46,16,27,3,95,52,27,20,0,107,64,34,21,0,121,26,52,15,0,90,36,38,13,4,89,58,79,15,0,150,46,55,8,0,111,25,49,3,0,82,9,28,0,0,41,17,51,4,0,64,31,64,13,0,114,20,10,7,0,36,557,541,209,13,1318
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,5,6,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,10,5,0,34
POA3509,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,7,0,0,0,6,0,0,3,0,4,3,0,0,0,3,5,0,0,0,9,0,0,0,0,0,5,3,0,0,6,4,3,0,0,6,3,3,0,0,4,3,0,0,0,3,0,0,0,0,0,3,5,0,0,7,0,0,0,0,5,0,0,0,0,0,37,19,7,0,64
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,9,3,0,0,0,5,6,10,4,0,11,3,0,0,0,3,0,4,5,0,11,8,5,0,0,14,5,10,0,0,19,5,0,0,0,6,3,3,0,0,0,0,0,0,0,5,3,0,0,0,9,0,6,0,0,6,3,0,0,0,4,47,35,8,0,96
POA3515,3,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,4,0,0,0,9,7,0,5,0,13,35,4,4,0,43,25,8,4,3,35,12,3,5,0,25,24,24,8,0,57,14,31,0,0,47,12,35,5,0,55,40,72,5,0,125,25,57,5,3,88,22,46,0,0,73,10,18,0,0,33,9,34,0,0,46,3,26,11,0,37,6,0,0,0,9,275,375,52,10,712
POA3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,13,0,0,0,15,9,0,3,0,15,17,5,0,0,23,13,7,0,0,21,7,11,0,0,12,9,5,0,0,9,5,11,0,0,19,5,14,0,0,23,10,4,0,0,10,4,4,0,0,6,6,5,0,0,12,5,9,0,0,14,6,4,0,0,8,100,86,14,4,196
POA3517,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,4,0,11,0,0,3,0,12,52,0,7,0,63,22,0,9,0,33,18,8,13,0,43,34,18,0,0,52,0,18,0,0,23,9,19,0,0,20,9,16,0,0,27,5,15,0,0,20,4,6,0,0,14,5,5,0,0,10,4,3,0,0,10,3,13,5,0,17,12,5,0,0,13,195,131,50,4,382
POA3518,5,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,4,0,5,0,10,35,0,5,0,47,16,0,4,0,30,19,11,7,0,41,17,10,3,0,36,8,12,3,0,20,11,9,0,0,28,11,15,0,0,30,9,4,0,0,14,0,8,0,0,11,5,0,0,0,6,7,5,0,0,10,0,8,5,0,17,3,3,8,0,13,178,95,43,11,324
POA3520,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,3,0,3,10,0,0,0,0,0,0,0,3,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,17,8,5,3,35
POA3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,4,0,0,3,0,4,11,0,0,0,14,3,0,0,0,9,3,9,3,0,16,12,7,0,0,18,6,5,0,0,15,0,9,0,0,6,12,22,8,0,41,10,9,0,0,20,8,7,0,0,17,5,5,0,0,13,4,6,0,0,12,8,10,4,0,17,0,0,4,0,8,85,96,38,4,213
POA3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,0,8,5,0,3,0,3,9,7,0,0,11,0,4,0,0,7,4,0,0,0,4,3,3,0,0,6,11,6,0,0,12,3,5,0,0,7,0,4,0,0,3,0,0,0,0,0,4,0,0,0,8,0,5,0,0,9,3,0,0,0,3,54,30,11,0,95
POA3523,13,5,0,0,16,5,0,0,0,11,4,3,0,0,7,5,0,5,0,7,16,3,11,0,29,16,0,10,0,31,105,6,18,0,134,71,8,25,0,104,63,19,14,0,101,63,35,9,3,110,20,26,7,0,52,27,23,9,0,62,65,39,3,0,110,35,32,3,0,71,16,23,0,0,41,11,11,3,0,22,31,12,4,0,42,31,23,13,0,71,24,9,5,3,40,615,275,135,27,1052
POA3525,0,0,4,0,4,3,0,0,0,4,3,0,0,0,9,0,0,0,0,0,10,3,0,0,12,3,0,4,0,13,37,4,0,0,47,28,6,7,0,39,22,4,3,0,36,19,8,5,3,30,5,4,0,0,9,13,10,0,0,30,18,20,0,0,38,9,12,0,0,21,11,7,0,0,16,3,3,0,0,9,3,13,0,0,18,12,13,7,0,31,3,0,3,0,9,205,101,43,10,362
POA3527,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,6,0,8,16,0,4,0,23,11,3,4,0,19,11,5,0,0,16,16,4,0,0,23,5,0,0,0,6,12,3,0,0,20,10,9,0,0,26,7,3,0,0,10,11,10,0,0,20,3,5,0,0,5,0,5,0,0,5,4,6,0,0,12,3,3,0,0,4,115,57,27,3,202
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10,17,6,0,30
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,8,0,0,29
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,3,0,6,0,3,0,0,6,4,6,0,0,6,0,3,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,4,0,0,9,3,0,0,0,3,22,24,7,0,54
POA3533,6,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,6,0,4,3,0,5,0,7,16,0,5,0,25,10,0,5,0,18,11,6,3,0,22,11,5,3,0,16,6,5,0,0,7,4,9,3,0,15,6,9,0,0,18,7,7,0,0,16,4,11,0,0,10,0,5,0,0,5,5,5,0,0,15,4,4,5,0,15,0,0,0,0,9,97,63,33,9,195
POA3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,8,0,0,0,0,4,21,0,3,0,25,16,0,5,0,22,8,0,5,0,16,16,10,4,0,31,6,9,0,0,14,10,9,0,0,17,12,13,4,0,29,10,10,0,0,23,8,4,0,0,14,3,3,0,0,9,8,9,0,0,13,7,7,0,0,16,0,0,0,0,4,126,84,31,4,247
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,3,4,0,0,10,6,4,0,0,8,4,0,3,0,10,4,0,0,0,5,5,0,0,0,5,8,0,0,0,9,4,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,12,3,67
POA3542,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,3,0,0,3,0,0,0,0,4,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,11,5,0,42
POA3544,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,4,3,0,0,0,0,5,0,0,0,7,3,0,0,0,3,0,0,0,0,0,5,3,0,0,9,5,3,0,0,3,0,3,0,0,3,4,0,0,0,4,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,30,23,9,0,60
POA3546,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,0,13,0,3,0,0,6,7,3,4,0,9,9,4,0,0,5,4,5,0,0,12,9,3,0,0,12,9,4,0,0,14,8,5,0,0,9,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,4,6,0,0,6,0,0,0,0,0,58,30,9,0,97
POA3549,14,8,11,0,30,3,0,0,0,7,3,4,5,0,14,3,3,7,0,10,15,0,5,0,23,7,7,8,0,21,29,11,10,0,50,33,26,19,0,73,35,25,15,3,80,27,30,12,4,70,16,31,0,0,54,25,28,4,3,61,41,57,6,4,104,21,31,6,3,49,14,23,0,0,41,10,15,0,0,24,15,35,0,0,47,14,35,7,0,60,15,4,0,0,24,335,356,113,23,830
POA3550,46,6,6,10,69,24,3,12,0,41,18,9,21,3,46,5,4,47,0,61,94,12,107,3,212,89,22,212,6,331,442,51,214,20,717,341,85,283,27,734,399,149,284,24,857,463,251,236,27,970,272,207,167,19,662,280,266,140,7,694,610,537,200,23,1372,397,486,73,13,976,271,425,46,3,739,148,246,25,4,421,296,654,29,5,989,167,239,132,11,550,72,21,34,8,129,4428,3666,2266,218,10579
POA3551,59,15,18,5,90,35,3,0,0,46,19,7,14,0,34,14,4,18,0,32,84,7,47,3,143,63,15,71,0,145,415,38,98,3,553,308,66,124,8,503,347,115,139,13,607,331,214,123,13,683,214,252,116,3,586,238,288,82,4,611,493,850,149,9,1494,343,762,48,3,1158,263,664,23,4,949,140,454,14,3,610,208,828,14,0,1052,143,359,72,3,577,61,33,12,0,114,3772,4962,1179,73,9988
POA3555,27,4,6,0,38,17,6,0,5,26,15,0,8,0,23,9,0,38,0,50,64,4,72,5,154,39,14,88,7,149,344,37,113,6,503,237,63,160,15,476,222,100,169,15,500,247,142,119,18,536,131,145,97,6,383,135,156,60,6,346,282,364,90,4,743,158,257,32,6,453,116,193,29,0,334,53,99,9,0,165,85,168,11,0,260,87,138,60,12,290,48,12,21,0,86,2313,1916,1182,106,5509
POA3556,18,9,10,0,40,8,0,4,0,15,11,0,8,0,19,9,3,21,0,32,33,3,40,3,80,30,7,72,3,111,212,24,105,4,348,134,47,129,14,327,133,73,106,14,324,175,126,113,9,420,78,99,65,11,250,104,141,35,3,286,195,242,78,12,525,105,178,23,6,311,65,117,13,5,196,23,70,4,0,90,28,75,6,3,109,63,108,42,0,219,25,17,13,0,65,1448,1348,891,89,3775
POA3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,4,11,0,0,0,16,4,4,5,0,15,3,0,0,0,7,9,7,0,0,14,4,10,5,0,19,3,12,4,0,16,17,25,0,0,41,10,21,0,0,33,7,6,0,0,11,0,3,0,0,6,3,11,0,0,19,5,10,0,0,15,0,0,0,0,3,87,117,24,4,230
POA3558,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,12,0,0,9,0,10,24,0,8,0,31,7,10,6,0,25,9,4,4,0,18,20,5,4,5,33,8,6,0,0,12,6,7,0,0,18,15,10,5,0,24,10,6,0,0,15,4,0,0,0,10,4,3,0,0,7,4,14,0,0,16,4,5,5,0,15,0,0,0,0,8,126,77,48,3,256
POA3559,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,3,8,0,4,0,18,3,0,0,0,5,11,3,0,6,17,11,0,0,0,11,4,4,0,0,5,4,8,0,0,11,10,9,0,0,19,4,7,0,0,18,3,3,0,0,12,0,6,0,0,7,5,0,0,0,7,6,8,0,0,9,3,0,0,0,5,81,49,18,7,155
POA3561,18,0,0,0,16,4,0,0,0,5,3,6,0,0,7,5,0,6,0,8,18,4,4,0,29,15,0,15,0,33,94,7,15,0,116,58,18,30,5,107,53,26,12,0,94,68,26,17,0,114,24,33,14,3,68,31,33,12,3,83,68,56,8,0,136,35,65,0,0,105,31,42,0,0,79,11,25,0,0,32,12,40,0,0,56,21,33,15,0,72,15,5,3,0,27,602,413,172,20,1207
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,3,0,0,5,0,0,0,0,0,4,0,0,0,8,4,0,0,0,9,0,4,0,0,11,3,6,0,0,13,3,5,0,0,9,0,0,0,0,0,0,3,0,0,3,5,7,0,0,9,4,0,0,0,3,30,32,10,0,76
POA3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,8,0,12,12,0,3,0,22,7,6,8,0,23,5,5,5,0,10,15,7,3,0,25,5,4,0,0,10,10,8,3,0,14,8,14,6,0,27,8,7,0,0,15,9,6,0,0,15,0,4,0,0,4,5,3,0,0,12,5,10,3,0,19,3,0,6,0,7,98,80,43,0,223
POA3564,46,0,11,0,63,21,4,3,0,35,17,0,11,0,23,11,5,24,0,41,75,0,37,0,115,45,3,77,0,124,280,11,88,10,382,164,18,95,8,287,203,59,81,9,347,222,121,75,10,417,119,104,54,10,279,137,113,42,6,307,243,302,56,5,609,148,240,22,6,413,100,180,14,0,295,47,114,9,0,169,109,225,12,0,342,92,161,52,6,301,49,16,15,5,86,2130,1674,778,60,4639
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,19,0,0,33
POA3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,9,10,0,0,0,19,11,6,6,0,14,7,4,0,0,15,7,4,6,0,19,7,7,0,0,18,3,0,0,0,3,7,11,0,0,18,0,9,0,0,9,5,6,0,0,7,0,4,0,0,10,0,6,0,0,6,4,10,0,0,9,0,3,0,0,7,78,66,23,0,161
POA3567,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,4,0,4,22,3,0,0,28,13,10,3,0,26,9,3,0,0,15,8,5,3,0,16,4,11,0,0,11,5,0,0,0,7,5,13,0,0,26,7,3,0,0,9,3,4,0,0,6,0,0,0,0,5,3,3,0,0,13,3,6,5,0,12,9,3,0,0,9,103,69,19,6,192
POA3568,5,3,0,0,14,10,0,0,0,11,0,0,0,0,0,3,0,5,0,8,21,0,8,0,28,8,3,4,0,11,70,0,11,0,79,39,9,11,0,58,47,19,20,3,86,58,19,6,0,90,25,26,3,0,50,26,22,6,0,50,28,52,5,3,87,28,42,3,0,68,13,18,0,0,29,9,17,0,0,20,16,27,0,0,40,18,20,4,4,44,17,4,0,0,21,423,281,86,3,800
POA3570,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,8,0,13,21,0,0,0,25,14,3,4,0,22,13,5,3,0,21,3,7,3,0,17,10,10,0,0,20,11,9,0,0,21,14,15,6,0,27,10,4,0,0,12,6,10,0,0,15,0,4,0,0,4,3,6,3,0,7,5,8,0,0,19,0,0,0,0,5,108,83,30,6,230
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,0,7,5,4,0,0,5,5,6,0,0,8,4,0,0,0,4,0,4,0,0,3,6,6,5,0,19,3,6,0,0,9,3,0,0,0,3,0,5,0,0,5,0,3,0,0,3,0,3,6,0,7,0,0,0,0,3,44,35,10,0,88
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,0,0,5,0,0,0,0,0,20,16,3,0,42
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,3,0,0,0,9,6,3,5,0,6,6,0,3,0,8,5,0,3,0,10,0,3,0,0,7,6,0,0,0,4,3,8,0,0,11,0,5,0,0,9,0,0,0,0,4,0,0,0,0,0,5,3,0,0,8,0,6,0,0,6,0,0,0,0,3,36,28,12,0,88
POA3575,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,14,0,0,4,0,3,17,3,9,0,23,3,12,6,0,18,10,3,0,0,15,13,5,0,0,13,4,8,3,0,16,10,10,0,0,21,16,9,3,0,32,5,8,0,0,13,3,0,0,0,3,0,0,0,0,3,0,7,0,0,8,0,11,4,0,17,4,3,0,0,3,97,83,32,0,212
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,23
POA3579,15,0,0,0,16,5,0,0,0,7,4,0,0,0,10,0,0,13,0,13,29,0,15,0,46,15,3,24,0,43,118,14,20,0,153,81,14,35,3,138,67,32,25,4,132,72,48,10,4,128,37,36,16,0,84,44,39,4,3,87,73,90,8,0,172,34,55,5,0,97,15,31,5,0,53,12,20,0,0,27,18,41,3,0,56,25,44,20,0,94,20,7,14,0,44,686,475,216,28,1402
