POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3733,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,3,3,5,0,0,5,3,5,0,0,5,0,0,0,0,0,10,0,0,0,7,5,0,0,0,5,0,4,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,42,11,8,5,62
POA3735,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,4,0,13,6,5,4,0,14,15,0,3,0,16,16,3,10,0,22,9,0,0,0,13,7,3,0,0,9,19,14,0,0,29,8,9,0,0,19,11,8,0,0,18,0,3,0,0,3,3,13,0,0,20,0,9,0,0,5,0,0,0,0,0,108,69,23,5,194
POA3737,12,0,3,0,14,7,0,0,0,9,3,0,4,0,4,3,0,5,0,11,18,0,5,0,29,11,3,19,0,31,100,4,20,0,120,57,15,21,3,95,60,20,22,0,101,63,28,19,0,118,37,22,9,3,71,52,37,8,4,99,75,83,8,0,162,53,59,0,0,106,36,54,3,0,88,8,19,0,0,33,28,42,0,0,72,19,33,7,0,65,11,4,3,0,21,646,430,161,14,1251
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,4,0,0,10,4,4,3,0,10,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,35,17,5,0,60
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,8,0,0,0,9,0,0,0,0,0,0,0,0,3,4,8,4,0,0,12,10,0,0,0,11,6,3,0,0,8,5,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,15,12,3,62
POA3740,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,5,0,0,0,11,19,3,0,0,16,9,0,9,0,19,14,0,3,0,26,19,14,3,0,36,12,6,0,0,23,16,11,4,0,31,27,29,6,0,59,13,25,0,0,33,0,13,0,0,16,4,3,0,0,5,8,22,0,0,26,4,15,4,0,19,3,0,0,0,0,166,136,32,4,337
POA3741,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,7,0,0,0,13,11,0,17,0,23,45,4,7,0,61,45,4,17,6,67,41,9,15,0,68,66,13,6,0,89,25,18,8,0,56,27,23,7,0,59,64,46,6,0,114,37,43,4,0,80,27,37,7,0,66,14,22,0,0,35,37,35,0,0,70,18,32,13,0,61,8,6,0,0,16,482,296,107,7,882
POA3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,9,9,0,0,0,9,3,0,0,0,8,5,6,3,0,18,11,0,3,0,12,8,6,0,0,12,7,10,0,0,15,0,7,0,0,12,4,10,0,0,11,0,3,0,0,6,5,9,0,0,18,5,0,3,0,11,0,0,0,0,0,62,58,12,0,143
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,9,3,0,0,0,3,10,6,0,0,11,10,0,0,0,12,0,3,0,0,7,0,0,0,0,5,12,8,0,0,18,3,10,0,0,10,5,6,0,0,11,0,3,0,0,3,4,7,0,0,9,0,4,0,0,5,0,0,0,0,0,55,47,7,4,113
POA3747,6,0,0,0,14,9,0,0,0,6,8,0,0,0,6,0,3,0,0,5,18,0,3,0,26,9,3,20,0,30,73,0,11,0,87,46,3,15,0,68,69,25,20,0,122,81,26,21,0,131,42,24,20,0,93,49,21,11,0,84,79,75,23,3,177,61,65,3,0,133,39,56,0,0,96,30,40,0,3,72,49,73,3,0,127,22,54,17,0,97,12,3,4,0,17,711,479,193,10,1389
POA3749,0,0,0,0,0,3,0,0,0,3,0,0,4,0,5,0,0,0,0,0,14,3,0,0,16,5,0,5,0,10,27,0,3,0,32,18,3,0,0,26,25,5,3,0,35,39,5,8,0,55,21,14,5,0,39,16,11,7,0,32,32,41,11,0,82,23,27,0,3,54,23,39,0,0,60,13,17,0,0,25,17,44,0,0,56,14,29,3,0,50,10,4,0,0,18,303,240,60,3,602
POA3750,83,34,38,0,148,14,6,3,0,20,5,15,21,0,43,4,19,21,0,43,29,36,33,0,96,24,44,45,0,115,112,116,60,6,296,65,144,80,3,293,93,246,80,8,420,101,349,75,12,536,87,348,64,9,510,98,353,41,3,498,282,774,75,14,1144,214,548,31,11,806,123,378,27,9,537,62,184,11,4,267,72,307,12,3,398,43,154,26,4,236,25,45,21,5,88,1540,4107,763,96,6501
POA3751,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,16,3,0,43
POA3752,58,24,17,0,96,15,0,4,4,25,7,4,5,0,24,6,6,20,4,38,32,14,30,3,80,35,16,62,0,111,190,47,66,5,309,102,77,117,5,298,102,152,95,6,356,157,214,82,4,453,98,248,94,15,451,114,251,85,7,455,248,660,117,16,1043,203,560,62,13,840,107,501,40,0,651,80,348,23,0,447,103,615,30,0,754,55,197,68,3,314,22,35,20,0,73,1736,3960,1034,77,6813
POA3753,6,0,4,0,19,0,0,0,0,6,0,4,0,0,3,0,3,0,0,4,4,3,0,0,13,0,0,14,0,18,20,8,11,0,35,16,22,10,0,52,29,29,8,0,67,26,35,13,0,76,20,39,18,0,73,20,63,5,0,88,55,133,15,0,207,36,122,10,3,172,40,82,4,0,135,16,59,0,0,79,37,100,7,0,136,10,48,4,0,62,3,8,0,0,14,351,762,137,7,1267
POA3754,106,32,44,5,185,31,7,12,0,52,22,19,24,0,61,24,7,47,4,78,71,32,79,5,188,58,28,169,3,255,306,98,165,5,575,216,117,239,5,579,231,257,266,12,764,277,470,227,18,994,176,486,201,3,863,206,569,148,10,935,524,1509,248,25,2304,433,1196,106,19,1748,317,960,66,11,1350,178,570,26,6,780,241,1154,48,6,1459,110,406,159,5,683,48,66,38,3,146,3575,7986,2303,138,13998
POA3755,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,4,0,0,3,0,3,0,0,7,3,7,0,0,8,0,3,0,0,3,3,0,0,0,5,29,32,7,0,69
POA3756,35,5,20,0,61,8,0,4,0,12,9,0,11,0,16,6,4,14,0,23,36,11,25,0,76,24,19,58,0,101,120,26,64,0,213,70,56,92,0,218,102,86,76,8,269,102,137,88,5,336,63,175,48,5,288,92,184,48,0,326,232,409,64,13,719,153,292,34,4,487,86,237,20,0,346,49,131,3,0,181,85,276,14,0,377,59,170,39,0,272,30,23,12,0,68,1356,2242,746,45,4398
POA3757,24,7,5,0,39,6,0,4,0,12,10,5,9,0,16,0,0,8,0,16,20,6,21,0,56,11,0,32,0,50,89,15,24,3,130,71,28,39,0,133,84,41,46,3,180,85,48,39,3,175,42,78,32,0,155,53,75,22,3,149,119,193,44,3,355,83,167,19,0,271,61,167,16,0,237,32,88,3,0,127,55,196,11,0,258,37,110,48,0,189,19,20,6,0,54,910,1243,429,28,2606
POA3758,9,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,3,0,4,0,8,29,5,7,0,38,11,3,0,0,17,19,12,3,0,37,27,18,6,0,38,10,20,3,0,37,14,20,6,0,37,33,54,11,4,104,17,49,5,0,73,14,40,0,0,56,10,32,0,0,42,17,48,0,0,61,12,23,0,0,38,4,0,0,0,8,228,327,56,4,618
POA3759,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6,0,0,0,0,4,9,0,3,0,13,5,0,3,0,8,12,0,8,0,14,9,7,0,0,19,5,10,3,0,13,7,7,8,0,18,10,13,0,0,23,8,17,0,0,29,15,18,0,0,32,6,16,0,0,23,24,44,6,0,67,0,16,3,0,23,0,5,0,0,7,120,143,41,4,305
POA3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,7,0,0,12,0,4,0,0,8,5,0,0,0,3,0,0,0,0,5,11,5,0,0,14,0,4,0,0,8,3,11,0,0,9,0,10,0,0,11,7,14,0,0,24,7,4,3,0,15,0,0,0,0,0,34,57,11,0,98
POA3761,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,6,0,0,0,8,12,0,5,0,18,4,0,3,0,12,6,4,6,0,24,22,8,3,0,26,5,4,0,0,16,8,7,0,0,18,12,21,0,0,35,20,25,0,0,38,12,19,0,0,33,3,9,0,0,18,10,45,0,0,58,3,17,12,0,34,0,3,0,0,3,134,157,55,0,345
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,14,12,0,0,35
POA3763,7,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,0,0,0,4,3,0,0,0,5,0,4,4,0,0,13,8,5,0,24,4,6,7,0,21,18,7,4,0,35,19,15,3,0,35,11,6,3,0,19,14,7,5,0,28,34,36,8,0,72,17,31,3,0,51,11,18,0,0,28,9,15,0,0,20,18,20,0,0,40,6,27,5,0,41,0,0,0,0,8,198,199,57,4,457
POA3764,22,5,11,0,36,4,0,3,0,6,6,0,5,0,9,3,5,4,0,13,29,3,17,0,55,16,9,30,0,64,151,8,37,0,201,94,11,62,3,178,105,47,44,3,195,94,61,54,8,215,71,75,34,3,180,53,97,33,4,195,150,181,30,6,370,100,162,29,0,296,65,159,13,0,233,46,96,8,0,143,50,193,11,0,264,41,101,34,3,178,29,12,5,0,53,1138,1242,453,32,2868
POA3765,10,0,0,3,15,6,0,0,0,0,0,0,0,0,4,0,0,6,0,9,10,5,7,0,23,9,3,9,0,23,66,6,15,0,86,60,10,18,0,84,55,31,24,4,113,57,36,29,0,117,41,44,16,4,102,42,51,17,5,108,84,155,17,5,258,66,150,21,0,235,60,135,4,0,195,29,99,4,0,133,37,223,10,0,271,28,58,19,3,102,8,7,3,0,17,676,1004,218,15,1907
POA3766,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,3,0,0,0,3,6,3,3,0,12,10,3,0,0,13,9,4,9,0,15,16,13,0,0,26,3,11,3,0,17,10,4,0,0,23,16,36,4,0,57,15,23,0,0,39,14,19,0,0,35,3,11,0,0,21,23,37,0,0,65,4,9,7,0,18,0,0,0,0,0,138,181,34,0,354
POA3767,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,4,0,0,0,6,8,3,0,0,10,15,3,4,0,18,13,3,4,0,20,12,10,9,0,33,12,4,0,0,15,8,3,4,0,15,20,20,3,0,47,14,20,0,0,32,15,14,5,0,33,5,16,0,0,22,21,38,0,0,68,5,17,3,0,23,3,0,0,0,3,161,153,44,0,358
POA3770,13,0,0,0,15,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,3,0,13,10,0,7,0,17,25,0,6,0,33,24,7,13,0,40,35,15,13,0,63,29,31,12,0,72,18,27,3,0,54,23,26,11,0,63,42,72,9,0,133,33,53,5,0,90,32,55,4,0,88,14,29,0,0,45,40,83,3,0,126,13,40,13,0,66,9,3,0,0,9,375,443,116,10,944
POA3775,4,5,4,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,15,8,0,6,0,18,40,8,9,0,56,41,10,12,0,61,43,13,16,4,76,56,31,5,4,100,23,29,11,0,73,34,27,4,3,73,55,65,20,0,138,33,79,14,0,124,36,50,0,0,87,21,41,5,0,56,47,129,6,0,177,20,52,12,0,87,16,6,3,0,19,482,550,127,15,1177
POA3777,18,8,9,0,31,14,0,0,0,14,5,3,5,0,16,17,4,5,0,22,31,4,18,0,56,31,0,40,7,73,158,11,48,4,214,97,17,64,6,182,122,33,57,0,209,133,71,55,3,265,94,67,31,5,191,72,91,26,3,192,193,214,54,0,463,93,169,23,0,293,61,146,10,0,220,30,75,0,0,113,82,175,7,0,271,35,81,36,3,160,26,9,3,0,43,1307,1192,496,30,3022
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,7,0,4,0,0,4,4,0,0,0,4,5,5,0,0,12,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,4,4,0,3,5,0,0,0,3,27,21,4,0,55
POA3779,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,3,0,4,0,7,13,0,0,0,9,10,3,0,0,13,10,6,0,0,11,14,0,0,0,16,11,0,0,0,12,11,6,0,0,11,12,5,0,0,18,0,0,0,0,9,0,4,0,0,4,0,0,0,0,0,3,6,0,0,12,8,5,0,0,15,3,0,0,0,3,109,29,13,0,153
POA3781,7,0,4,0,6,4,0,0,0,3,6,0,3,0,5,3,0,9,0,5,11,0,8,0,18,4,6,3,0,14,36,4,19,0,49,15,13,9,0,37,28,29,25,0,71,41,39,19,0,98,18,39,13,3,73,30,46,6,0,81,58,119,19,0,201,49,102,10,0,165,32,86,6,0,119,17,49,0,0,67,33,57,0,0,89,19,59,25,0,100,10,4,6,0,28,408,646,179,4,1241
POA3782,17,0,0,0,24,6,0,0,0,9,6,0,6,0,8,3,0,5,0,7,10,5,8,0,20,21,6,11,0,33,77,13,11,0,98,49,7,19,0,83,91,30,24,0,144,82,45,23,4,152,41,47,18,0,112,52,64,14,0,131,118,146,34,0,299,103,160,26,0,283,62,140,6,0,212,48,80,3,0,140,90,282,5,0,375,22,84,15,0,125,8,18,0,0,26,907,1119,249,11,2281
POA3783,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,7,0,12,3,0,8,0,9,26,3,9,0,37,20,3,5,0,32,14,12,7,0,35,26,18,7,0,45,10,15,10,0,31,18,23,6,0,49,19,41,11,0,77,21,61,0,3,89,13,36,0,0,52,22,31,0,0,50,20,64,0,0,84,11,22,9,0,39,4,6,3,0,14,250,345,75,7,675
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,24
POA3786,4,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,9,6,0,4,0,11,14,4,0,0,19,19,3,3,0,23,14,3,0,0,21,11,3,3,0,22,14,9,0,0,27,19,18,0,0,36,14,30,6,0,52,12,24,4,0,40,9,21,0,0,26,28,83,0,0,108,11,17,3,0,33,0,0,0,0,4,178,220,31,4,439
POA3787,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,4,0,12,13,0,6,0,13,14,3,0,0,21,7,4,4,4,20,4,10,0,0,10,16,9,4,0,25,18,16,10,0,45,14,12,0,0,30,12,10,0,0,18,6,14,0,0,23,12,45,0,0,58,4,6,5,0,14,0,0,0,0,5,126,129,46,4,304
POA3788,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,5,0,6,0,11,15,0,7,0,23,5,3,11,0,20,16,6,10,0,29,33,3,6,0,45,10,5,5,0,18,5,9,3,0,18,26,26,7,0,61,16,32,4,0,53,13,21,9,0,40,13,22,5,0,44,23,59,0,0,79,4,15,6,0,28,4,3,0,0,6,205,217,73,5,494
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,3,0,10,0,7,0,0,4,8,4,0,0,10,5,3,0,0,3,9,13,0,0,22,0,4,0,0,7,0,0,0,0,4,40,39,6,0,82
POA3791,5,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,11,5,0,3,0,5,11,0,0,0,15,6,3,6,0,20,17,5,4,0,24,24,3,5,0,29,6,11,5,0,23,7,5,7,0,22,23,31,5,0,65,26,16,3,0,44,15,21,0,0,34,16,19,0,0,33,21,46,0,0,70,3,11,0,0,19,3,0,0,0,3,198,179,49,3,430
POA3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,3,13,0,0,0,11,7,4,3,0,15,13,8,6,0,22,14,6,4,0,23,7,8,5,0,20,11,4,0,0,16,12,19,6,0,35,11,22,8,0,37,13,17,0,0,35,4,8,0,0,18,15,27,0,4,44,3,12,3,0,20,3,0,0,0,3,139,148,38,4,317
POA3793,3,0,0,0,8,8,0,4,0,10,4,0,0,0,7,0,0,0,0,9,8,0,7,0,14,10,3,10,0,25,33,3,20,0,53,29,5,15,0,59,40,19,14,0,70,36,29,19,0,82,26,30,13,0,66,31,35,11,0,75,32,77,15,4,123,36,66,7,0,109,23,62,3,0,84,14,33,4,0,54,25,77,4,0,106,12,33,8,0,58,4,3,0,0,5,369,481,160,14,1026
POA3795,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,3,0,3,14,0,3,0,14,14,0,3,0,18,17,4,0,0,20,9,6,0,0,19,9,7,0,0,14,10,14,5,0,22,17,23,4,0,49,12,36,0,0,50,8,21,0,0,35,6,13,0,0,25,11,36,0,0,49,0,9,0,0,8,4,3,0,0,5,149,183,29,0,361
POA3796,8,0,6,0,15,12,0,4,0,12,6,0,4,0,10,3,0,0,0,6,24,0,16,6,46,17,8,18,0,43,96,5,30,3,134,94,13,37,0,148,82,34,33,9,153,74,56,23,4,158,39,97,20,0,159,65,103,20,4,188,139,251,45,4,438,105,233,18,0,354,68,189,17,0,267,46,126,5,0,173,61,229,12,0,299,27,94,28,0,148,13,8,0,0,24,970,1439,339,31,2776
POA3797,13,3,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,4,0,4,12,0,9,0,17,6,0,14,0,20,56,4,26,0,88,39,11,21,0,73,52,7,16,0,74,28,26,12,0,73,28,30,10,0,67,25,45,9,0,72,45,82,10,8,145,25,60,3,0,92,13,27,4,0,44,15,26,0,0,42,19,46,0,0,61,21,33,10,0,60,4,4,3,0,18,388,417,158,12,971
POA3799,3,0,3,0,11,6,3,0,0,4,8,0,8,0,13,6,0,8,0,14,18,0,18,0,40,11,0,25,0,37,79,10,34,5,127,44,12,40,3,99,59,25,44,0,130,75,57,40,0,174,31,56,22,0,108,41,51,16,0,110,80,98,17,0,193,46,68,9,0,120,28,46,5,0,83,11,22,0,0,36,25,36,0,0,67,26,42,39,4,114,15,5,5,0,25,616,534,334,26,1508
POA3802,91,24,36,0,151,26,3,10,0,38,20,7,13,0,37,16,12,19,0,49,84,19,38,0,142,78,34,73,4,177,323,72,76,4,471,172,113,84,11,385,162,186,117,8,473,205,255,132,6,600,98,215,70,8,393,124,228,74,11,437,246,561,108,17,934,187,459,48,8,701,113,377,35,4,521,76,237,17,3,328,99,418,25,4,545,72,226,59,4,364,35,40,13,0,82,2223,3489,1040,86,6842
POA3803,25,10,9,0,47,14,9,0,0,19,6,6,12,0,18,8,9,11,0,27,31,9,19,0,61,20,19,32,0,77,135,58,29,0,222,93,72,55,3,216,59,126,48,3,239,99,132,61,3,292,60,113,35,7,216,62,115,37,3,218,100,236,48,6,394,58,166,28,9,253,31,88,9,0,130,17,72,9,0,102,14,99,7,5,118,26,110,34,0,168,13,11,14,0,36,883,1446,486,44,2857
POA3804,41,6,9,0,57,10,0,0,0,7,6,5,6,0,13,3,3,4,0,14,31,3,6,0,41,12,9,8,0,33,66,10,15,0,88,50,22,18,0,87,57,28,9,0,94,60,53,14,0,124,33,43,11,3,92,40,46,11,0,104,97,145,17,0,260,67,162,11,0,238,37,144,8,0,184,37,127,3,0,175,89,406,16,0,508,30,105,11,0,142,18,17,6,0,44,787,1330,171,21,2303
POA3805,144,51,59,10,257,28,11,15,0,58,22,26,37,4,86,33,23,52,0,109,91,51,89,8,239,75,73,160,5,308,487,148,198,14,839,304,242,243,8,796,320,386,286,21,1015,379,599,247,28,1249,232,575,162,11,976,304,662,167,18,1149,630,1407,277,30,2341,435,1158,155,19,1771,255,940,82,12,1283,131,582,37,0,755,205,1137,61,8,1418,122,559,146,3,842,73,80,37,9,194,4268,8712,2502,202,15687
POA3806,151,33,28,0,214,36,5,8,0,48,32,11,31,0,67,20,8,28,0,61,97,23,57,3,186,62,28,94,3,191,390,67,123,0,586,294,116,168,9,584,343,227,192,13,770,383,387,188,9,966,186,394,168,12,763,246,449,116,7,826,531,1140,236,22,1933,426,1020,123,12,1580,303,961,80,6,1358,179,653,31,0,862,393,1787,80,4,2262,125,464,132,3,728,77,48,21,0,149,4289,7816,1904,119,14118
POA3807,17,3,0,0,22,8,4,0,0,15,7,0,0,0,5,3,0,4,0,10,10,6,7,0,18,12,3,18,0,28,61,7,4,0,72,40,16,14,3,78,54,16,23,3,99,59,30,32,0,125,35,40,21,0,92,36,54,6,0,105,78,143,30,4,254,64,161,14,0,241,44,158,14,0,225,30,119,0,0,154,65,356,11,0,429,18,72,18,5,118,14,8,3,0,21,653,1198,233,21,2101
POA3808,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,0,0,0,5,8,4,3,0,12,16,0,0,0,20,11,3,3,0,21,23,10,5,0,37,34,16,8,0,59,6,15,6,0,22,13,23,3,0,37,36,47,11,0,92,28,62,3,0,97,27,67,0,0,97,5,50,0,0,56,46,155,4,0,206,11,43,4,5,62,7,3,0,0,14,289,498,56,5,843
POA3809,52,9,14,0,73,8,0,9,0,16,5,5,0,0,12,4,5,3,0,17,23,6,27,0,53,20,10,55,0,77,112,36,56,0,196,70,45,67,0,176,95,93,86,8,290,120,186,87,3,398,67,188,66,10,335,112,253,51,0,413,326,576,99,21,1016,253,475,56,9,792,160,349,28,4,541,100,198,13,0,312,100,357,24,3,482,45,140,59,4,242,23,19,10,0,56,1691,2941,806,68,5507
POA3810,125,30,51,0,214,33,6,11,3,55,29,10,38,0,76,33,9,61,5,105,81,24,133,4,238,51,46,213,5,311,484,112,260,12,869,330,206,336,26,897,353,391,359,29,1123,392,590,287,32,1309,281,571,202,11,1059,359,646,176,28,1206,754,1357,267,31,2411,500,999,118,25,1640,256,670,60,9,1000,131,363,44,4,542,178,640,37,4,851,182,414,147,7,745,90,62,45,4,201,4638,7145,2836,221,14845
POA3812,10,5,0,0,12,4,0,0,0,9,0,0,3,0,0,0,0,0,0,6,3,0,0,0,7,10,3,11,0,21,27,0,0,0,38,28,3,5,0,35,20,8,10,0,40,22,7,7,0,42,9,21,4,0,40,13,21,3,0,39,33,39,9,0,83,18,46,5,3,69,15,45,3,0,68,6,26,0,0,32,24,57,0,0,90,12,27,4,0,47,5,9,0,0,15,257,326,77,8,674
