POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA3048,0,0,0,0,0,0,0,59,0,0,0,19,26,287,313,282,97,101,39,89,35,0,14,1311,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,32,41,6,3,5,0,0,0,0,0,0,0,0,10,96,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,104,125,102,196,82,18,27,25,16,0,7,23,765,0,0,0,5,5,0,7,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0,45,43,6,22,13,26,11,4,0,163,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,24,23,72,34,0,0,5,4,0,4,6,178,0,0,7,8,3,0,6,0,0,3,0,0,0,0,0,31,0,0,0,0,7,18,107,133,37,36,32,29,19,0,4,430
POA3049,0,0,0,0,0,0,0,55,0,0,0,0,3,30,14,5,0,3,0,6,0,0,6,61,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,14,11,101,141,23,3,5,5,3,4,0,0,0,0,0,8,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,18,21,30,17,15,5,0,7,4,0,8,0,0,105,0,0,0,0,6,0,13,12,4,0,4,0,0,0,0,38,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,0,5,9,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,9,14,16,17,12,5,0,0,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,15,0,3,8,4,8,0,0,61
POA3051,7,10,9,3,6,0,0,71,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,15,0,0,4,4,5,5,13,13,0,0,3,11,0,0,0,56,0,27,15,3,0,5,9,14,6,3,3,4,6,0,3,94,0,0,0,0,4,10,23,14,4,9,6,9,4,0,0,82,0,0,0,0,4,9,52,28,6,0,9,4,5,0,0,118,0,0,6,0,3,4,3,0,0,0,0,5,0,0,0,20,0,0,4,14,37,42,101,69,20,23,31,26,15,6,3,391,0,0,0,0,0,3,0,3,3,11,3,4,0,0,0,31,0,5,0,4,0,5,0,3,5,0,0,0,0,0,0,24,0,0,0,15,21,57,80,67,7,16,6,22,4,10,6,320,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,10,9,0,4,0,3,0,0,0,36
POA3052,0,10,7,11,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,4,4,0,0,0,0,0,3,0,30,4,15,3,0,0,0,9,5,0,0,0,0,3,0,4,44,0,0,0,0,5,0,9,5,0,0,0,3,4,0,0,34,0,0,0,0,0,5,10,18,3,3,6,0,4,0,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,13,18,46,43,10,11,4,13,9,6,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,7,6,11,30,22,4,8,10,12,14,18,10,167,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,8,5,0,4,4,0,0,0,0,24
POA3053,6,16,17,20,4,9,0,100,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,22,0,0,0,0,8,3,5,5,0,3,4,5,5,0,0,40,12,50,21,8,4,0,10,19,5,8,10,11,9,0,31,213,0,0,0,0,0,5,21,21,0,15,9,11,12,4,4,106,0,0,0,0,5,10,41,31,9,10,17,14,13,3,0,145,0,0,5,3,0,4,4,0,0,0,0,0,0,0,0,14,0,0,0,16,26,17,113,126,56,84,53,77,39,6,5,620,0,0,0,0,0,0,0,3,5,12,28,59,14,0,3,120,0,9,8,0,0,0,4,3,0,0,0,5,0,0,0,32,0,0,5,4,18,29,66,37,12,13,27,30,14,47,8,305,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,13,3,10,6,9,8,0,0,55
POA3054,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,9,10,0,6,10,4,3,4,0,6,0,0,46,8,78,30,3,0,0,3,8,0,5,7,0,0,0,6,145,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,17,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,20,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,4,12,19,9,6,3,0,4,4,0,0,0,0,58,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,18,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,18,24,19,41,36,13,6,3,4,4,8,4,191,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3055,0,0,0,4,4,0,6,34,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,16,0,0,3,0,0,4,26,9,5,0,0,8,0,0,0,59,11,155,166,26,11,5,11,17,3,5,11,0,0,0,7,435,0,0,0,0,6,9,15,5,0,0,4,6,0,0,0,45,0,0,0,0,9,0,7,8,0,5,0,3,0,0,0,33,0,0,23,47,15,9,0,0,0,0,0,0,0,0,0,102,0,0,3,13,19,19,33,17,10,7,9,7,11,0,0,146,0,0,0,0,0,0,21,20,6,16,20,9,8,0,0,100,0,0,0,5,5,0,6,3,0,0,3,0,0,0,0,28,0,0,7,11,22,50,98,63,14,10,11,18,8,4,9,322,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,13,21,3,7,5,8,6,3,0,67
POA3056,4,4,9,5,0,0,0,53,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,22,0,0,0,10,16,18,18,28,10,5,4,7,3,0,0,110,9,235,218,45,17,11,28,37,7,4,4,13,5,0,16,651,0,0,0,3,5,15,20,18,5,7,4,10,4,0,3,88,0,0,0,0,9,12,16,4,0,3,3,3,0,0,5,47,0,6,45,106,26,7,6,5,6,0,0,0,0,0,8,216,0,0,8,21,34,17,45,32,17,8,14,16,7,0,3,229,0,0,0,0,0,3,36,36,16,34,61,55,4,6,3,261,0,3,4,4,3,3,7,10,4,0,3,4,0,0,0,54,0,0,10,39,55,101,179,152,31,31,52,43,19,11,14,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,10,11,19,0,3,3,4,0,0,0,55
POA3057,3,8,0,0,0,0,0,47,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,9,0,0,3,3,4,5,23,16,4,5,0,5,0,0,0,68,7,123,134,14,3,11,13,36,5,5,10,6,0,0,10,363,0,0,0,3,3,9,21,12,4,0,3,6,0,0,0,66,0,0,0,0,4,0,9,5,0,0,0,4,0,0,0,27,0,0,23,34,12,0,8,0,0,0,0,0,0,0,6,84,0,0,6,11,21,16,36,25,12,3,3,3,0,0,0,138,0,0,0,0,0,4,5,3,4,8,18,9,0,0,0,50,0,0,0,0,3,0,3,3,0,0,0,5,0,0,0,20,0,3,0,13,28,39,110,89,22,18,19,22,6,4,8,393,0,0,7,0,7,0,4,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,3,3,0,4,4,0,0,0,19
POA3058,3,7,3,5,0,3,0,76,0,0,0,8,8,18,21,16,0,0,0,0,0,0,0,74,0,4,6,8,20,13,29,25,6,0,7,4,0,0,3,124,45,560,706,109,17,18,27,54,7,4,6,0,0,0,50,1593,0,0,0,0,4,20,27,8,0,3,0,4,0,0,0,78,0,0,0,0,6,4,11,7,4,0,4,0,0,0,0,37,0,3,106,302,137,78,48,24,3,8,4,8,0,0,38,755,0,0,3,15,38,22,68,24,7,5,8,8,3,8,0,222,0,0,0,3,0,17,64,54,24,81,126,108,18,5,9,512,0,6,6,4,7,7,4,8,5,4,5,0,0,0,4,45,0,4,9,39,82,84,172,120,13,25,8,19,3,5,10,594,0,0,18,14,5,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,5,10,26,24,13,8,13,12,6,0,0,121
POA3059,0,4,0,4,0,0,3,137,0,0,0,5,29,265,305,131,31,25,13,4,3,0,17,827,0,0,6,5,5,0,0,10,0,0,0,0,0,0,0,28,7,276,328,53,16,12,8,13,0,0,0,0,0,0,13,730,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,4,16,3,0,0,0,0,0,0,0,26,0,0,38,80,88,53,72,18,7,7,3,6,5,0,11,378,0,0,0,5,12,7,24,9,7,0,0,0,0,0,0,73,0,0,0,0,0,0,29,14,0,0,0,0,0,0,3,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,11,18,21,44,17,9,5,6,5,8,3,5,150,0,4,12,22,4,9,8,0,0,0,0,0,0,0,0,68,0,0,0,0,4,20,61,67,14,15,9,8,4,0,3,201
POA3060,0,0,3,0,0,0,0,25,0,0,0,0,10,93,36,21,5,9,6,0,0,0,3,188,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,16,29,402,415,69,33,10,14,24,3,0,0,0,0,0,57,1056,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,21,83,86,59,84,24,4,10,0,8,3,0,17,401,0,0,0,0,3,0,3,6,0,5,0,0,0,0,0,31,0,0,0,0,0,3,112,60,15,50,86,74,23,0,0,438,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,7,23,18,39,34,3,3,10,4,0,0,0,142,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,3,28,64,272,310,74,86,83,123,46,7,19,1122
POA3061,0,0,0,0,0,0,0,10,0,0,0,3,0,121,185,95,31,24,4,29,8,0,5,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,125,8,5,0,0,0,0,0,0,0,0,0,8,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,127,76,61,64,38,4,9,7,3,4,0,9,426,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,18,0,0,0,0,0,0,21,9,0,3,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,11,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,7,19,14,13,6,7,6,3,0,0,85
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3064,18,7,0,17,3,4,10,403,0,0,7,30,82,1714,3150,2268,1228,1022,473,1159,315,25,148,11625,0,5,12,8,8,6,10,12,0,0,0,0,0,0,0,64,10,190,406,99,32,21,36,50,10,6,0,0,0,0,35,899,0,0,0,0,0,4,12,6,0,0,0,4,0,0,0,26,0,0,0,0,0,3,40,21,0,3,0,3,0,0,0,75,0,12,57,218,176,147,299,148,37,36,23,38,35,11,51,1280,0,0,0,9,18,25,79,66,22,21,6,8,0,0,3,256,0,0,0,0,0,10,604,386,74,72,57,93,30,3,23,1355,3,13,9,3,0,0,6,4,0,0,0,4,0,0,0,44,0,0,7,42,159,267,553,587,128,106,108,108,43,38,55,2207,0,0,47,60,39,36,25,20,7,3,3,7,0,0,6,253,0,0,0,4,25,111,553,753,202,171,155,114,59,12,26,2189
POA3065,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,15,3,6,15,0,5,11,21,10,0,0,74,0,17,11,0,0,0,7,9,0,0,4,0,3,0,0,58,0,0,3,0,4,6,9,6,0,4,0,0,0,0,0,38,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,3,7,15,10,18,14,0,7,6,4,0,0,0,97,0,0,0,0,0,0,0,7,0,0,4,0,3,0,0,10,0,6,0,0,0,0,3,0,0,0,4,0,5,0,0,24,0,0,5,17,24,37,66,61,11,16,27,19,11,15,9,318,0,0,5,8,6,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,9
POA3066,0,0,0,4,0,0,0,19,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,14,18,3,4,9,8,0,0,0,73,0,8,8,0,0,4,0,6,4,5,0,9,0,0,0,48,0,0,0,0,0,6,4,0,0,0,3,6,0,0,0,27,0,0,0,0,0,4,4,5,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,8,16,11,20,11,6,7,3,8,0,0,5,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,3,4,0,4,0,0,3,0,0,0,23,0,0,8,18,17,62,70,65,9,19,13,34,8,12,4,329,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
POA3067,6,6,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,5,9,10,5,6,9,4,0,0,0,53,0,12,7,0,0,0,7,8,3,0,0,6,0,0,0,50,0,0,0,0,3,8,7,9,0,0,3,7,0,0,3,33,0,0,0,0,0,0,18,12,0,4,0,4,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,20,12,25,38,9,9,8,6,8,0,7,162,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,21,0,4,0,0,3,0,5,3,0,0,3,4,0,0,0,19,0,3,0,6,23,36,59,64,20,14,18,14,9,10,7,285,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,11
POA3068,0,0,0,0,0,0,0,22,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11,0,5,9,6,21,4,24,15,4,0,6,7,8,0,3,110,9,129,104,13,7,3,0,8,0,6,0,0,0,0,0,285,0,0,0,0,8,12,19,3,3,0,3,0,0,0,0,55,0,0,0,0,6,4,3,3,0,0,0,0,0,0,0,18,0,0,4,10,3,0,6,0,0,0,0,0,0,0,3,28,0,4,6,20,27,21,28,5,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,6,7,10,5,0,0,6,5,0,0,5,0,0,0,3,55,3,9,8,38,65,72,102,114,20,19,23,9,6,16,12,522,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14
POA3070,0,0,0,0,0,0,0,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,12,4,14,12,30,33,6,4,8,4,4,0,5,133,11,172,151,20,6,13,21,23,3,5,3,4,0,0,26,455,0,0,0,0,8,17,29,6,0,0,0,0,0,0,0,65,0,0,0,3,3,0,11,5,3,3,0,0,0,0,0,30,0,4,16,32,8,6,0,0,0,0,0,0,0,0,0,72,0,5,5,13,30,22,29,19,5,0,5,5,0,0,0,136,0,0,0,0,0,0,5,0,4,4,3,5,0,0,0,14,0,10,4,3,4,8,4,6,0,0,0,0,0,0,0,42,0,3,12,46,71,99,127,85,21,24,28,36,9,3,8,569,5,5,8,16,10,3,5,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,19
POA3071,0,0,0,0,0,0,0,33,0,0,0,0,5,6,3,4,0,0,0,0,0,0,0,16,0,0,4,11,16,9,27,22,4,0,0,0,0,0,0,88,12,210,212,31,5,8,3,19,3,0,4,3,0,0,40,548,0,0,0,0,6,9,19,5,0,0,4,0,0,0,0,41,0,0,0,0,0,6,6,0,5,0,0,0,0,0,0,23,0,10,41,38,24,12,8,4,0,0,0,0,0,0,27,159,0,0,4,11,25,10,18,6,0,3,8,0,0,0,0,91,0,0,0,0,0,0,13,3,13,12,13,7,3,0,0,62,0,0,6,0,3,0,4,0,0,0,0,0,0,0,0,18,0,0,8,18,47,64,136,92,16,14,6,8,6,0,3,412,0,6,25,45,8,4,11,4,0,0,0,0,0,0,9,108,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,16
POA3072,0,0,0,3,0,0,0,48,0,0,0,0,0,14,13,11,0,3,0,0,4,0,0,48,0,5,0,5,13,10,32,12,3,3,0,5,0,0,0,90,23,383,388,57,20,14,19,57,11,4,7,4,0,0,35,1014,0,0,0,0,3,24,34,21,4,0,0,3,3,0,0,98,0,0,0,0,3,4,7,12,0,4,5,0,0,0,0,42,0,8,56,97,36,26,14,7,0,0,0,5,4,0,8,267,0,0,0,17,47,28,51,32,23,19,6,20,3,0,7,253,0,0,0,0,0,0,25,26,24,37,63,70,21,0,4,280,0,12,0,0,0,4,12,6,0,4,0,0,0,0,0,37,0,3,11,34,77,105,182,124,23,14,20,17,3,6,12,636,0,16,128,103,85,27,16,5,0,0,0,8,0,0,5,393,0,0,0,0,0,10,12,30,12,4,6,4,0,0,3,93
POA3073,3,7,11,10,0,0,4,223,0,0,0,0,0,43,45,31,4,0,5,0,0,0,0,140,0,5,3,13,18,7,31,15,0,0,3,3,0,0,0,97,78,1070,1169,135,47,30,45,85,22,14,3,7,0,0,112,2812,0,0,0,0,3,15,53,17,3,4,4,0,0,0,0,101,0,0,0,0,3,3,28,21,5,3,0,0,0,0,0,66,0,8,92,172,141,77,51,25,5,5,0,4,8,0,23,614,0,0,7,9,49,34,77,47,33,19,11,10,0,0,8,304,0,0,0,0,0,3,66,114,45,102,177,138,26,7,12,690,0,19,3,5,3,4,6,3,0,0,0,0,0,0,3,47,0,0,11,47,74,105,220,137,9,20,20,11,0,3,12,666,3,40,146,108,75,41,27,9,4,8,0,0,0,0,17,473,0,0,0,0,4,7,30,85,11,16,29,21,10,4,4,224
POA3074,0,0,0,4,4,0,4,186,0,0,0,0,0,92,94,80,11,9,9,30,0,0,5,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,377,579,98,24,9,11,23,8,7,4,4,0,0,39,1201,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,13,0,0,31,110,73,50,55,16,11,6,5,0,0,0,8,367,0,0,0,0,20,0,28,12,6,8,4,0,0,0,0,86,0,0,0,0,0,4,69,44,16,17,59,64,10,0,0,283,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,12,21,35,56,30,3,7,4,0,0,0,8,179,0,34,384,374,134,78,47,16,0,3,0,4,0,0,24,1105,0,0,0,0,4,15,38,47,10,15,19,8,3,0,3,168
POA3075,0,6,3,8,0,0,5,248,0,0,0,0,3,210,162,92,30,25,8,27,0,4,6,565,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,16,28,359,502,55,33,4,29,28,5,7,4,5,0,0,32,1088,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,23,0,0,34,104,79,70,70,24,0,7,6,7,0,0,17,422,0,0,5,3,10,11,14,16,7,6,0,5,0,0,3,73,0,0,0,0,0,0,114,97,28,28,62,82,24,0,0,432,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,21,47,52,46,6,10,0,6,0,0,6,203,0,27,301,326,170,109,60,22,8,4,13,6,3,0,24,1072,0,0,0,0,0,7,30,40,8,5,12,6,0,0,6,114
POA3076,3,3,6,15,0,0,6,379,0,0,0,0,6,188,202,121,24,27,19,41,5,0,3,630,0,0,9,4,10,0,12,6,0,0,0,0,0,0,0,37,4,194,343,58,25,12,11,33,3,0,4,0,0,0,47,746,0,0,0,0,4,4,9,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,4,29,65,72,55,58,36,8,5,4,10,0,0,10,354,0,0,3,0,18,20,52,43,15,13,8,10,0,0,3,177,0,0,0,0,0,0,106,68,7,17,21,31,5,0,3,262,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,5,21,38,67,121,102,5,17,20,12,5,9,12,435,3,8,165,242,167,155,132,59,13,3,13,9,4,3,27,1013,0,0,0,4,10,20,86,89,32,17,20,12,0,7,3,294
POA3078,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,15,0,15,9,0,0,0,0,0,0,0,47,6,92,71,13,0,0,0,10,0,0,0,0,3,0,4,199,0,0,0,0,3,10,5,0,5,0,0,0,0,0,0,29,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,17,0,4,8,3,0,3,0,0,0,0,0,0,0,0,0,21,0,0,3,9,18,12,19,4,0,0,4,0,0,0,0,75,0,0,0,0,0,0,0,4,0,8,4,7,0,0,0,26,0,5,3,0,0,3,11,3,0,0,0,0,0,0,0,27,0,3,3,16,25,22,48,40,4,5,4,4,0,0,0,177,0,3,18,13,11,0,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
POA3079,0,8,7,6,0,0,0,81,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,12,16,7,18,3,0,5,0,0,0,0,0,72,13,123,86,17,10,3,5,7,0,0,0,0,0,0,7,285,0,0,0,3,3,3,16,16,7,0,0,0,0,4,0,46,0,0,0,0,0,4,16,4,0,0,0,0,0,0,0,28,0,0,12,13,12,5,0,0,0,0,0,0,0,0,0,39,0,5,13,20,43,20,30,15,8,6,3,3,0,0,0,161,0,0,0,0,0,0,3,6,4,0,5,4,0,0,0,19,0,16,0,9,0,4,0,3,3,0,0,0,0,0,0,42,0,3,9,27,37,45,58,27,4,6,3,4,0,4,0,223,0,4,15,10,4,3,0,0,0,0,0,0,0,0,0,43,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,15
