POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3074,3,11,14,108,8,3,14,0,0,168,0,0,0,0,0,0,0,0,0,0,0,20,9,123,20,24,28,4,0,235,0,0,0,4,0,0,5,4,6,20,0,6,7,11,16,15,8,7,0,67,0,0,0,3,0,0,5,0,0,9,0,3,6,9,6,3,0,0,0,19,0,0,0,11,0,0,0,0,0,15,0,6,13,87,19,20,21,3,0,173,0,0,0,11,4,4,0,0,0,28,0,0,4,41,4,5,0,0,0,56,0,3,9,27,52,57,61,18,3,234,0,0,3,11,5,3,0,0,0,27,0,11,44,301,257,264,123,39,17,1062,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,16,84,96,315,152,180,204,90,28,1168,45,80,110,293,113,104,118,92,31,985,1121,2035,2330,5900,2222,2219,2269,1599,543,20234
POA3075,0,19,13,76,9,4,3,0,0,114,0,0,0,0,3,0,0,0,0,3,5,25,34,163,49,47,17,6,0,346,0,0,0,4,0,6,6,3,0,21,0,3,8,13,16,5,4,0,0,52,0,0,0,0,6,3,0,9,0,19,0,0,0,8,0,10,7,0,0,28,0,0,3,4,0,0,0,0,0,16,0,8,20,108,20,27,25,8,0,206,0,0,0,7,6,0,0,0,5,17,0,0,0,32,7,4,0,0,0,44,0,0,0,32,48,41,34,16,4,181,0,0,5,15,3,0,4,0,0,28,8,28,47,358,251,230,107,23,8,1063,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,77,103,416,200,179,141,67,36,1231,71,162,153,384,175,108,84,91,39,1266,1486,2771,2757,6852,2759,2308,2122,1534,630,23219
POA3076,3,42,26,179,27,9,0,0,0,294,0,0,0,0,3,0,6,0,0,7,0,23,49,190,91,83,59,4,0,494,0,0,0,6,8,3,11,4,0,32,0,4,16,41,16,21,16,7,0,116,0,0,0,0,4,17,19,3,6,57,4,11,9,29,9,5,5,0,0,63,0,0,0,11,6,18,3,5,0,46,7,10,61,309,116,103,75,20,8,709,0,0,0,15,0,0,0,0,0,20,0,0,7,26,16,4,5,0,0,64,0,5,6,36,32,62,13,5,3,159,0,3,4,11,3,5,4,0,0,30,0,13,26,192,124,68,46,9,0,486,0,0,0,0,0,0,0,0,0,0,0,0,7,19,10,8,0,0,0,40,12,93,110,543,229,214,114,50,22,1386,97,217,188,564,186,183,151,237,219,2043,2245,4725,4042,10644,4067,3570,2465,1172,567,33489
POA3078,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,3,3,0,0,28,0,0,0,3,0,4,4,0,3,17,0,0,0,0,0,3,0,0,0,6,0,0,4,10,8,8,9,3,0,47,0,4,0,16,6,4,0,0,0,34,0,0,4,13,12,0,0,0,0,37,4,0,3,18,3,4,5,0,0,38,0,0,0,10,0,0,0,0,0,20,0,3,3,10,6,0,0,0,0,29,0,0,0,3,0,0,0,0,0,5,0,4,11,49,6,18,8,0,0,98,0,0,3,24,27,13,11,4,0,89,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,4,141,33,40,28,29,13,294,12,28,47,171,56,67,34,13,3,429,611,1271,1347,4068,1741,1519,987,477,215,12237
POA3079,0,4,0,3,0,0,0,0,0,15,0,0,0,4,0,3,0,0,0,7,0,0,7,22,6,10,0,0,0,38,0,0,0,10,6,9,3,6,5,39,0,0,0,0,0,0,0,0,0,3,0,0,3,24,8,14,20,8,3,87,0,14,5,25,9,4,4,0,4,66,0,6,0,34,20,20,0,5,0,87,0,0,5,29,15,16,12,14,0,95,4,0,0,26,7,4,4,0,0,46,0,0,3,18,3,5,4,0,0,40,0,0,0,0,0,3,4,0,0,10,7,13,11,21,9,15,9,0,3,85,0,6,18,38,36,14,15,6,0,124,0,0,0,7,0,3,0,0,0,12,0,0,0,0,6,4,0,0,0,5,3,18,27,166,82,61,43,37,24,460,13,57,43,154,73,48,57,34,21,506,735,1870,2117,4534,2371,2293,1757,906,464,17055
POA3081,0,3,9,25,5,0,0,0,0,37,0,0,0,4,0,0,0,0,0,4,0,8,12,86,28,18,14,0,0,163,0,0,0,10,4,0,11,0,0,21,0,0,0,0,0,3,4,0,0,11,0,0,0,8,3,10,7,3,3,37,0,0,0,23,3,4,7,0,0,36,0,5,4,40,7,6,0,6,0,61,3,10,14,78,11,13,10,0,7,147,0,0,0,22,0,0,0,0,0,29,0,7,6,23,12,8,5,0,0,65,0,0,0,3,3,6,0,0,0,14,5,0,6,29,11,3,6,0,0,59,6,3,16,59,44,24,18,7,0,173,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,15,4,48,72,380,137,121,74,37,16,888,35,116,91,284,117,81,69,28,18,843,928,1432,1610,5011,1601,1625,1068,487,245,14003
POA3082,0,4,18,66,5,8,4,0,0,110,0,0,0,0,0,0,0,0,0,5,0,23,33,138,56,87,101,22,11,470,0,0,0,11,6,19,28,4,0,61,0,3,0,13,14,7,5,3,0,47,0,0,0,11,4,14,14,11,0,55,0,10,8,10,6,5,8,0,0,48,0,4,10,18,14,7,0,0,0,52,0,17,29,148,82,111,58,37,12,493,0,3,0,12,4,0,0,0,0,17,0,4,5,31,8,4,0,0,0,60,0,0,0,15,16,24,7,0,0,71,5,7,14,12,10,8,5,0,0,52,0,19,16,140,58,96,64,15,5,423,0,0,0,3,0,0,4,0,0,9,0,0,3,3,0,0,0,0,0,6,6,54,77,324,197,212,197,90,25,1189,50,108,106,284,127,133,92,62,23,988,1427,3013,3647,7833,3752,4461,2946,1212,417,28712
POA3083,3,10,16,96,3,3,4,0,0,136,0,0,4,4,0,0,0,0,0,10,0,8,31,137,49,40,39,10,0,318,0,0,0,9,17,4,17,3,0,50,0,0,0,0,8,0,0,0,0,16,0,0,0,4,9,8,18,22,0,65,0,4,16,56,9,14,12,3,0,122,0,0,16,27,16,9,6,5,0,88,0,13,89,251,88,123,79,27,5,683,0,0,6,37,8,10,3,0,0,69,0,8,11,41,16,14,0,3,0,101,0,0,0,4,15,7,3,0,0,38,3,12,13,24,10,6,7,0,0,78,5,26,94,214,99,95,57,9,4,598,0,0,0,5,4,0,3,0,0,12,0,0,13,12,4,0,0,0,0,36,15,65,104,402,149,163,110,73,40,1120,59,104,305,409,141,122,108,101,66,1420,1526,2959,4936,9118,4030,3456,2736,1963,812,31529
POA3084,0,3,3,23,11,4,0,0,0,47,0,0,0,0,5,6,0,0,0,15,4,7,9,98,25,15,15,0,6,173,0,0,0,9,7,19,5,7,4,56,0,0,0,0,0,0,0,0,0,5,0,4,7,29,11,13,14,18,10,112,5,7,9,31,14,9,8,5,0,88,0,3,5,39,25,13,5,8,4,102,0,6,9,69,34,26,31,26,13,214,0,6,0,29,5,0,4,0,0,49,0,0,4,29,11,4,5,0,5,59,0,0,0,4,8,7,6,0,0,30,4,25,11,52,18,6,12,4,0,139,0,18,10,63,47,17,12,6,0,173,0,0,0,7,0,3,0,9,0,15,0,0,3,5,3,0,4,0,0,15,4,33,55,223,113,122,90,81,48,768,26,52,64,176,68,90,106,81,51,711,1309,3633,2902,6889,3732,3180,2586,1864,952,27045
POA3085,0,0,5,16,0,4,0,0,0,30,0,0,0,0,9,0,0,0,0,10,0,4,4,25,18,5,6,6,0,68,0,0,0,0,3,7,14,5,5,39,0,0,0,0,0,0,0,0,0,6,0,0,0,13,9,10,9,7,5,61,0,0,0,0,11,5,4,5,0,36,4,7,9,27,17,10,4,0,5,78,0,11,13,51,22,26,14,17,6,153,0,0,0,11,5,4,3,0,0,27,0,0,7,13,9,0,0,0,0,36,0,0,0,13,3,0,0,0,0,12,0,3,4,21,9,4,5,0,0,51,0,0,5,26,15,8,9,0,5,59,0,0,3,0,5,0,4,0,3,13,0,0,0,3,5,0,0,0,0,7,4,11,24,120,59,46,43,32,22,355,3,25,56,97,40,34,36,31,11,338,868,1715,1671,3808,1999,1468,1295,768,453,14050
POA3087,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,4,0,20,10,15,7,0,0,59,0,3,0,14,0,3,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,12,0,36,0,0,0,14,5,0,0,0,0,18,0,0,3,9,13,6,4,0,0,32,0,0,0,27,7,12,14,5,0,65,0,0,0,7,0,0,0,0,0,8,0,0,3,5,9,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,3,0,0,21,0,0,6,8,11,6,5,0,0,39,0,0,0,0,0,4,0,0,4,12,0,0,0,0,0,3,0,0,0,4,4,12,3,67,28,19,35,18,5,187,17,18,19,70,21,32,40,36,7,263,584,1099,904,2690,1194,1012,884,580,201,9156
POA3088,0,0,0,13,5,0,0,0,0,20,0,0,0,5,7,0,4,0,0,16,0,5,7,46,13,12,20,5,0,95,0,0,0,12,3,8,15,6,5,41,0,0,0,0,3,0,0,0,0,3,0,0,3,15,15,28,37,20,3,117,0,6,8,17,9,5,8,6,0,61,0,3,16,49,29,18,11,10,0,138,0,0,10,45,24,12,16,12,0,127,0,0,0,11,3,3,0,0,0,17,4,12,3,24,13,5,3,3,0,57,0,0,0,12,5,12,8,7,0,40,0,8,4,25,28,8,12,0,0,86,0,0,3,32,15,11,3,0,0,71,0,0,0,6,8,4,7,4,0,28,0,0,0,12,3,0,4,0,0,17,9,34,23,158,99,99,113,73,30,631,28,57,49,138,71,63,87,81,63,643,1560,3487,2796,6960,3715,3266,3038,1693,670,27181
POA3089,0,0,0,3,0,0,0,0,0,9,0,0,0,4,6,0,0,0,0,5,0,0,8,10,6,8,0,0,0,35,0,0,0,0,3,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,8,7,13,15,12,4,5,59,0,0,8,3,3,0,0,0,0,26,0,4,7,21,20,13,6,3,0,70,0,0,0,6,9,4,0,4,0,28,0,0,0,0,5,0,0,0,0,7,0,0,0,6,6,0,4,0,0,12,0,0,0,3,0,3,0,0,0,10,0,3,0,13,16,6,0,0,0,37,0,0,6,5,3,0,0,0,0,16,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,9,0,0,0,9,0,4,11,46,36,52,29,23,11,203,11,40,27,50,46,26,41,15,7,277,739,1680,1781,3015,1910,1729,1069,445,125,12503
POA3090,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,11,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,9,0,39,5,8,0,14,7,13,10,3,7,61,78,351,426,440,464,380,209,117,107,2575
POA3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,0,23,0,9,6,10,6,13,8,6,4,57,42,185,268,263,281,271,174,99,21,1602
POA3093,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,11,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,25,0,0,4,4,0,0,0,0,0,5,0,0,0,5,0,7,6,0,0,12,0,0,0,7,0,4,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,18,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,13,18,19,8,99,9,6,10,31,12,19,8,11,9,120,191,469,431,856,584,513,466,303,150,3962
POA3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,4,0,0,0,0,15,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,18,8,0,61,0,4,5,8,3,7,4,0,0,25,0,0,4,11,4,5,10,0,0,37,0,0,0,14,0,4,4,3,0,28,0,5,0,9,0,0,0,0,0,12,0,0,0,13,5,0,0,0,0,16,0,0,0,7,0,0,0,0,0,6,0,9,7,11,9,6,3,3,0,46,0,0,0,9,4,5,0,0,0,24,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,65,27,23,21,9,10,162,11,25,13,57,28,26,38,20,10,226,579,1277,865,2326,1297,1118,1078,570,148,9250
POA3095,0,0,0,3,7,3,0,5,0,15,0,0,0,0,5,5,0,0,0,9,0,0,3,20,4,6,8,0,0,50,0,0,0,13,11,9,11,3,0,39,0,0,0,0,0,0,0,0,0,0,0,3,11,25,31,40,32,12,3,165,0,18,5,10,18,9,11,0,0,69,0,17,19,54,69,34,3,6,5,200,0,0,4,24,15,15,22,0,4,90,0,0,0,6,7,0,0,0,0,11,0,3,10,15,5,4,0,0,0,38,0,4,0,17,4,5,5,0,0,29,0,24,26,32,31,29,30,5,0,170,0,0,3,16,7,8,0,0,0,40,0,0,5,0,6,11,3,0,0,31,0,0,0,0,10,0,4,0,0,25,3,29,29,126,106,96,84,37,12,525,28,78,60,113,90,85,88,50,46,638,1475,3896,3596,5778,4433,4172,3297,1356,366,28373
POA3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,7,0,0,36,4,5,0,16,7,4,4,0,0,35,89,231,280,408,270,296,166,108,57,1911
POA3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,0,0,21,0,9,8,19,19,16,8,4,0,76,56,208,232,276,249,240,183,80,13,1536
POA3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,5,0,0,32,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,9,14,12,13,5,0,61,11,14,7,34,21,39,23,20,4,176,269,666,616,1020,735,800,602,247,46,4993
POA3101,0,8,10,21,5,4,4,0,0,45,0,0,0,4,9,3,0,0,0,18,0,7,12,29,19,8,11,3,0,88,0,0,0,8,0,14,13,14,7,63,0,0,0,0,0,0,0,0,0,0,0,3,9,17,9,12,11,8,4,69,0,27,18,46,23,14,23,8,0,177,0,3,11,51,41,29,20,7,0,160,0,4,6,51,33,28,22,6,0,145,6,0,0,55,4,7,15,4,0,95,0,0,6,34,10,5,0,0,0,57,0,0,0,0,8,5,0,7,0,19,10,28,30,55,24,19,6,9,5,179,0,6,34,68,71,73,38,8,3,308,0,0,0,0,4,9,0,0,0,10,0,0,0,3,3,5,0,0,0,14,0,26,38,210,86,66,75,72,31,612,21,69,78,173,123,115,76,78,53,790,947,2761,3463,5998,3436,3154,2468,1491,786,24499
