POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3078,9,30,23,10,15,12,5,101,4,5,0,0,7,3,0,16,0,0,0,0,0,0,0,3,18,56,58,25,40,32,19,250,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,19,55,59,25,43,31,19,258,6,14,7,0,9,5,9,50,0,0,0,0,0,0,0,0,26,74,69,26,53,34,24,308
POA3079,12,22,20,16,28,24,9,134,4,0,0,0,6,0,3,13,0,0,0,0,3,0,0,3,29,62,48,43,79,46,32,341,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,3,5,0,7,0,0,14,26,63,53,43,83,46,32,356,10,14,14,19,16,9,10,91,0,0,0,0,0,0,0,0,42,77,61,60,96,56,43,444
POA3081,10,35,30,19,33,20,10,157,5,4,4,0,0,0,0,8,4,0,0,0,4,0,0,9,46,74,59,51,60,40,24,351,0,4,0,3,4,0,3,16,4,3,3,3,6,0,5,20,5,10,3,8,7,3,4,36,50,87,66,54,68,42,24,384,54,70,32,23,38,27,17,268,0,6,0,0,0,0,0,12,103,161,95,74,110,72,44,662
POA3082,30,67,53,40,53,24,18,296,4,8,9,4,3,0,0,28,4,0,0,0,0,0,0,9,62,133,112,87,140,67,46,645,8,9,0,3,0,0,0,26,7,11,0,4,6,5,0,29,11,15,3,6,11,7,0,51,79,152,114,96,148,73,48,697,85,109,58,30,55,26,16,373,0,0,0,5,0,0,0,9,164,260,172,130,196,93,65,1081
POA3083,31,62,45,45,54,36,15,286,6,10,4,8,4,0,3,35,3,0,4,0,0,0,0,9,72,127,103,83,129,85,48,656,7,4,9,4,5,0,0,29,4,8,4,4,6,0,0,23,10,12,8,5,5,3,3,54,82,140,117,92,138,90,51,704,60,64,46,43,45,21,16,293,7,0,0,0,0,0,0,8,151,209,162,135,177,113,68,1012
POA3084,24,40,33,30,36,36,15,209,5,0,3,4,0,3,0,20,0,0,0,0,4,0,0,9,56,97,84,85,113,75,48,550,0,4,0,0,0,4,3,8,3,3,7,5,0,0,0,24,3,10,7,10,5,4,3,33,59,105,88,97,119,77,46,578,19,30,22,24,16,13,8,130,0,0,0,0,0,0,0,0,76,136,111,112,129,87,55,712
POA3085,4,34,21,14,31,14,10,130,0,6,3,0,0,0,0,12,0,0,0,4,0,0,0,3,22,66,48,47,72,39,24,315,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,22,66,46,47,73,40,24,317,25,26,16,12,12,7,6,102,4,0,0,0,0,0,0,4,47,87,61,56,89,49,31,424
POA3087,9,38,23,23,28,4,8,130,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,17,63,45,43,52,21,20,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,63,45,43,53,21,20,265,18,19,16,11,17,0,0,78,0,0,0,0,3,0,0,3,38,78,64,49,71,27,20,339
POA3088,22,66,58,47,56,22,12,280,5,3,9,3,5,0,0,28,0,0,0,0,0,0,0,0,55,126,126,87,156,56,33,642,0,0,4,0,0,0,0,10,0,11,0,6,4,0,3,28,5,15,10,0,8,5,3,41,55,141,134,93,164,63,39,683,36,43,39,35,25,15,7,190,0,0,0,0,0,0,0,0,93,184,174,125,183,69,46,876
POA3089,11,27,19,15,19,18,9,115,3,5,5,0,0,0,0,12,0,0,0,0,0,0,0,4,26,60,48,38,66,38,26,301,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,23,62,53,39,66,40,26,305,18,21,11,3,9,6,0,69,0,0,0,0,0,0,0,0,41,81,62,40,73,49,23,378
POA3090,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,3,24,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,6,0,10,9,3,37
POA3091,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,16,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,3,4,0,0,22
POA3093,4,6,7,5,6,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,14,11,17,20,8,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,17,20,8,13,82,0,3,8,7,7,0,0,24,0,0,0,0,0,0,0,0,13,14,14,20,23,7,8,105
POA3094,17,24,20,17,23,8,5,112,4,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,26,47,47,40,45,24,14,239,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,9,27,46,49,35,47,24,14,244,14,24,20,4,3,4,0,70,0,0,0,0,0,0,0,4,45,74,68,44,54,28,14,318
POA3095,9,43,45,44,58,18,6,226,3,0,6,4,0,0,4,22,0,0,0,0,0,0,0,4,34,102,121,107,146,76,49,643,0,0,0,0,5,0,0,3,0,7,4,0,0,0,0,16,0,7,4,4,5,0,0,22,33,114,123,115,149,76,53,656,37,36,18,16,26,11,9,151,0,0,0,3,0,0,0,0,72,146,143,132,170,91,59,815
POA3096,0,5,3,4,8,0,3,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,10,12,8,18,8,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,10,11,4,23,8,6,61,3,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,4,13,17,8,25,8,6,76
POA3097,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,17,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,3,3,9,0,0,23,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,8,3,9,0,0,32
POA3099,6,8,9,4,13,3,3,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,17,19,18,33,14,5,109,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,21,18,33,14,5,112,3,7,3,4,4,0,0,28,3,0,0,0,0,0,0,5,17,25,28,18,38,14,5,144
POA3101,14,29,29,31,35,28,16,169,0,8,0,5,4,0,0,11,0,0,0,0,0,0,0,4,35,80,99,99,118,80,44,562,0,0,3,0,3,8,4,15,0,6,3,0,4,3,3,14,0,3,5,0,11,8,3,29,39,88,105,102,124,91,51,593,20,37,31,27,47,30,28,222,0,0,0,5,0,0,0,6,54,126,137,133,172,123,75,823
POA3102,9,10,13,7,14,15,3,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,30,27,20,38,27,12,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,14,30,33,22,38,31,12,176,6,9,3,11,13,5,8,49,0,0,0,0,0,0,0,0,23,41,36,32,43,35,25,223
POA3103,16,28,31,21,36,26,11,174,3,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,38,58,61,53,95,56,34,398,0,0,8,5,3,0,0,13,0,0,0,0,0,0,0,16,0,4,4,6,6,0,0,29,38,63,66,65,104,63,33,427,13,40,46,30,53,45,21,247,0,0,5,0,0,0,0,8,52,104,111,91,158,107,61,682
POA3104,12,41,37,34,52,39,19,233,0,0,0,3,4,3,0,12,0,0,0,0,0,0,0,9,30,79,79,64,107,92,49,508,0,0,4,0,5,3,0,14,0,5,4,8,4,0,0,18,0,5,7,5,3,7,0,36,30,89,88,70,117,98,52,542,19,33,48,45,64,48,29,288,0,0,4,0,3,3,0,11,50,125,135,117,183,155,79,842
POA3105,11,22,14,5,18,14,12,92,5,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,25,41,29,23,56,33,25,229,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,25,41,29,23,57,39,25,237,16,20,21,11,17,6,7,101,0,4,0,0,0,0,0,4,37,70,47,35,71,44,34,336
POA3106,6,42,22,25,38,21,12,167,0,3,7,0,0,0,0,15,0,4,0,0,0,0,0,4,17,73,54,41,66,51,24,316,0,0,0,0,0,0,0,4,3,16,0,0,0,0,0,25,4,16,9,0,0,4,0,28,22,88,62,38,66,48,24,348,12,28,20,10,29,21,17,140,0,0,0,0,0,0,0,3,34,118,82,56,91,70,37,487
POA3107,12,20,28,21,34,20,13,156,3,0,0,4,3,0,0,18,0,4,3,5,0,0,0,6,27,70,67,57,77,39,20,364,0,4,0,0,4,0,0,8,0,0,0,6,0,0,0,8,0,4,4,8,4,0,0,11,25,74,69,61,75,46,20,378,8,24,14,17,30,8,8,102,0,4,0,0,0,0,0,7,36,100,82,76,108,57,29,489
POA3108,22,52,30,46,49,41,19,255,0,3,8,0,5,6,0,25,0,3,5,0,5,0,0,11,52,126,75,81,121,95,47,600,0,6,5,0,0,0,0,11,0,7,5,4,5,4,0,25,3,12,14,4,6,3,6,42,50,135,84,89,127,101,50,640,31,57,51,40,52,35,28,290,0,0,0,0,0,0,0,3,86,191,138,128,186,135,81,937
POA3109,29,77,56,36,60,32,25,301,0,0,7,4,5,6,5,26,0,0,0,0,0,0,0,5,47,139,106,89,133,78,67,667,0,0,0,4,3,9,3,19,5,12,6,4,0,0,0,29,5,16,6,6,3,10,3,49,55,155,118,95,138,85,73,719,23,71,38,27,41,40,32,280,0,0,0,0,0,4,0,6,75,230,155,124,181,129,104,1002
POA3111,9,22,29,21,23,6,5,111,3,0,0,0,0,0,0,10,0,0,5,0,0,0,0,8,15,48,57,40,60,39,18,271,0,0,0,0,0,4,0,6,0,4,0,0,0,3,0,11,0,4,0,0,0,3,0,12,14,55,60,44,56,43,19,288,9,10,12,6,14,8,6,74,0,0,0,0,0,0,0,4,30,58,72,48,74,49,26,364
POA3113,9,12,16,6,16,6,5,68,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,13,31,34,21,51,17,8,183,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,4,13,34,34,21,56,17,10,190,15,9,14,6,9,7,9,58,0,0,0,0,0,0,0,0,28,40,44,31,58,20,20,247
POA3114,4,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,10,10,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,10,10,3,41,0,3,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,8,4,7,12,13,3,51
POA3115,0,0,3,3,4,6,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,10,16,14,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,10,16,16,0,58,0,4,0,6,6,0,0,14,0,0,0,0,0,0,0,0,0,9,8,11,17,14,3,74
POA3116,7,23,16,11,28,12,4,106,6,5,3,7,0,0,0,22,0,4,5,0,6,0,0,18,23,65,48,44,73,28,14,286,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,13,23,66,46,49,74,29,14,296,29,48,24,12,24,8,0,142,0,0,0,0,0,0,0,0,53,115,67,61,97,38,16,438
POA3121,9,30,19,9,19,19,7,128,3,7,3,5,0,0,0,24,0,0,0,0,0,0,0,0,38,76,74,49,56,67,32,390,3,0,0,4,9,0,0,10,6,7,5,0,3,5,4,34,8,7,5,9,9,8,4,41,45,85,79,50,66,76,39,437,46,64,32,32,45,22,21,260,0,0,0,0,0,0,0,4,89,151,106,84,114,95,56,702
POA3122,12,18,16,8,21,13,13,103,4,5,5,4,0,0,0,16,0,3,0,0,0,0,0,6,32,63,56,39,70,49,36,335,0,6,0,0,0,0,0,5,0,4,3,0,0,0,0,8,0,6,7,0,0,0,0,14,28,72,59,39,66,47,36,348,17,17,16,7,31,17,10,115,0,0,0,0,0,0,0,0,44,88,81,48,96,62,50,464
POA3123,10,25,13,11,12,11,8,94,4,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,23,65,47,38,43,49,24,289,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,6,0,6,3,4,4,0,0,12,24,69,47,37,42,47,24,302,3,14,15,9,21,14,6,82,0,0,0,0,0,0,0,0,32,85,67,55,62,65,27,385
POA3124,14,28,30,25,34,32,8,178,3,0,6,3,0,0,0,14,0,0,0,3,0,0,0,9,38,77,66,50,78,73,46,443,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,19,0,4,4,0,10,0,0,22,40,83,73,50,87,72,45,464,12,34,20,25,27,28,22,165,5,0,0,0,0,0,0,9,66,120,93,79,112,100,67,637
POA3125,11,25,23,14,27,19,12,127,0,7,3,3,3,0,0,16,0,0,0,0,0,6,0,3,17,64,54,44,64,39,31,325,0,0,3,0,0,0,0,8,0,3,5,4,6,0,0,12,5,3,5,3,7,0,0,22,18,69,59,45,71,43,31,343,28,36,30,24,23,14,11,166,3,6,0,0,0,0,0,6,49,108,94,75,94,58,41,518
POA3126,5,12,20,11,10,11,8,81,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,24,29,23,32,36,21,168,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,23,32,23,32,36,21,178,3,13,15,11,26,18,15,107,0,3,3,0,0,0,0,7,11,37,50,39,62,53,38,291
POA3127,8,18,24,13,25,29,12,134,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,24,66,63,42,64,69,35,363,0,4,5,0,0,0,0,10,4,3,4,0,0,0,0,11,5,6,4,0,0,0,3,22,26,65,71,47,62,69,35,379,25,17,17,17,20,20,14,129,0,0,0,0,0,0,0,0,51,78,83,67,91,92,52,509
POA3128,24,53,26,33,28,24,19,208,8,6,8,7,3,0,0,20,0,0,0,0,0,0,0,0,42,95,58,68,93,59,49,468,0,4,0,3,3,5,8,15,5,3,0,6,0,0,3,22,5,8,3,9,9,0,6,37,49,105,66,75,96,66,53,505,28,33,22,37,55,46,21,242,0,0,0,0,0,3,0,0,73,140,86,107,153,110,76,749
POA3129,20,39,38,35,49,26,12,222,3,3,3,0,5,0,0,16,0,0,0,0,0,0,0,3,35,74,68,76,102,76,43,473,0,8,0,0,0,0,0,11,3,3,0,0,0,0,0,12,3,8,0,0,0,0,0,16,39,82,66,76,106,78,45,495,26,39,29,23,39,14,12,186,0,0,0,0,0,0,0,3,63,123,102,105,145,90,57,687
POA3130,24,42,52,39,67,29,29,284,4,6,4,0,3,6,3,25,0,0,3,0,0,0,0,9,54,108,126,81,154,105,77,708,0,7,0,0,0,0,0,12,9,0,5,0,5,4,6,29,6,9,5,7,5,6,6,42,63,117,127,84,166,113,82,751,28,48,33,36,38,36,23,241,0,0,0,0,0,0,0,0,86,165,160,123,200,146,100,990
POA3131,16,45,31,28,36,27,22,220,5,4,0,0,0,0,0,11,0,0,0,0,0,3,0,7,42,92,84,60,99,76,42,495,0,0,4,0,4,5,0,9,0,3,0,0,0,3,0,17,0,3,4,0,9,4,0,28,42,96,85,60,108,82,42,516,26,37,11,19,31,22,10,157,0,0,0,0,0,0,0,0,65,132,98,82,133,100,56,680
POA3132,7,36,22,11,26,14,10,125,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,26,68,41,31,67,48,30,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,26,68,41,30,71,44,30,311,23,31,13,5,14,18,12,114,0,0,0,0,0,0,0,3,41,95,59,39,86,64,43,427
POA3133,12,31,41,21,45,19,13,189,0,3,0,0,5,0,0,17,0,3,0,0,0,0,0,3,35,83,92,68,110,69,39,502,0,0,0,0,0,4,3,8,0,4,10,0,0,0,0,14,0,3,8,0,4,4,3,27,34,89,101,71,110,77,43,526,28,42,31,21,41,32,3,197,0,0,0,0,0,0,0,7,63,128,131,92,157,102,47,733
POA3134,35,87,66,47,78,55,24,389,8,3,0,0,5,6,0,27,0,3,0,0,5,0,0,16,71,168,157,96,187,125,65,856,3,4,0,4,9,0,3,25,7,3,4,6,8,3,0,30,6,11,4,8,17,3,3,53,75,180,162,101,203,125,64,906,38,63,43,28,47,22,10,253,0,0,0,0,0,0,0,3,111,238,202,133,250,153,76,1164
POA3135,18,60,36,16,33,26,9,198,4,0,0,5,6,5,0,15,0,0,0,0,0,0,0,3,29,112,77,58,87,68,40,475,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,10,0,0,5,0,4,0,6,16,36,117,82,58,90,68,40,488,33,41,27,24,14,9,6,156,4,6,0,0,0,0,0,3,68,165,107,85,113,81,47,650
POA3136,65,173,115,83,87,49,25,599,8,9,8,11,11,4,0,57,7,0,3,6,5,0,0,23,125,311,232,194,247,144,68,1331,0,4,6,6,0,0,0,15,4,7,3,7,4,0,0,27,5,11,7,10,12,0,0,44,130,320,236,205,256,147,71,1369,93,113,57,44,51,25,14,393,0,0,3,4,0,0,0,7,220,439,292,252,310,178,83,1769
POA3137,23,57,37,32,36,15,3,205,4,5,0,4,8,0,6,31,0,0,0,0,0,0,0,7,45,105,73,63,92,38,21,434,3,0,0,0,0,0,0,6,0,5,0,4,0,0,0,6,5,3,3,4,0,0,0,18,47,105,74,68,90,38,21,448,39,40,27,8,18,6,3,146,0,0,0,0,0,0,0,0,90,152,104,76,110,45,21,599
POA3138,29,73,53,36,48,20,12,273,9,0,6,0,3,0,6,28,0,6,0,0,0,5,0,15,48,135,110,80,121,41,35,577,0,0,4,0,3,0,0,9,6,5,3,0,0,0,0,15,3,9,8,4,0,0,0,31,57,143,118,81,126,46,35,608,64,65,36,20,37,17,3,230,0,0,0,4,0,0,0,6,116,206,153,103,165,57,40,844
POA3139,21,42,34,24,31,7,5,163,0,8,4,0,0,0,0,15,3,0,0,0,4,0,0,8,32,72,69,47,64,16,6,312,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,5,5,3,0,0,0,0,3,16,36,77,67,49,67,20,10,327,44,41,28,22,14,7,0,158,0,0,0,0,0,0,0,0,79,120,92,67,80,22,14,480
POA3140,18,61,49,36,47,16,8,235,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,36,86,90,72,113,38,15,456,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,0,3,3,5,7,0,0,17,35,93,93,73,118,40,15,468,34,53,32,36,22,13,4,181,0,0,0,0,0,0,0,0,68,142,128,103,141,50,19,652
POA3141,5,27,19,11,23,12,10,99,3,5,0,0,0,0,0,12,0,0,0,4,0,0,0,14,30,56,45,37,52,36,30,281,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,7,5,0,14,30,66,45,34,51,37,32,298,37,41,23,19,24,26,14,184,0,4,0,0,0,0,0,3,61,107,68,60,80,60,45,484
POA3142,9,17,12,6,13,7,9,77,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,3,19,36,30,22,37,28,20,191,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,23,36,29,25,44,28,20,202,9,16,24,15,26,13,21,126,0,0,0,0,0,0,0,0,33,55,54,38,67,48,38,329
POA3143,9,15,7,10,10,13,10,76,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,51,22,28,29,25,13,198,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,4,5,0,0,4,0,0,9,26,52,22,28,30,25,15,209,7,5,9,5,15,10,11,66,0,0,0,0,0,0,0,0,38,65,37,25,49,43,24,278
POA3144,11,22,13,12,22,18,9,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,21,44,32,26,49,33,16,224,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,17,45,34,26,49,34,19,231,6,8,11,6,16,19,15,85,0,0,0,0,0,0,0,0,29,58,45,36,69,50,33,319
POA3145,17,37,30,22,28,24,10,167,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,43,67,76,52,84,67,32,417,0,5,0,0,0,0,0,9,0,0,0,6,0,0,0,13,0,3,0,8,4,0,3,21,43,72,79,55,83,67,38,437,11,26,20,15,13,20,11,112,0,0,4,0,0,0,0,6,53,94,103,74,101,84,42,550
POA3146,19,40,24,33,42,38,12,210,3,5,0,0,4,4,0,21,0,0,5,0,0,0,3,3,38,90,83,77,123,82,42,525,0,10,6,3,3,0,0,13,0,5,4,0,3,0,0,16,0,13,4,5,9,0,0,28,38,99,84,81,127,81,42,560,15,24,17,21,35,17,18,134,0,0,0,0,0,0,0,0,54,126,107,92,166,98,57,695
POA3147,15,37,24,14,26,21,8,145,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,24,77,68,56,71,43,27,365,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,7,0,4,0,0,0,5,0,11,24,79,69,56,76,48,30,383,14,25,13,28,21,17,9,136,0,0,0,5,0,0,0,10,44,105,90,86,94,69,40,521
POA3148,15,16,18,11,12,12,4,81,7,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,24,38,34,23,29,25,17,199,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,7,0,0,0,0,3,5,0,14,24,46,40,24,35,25,17,215,25,23,15,9,26,14,3,113,4,5,0,0,0,0,0,11,60,70,52,34,64,42,22,335
POA3149,23,60,51,44,60,40,22,300,6,6,0,5,8,5,0,16,0,0,0,0,4,4,4,13,48,155,111,109,159,110,58,744,0,6,0,0,0,4,0,14,0,4,5,4,9,3,4,27,0,14,5,4,9,6,5,36,49,159,116,108,165,114,63,782,18,33,34,35,64,50,30,267,0,0,0,0,0,0,5,8,68,200,155,146,233,162,94,1053
POA3150,43,109,99,75,102,92,45,553,9,8,5,11,3,8,7,47,0,3,0,3,11,3,0,26,89,230,206,166,255,207,104,1261,0,12,0,9,10,4,0,29,4,5,10,5,13,12,4,56,4,15,9,15,23,16,4,84,95,244,214,179,275,219,109,1345,41,106,102,86,139,86,95,664,0,4,4,3,0,0,0,16,146,355,319,270,421,312,202,2025
POA3151,4,16,8,9,14,13,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,15,17,39,17,15,148,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,6,9,33,19,16,39,21,15,157,16,15,11,10,16,10,15,95,0,0,0,0,0,0,0,0,27,45,28,28,54,33,30,250
POA3152,24,63,55,35,46,42,25,283,3,10,5,4,10,4,0,33,0,6,3,0,4,0,0,14,62,143,133,89,135,110,57,730,0,4,3,0,3,0,0,11,7,10,5,5,8,0,0,39,7,14,9,5,14,0,0,49,68,157,148,98,150,113,61,782,71,71,53,33,53,19,17,306,0,3,0,0,0,0,0,4,137,231,195,126,205,132,77,1093
POA3153,35,59,39,35,52,24,10,250,5,7,4,0,5,0,0,28,0,0,0,3,0,0,0,11,59,124,98,85,121,52,23,575,0,0,3,0,5,0,0,9,8,4,8,0,3,0,0,20,5,9,7,3,7,0,0,31,70,133,108,85,124,52,28,602,64,64,44,26,35,15,11,255,0,4,0,0,0,0,0,5,132,194,146,113,165,71,38,866
POA3154,6,22,9,7,3,4,0,55,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,27,14,16,26,15,4,111,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,9,34,18,16,26,15,4,114,7,17,3,0,3,0,0,33,0,0,0,0,0,0,0,0,15,48,17,16,28,15,4,150
POA3155,38,85,58,39,48,27,13,307,7,6,9,3,5,4,0,30,0,0,4,0,0,0,0,11,59,131,129,86,121,65,44,643,0,6,10,0,4,0,0,20,0,4,0,0,0,0,0,11,0,10,5,0,6,0,0,32,66,146,138,91,128,65,44,670,94,89,43,43,40,6,9,320,0,0,0,0,0,0,0,3,159,233,184,131,171,75,47,1000
