POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3723,5,12,5,9,5,0,0,28,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,23,12,11,11,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,11,11,0,0,63,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,23,12,11,8,0,0,67
POA3725,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,9
POA3726,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
POA3727,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,14
POA3728,8,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,8,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,8,4,0,0,20,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,6,6,9,6,0,0,31
POA3730,25,44,29,19,17,4,0,136,9,0,0,0,0,0,0,18,0,0,0,0,4,0,0,4,39,77,46,29,46,4,3,245,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,16,0,3,3,3,0,0,0,15,46,82,48,37,47,4,3,265,36,37,16,9,3,0,0,105,0,0,4,0,0,0,0,4,78,128,65,46,53,4,3,376
POA3732,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,13,4,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,8,3,3,0,0,29
POA3733,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8
POA3735,5,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,4,0,0,14,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,3,0,7,0,0,21
POA3737,7,13,18,18,7,0,0,57,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,15,26,26,17,0,0,97,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,7,9,20,27,34,17,0,0,107,10,16,3,5,10,0,0,47,0,0,0,0,0,0,0,0,23,32,32,35,21,5,0,156
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,12
POA3739,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,13
POA3740,0,0,3,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,29
POA3741,0,16,8,3,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,6,12,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,6,12,4,0,64,8,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,13,20,22,12,15,6,0,87
POA3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
POA3747,4,16,16,14,11,0,0,62,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,42,26,24,28,5,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,15,41,26,24,28,5,0,142,11,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,24,50,31,28,31,4,0,161
POA3749,3,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,11,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,16,3,5,11,3,0,47,0,5,3,0,7,0,0,15,0,0,0,0,0,0,0,3,10,21,3,8,15,3,0,62
POA3750,28,58,43,28,38,15,3,209,4,5,4,3,4,0,0,19,0,0,0,0,0,0,0,3,57,132,87,54,76,36,14,459,5,11,3,3,4,0,0,27,5,7,6,3,10,0,0,29,9,15,4,5,11,4,0,55,65,150,95,59,86,38,14,515,100,124,61,43,51,26,18,418,0,3,0,0,0,0,0,3,167,282,159,104,139,61,27,936
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4
POA3752,41,72,52,37,51,29,15,291,3,3,0,0,0,0,3,19,0,0,0,0,0,0,0,7,60,134,103,79,113,69,45,600,0,7,0,3,4,3,0,25,5,12,7,0,7,0,0,28,3,23,5,5,7,6,0,57,64,151,110,84,125,76,48,655,53,73,45,32,56,18,8,282,4,4,0,0,0,0,0,17,120,221,157,122,181,100,49,956
POA3753,9,15,3,6,3,0,0,39,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,20,28,17,9,11,6,0,84,0,0,0,0,4,0,0,5,0,3,0,0,0,0,0,4,0,3,0,0,4,0,0,15,20,32,21,13,14,4,0,96,22,20,12,6,8,0,0,75,0,0,0,0,0,0,0,7,41,61,35,19,19,5,3,172
POA3754,96,196,156,120,130,42,17,765,18,27,11,7,10,0,0,84,4,4,0,0,3,0,0,16,179,406,324,242,328,116,58,1645,7,7,8,9,7,4,0,41,7,25,8,10,3,3,0,55,13,30,18,13,12,5,0,96,195,440,338,257,340,127,56,1744,184,214,134,87,81,36,9,748,3,3,0,8,0,0,0,19,378,661,470,349,426,157,71,2508
POA3755,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3756,30,54,33,20,30,7,5,174,10,5,11,3,0,0,0,30,3,3,0,0,0,0,0,8,60,108,78,61,73,20,17,424,0,8,5,0,3,0,0,16,7,17,0,0,0,0,0,37,7,23,10,4,0,0,0,48,70,127,86,61,78,24,17,471,112,106,51,25,28,5,7,333,6,3,0,0,0,0,0,12,182,237,142,91,109,30,25,819
POA3757,8,20,23,20,23,6,5,111,7,4,0,3,7,0,0,23,0,0,0,0,0,0,0,3,17,50,46,35,63,20,15,241,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,18,48,49,34,64,20,15,251,20,46,17,11,25,5,6,119,0,0,0,0,0,0,0,0,41,90,70,46,89,21,16,373
POA3758,3,3,3,5,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,5,7,3,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,3,5,0,0,40,5,7,0,0,3,0,0,14,0,0,0,0,0,0,0,0,11,14,11,5,10,0,0,53
POA3759,0,0,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,20,0,0,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,8,5,0,4,31
POA3760,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
POA3761,0,0,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,9,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,9,3,0,29,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,8,6,9,3,0,33
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3763,0,3,6,7,4,0,0,21,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,6,7,3,9,8,0,4,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,9,8,0,4,40,0,4,3,0,4,0,0,8,0,0,0,0,0,0,0,4,5,10,6,9,13,0,4,50
POA3764,15,35,39,17,25,6,10,133,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,6,33,63,61,48,70,19,11,302,0,4,0,0,0,0,0,3,3,5,0,0,3,0,0,16,3,8,5,0,5,0,0,22,33,72,66,50,74,22,11,325,38,35,19,7,14,5,5,128,0,4,0,0,0,0,0,8,71,118,82,58,88,29,13,455
POA3765,4,20,5,9,8,6,4,51,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,13,33,27,22,18,16,7,131,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,4,0,3,0,0,0,10,12,35,27,25,17,16,7,138,12,13,8,3,5,6,0,43,0,0,0,0,0,0,0,0,25,46,31,28,19,20,11,176
POA3766,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,6,0,26
POA3767,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,6,0,23,5,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,5,8,8,4,7,3,0,32
POA3770,6,10,5,7,10,4,0,37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,7,16,18,10,12,9,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,10,12,9,5,74,4,5,0,3,0,0,0,19,0,0,0,0,0,0,0,0,17,20,22,10,10,9,5,86
POA3775,3,10,12,9,6,4,5,47,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,3,11,16,14,13,14,11,6,74,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,11,18,14,13,16,10,6,80,5,4,8,4,6,0,0,28,0,0,0,0,0,0,0,4,14,22,18,17,20,14,8,113
POA3777,22,38,33,21,28,10,0,152,0,0,5,5,4,0,0,16,0,0,0,0,0,0,0,3,34,61,50,50,59,25,6,273,0,4,0,0,0,0,0,5,0,4,0,0,6,0,0,19,0,4,0,0,6,0,0,22,34,65,55,48,61,25,6,294,26,37,17,14,15,4,0,112,0,0,0,0,0,0,0,0,55,105,73,63,77,28,9,410
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,10
POA3781,3,13,15,8,16,4,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,22,28,22,25,6,3,119,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,9,23,30,22,25,6,3,125,17,7,8,0,10,0,0,45,0,6,0,0,0,0,0,6,30,35,35,22,33,11,3,172
POA3782,8,25,7,10,15,4,6,78,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,4,19,42,33,19,30,11,5,168,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,19,42,34,22,34,10,5,177,8,6,13,12,3,0,6,47,0,0,0,0,0,0,0,0,26,53,48,37,37,10,9,221
POA3783,5,8,10,3,4,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,11,8,15,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,8,15,7,0,69,0,10,4,0,0,0,0,21,0,0,0,0,0,0,0,3,8,25,18,14,13,7,0,88
POA3785,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3786,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,0,6,0,0,14,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,6,4,0,25
POA3787,0,6,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,9,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,9,0,3,23,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,5,8,6,9,9,0,3,33
POA3788,0,6,6,0,6,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,7,11,4,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,12,11,4,3,41,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,4,9,13,7,4,3,49
POA3789,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3791,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,0,23,0,4,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,7,0,11,3,0,33
POA3792,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,5,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,8,6,0,24,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,8,5,3,8,6,0,30
POA3793,12,17,6,4,15,0,0,63,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,16,23,23,12,30,14,6,124,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,24,23,12,30,14,6,129,8,13,4,4,4,0,0,33,0,0,0,0,0,0,0,4,19,39,32,20,30,14,6,166
POA3795,3,6,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,7,0,0,21,3,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,7,9,3,3,7,0,0,32
POA3796,27,35,25,12,17,0,3,127,0,3,0,0,6,4,0,11,0,0,0,0,0,0,0,3,31,54,33,21,49,15,17,221,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,7,31,54,38,24,49,17,17,231,12,29,7,3,4,3,0,65,0,0,0,0,0,0,0,0,46,89,42,31,52,18,16,297
POA3797,11,23,10,10,12,7,0,67,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,29,18,16,13,8,0,99,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,4,21,29,17,20,13,8,0,105,16,13,11,7,0,0,0,48,0,0,0,0,0,0,0,0,31,41,24,23,18,3,0,145
POA3799,7,15,19,18,15,8,6,89,0,6,5,4,3,0,0,11,0,7,0,0,4,0,0,6,16,29,44,34,38,23,0,186,0,3,4,0,3,0,0,10,0,0,5,0,0,0,0,8,0,4,4,0,4,0,0,19,20,29,47,36,44,19,0,199,27,28,22,17,13,4,0,111,0,0,0,0,0,0,0,6,41,60,74,52,55,29,8,317
POA3802,27,50,47,26,29,18,11,205,13,7,4,3,4,0,0,29,0,3,7,0,0,0,0,11,60,105,82,74,85,48,19,473,0,9,4,5,6,3,5,29,0,4,3,0,0,0,0,12,0,13,8,6,13,5,5,47,64,119,88,73,97,50,28,522,66,89,46,42,41,25,17,331,0,7,0,0,0,0,0,10,128,210,134,113,139,76,49,858
POA3803,10,24,20,13,22,11,5,104,0,6,0,0,3,3,0,13,0,3,0,0,0,0,0,7,28,51,35,29,39,22,15,222,5,11,0,3,0,0,0,18,6,14,3,0,4,0,0,30,8,18,3,3,4,0,0,44,40,74,42,34,47,27,13,267,44,48,19,16,22,18,11,181,3,0,0,0,0,0,0,8,86,120,61,52,67,46,23,458
POA3804,3,9,3,4,9,3,5,35,0,0,0,0,0,4,0,10,0,5,0,0,0,0,0,9,10,20,7,17,22,14,11,98,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,24,7,16,23,14,11,102,18,12,12,4,8,7,0,56,0,0,0,4,0,0,0,8,35,33,22,23,28,19,12,166
POA3805,83,179,121,85,120,48,23,667,17,16,14,12,4,7,3,70,8,9,7,4,9,0,3,29,181,311,247,202,267,148,66,1425,9,13,7,13,18,6,4,69,14,22,7,4,15,7,0,67,26,34,16,19,33,10,5,137,204,341,261,217,304,155,72,1565,205,222,128,82,117,51,38,843,6,7,5,11,0,0,0,31,418,570,398,308,417,210,113,2439
POA3806,63,142,81,62,83,49,24,498,7,15,12,5,12,0,4,51,0,9,7,3,9,0,0,21,120,295,225,184,279,141,62,1307,0,8,5,5,0,0,0,23,0,13,12,4,10,4,5,45,3,26,14,9,14,6,5,69,125,320,243,191,286,146,67,1376,125,145,66,40,56,40,22,493,4,6,0,0,4,0,0,12,248,470,307,236,347,182,89,1886
POA3807,10,15,17,11,14,3,7,69,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,26,30,24,35,16,14,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,30,24,35,16,14,160,15,11,8,5,5,0,0,44,0,0,0,0,0,0,0,0,32,40,36,26,43,15,19,206
POA3808,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,6,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,5,0,0,24,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,6,9,9,3,38
POA3809,29,69,45,32,44,24,6,251,3,18,9,3,3,0,7,45,0,0,0,4,0,0,0,11,64,150,93,79,124,60,38,601,0,3,4,0,3,0,0,14,7,12,3,6,0,0,0,29,7,16,7,3,7,0,0,38,70,165,98,82,130,58,38,641,70,67,28,18,23,11,4,224,4,3,7,0,0,0,0,13,141,235,133,108,148,68,42,876
POA3810,153,249,161,104,142,44,22,877,27,30,17,8,12,5,10,117,10,25,14,9,10,8,0,73,281,512,327,232,309,143,70,1880,12,26,13,3,15,7,5,81,19,30,8,11,8,0,0,90,32,61,26,17,23,9,4,169,319,575,349,251,333,152,77,2055,331,362,179,108,113,44,12,1146,13,17,7,7,0,0,0,45,660,952,534,359,448,193,93,3238
POA3812,6,3,0,0,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9,6,8,3,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,6,8,3,7,39,9,3,6,3,4,0,0,26,0,0,0,0,0,0,0,0,17,15,8,5,14,3,7,62
POA3813,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,5,0,6,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,7,6,4,24,0,0,3,0,4,0,0,10,0,4,0,0,0,0,0,4,0,10,11,6,11,6,4,36
