POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3079,6825,7626,14453,3370,2268,5636,1086,2083,3169,191,314,501,182,164,344,4833,4818,9648,1777,2574,4353,3.8,3.4,3.6,70.8,63.2,66.8,68.1,61.1,64.4,1030,1067,2104,248,501,751,2048,2343,4390,587,700,1280,684,348,1036,31,45,70,79,127,206,789,521,1311,6737,7409,14145,1042,1225,2271,4518,4971,9490,2967,3348,6321
POA3081,5724,5924,11649,2304,1604,3911,877,1430,2309,231,279,512,276,192,470,3693,3508,7202,1642,2095,3731,7.5,5.6,6.6,64.6,59.2,61.8,59.7,55.9,57.8,506,566,1072,122,272,399,1071,1376,2454,488,552,1033,852,477,1328,50,69,119,76,88,164,982,635,1611,5377,5515,10884,1010,1113,2124,3228,3439,6670,2745,2818,5559
POA3082,11898,12374,24271,5369,3121,8486,1691,3122,4812,460,507,967,510,378,889,8027,7128,15155,3420,4775,8194,6.4,5.3,5.9,67.4,57.6,62.4,63.2,54.6,58.8,670,682,1349,159,341,502,1626,2155,3783,1109,1364,2469,2449,1195,3652,92,115,209,164,267,427,2707,1580,4282,12380,12670,25055,1213,1184,2399,9353,9638,18992,3610,3631,7242
POA3083,13613,13431,27049,5326,3174,8503,2252,3475,5727,490,582,1068,648,496,1144,8719,7723,16443,4168,5102,9275,7.4,6.4,7,64.1,57.5,60.8,59.3,53.8,56.6,1209,1116,2332,232,390,624,2337,2639,4971,1212,1372,2592,2201,1009,3206,90,120,210,157,242,396,2450,1367,3818,12794,12515,25311,2323,2219,4544,8729,8937,17663,5685,5154,10831
POA3084,10561,11546,22108,4982,3231,8212,1542,3107,4650,371,474,845,316,261,580,7215,7074,14281,3035,4120,7157,4.4,3.7,4.1,68.3,61.2,64.6,65.3,59,62,1453,1430,2878,352,718,1070,2746,3228,5968,912,1067,1977,1461,710,2174,50,70,119,123,233,361,1631,1019,2651,11047,11755,22799,1544,1707,3252,7691,8153,15837,4340,4765,9106
POA3085,5577,5889,11466,2871,1594,4463,739,1610,2353,155,276,432,169,146,317,3937,3634,7566,1460,2110,3572,4.3,4,4.2,70.6,61.7,66,67.5,59.2,63.3,553,591,1145,182,306,486,1246,1447,2687,574,665,1237,978,418,1399,36,50,81,78,103,180,1093,569,1657,5682,6162,11850,892,764,1657,3835,4252,8086,2381,2308,4689
POA3087,3631,3835,7464,1754,1024,2777,496,1036,1528,122,207,327,107,98,200,2482,2356,4842,1043,1364,2408,4.2,4.1,4.2,68.4,61.5,64.8,65.5,59,62.1,253,301,559,76,197,268,649,829,1478,352,394,744,841,353,1194,31,48,77,39,66,105,911,467,1374,3846,4028,7871,440,428,870,2806,2974,5779,1247,1252,2495
POA3088,10579,11554,22134,5274,2970,8241,1375,3306,4679,323,537,859,295,260,549,7266,7071,14335,3027,4137,7160,4,3.7,3.9,68.6,61.2,64.8,65.9,59,62.3,751,874,1622,304,565,868,1977,2567,4546,1121,1314,2434,2438,1030,3469,66,114,180,158,270,431,2662,1415,4077,11509,12161,23673,1206,1303,2512,8428,8956,17384,3606,3932,7534
POA3089,4947,5134,10080,2717,1401,4122,676,1764,2439,197,300,497,145,112,250,3738,3574,7313,1108,1441,2547,3.8,3,3.4,75.5,69.6,72.5,72.7,67.5,70,234,300,538,130,253,379,738,1096,1838,501,676,1175,1457,544,2001,32,52,87,63,106,174,1557,702,2261,5456,5627,11085,489,491,978,4001,4079,8087,1643,1728,3372
POA3090,1057,1096,2147,569,263,833,140,349,488,36,50,88,21,18,32,758,682,1443,267,383,650,2.2,2.5,2.4,72.1,62.3,67.1,70.5,60.8,65.5,55,49,100,13,35,50,146,211,355,104,105,202,264,90,355,7,19,26,19,27,44,288,134,420,1165,1171,2338,86,84,170,856,849,1706,334,299,633
POA3091,703,667,1367,341,154,503,93,230,323,36,23,54,20,8,37,488,429,913,181,216,393,4.3,2.8,3.6,69.6,63.8,66.8,66.6,62,64.4,30,22,60,12,19,33,73,123,198,56,96,150,214,61,267,0,10,10,13,20,35,225,92,316,722,695,1420,53,63,118,590,553,1144,168,191,353
POA3093,1572,1738,3308,704,423,1129,220,459,683,67,78,137,43,32,80,1040,996,2036,476,686,1157,4.3,3.5,3.9,66.1,57.3,61.5,63.2,55.3,59.1,121,136,252,47,92,144,333,423,754,171,183,355,304,114,416,3,13,20,15,39,57,321,161,485,1638,1773,3414,188,206,391,1170,1252,2420,587,643,1233
POA3094,3473,3924,7393,1713,1040,2753,485,1206,1694,104,186,291,87,78,172,2390,2511,4902,982,1319,2303,3.7,3.2,3.4,68.8,64.1,66.3,66.3,62,64,287,328,614,122,265,387,678,1008,1689,369,485,862,779,294,1074,28,30,56,50,79,122,855,406,1257,3825,4136,7954,431,509,942,2748,2989,5736,1255,1450,2704
POA3095,11183,11812,22999,5534,3052,8588,1700,3738,5435,408,546,957,290,279,567,7929,7613,15547,2956,3884,6841,3.7,3.6,3.6,70.9,64.4,67.6,68.3,62.1,65.1,1001,1051,2042,382,721,1102,2345,2975,5325,1168,1376,2538,2262,926,3187,66,119,189,207,265,471,2533,1318,3842,12392,12897,25283,1039,1125,2160,9423,9794,19216,3387,3584,6967
POA3096,786,803,1589,411,198,617,103,263,368,25,39,66,23,13,39,559,517,1081,210,277,487,3.9,2.5,3.2,71.3,64.4,67.8,68.5,62.8,65.6,26,39,69,11,42,57,113,147,262,89,104,193,244,91,337,10,9,21,6,7,19,265,114,377,850,857,1710,71,67,144,630,633,1262,257,256,514
POA3097,647,625,1276,297,131,423,107,199,310,31,29,62,13,16,25,447,375,823,169,221,385,2.7,3.5,3,68.8,59.9,64.4,66.9,57.8,62.5,60,68,125,27,30,57,136,159,301,49,71,122,136,29,163,4,3,9,7,14,17,143,42,192,661,661,1326,66,59,121,493,482,982,202,211,408
POA3099,1988,2070,4066,967,478,1441,303,716,1013,84,110,193,46,59,100,1393,1359,2753,535,638,1178,3.2,4.3,3.7,70,65.6,67.8,67.7,62.8,65.2,112,139,258,53,118,165,270,502,775,199,285,481,648,210,856,14,25,36,28,39,58,684,270,950,2188,2239,4431,177,152,332,1700,1710,3403,564,576,1141
POA3101,9930,10865,20798,4441,3034,7475,1728,2749,4483,305,442,747,287,234,522,6761,6463,13219,2813,3994,6808,4.2,3.7,3.9,68,59.5,63.6,65.2,57.3,61.1,1641,1566,3209,358,581,938,3173,3499,6677,736,1073,1812,684,400,1082,43,56,95,81,145,226,808,593,1404,9461,10411,19872,1800,1801,3598,6150,6841,12991,4701,4949,9646
POA3102,2612,2818,5431,1195,835,2030,444,788,1230,88,106,188,90,60,146,1810,1781,3592,727,961,1686,4.8,3.3,4,69.4,63.2,66.2,66.1,61.1,63.5,386,374,761,82,181,260,768,912,1678,188,268,460,231,119,348,13,19,35,36,38,75,271,178,451,2783,2910,5693,352,344,694,1998,2089,4091,1012,1043,2054
POA3103,6029,7101,13134,2464,1622,4093,1010,1674,2681,175,205,381,198,169,371,3846,3673,7522,2005,3211,5216,5.1,4.7,4.9,63.8,51.7,57.3,60.6,49.3,54.4,952,881,1833,183,340,523,1878,2156,4037,534,746,1276,395,267,665,28,38,61,56,117,175,477,418,903,6028,6971,13001,992,1102,2097,3953,4638,8586,2866,3210,6071
POA3104,8448,9062,17505,3577,2225,5804,1397,2363,3768,259,300,559,300,244,540,5535,5138,10671,2682,3689,6372,5.4,4.8,5.1,65.6,56.7,61,62,54,57.9,1211,1019,2229,253,443,696,2558,2778,5331,693,893,1588,596,323,925,26,53,77,103,156,253,722,529,1253,8880,9241,18119,1297,1303,2600,6215,6529,12741,3618,3722,7341
POA3105,4595,4920,9518,1944,1178,3120,665,1158,1822,149,187,335,164,116,288,2923,2645,5566,1549,2125,3669,5.7,4.5,5.2,63.6,53.7,58.5,60,51.3,55.5,393,415,804,100,170,268,1050,1151,2206,413,489,905,665,281,947,23,32,54,54,97,152,741,410,1151,4679,4947,9628,566,537,1100,3354,3611,6965,1672,1680,3354
POA3106,6862,7484,14347,2783,1634,4427,1042,1827,2876,200,265,467,205,182,385,4239,3915,8154,2375,3271,5649,4.9,4.6,4.7,61.7,52.3,56.8,58.7,49.9,54.1,801,647,1445,141,271,412,1723,1919,3642,639,736,1372,804,416,1215,31,40,74,83,164,255,917,618,1542,7158,7627,14788,735,775,1508,5229,5531,10759,2349,2551,4903
POA3107,5621,6171,11794,2324,1402,3725,814,1515,2330,188,212,401,203,150,349,3527,3280,6810,1927,2664,4590,5.7,4.6,5.2,62.8,53.2,57.7,59.2,50.7,54.8,554,549,1104,156,246,396,1338,1509,2851,543,686,1227,752,306,1060,37,62,100,88,141,225,873,514,1389,5884,6347,12234,655,743,1402,4190,4607,8799,2069,2179,4251
POA3108,10218,11344,21558,3969,2712,6678,1614,2522,4132,342,405,751,379,371,749,6306,6007,12310,3509,4931,8441,6,6.1,6.1,61.7,53,57.1,58,49.7,53.6,1318,1287,2603,229,362,597,2598,2981,5578,990,1216,2206,1022,579,1601,51,83,123,134,217,349,1206,873,2080,9507,10299,19805,2036,2183,4213,5560,6178,11738,5478,5843,11322
POA3109,12006,13335,25340,5033,3134,8170,1854,3268,5119,381,431,812,446,414,858,7713,7249,14969,3930,5698,9622,5.8,5.7,5.8,64.3,54.4,59.1,60.6,51.2,55.7,1551,1394,2949,291,443,738,3077,3411,6488,1133,1464,2595,1337,714,2050,51,96,153,133,275,406,1514,1092,2607,12464,13442,25905,1904,2039,3942,8333,9023,17360,5379,5813,11194
POA3111,4986,5576,10563,2143,1274,3418,761,1439,2198,145,193,338,172,138,311,3221,3045,6267,1610,2337,3940,5.3,4.6,4.9,64.6,54.6,59.3,61.2,52.1,56.4,489,451,934,139,248,390,1275,1347,2625,452,601,1049,708,324,1037,22,47,72,51,127,178,791,497,1285,5221,5740,10964,577,593,1172,3756,4134,7890,1803,1933,3737
POA3113,3444,3548,6992,1633,870,2501,574,1199,1777,111,173,286,91,77,172,2410,2322,4729,934,1135,2070,3.9,3.3,3.6,70,65.4,67.7,67.3,63.3,65.2,306,313,624,111,221,336,750,900,1653,364,454,821,671,259,930,22,41,64,44,57,99,740,357,1096,3769,3778,7551,356,373,722,2926,2990,5915,1031,998,2030
POA3114,1606,1560,3164,732,358,1088,286,517,802,53,69,126,56,36,90,1121,988,2111,443,536,978,5,3.7,4.4,70,63.3,66.7,66.5,60.9,63.7,124,103,226,45,88,133,367,413,775,155,175,335,288,88,381,4,8,13,23,32,55,318,138,452,1739,1655,3390,161,181,340,1420,1351,2769,425,433,857
POA3115,1615,1592,3213,827,358,1184,267,579,851,50,79,129,35,32,69,1180,1057,2236,395,500,895,2.8,3.4,3.1,72.9,66.2,69.6,70.9,64,67.5,61,65,132,29,59,86,287,351,636,157,188,346,459,164,620,9,14,23,22,35,57,491,216,705,1727,1747,3474,129,133,264,1360,1352,2706,450,470,923
POA3116,4586,4887,9474,2386,1192,3572,617,1524,2141,159,264,421,109,83,196,3271,3060,6332,1162,1672,2837,3.3,2.8,3.1,71.3,62.6,66.8,68.9,60.9,64.8,204,201,413,76,189,270,640,836,1476,455,622,1076,1252,632,1885,34,78,104,63,102,164,1344,803,2149,4925,5086,10018,586,642,1224,3152,3262,6415,2036,2140,4173
POA3121,13960,14554,28515,8130,6727,14851,1915,2989,4903,419,610,1033,398,322,714,10858,10650,21510,2354,3216,5568,3.6,3,3.3,77.8,73.2,75.4,75,71,72.9,1740,1997,3738,517,756,1275,4938,5219,10155,1100,1231,2332,1340,695,2037,77,82,155,140,172,314,1551,949,2506,10449,11017,21472,4019,4207,8229,5687,6249,11937,8324,8507,16833
POA3122,9357,10220,19579,4502,3720,8227,1620,2524,4143,339,470,810,353,293,645,6813,7013,13827,2136,2817,4955,5.1,4.2,4.7,72.7,68.6,70.6,69,65.8,67.3,1630,1694,3324,333,614,946,3133,3608,6742,726,942,1669,662,378,1044,42,54,96,74,127,199,781,557,1341,7789,8419,16211,2428,2604,5029,4438,4957,9395,5457,5742,11198
POA3123,5887,6744,12628,3047,2420,5469,946,1636,2580,167,244,416,168,180,350,4328,4483,8812,1356,2023,3385,3.9,4,4,73.5,66.5,69.8,70.7,63.8,67,1017,1144,2157,223,410,630,2082,2352,4433,437,608,1041,430,251,680,26,34,67,63,92,155,518,377,898,5285,5892,11173,1434,1595,3032,3195,3614,6806,3278,3607,6885
POA3124,8576,9913,18498,3870,2545,6409,1399,2595,3992,276,342,609,245,244,487,5785,5725,11504,2538,3854,6398,4.2,4.3,4.3,67.4,57.7,62.2,64.6,55.2,59.6,1486,1335,2823,340,526,862,2789,3183,5976,693,998,1692,593,348,938,33,55,89,94,165,256,717,573,1283,8492,9588,18086,1467,1598,3061,5822,6534,12364,3748,4230,7985
POA3125,6300,6826,13128,2366,1633,3992,1170,1745,2921,230,270,501,311,264,577,4075,3915,7989,1858,2578,4435,7.6,6.8,7.2,64.7,57.3,60.9,59.8,53.4,56.5,934,885,1820,168,244,412,1546,1770,3315,588,655,1242,604,311,917,40,42,85,69,96,165,713,450,1163,5091,5769,10860,1734,1700,3428,3031,3589,6626,3533,3605,7139
POA3126,3047,3498,6539,1274,801,2077,504,885,1393,97,126,223,80,66,144,1965,1882,3841,1002,1508,2511,4.1,3.4,3.8,64.5,53.8,58.8,61.8,52,56.6,552,485,1037,113,194,308,995,1111,2100,214,316,536,189,93,287,14,13,31,26,66,91,229,174,407,3108,3496,6609,433,455,889,2189,2478,4670,1234,1370,2605
POA3127,7345,8280,15630,3439,2327,5768,1241,2304,3552,212,297,507,227,218,446,5123,5150,10273,1987,2890,4871,4.4,4.3,4.3,69.7,62.2,65.7,66.6,59.5,62.9,1219,1177,2401,315,548,861,2340,2572,4910,588,876,1459,559,287,851,27,35,69,73,138,215,667,471,1130,7464,8310,15775,1037,1165,2199,5163,5761,10921,3001,3354,6356
POA3128,9570,10446,20017,3580,2489,6064,1878,2625,4498,298,399,694,448,397,846,6198,5904,12100,2762,3855,6617,7.2,6.7,7,64.7,56.6,60.5,60.1,52.8,56.2,1319,1352,2670,215,392,611,2384,2689,5076,912,1122,2031,817,462,1282,51,80,132,91,132,223,962,676,1642,7764,8506,16268,2541,2608,5151,4241,4731,8967,5682,5951,11632
POA3129,7138,7745,14882,3042,1984,5034,1226,2142,3363,213,317,531,272,216,487,4748,4664,9416,2152,2844,5001,5.7,4.6,5.2,66.5,60.2,63.2,62.7,57.4,60,933,922,1857,213,426,644,1814,2149,3963,665,841,1510,751,388,1145,43,54,98,81,115,199,874,567,1441,7152,7672,14824,1206,1220,2422,4636,5119,9751,3345,3408,6752
POA3130,13114,14227,27336,5861,3748,9609,2091,3828,5922,410,549,968,442,373,815,8806,8503,17303,3891,5303,9192,5,4.4,4.7,67.1,59.8,63.3,63.8,57.2,60.3,1625,1575,3206,433,760,1197,3391,3839,7229,1252,1458,2710,1575,810,2380,67,93,164,146,243,392,1783,1147,2938,13583,14451,28041,1954,1891,3844,9461,10305,19771,5359,5447,10804
POA3131,9189,10069,19262,4058,2468,6527,1379,2546,3925,275,376,648,288,280,570,5998,5674,11673,2754,3894,6644,4.8,5,4.9,65.3,56.4,60.6,62.1,53.6,57.6,1050,1038,2093,249,408,653,2182,2515,4697,882,1061,1944,1182,603,1782,39,71,109,121,164,285,1336,837,2179,9298,10099,19391,1290,1282,2574,6270,7022,13290,3788,3810,7601
POA3132,6651,7167,13818,3333,2091,5423,1032,1933,2968,226,293,516,216,196,408,4811,4512,9316,1672,2474,4143,4.5,4.3,4.4,72.3,62.9,67.4,69.1,60.2,64.5,745,802,1546,222,384,603,1675,1985,3659,651,791,1441,948,454,1405,38,53,89,86,111,200,1073,615,1690,6873,7331,14203,986,1042,2025,4645,5039,9686,2778,2929,5703
POA3133,9025,9899,18925,3874,2312,6182,1404,2498,3908,258,318,576,294,256,553,5834,5386,11216,2894,4115,7008,5.1,4.8,4.9,64.6,54.4,59.3,61.4,51.8,56.3,1101,1027,2123,259,392,654,2130,2439,4568,931,1093,2019,1196,558,1758,52,76,132,113,193,308,1370,830,2196,9639,10214,19853,1116,1119,2238,7060,7595,14648,3202,3351,6550
POA3134,13759,14751,28513,6824,3909,10737,1978,4224,6201,417,640,1059,384,390,779,9606,9167,18769,3653,5060,8707,4,4.2,4.1,69.8,62.1,65.8,67,59.5,63.1,1163,1201,2361,375,641,1013,2771,3429,6196,1434,1772,3205,2563,1263,3831,99,140,243,199,298,494,2867,1701,4566,14285,14814,29093,1962,2103,4070,9656,10080,19740,5759,6072,11831
POA3135,8111,8597,16708,3919,2306,6224,1179,2482,3657,271,387,653,251,206,456,5615,5378,10998,2220,2949,5166,4.5,3.8,4.2,69.3,62.6,65.8,66.2,60.2,63.1,723,758,1483,253,466,718,1588,2064,3648,841,997,1837,1561,753,2316,37,68,101,117,162,285,1717,987,2706,8674,9076,17759,1007,1046,2053,6008,6280,12290,3131,3325,6457
POA3136,17767,20050,37816,8766,5262,14027,2404,5487,7899,569,897,1462,524,449,971,12261,12096,24356,4883,7198,12084,4.3,3.7,4,69,60.3,64.4,66.1,58.1,61.9,1050,1235,2289,416,867,1282,2868,4030,6901,1784,2429,4213,4157,2068,6226,137,222,354,281,430,710,4572,2718,7289,18709,20481,39192,2441,2658,5104,12526,13753,26278,7431,8244,15673
POA3137,5614,6315,11925,2926,1641,4570,661,1809,2472,191,326,520,136,135,276,3920,3908,7828,1529,2245,3768,3.6,3.5,3.5,69.9,61.9,65.7,67.4,59.8,63.3,157,248,407,74,230,301,585,987,1573,489,830,1316,1759,855,2608,55,70,123,84,139,224,1891,1064,2959,5968,6394,12364,727,845,1574,4165,4422,8580,2160,2497,4654
POA3138,9064,9427,18489,4703,2490,7195,1174,2796,3969,323,469,790,260,237,496,6465,5991,12455,2304,3144,5450,4.1,3.9,4,71.3,63.5,67.4,68.4,61,64.7,324,418,744,157,341,499,1152,1567,2716,802,1189,1991,2628,1292,3916,70,112,186,125,192,319,2826,1593,4421,9767,9951,19722,1152,1193,2346,6647,6702,13353,3594,3811,7408
POA3139,5661,5827,11485,2992,1349,4335,738,1862,2600,225,344,572,105,116,221,4055,3671,7728,1367,1937,3303,2.6,3.2,2.8,71.6,63,67.2,69.8,61,65.3,95,125,225,61,183,249,358,795,1152,377,840,1221,2131,952,3081,63,104,159,82,135,214,2270,1190,3465,6192,6223,12416,561,558,1123,4572,4568,9137,1790,1866,3656
POA3140,6905,7471,14376,3507,1824,5331,880,2200,3076,230,335,565,165,152,320,4779,4511,9284,1857,2721,4578,3.5,3.4,3.4,69.2,60.4,64.6,66.8,58.3,62.4,208,237,447,114,213,325,768,1178,1948,596,1018,1614,2102,1021,3125,49,110,155,106,159,264,2250,1292,3546,7156,7639,14799,875,908,1782,4979,5321,10300,2624,2874,5502
POA3141,11014,12253,23266,6048,5381,11431,1627,2381,4006,365,479,842,357,331,686,8396,8571,16964,1897,2861,4754,4.2,3.9,4,76.2,69.9,72.9,73,67.2,70,1881,2065,3941,319,602,920,4012,4472,8485,871,1079,1948,721,450,1172,51,63,109,116,151,266,880,666,1547,7456,8087,15546,3566,4065,7633,3567,4036,7607,7203,7826,15030
POA3142,5243,6184,11428,2355,1684,4041,887,1244,2126,157,223,381,131,123,252,3527,3272,6796,1403,2526,3930,3.7,3.8,3.7,67.3,52.9,59.5,64.8,51,57.3,854,746,1589,148,256,409,1855,2046,3894,400,626,1025,288,189,479,14,40,55,50,117,166,349,349,696,4560,5239,9799,967,1154,2124,2885,3394,6281,2468,2856,5330
POA3143,3661,4523,8187,1922,1628,3547,531,1054,1581,123,181,297,105,115,218,2663,2973,5638,840,1365,2204,3.8,3.9,3.9,72.8,65.7,68.9,70,63.1,66.2,587,675,1260,123,253,376,1366,1546,2913,268,479,749,247,158,405,13,26,39,37,62,99,292,250,538,3153,3748,6898,894,1103,1994,1783,2169,3956,2082,2508,4592
POA3144,4218,4929,9147,2002,1409,3415,653,1203,1852,131,183,313,122,108,228,2909,2899,5811,1147,1875,3021,4.1,3.8,3.9,69,58.8,63.5,66.2,56.6,61,657,621,1282,155,272,425,1469,1719,3191,348,493,839,219,141,363,16,14,33,56,83,138,295,240,540,4050,4634,8687,782,841,1625,2755,3162,5918,1888,2128,4015
POA3145,9621,10264,19880,4563,3008,7573,1604,2786,4389,314,413,722,362,310,678,6843,6520,13363,2429,3400,5829,5.3,4.8,5.1,71.1,63.5,67.2,67.3,60.5,63.8,1394,1334,2730,305,577,881,2996,3186,6187,809,1014,1821,824,414,1239,40,71,109,111,180,295,977,671,1643,8960,9440,18404,2075,2141,4217,6061,6439,12502,4508,4706,9215
POA3146,10221,11391,21616,5103,3516,8621,1681,3142,4827,266,518,788,312,277,588,7366,7450,14816,2569,3619,6184,4.2,3.7,4,72.1,65.4,68.6,69,63,65.8,1605,1575,3180,388,685,1073,3455,3842,7294,849,1067,1915,766,416,1183,51,59,113,110,177,289,930,658,1590,10362,11182,21547,1753,1896,3648,6935,7530,14462,4664,5071,9737
POA3147,5951,6366,12322,2734,1748,4482,922,1631,2554,172,247,416,252,179,426,4076,3807,7882,1673,2323,3995,6.1,4.7,5.4,68.4,59.8,64,64.2,57,60.5,783,771,1549,210,361,576,1691,1841,3528,475,622,1099,604,287,887,34,43,81,65,120,181,704,450,1153,6157,6430,12590,974,916,1891,4130,4421,8556,2619,2593,5208
POA3148,4033,4010,8044,1901,1271,3170,617,926,1542,145,183,331,150,130,275,2811,2511,5320,992,1323,2314,5.3,5.2,5.2,69.7,62.5,66.1,66.1,59.3,62.7,497,498,993,94,143,232,1062,1110,2166,372,408,778,484,261,742,18,28,44,42,50,93,542,332,874,3581,3614,7192,932,906,1837,2177,2330,4517,2121,1953,4071
POA3149,14343,15000,29344,6193,3938,10127,2284,3656,5946,425,526,947,509,459,969,9411,8575,17989,4406,5930,10340,5.4,5.3,5.4,65.6,57.2,61.3,62.1,54.1,58,2245,1958,4198,390,626,1023,3746,4037,7778,1315,1557,2875,1475,718,2198,68,108,174,169,271,434,1706,1097,2806,14151,14865,29015,2568,2442,5008,9306,10066,19375,6716,6613,13326
POA3150,25832,27364,53198,10169,6472,16644,4114,6041,10155,670,804,1472,877,778,1653,15833,14094,29921,8949,12101,21053,5.5,5.5,5.5,61.3,51.5,56.2,57.9,48.7,53.1,3754,3111,6863,592,961,1556,6557,7008,13568,2430,2788,5216,2496,1237,3735,92,187,274,287,516,805,2876,1943,4817,25601,26643,52235,4247,4216,8456,17451,18602,36051,11290,11185,22482
POA3151,4527,4690,9214,1732,1117,2856,783,1093,1872,141,149,285,180,134,309,2830,2494,5326,1537,2054,3587,6.3,5.3,5.8,62.6,53.2,57.8,58.7,50.3,54.4,560,537,1106,101,139,238,1070,1189,2263,426,488,916,563,245,806,29,28,54,44,90,135,640,364,1000,4184,4436,8620,881,847,1727,2878,3170,6049,1999,1908,3906
POA3152,13840,15184,29027,6320,3747,10062,2081,3805,5888,411,560,969,447,409,852,9256,8520,17772,4174,6140,10313,4.8,4.8,4.8,66.8,56.1,61.2,63.6,53.4,58.3,1381,1270,2650,309,513,823,3021,3491,6516,1371,1683,3054,2258,1179,3436,103,138,236,184,262,441,2537,1578,4117,14519,15507,30030,1743,1846,3591,9969,10675,20642,5556,5896,11451
POA3153,8489,9091,17577,4103,2490,6593,1160,2317,3479,269,399,669,248,217,467,5787,5419,11206,2300,3199,5500,4.3,4,4.2,68.2,59.6,63.7,65.2,57.2,61.1,482,565,1049,121,305,422,1306,1635,2940,780,1065,1843,1938,1089,3023,70,117,188,99,175,281,2110,1384,3492,8612,9030,17640,1188,1254,2446,5709,5967,11678,3578,3740,7318
POA3154,1736,1901,3634,875,466,1342,223,586,811,72,100,170,43,50,94,1219,1201,2418,451,627,1080,3.7,4,3.9,70.1,63.1,66.4,67.6,60.5,63.9,58,88,144,25,74,102,214,314,524,167,269,434,533,230,761,14,18,33,25,44,72,577,297,874,1920,2021,3942,180,163,340,1437,1541,2977,543,538,1080
POA3155,9441,10183,19623,4470,2720,7189,1273,2688,3960,330,441,767,309,231,542,6380,6080,12460,2633,3675,6315,4.9,3.8,4.3,67.6,59.7,63.5,64.3,57.4,60.7,510,581,1089,163,376,541,1416,1805,3226,849,1264,2110,2388,1257,3645,89,118,205,123,176,298,2597,1549,4142,9479,10012,19489,1369,1475,2845,6187,6557,12748,4096,4342,8444
POA3156,15505,16276,31780,7698,4324,12020,2198,4777,6975,511,722,1232,460,427,889,10863,10246,21110,4107,5473,9585,4.2,4.2,4.2,70.1,63,66.4,67.1,60.3,63.6,772,861,1636,247,554,800,2252,3038,5286,1489,2040,3531,4034,1807,5839,139,213,348,213,340,552,4381,2357,6741,16516,16943,33461,1636,1725,3353,12130,12477,24609,5149,5350,10502
POA3158,2706,2790,5497,1329,753,2080,456,909,1365,123,162,279,71,78,148,1976,1901,3874,656,828,1486,3.6,4,3.8,73,68.1,70.5,70.4,65.3,67.8,154,204,359,76,152,227,452,643,1092,303,373,671,707,349,1050,24,41,64,34,59,93,766,446,1208,3012,3035,6053,273,256,524,2260,2292,4550,848,854,1702
