POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3840,6994,7223,14219,2131,1103,3233,777,1556,2341,230,269,492,372,254,627,3509,3182,6696,2794,3336,6130,10.6,8,9.4,50.2,44.1,47.1,44.9,40.5,42.7,87,132,217,52,113,169,370,557,927,369,557,928,1988,1050,3040,75,137,211,74,105,181,2133,1295,3432,6651,6770,13425,901,878,1783,4694,4645,9334,2433,2556,4994
POA3842,1911,2081,3993,636,328,964,200,500,707,58,96,145,94,75,163,986,992,1983,778,910,1691,9.3,7.3,8.3,51.6,47.9,49.7,46.8,44.4,45.5,46,41,88,24,47,70,123,195,313,130,197,322,566,319,881,23,40,65,26,38,66,616,396,1013,1929,2004,3936,240,255,494,1265,1323,2589,777,830,1614
POA3844,12138,13299,25436,5434,3054,8496,1419,3634,5051,433,619,1053,445,292,737,7733,7607,15334,3598,4836,8436,5.7,3.9,4.8,63.7,57.2,60.3,60,55,57.4,323,441,764,133,412,549,1090,1780,2872,835,1432,2264,3828,1953,5776,113,198,302,122,196,321,4057,2347,6403,12040,12715,24760,1890,2171,4065,8002,8326,16328,5175,5813,10982
POA3847,926,957,1887,367,221,589,72,220,291,48,38,85,36,23,65,519,508,1026,313,343,655,7.5,5.1,6.3,56.3,53,54.6,52,50.3,51.1,6,16,26,11,24,33,40,85,127,41,88,128,304,153,458,7,12,22,8,19,26,321,189,512,843,881,1724,132,125,260,602,622,1228,305,324,627
POA3850,5944,6689,12637,2450,1337,3784,702,1708,2408,211,251,461,185,165,351,3547,3468,7009,2006,2830,4837,5.2,4.8,5,59.6,51.8,55.5,56.5,49.3,52.7,180,224,408,104,194,296,584,916,1497,502,721,1223,1599,908,2510,77,100,171,67,99,170,1736,1114,2852,5620,6220,11840,1213,1283,2493,3556,3921,7476,2889,3195,6076
POA3851,3198,2209,5405,820,421,1246,247,577,826,95,104,198,74,41,118,1237,1147,2388,1792,898,2690,6.1,3.6,4.9,38.7,52,44.1,36.4,50.1,42,34,53,89,28,51,80,139,264,403,144,242,382,802,322,1123,21,42,56,30,38,69,854,396,1248,2293,2078,4377,305,278,584,1581,1428,3014,910,849,1759
POA3852,145,62,204,135,44,175,5,4,12,0,5,4,0,0,0,137,57,198,4,0,7,0.7,0,0.5,95.8,91.9,94.7,95.1,91.9,94.2,3,0,3,6,0,7,82,38,114,8,4,11,8,0,11,0,0,0,0,0,0,10,4,15,41,23,60,107,35,144,3,5,12,135,57,193
POA3854,604,593,1196,313,136,446,54,187,244,37,41,77,14,7,25,416,374,789,145,189,335,3.1,3,3,70,62.8,66.4,67.8,61,64.4,7,20,22,3,21,28,37,71,108,28,60,90,242,88,335,0,5,8,8,19,19,250,109,361,632,638,1278,54,50,110,492,474,964,173,170,341
POA3856,416,432,857,198,93,291,39,137,172,25,24,43,7,10,20,264,263,524,126,140,265,3.4,3.4,3.4,62.9,60.4,61.6,60.7,58.3,59.5,5,12,15,0,12,14,22,57,75,22,43,69,163,71,237,5,7,15,7,6,14,178,87,265,435,451,888,48,57,99,336,327,666,124,149,279
POA3857,162,169,331,57,38,95,19,49,69,11,6,23,4,4,14,94,101,192,47,49,101,5.4,5.1,5.2,57.5,57.6,57.5,54.4,54.7,54.5,3,4,10,0,4,4,7,24,30,3,16,20,51,18,64,3,4,10,3,4,0,50,23,77,154,166,321,9,8,25,124,122,250,35,43,82
POA3858,1310,1289,2596,501,242,746,127,301,428,52,62,114,24,15,40,700,621,1327,457,525,980,3.6,2.6,3.1,53.8,48.3,51.1,51.9,47.1,49.5,12,18,32,6,30,36,51,108,158,61,121,189,369,185,556,15,15,28,12,21,29,396,219,614,1225,1172,2396,170,174,339,891,838,1728,427,447,867
POA3859,404,356,761,192,90,276,50,98,144,15,16,34,8,3,5,259,204,467,104,116,221,2.3,1,1.7,64.1,57.6,61.1,62.7,57,60,4,16,25,4,16,13,26,45,68,23,25,44,120,57,180,6,15,21,10,5,18,135,82,209,389,366,753,49,51,99,277,249,526,136,132,274
POA3860,2928,3134,6063,1202,593,1791,301,820,1123,135,177,309,84,68,146,1722,1653,3371,1003,1285,2286,4.9,4,4.4,58.8,52.7,55.7,56,50.6,53.2,45,77,118,42,106,143,169,419,584,154,327,478,984,460,1443,28,59,85,31,49,82,1044,568,1611,2935,3095,6029,395,424,818,2059,2143,4201,1096,1218,2310
POA3862,1415,1465,2879,597,338,941,152,403,554,58,74,129,45,22,70,857,838,1690,472,529,999,5.4,2.9,4.1,60.5,57.1,58.8,57.3,55.5,56.4,9,33,45,7,58,64,79,172,256,103,185,284,494,244,734,16,31,48,19,32,51,527,307,838,1402,1404,2808,234,220,456,923,935,1861,613,603,1223
POA3864,110,91,204,48,19,70,8,27,33,0,0,6,11,6,13,66,51,121,30,29,60,10.8,7.5,9.3,59.6,56.4,58.1,53.2,52.1,52.7,0,3,3,0,0,4,7,11,13,10,9,23,28,14,46,0,0,0,0,0,0,28,20,47,103,98,201,10,8,12,82,74,158,24,18,49
POA3865,241,205,447,108,37,144,29,60,91,7,13,21,3,0,7,151,111,261,67,72,142,3.3,0.9,2.3,62.5,53.4,58.3,60.4,52.9,57,0,0,0,0,0,0,13,17,33,14,17,33,57,31,85,3,5,11,3,0,3,66,34,97,240,203,441,19,17,38,165,144,304,81,66,148
POA3869,696,732,1431,331,173,507,76,207,281,29,53,87,19,21,35,457,454,908,200,248,449,3.7,3.8,3.7,65.4,61.6,63.5,62.9,59.3,61.1,17,21,38,15,27,42,45,110,150,57,90,146,257,118,379,5,11,21,3,13,16,269,146,416,710,724,1430,94,106,201,530,512,1045,242,277,517
POA3870,539,578,1117,188,117,302,71,140,213,11,37,46,25,12,39,292,305,600,198,220,421,7.8,4.9,6.4,54.2,52.9,53.5,49.9,50.3,50.1,9,21,32,12,25,37,46,74,125,34,78,110,178,85,260,8,16,22,4,9,21,189,111,299,523,538,1061,60,62,123,378,401,780,183,177,363
POA3871,1222,1278,2501,443,238,683,164,337,505,55,69,125,35,21,59,703,666,1367,438,522,959,5.1,3.3,4.2,57.4,52.2,54.7,54.5,50.4,52.4,27,46,75,19,49,65,111,200,314,87,139,226,390,173,566,10,19,34,19,31,47,420,228,643,1213,1209,2423,158,177,333,874,869,1741,443,480,922
POA3873,130,121,255,66,27,89,7,26,41,5,7,13,3,0,6,80,69,144,42,42,85,2.5,1.5,2,60.2,54.9,57.6,58.6,54.1,56.5,0,5,6,0,4,0,3,13,20,7,21,30,45,20,65,0,3,3,3,8,4,51,32,80,154,121,277,12,5,23,123,102,219,38,30,68
POA3874,279,272,552,94,48,147,29,67,92,12,5,12,10,7,12,136,129,263,119,122,246,5.2,4,4.6,48,46.8,47.5,45.6,45,45.3,7,8,15,0,3,8,14,29,42,21,25,44,91,37,129,0,6,9,0,0,3,95,43,138,261,240,499,26,41,62,193,177,364,92,95,185
POA3875,7885,8692,16577,2906,1598,4506,1057,2262,3322,300,353,647,205,154,357,4473,4367,8840,2839,3656,6493,4.7,3.5,4.1,56.7,50.2,53.3,54.1,48.5,51.1,147,219,368,100,256,359,553,997,1545,581,977,1552,2209,1231,3439,75,155,227,105,124,232,2383,1514,3897,7642,8188,15835,1192,1313,2505,4920,5285,10202,3442,3752,7191
POA3878,564,609,1171,169,103,270,60,138,197,26,21,46,11,9,18,260,272,530,277,317,593,5,3.4,4.2,46.6,44.2,45.3,44.3,42.7,43.5,14,25,33,8,22,32,39,89,125,56,66,124,190,86,278,0,8,9,7,16,23,203,106,309,501,534,1033,110,112,224,334,378,714,253,254,507
POA3880,1829,2015,3846,378,273,644,210,378,591,56,62,124,43,26,69,686,740,1420,1064,1199,2263,6.1,3.7,4.9,37.4,36.6,36.9,35.1,35.2,35.1,49,49,104,35,66,103,141,231,373,183,279,463,565,245,807,14,26,45,47,47,97,628,318,945,1605,1774,3380,280,338,620,1070,1155,2226,773,899,1675
POA3882,545,549,1089,225,121,341,73,130,206,20,35,55,11,11,26,323,304,629,196,220,413,4,4,4,60,55.4,57.7,57.6,53.2,55.4,6,16,19,5,21,20,28,65,102,50,65,111,200,89,286,0,12,11,9,9,16,203,106,311,545,541,1086,73,88,160,357,327,679,236,265,496
POA3885,779,781,1556,312,166,476,97,235,332,48,45,91,22,8,35,472,455,926,257,262,513,4.7,2.6,3.7,60.4,58.5,59.5,57.6,57,57.3,9,26,32,5,35,43,48,95,142,67,98,163,234,118,356,3,13,25,6,18,20,242,153,399,786,765,1552,80,69,150,602,552,1154,217,238,455
POA3886,175,164,339,61,28,93,22,32,56,10,11,19,3,10,10,94,83,174,65,70,132,4.3,10,6.9,53.1,49.1,51.2,50.8,44.2,47.6,3,0,3,0,10,11,3,21,26,15,11,22,60,24,82,0,0,0,0,7,5,59,36,94,175,159,337,23,20,45,144,130,276,44,45,86
POA3887,137,104,242,39,19,54,14,21,36,4,8,14,4,0,4,59,49,111,60,44,103,6.3,2.1,4.5,45.3,45.3,45.3,42.4,44.3,43.3,3,4,3,3,7,9,5,13,22,10,10,21,31,8,45,0,0,0,0,0,0,34,15,49,106,85,192,20,13,36,91,67,153,31,29,62
POA3888,1521,1470,2993,433,214,648,175,378,554,52,53,110,51,24,72,715,670,1386,648,657,1300,7.1,3.4,5.3,46.9,45.7,46.3,43.6,44.1,43.9,30,30,57,14,34,49,103,169,264,92,138,238,366,169,533,8,25,34,27,29,55,396,227,624,1375,1309,2680,188,215,404,1016,976,1988,477,494,970
POA3889,93,70,162,15,6,23,7,16,17,7,5,6,3,3,8,29,25,54,50,38,85,10,12.5,11.1,32.6,34.8,33.5,29.3,30.4,29.8,0,0,0,0,0,0,3,9,4,4,11,17,34,8,42,0,0,0,0,3,3,34,13,45,66,54,128,12,3,14,49,38,91,29,20,44
POA3890,151,135,289,34,18,47,17,33,48,4,6,7,11,7,16,62,58,122,67,57,127,17.7,8.6,13.3,40.5,43.3,41.8,33.3,39.6,36.2,0,0,0,3,0,3,8,8,18,7,17,23,31,18,50,0,9,14,0,0,0,34,27,64,137,125,258,16,10,26,95,80,172,57,57,114
POA3891,52,48,101,15,6,18,12,14,21,0,0,0,3,0,4,28,20,47,19,21,35,7.7,5.3,6.7,52,38,45,48,36,42,0,0,0,0,0,0,4,4,9,7,5,11,11,3,12,0,0,0,0,0,3,14,6,16,48,38,86,4,7,11,34,26,58,14,20,30
POA3892,506,536,1044,111,80,191,90,139,226,24,20,47,4,8,13,232,246,481,234,249,482,3,2.8,2.9,45.7,45.6,45.7,44.4,44.3,44.3,17,27,51,19,32,46,57,87,138,40,64,106,149,51,202,5,3,8,10,15,23,164,69,235,453,493,944,60,70,133,305,328,633,191,211,401
POA3893,9,13,21,3,3,5,0,7,6,0,0,0,0,0,0,10,12,18,4,0,3,0,0,0,63.6,81.8,72.7,63.6,81.8,72.7,0,3,3,0,0,0,0,8,7,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,9,10,23,0,0,3,11,8,15,0,4,9
POA3895,92,80,175,41,23,64,8,15,23,9,0,8,0,0,0,57,46,100,28,36,62,3.4,0,2,64.8,52.4,59,62.6,52.4,57.8,5,0,5,0,4,4,3,5,11,6,10,13,22,12,34,0,3,3,0,0,0,25,19,43,94,77,172,5,6,15,74,66,135,23,24,53
POA3896,164,130,291,70,27,97,19,34,52,8,8,16,5,0,4,100,72,173,46,53,100,5.8,1.4,4,63.6,55,59.7,59.9,54.2,57.3,0,5,6,5,11,13,11,22,38,11,19,25,37,19,54,0,5,5,0,0,3,45,17,60,150,135,278,21,18,42,116,99,213,48,41,88
POA3898,340,297,635,109,58,170,57,84,144,13,10,28,0,3,9,186,158,349,93,93,183,2.1,2.5,2.3,55.5,53.5,54.6,54.3,52.2,53.3,6,6,13,6,12,20,23,44,69,25,26,48,88,36,118,3,3,11,4,9,8,92,47,134,255,229,489,42,48,96,176,157,333,119,117,237
POA3900,86,69,154,30,18,46,3,14,21,0,3,7,0,0,3,42,34,77,28,18,48,2.4,2.9,2.6,48.3,50.7,49.4,47.1,49.3,48.1,0,0,0,0,0,0,3,3,8,0,3,6,13,10,21,0,0,0,0,0,0,13,17,23,69,49,117,11,5,16,55,43,104,21,15,31
POA3902,181,194,372,54,32,86,12,55,65,4,9,11,0,7,8,74,86,166,87,80,168,3.9,3.4,3.6,41.8,46.4,44.1,40.1,44.8,42.5,0,3,3,0,3,3,7,17,21,12,21,29,60,31,92,0,9,9,3,0,3,60,34,95,168,171,336,11,28,39,118,132,253,51,61,107
POA3903,356,354,708,113,52,162,32,77,105,20,18,38,12,9,15,168,156,328,167,166,329,6,4.4,5.2,47.1,45,46,44.3,43,43.6,6,5,9,0,12,13,22,48,71,29,37,69,110,60,170,5,5,6,4,14,14,116,79,195,342,327,664,59,50,117,220,213,432,165,150,320
POA3904,844,827,1673,215,128,346,115,210,329,34,48,81,7,12,13,376,390,771,409,388,799,1.6,2.3,1.9,44.5,47.5,46,43.8,46.4,45.1,32,42,73,18,27,47,106,129,237,83,136,220,229,103,332,3,11,16,23,16,40,261,125,383,751,754,1509,137,131,269,473,456,923,394,406,800
POA3909,3645,3813,7456,872,510,1383,450,811,1262,142,156,294,95,69,166,1559,1540,3104,1710,1900,3612,6.3,4.3,5.3,42.9,40.4,41.6,40.1,38.7,39.4,51,86,132,51,100,149,214,367,580,251,356,604,1020,494,1513,46,64,107,72,63,139,1140,616,1757,3293,3363,6659,503,522,1021,2250,2295,4543,1374,1455,2832
POA3910,9081,9812,18894,4856,2577,7430,1141,3089,4224,323,525,847,251,199,456,6575,6390,12962,2150,3074,5225,3.9,3.2,3.5,72.4,65.1,68.6,69.6,63.1,66.2,149,269,418,113,343,452,768,1458,2230,834,1319,2152,3153,1450,4596,79,166,250,136,220,358,3370,1833,5204,9690,10205,19896,1220,1356,2576,6734,6968,13704,3549,3984,7539
POA3911,1426,1506,2934,701,371,1073,223,471,687,54,69,127,29,25,57,997,940,1938,384,500,881,2.8,2.8,2.8,70,62.3,66.1,68,60.6,64.2,20,51,70,15,36,46,131,196,325,98,188,287,517,214,733,5,25,29,12,21,34,538,259,799,1511,1503,3011,161,179,333,1087,1083,2167,500,542,1034
POA3912,6145,6600,12747,3079,1558,4636,819,2068,2888,207,364,569,110,113,216,4211,4099,8313,1660,2216,3879,2.6,2.7,2.6,68.5,62.1,65.2,66.8,60.4,63.5,106,197,301,76,198,276,452,893,1347,472,888,1364,2092,968,3066,46,111,161,101,132,231,2242,1214,3452,6494,6759,13256,757,836,1589,4553,4673,9227,2278,2461,4741
POA3913,1396,1480,2872,660,351,1005,231,473,710,52,70,129,41,36,84,988,936,1921,369,484,859,4.4,3.9,4.2,70.7,63.5,67,67.6,61,64.2,20,42,67,20,47,65,111,195,309,125,218,337,487,246,734,7,33,36,17,37,54,514,312,826,1492,1510,3001,144,163,310,1046,1062,2107,506,551,1058
POA3915,4146,4626,8771,1607,832,2441,448,1084,1527,142,213,353,110,87,202,2309,2218,4523,1502,2096,3595,4.9,3.9,4.4,55.6,47.9,51.5,52.9,46,49.3,52,90,142,27,104,135,237,414,649,327,534,859,1267,752,2009,38,74,114,56,104,161,1352,925,2278,4040,4437,8478,603,700,1298,2479,2802,5288,1887,2101,3991
POA3916,456,454,911,153,70,216,90,114,199,20,17,39,6,5,13,266,210,476,167,223,391,1.9,4.3,2.9,58.2,46,52.1,57.1,44,50.5,61,39,108,14,17,29,116,140,253,32,48,81,71,20,92,0,3,7,3,10,12,83,27,108,439,447,883,47,47,99,306,309,617,172,159,331
POA3918,1722,1818,3546,759,348,1103,227,535,764,69,93,162,35,32,70,1089,1015,2105,574,744,1314,3.4,3.3,3.3,63.2,55.5,59.3,61.1,53.7,57.3,30,63,90,36,61,97,125,245,374,160,219,378,608,260,862,18,25,43,22,42,63,641,324,966,1793,1837,3628,222,213,424,1174,1140,2314,730,830,1562
POA3919,1317,1372,2686,572,284,860,201,445,646,52,61,114,39,35,74,862,832,1696,383,466,853,4.4,4.3,4.4,65.6,60.5,63,62.7,57.8,60.2,14,37,51,10,37,43,52,141,196,116,178,294,493,267,760,8,22,29,20,24,34,519,311,831,1386,1406,2787,164,179,340,944,928,1870,520,580,1106
POA3920,753,261,1015,626,172,804,68,30,106,23,14,35,0,4,9,722,231,948,10,27,42,0.1,3.1,0.8,96.1,85.7,93.4,96,83,92.6,7,6,16,9,11,19,51,37,92,54,23,78,219,59,278,31,8,34,3,5,8,258,66,323,394,129,517,393,170,568,40,17,52,717,266,986
POA3921,61,64,120,16,12,27,10,16,27,3,0,3,0,0,3,29,29,58,23,27,50,3.3,6.9,5.1,48.4,46.8,47.6,46.8,43.5,45.2,3,4,4,3,6,8,9,12,22,3,10,10,8,4,13,0,0,3,4,0,4,11,6,16,56,64,118,4,0,5,38,38,77,19,22,42
POA3922,4068,4532,8600,1115,691,1801,606,1040,1639,212,244,457,94,62,158,2023,2040,4062,1751,2139,3887,4.7,3.2,4,49.8,45,47.3,47.4,43.6,45.4,135,142,277,69,166,233,433,615,1049,401,572,974,1131,519,1656,40,91,126,83,94,178,1252,709,1953,3663,3917,7574,785,903,1686,2071,2155,4226,2181,2451,4631
POA3923,381,374,756,98,56,151,55,86,141,21,13,39,4,0,4,179,159,338,167,173,336,2.8,0.6,1.8,47.2,42.1,44.7,45.9,41.8,43.9,21,19,38,11,23,35,48,50,95,29,58,85,121,25,146,4,3,9,6,10,10,131,35,168,341,328,663,49,42,85,212,192,404,164,166,326
POA3925,1840,1959,3795,628,344,969,285,551,840,87,99,183,37,20,51,1034,1015,2043,614,748,1362,3.3,1.8,2.5,56.1,51.7,53.8,54.3,50.8,52.5,52,81,134,41,75,121,230,325,559,162,252,417,519,209,729,14,37,51,25,34,64,560,277,838,1610,1687,3292,343,367,707,1026,1052,2076,839,912,1755
POA3926,1345,1473,2817,509,281,795,237,404,645,63,89,148,22,21,42,826,793,1620,440,593,1034,2.5,2.3,2.4,61.3,54.1,57.5,59.7,52.9,56.1,88,82,175,39,78,119,282,388,670,138,214,351,316,126,444,4,15,25,19,22,39,346,165,509,1391,1497,2887,158,153,308,955,1034,1986,524,552,1073
POA3927,750,823,1571,240,131,369,134,248,381,33,45,76,5,8,13,415,433,846,280,328,609,2.2,1.6,1.9,55.2,52.4,53.8,54,51.6,52.7,61,71,137,35,45,71,142,210,356,92,119,210,147,61,205,11,10,18,11,14,29,162,85,255,714,773,1485,108,113,222,510,550,1068,277,306,583
POA3928,201,204,407,70,42,112,45,53,96,10,9,16,0,3,3,123,105,229,68,78,145,0.8,2.8,1.8,59.7,51.9,55.8,59.2,50.5,54.8,16,17,38,5,14,14,57,40,96,20,16,34,19,21,39,0,0,5,0,10,9,22,26,53,182,192,372,18,20,37,142,145,288,60,54,112
POA3929,508,521,1027,130,56,184,99,122,223,18,24,38,8,4,11,252,201,451,196,261,457,2.4,1.5,2,49.7,38.7,44.1,48.5,38.1,43.2,53,51,104,16,16,38,127,143,268,58,76,133,52,15,64,4,0,4,9,13,24,61,34,86,432,451,880,56,49,104,274,290,569,196,188,392
POA3930,7156,7730,14888,3310,1656,4970,1074,2312,3391,228,352,576,156,148,305,4773,4465,9244,2136,3019,5156,3.3,3.2,3.3,66.7,57.8,62.1,64.5,55.9,60,537,543,1081,210,403,619,1559,1859,3423,813,1028,1840,1373,525,1893,37,70,106,105,172,273,1509,768,2280,7786,8241,16031,944,1017,1956,5575,5863,11437,2784,3046,5829
POA3931,9954,11938,21895,3912,2213,6124,1240,2913,4154,377,523,895,247,196,439,5770,5841,11614,3679,5394,9071,4.2,3.3,3.8,58,48.9,53,55.5,47.3,51,368,456,824,215,444,662,1264,1944,3211,1012,1524,2538,2521,1280,3799,75,149,225,157,282,439,2749,1713,4462,9838,11329,21166,1488,1701,3190,6410,7495,13907,4311,4884,9200
POA3933,426,436,862,219,121,331,68,127,194,21,28,47,8,8,21,307,283,589,101,131,237,2.6,3.2,2.9,71.7,65.4,68.5,69.9,63.3,66.6,19,18,40,4,14,15,60,84,144,30,53,79,120,44,163,7,6,9,3,15,17,127,58,190,431,424,854,34,48,85,346,331,673,112,136,246
POA3934,7563,8464,16033,3298,1753,5055,1123,2560,3679,263,419,691,144,132,271,4828,4864,9695,2463,3281,5747,2.9,2.7,2.8,63.8,57.5,60.5,62,55.9,58.8,349,417,767,181,390,571,1225,1681,2911,904,1182,2087,1865,799,2665,48,81,129,128,219,350,2044,1105,3146,8103,8780,16881,1001,1127,2123,5709,6087,11799,3001,3417,6421
POA3936,5599,5968,11569,2015,1039,3052,742,1481,2224,238,315,555,110,99,206,3111,2932,6042,2090,2617,4706,3.6,3.3,3.5,55.6,49.1,52.2,53.6,47.5,50.4,155,186,340,101,176,277,574,935,1510,504,725,1225,1506,667,2173,42,86,123,85,107,191,1626,857,2485,5076,5425,10499,914,921,1831,3161,3285,6440,2580,2809,5385
POA3937,718,730,1448,267,153,415,138,198,342,34,40,75,16,6,20,451,394,848,213,280,488,3.1,2.3,2.7,62.6,54.5,58.6,60.7,53.3,57,61,61,122,21,29,50,173,202,377,71,84,149,121,45,168,0,10,16,3,16,22,131,66,203,746,694,1436,64,80,143,550,528,1079,230,211,444
POA3938,1419,1496,2917,449,247,697,213,374,589,82,74,157,32,31,58,779,718,1497,566,687,1249,4,3.9,3.9,54.8,48.1,51.4,52.6,46.3,49.3,44,72,111,31,57,81,180,259,439,137,201,343,425,169,596,12,21,26,24,30,52,462,216,678,1308,1366,2679,193,194,394,871,906,1774,575,617,1193
POA3939,6362,7197,13555,2085,1107,3193,869,1723,2593,311,407,724,127,119,243,3389,3363,6750,2456,3264,5721,3.7,3.5,3.6,53.3,46.7,49.8,51.3,45,48,131,192,321,81,188,263,559,837,1407,517,833,1353,1783,929,2712,46,107,156,96,165,265,1929,1198,3130,5976,6625,12601,894,959,1856,3848,4296,8139,2709,3034,5741
POA3940,2083,2510,4589,497,304,796,243,412,652,64,113,176,41,39,82,849,865,1712,1049,1405,2454,5.1,4.6,4.9,40.7,34.4,37.3,38.7,32.8,35.5,35,28,66,16,54,74,151,241,392,188,256,443,529,286,810,24,24,42,23,55,72,570,362,929,1891,2211,4105,295,342,636,1167,1380,2546,920,1072,1986
POA3941,5655,5789,11445,1860,955,2816,828,1474,2306,268,342,609,113,94,207,3073,2872,5938,2119,2423,4549,3.8,3.3,3.5,54.3,49.6,51.9,52.3,47.9,50.1,171,200,367,81,188,264,632,882,1520,479,751,1227,1590,674,2261,36,83,121,84,138,217,1702,895,2599,5289,5316,10601,813,822,1634,3433,3470,6899,2388,2431,4817
POA3942,1185,1277,2463,343,171,510,177,282,455,52,72,125,14,13,26,583,533,1116,500,627,1130,2,2.3,2.1,49.4,41.6,45.4,48.4,40.7,44.4,68,68,137,30,48,78,197,250,444,146,173,315,256,82,337,7,18,22,21,29,47,281,127,406,1039,1076,2114,182,202,384,688,713,1406,493,525,1014
POA3943,910,931,1844,235,103,338,170,176,341,25,37,59,13,3,23,441,316,759,376,522,895,3.4,1.3,2.5,48.7,34.3,41.4,47,33.9,40.4,70,40,109,24,46,65,209,204,417,94,126,223,146,47,197,11,10,20,12,20,36,170,80,248,770,797,1571,126,105,231,476,503,981,400,369,772
POA3944,386,372,759,89,44,133,80,55,138,14,17,31,3,5,7,191,117,309,167,227,392,2.1,2.5,2.3,49.2,32.3,40.9,48.2,31.5,40,38,22,58,7,21,34,126,75,204,32,49,81,38,11,50,4,3,10,6,9,14,47,20,64,313,304,612,53,50,105,170,181,357,184,166,347
POA3945,455,446,898,200,98,293,63,123,189,23,25,48,15,7,19,298,254,551,121,159,280,4.7,2.8,3.8,65.9,56.8,61.4,62.8,55.2,59,9,24,33,5,19,22,38,61,102,39,60,103,149,45,190,4,5,10,6,12,18,156,64,222,468,425,896,51,47,100,316,290,610,179,166,346
POA3946,134,123,257,55,33,85,22,43,63,7,4,14,3,0,6,85,80,158,41,43,79,3.7,1.3,2.5,61.2,63.2,62.2,59,62.4,60.6,0,9,8,0,4,4,12,21,30,7,14,22,47,15,61,0,4,4,0,3,4,48,26,69,120,125,251,9,17,31,79,82,159,49,49,99
POA3950,2040,2219,4255,790,382,1174,262,626,885,76,93,169,55,29,86,1191,1127,2319,741,968,1707,4.6,2.7,3.7,58.4,50.8,54.4,55.7,49.4,52.4,33,53,82,23,67,89,148,243,396,129,270,400,606,309,915,24,40,70,26,48,75,661,393,1056,2045,2119,4162,292,321,610,1303,1332,2635,900,993,1892
POA3951,424,425,850,168,86,257,77,145,219,17,24,40,10,7,17,274,257,533,128,143,268,4.4,2.3,3.4,64.1,60.7,62.4,61.3,59.3,60.3,11,18,27,11,16,24,48,81,134,36,47,81,115,53,174,7,4,16,4,7,11,126,68,196,434,440,868,46,36,83,305,292,597,153,160,314
POA3953,3150,3530,6675,1355,677,2034,439,938,1372,115,156,265,38,54,94,1944,1826,3769,1027,1485,2517,2,3,2.5,61.7,51.7,56.4,60.5,50.2,55.1,61,103,164,41,111,154,252,480,732,215,347,566,897,458,1358,28,65,95,36,76,107,957,597,1558,3215,3423,6633,440,492,939,2176,2272,4450,1312,1511,2829
