POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3851,2076,4767,49,90,0,0,49,90,3,4,0,0,0,0,0,0,4,9,4,12,13,19,0,4,0,3,0,0,15,29,9,11,2155,4900,2193,..,4347,4900
POA3852,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,9,17
POA3854,498,1373,3,7,0,0,3,7,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,509,1387,31,..,544,1387
POA3856,368,978,5,9,5,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,987,52,..,421,987
POA3857,129,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,344,19,..,144,344
POA3858,1095,2643,3,6,0,0,3,6,41,54,0,0,0,0,0,0,0,0,41,54,0,0,0,4,0,3,0,9,4,11,0,0,1142,2713,222,..,1361,2713
POA3859,319,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,7,332,850,58,..,387,850
POA3860,2757,6553,0,0,0,0,0,0,135,167,0,0,0,0,0,6,0,3,134,181,0,0,0,0,0,0,11,19,13,19,0,11,2912,6764,510,..,3419,6764
POA3862,1307,3251,0,0,0,0,0,0,29,41,0,0,0,0,0,0,0,0,29,40,10,10,0,0,0,0,5,10,11,20,5,10,1350,3323,139,..,1494,3323
POA3864,86,204,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,92,217,10,..,99,217
POA3865,189,459,0,4,5,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,471,17,..,203,471
POA3869,654,1619,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,1624,50,..,711,1624
POA3870,506,1176,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,511,1184,83,..,597,1184
POA3871,1115,2674,39,49,0,0,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1159,2727,137,..,1297,2727
POA3873,122,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,297,7,..,130,297
POA3874,253,535,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,6,7,12,0,0,264,550,187,..,448,550
POA3875,7015,17049,702,1032,29,61,732,1088,70,111,0,0,0,0,0,0,0,0,75,115,3,8,12,20,0,0,10,23,28,50,11,24,7867,18323,844,..,8712,18323
POA3878,523,1150,12,14,4,15,14,31,3,0,0,0,0,0,0,0,0,0,3,0,9,14,0,5,0,0,0,7,9,16,0,0,549,1197,143,..,688,1197
POA3880,1731,3504,159,234,31,61,187,288,12,26,5,0,0,0,0,0,0,0,20,27,5,4,22,35,0,0,0,5,31,34,9,8,1970,3862,729,..,2698,3862
POA3882,460,1214,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,25,32,8,10,0,0,0,0,31,41,0,3,494,1262,54,..,550,1262
POA3885,728,1689,10,8,0,0,10,8,3,5,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,5,3,12,0,0,740,1708,158,..,900,1708
POA3886,152,359,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,364,20,..,173,364
POA3887,104,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,214,38,..,144,214
POA3888,1411,2961,38,51,0,9,43,56,22,25,0,0,0,0,0,0,0,0,22,25,9,10,0,0,4,6,5,5,13,19,0,0,1486,3069,389,..,1873,3069
POA3889,67,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,0,0,0,5,4,3,9,77,146,62,..,138,146
POA3890,135,265,7,6,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,145,277,65,..,210,277
POA3891,45,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,19,..,62,86
POA3892,468,948,12,16,5,5,20,22,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,13,16,0,0,499,988,213,..,714,988
POA3893,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,9,..,18,24
POA3895,87,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,181,49,..,135,181
POA3896,137,307,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,144,314,93,..,238,314
POA3898,244,518,0,0,3,11,3,11,0,7,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,3,8,0,0,252,544,206,..,460,544
POA3900,75,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,138,21,..,92,138
POA3902,137,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,0,0,0,0,35,50,0,0,172,384,24,..,196,384
POA3903,293,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,36,57,0,0,0,0,40,63,0,0,337,790,33,..,374,790
POA3904,787,1695,9,11,5,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,5,0,5,810,1727,329,..,1134,1727
POA3909,3044,6836,272,402,44,73,318,475,36,54,4,3,0,0,0,0,0,5,45,59,24,37,49,81,0,0,8,20,88,139,29,69,3521,7583,1105,..,4623,7583
POA3910,7046,20124,1180,1983,132,291,1314,2277,0,5,0,0,0,0,0,0,9,14,14,21,0,0,140,169,0,0,6,18,147,198,7,12,8520,22627,306,..,8831,22627
POA3911,1179,3192,107,156,5,7,115,168,0,0,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1295,3368,52,..,1351,3368
POA3912,4791,13493,679,1109,73,167,752,1270,20,45,0,0,0,0,0,0,13,29,40,79,0,0,7,10,0,3,0,3,11,15,7,9,5596,14873,253,..,5851,14873
POA3913,1104,3068,95,154,28,55,124,206,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,3,9,1231,3291,61,..,1297,3291
POA3915,3165,7955,869,1409,169,302,1035,1709,56,100,0,0,0,0,0,0,0,4,58,99,0,0,41,73,0,0,0,0,44,79,4,6,4305,9846,278,..,4579,9846
POA3916,402,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,901,341,..,747,901
POA3918,1513,3870,98,164,0,11,100,174,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,4,0,0,0,4,0,3,1617,4051,94,..,1708,4051
POA3919,1028,2704,231,409,5,10,235,422,0,0,0,0,0,0,0,0,3,10,3,10,0,4,0,0,0,0,0,0,0,4,3,4,1272,3141,66,..,1337,3141
POA3920,97,270,0,0,4,19,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,290,0,..,103,290
POA3921,54,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,124,71,..,122,124
POA3922,3679,8207,255,376,84,164,339,537,81,121,24,29,6,5,0,0,0,0,118,156,0,8,4,12,0,0,0,3,10,20,15,34,4163,8954,5179,..,9338,8954
POA3923,322,662,0,0,3,15,3,15,3,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,329,689,242,..,574,689
POA3925,1474,3427,12,18,131,312,139,325,88,141,0,0,3,12,3,3,0,0,94,156,0,0,0,0,0,0,4,12,3,16,5,8,1717,3933,1286,..,3000,3933
POA3926,1215,3057,21,35,9,20,33,53,0,0,4,5,0,0,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,5,4,1259,3128,546,..,1806,3128
POA3927,656,1573,0,0,16,31,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,0,0,0,0,20,38,0,0,686,1639,456,..,1147,1639
POA3928,177,417,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,420,90,..,273,420
POA3929,414,885,0,0,0,0,0,0,7,16,0,4,0,0,0,0,0,0,12,22,0,0,0,0,0,0,4,0,0,4,0,0,428,911,470,..,894,911
POA3930,5762,16830,200,345,39,71,240,420,261,378,0,0,0,0,0,0,7,12,273,392,0,0,0,0,0,0,0,0,0,0,5,22,6271,17663,428,..,6700,17663
POA3931,8064,19682,622,910,553,1134,1175,2046,988,1591,64,97,40,67,0,0,11,9,1107,1765,3,7,118,161,0,0,0,3,128,170,7,12,10476,23686,1090,..,11566,23686
POA3933,339,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,6,0,0,0,6,0,0,345,960,23,..,372,960
POA3934,5916,16611,865,1441,226,460,1084,1902,12,25,0,0,0,0,0,0,4,6,20,29,0,0,0,0,0,0,0,0,0,0,3,6,7022,18548,1176,..,8202,18548
POA3936,4345,10092,364,620,428,948,794,1565,77,145,35,66,0,0,0,0,0,0,111,213,6,4,121,153,0,0,19,28,141,186,4,5,5388,12063,3108,..,8497,12063
POA3937,578,1506,0,3,9,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,1523,240,..,828,1523
POA3938,1241,2821,45,78,42,89,82,166,8,15,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,1334,3002,700,..,2031,3002
POA3939,5810,13364,411,620,100,209,511,825,151,232,8,15,0,0,0,0,4,3,163,247,4,7,3,3,0,0,3,4,12,15,9,18,6505,14467,2581,..,9085,14467
POA3940,1656,3571,534,760,25,50,561,807,76,100,8,9,0,0,0,3,0,0,80,112,23,24,12,21,0,0,0,0,36,42,4,5,2341,4539,1272,..,3612,4539
POA3941,5083,11696,149,233,30,51,177,282,6,13,0,0,0,0,0,0,0,4,7,12,3,0,49,64,0,0,0,0,46,76,0,8,5320,12072,6084,..,11403,12072
POA3942,1134,2422,5,3,3,5,8,8,5,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,0,5,0,0,1144,2436,2145,..,3291,2436
POA3943,814,1670,7,7,5,9,9,19,12,24,5,6,0,0,0,0,0,0,16,30,0,0,0,5,0,0,0,0,0,5,4,5,839,1724,2045,..,2883,1724
POA3944,320,618,11,13,0,6,7,22,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,328,645,981,..,1315,645
POA3945,394,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,5,13,0,4,401,994,80,..,485,994
POA3946,117,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,117,275,25,..,139,275
POA3950,1868,4517,152,206,7,6,157,221,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,11,0,0,3,7,13,16,4,5,2039,4760,242,..,2281,4760
POA3951,354,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,930,87,..,437,930
POA3953,3090,7395,56,83,19,29,76,113,30,35,0,0,0,0,0,0,3,4,32,43,8,9,11,12,0,0,0,3,22,25,5,6,3216,7584,340,..,3559,7584
POA3954,141,343,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,351,20,..,160,351
POA3956,1236,2716,16,20,0,9,15,32,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,0,3,0,3,6,3,1260,2758,1714,..,2974,2758
POA3957,109,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,293,19,..,124,293
POA3958,96,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,243,38,..,132,243
POA3959,479,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,484,1115,759,..,1246,1115
POA3960,1054,2204,34,51,0,0,34,51,61,69,0,0,0,0,0,0,0,0,61,69,6,7,6,14,0,0,0,0,13,19,0,3,1164,2347,302,..,1467,2347
POA3962,373,812,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,9,12,0,0,0,3,0,0,13,23,15,20,0,0,406,846,131,..,531,846
POA3964,77,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,161,27,..,103,161
POA3965,100,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,4,0,0,106,179,131,..,234,179
POA3966,215,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,498,76,..,290,498
POA3967,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,106,15,..,65,106
POA3971,1603,3551,68,103,7,14,75,116,43,56,0,0,0,0,0,0,6,5,49,59,5,12,18,36,4,5,4,8,28,52,3,6,1764,3780,491,..,2254,3780
POA3975,4633,16544,88,261,188,490,283,751,0,0,28,41,0,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,4,4,4940,17337,135,..,5073,17337
POA3976,7344,23233,316,702,183,524,498,1224,56,139,0,0,0,0,0,0,7,15,64,151,0,4,0,0,0,0,0,0,0,4,4,18,7918,24632,285,..,8197,24632
POA3977,32025,101863,3148,7249,746,1875,3891,9122,505,859,0,0,0,0,0,0,20,34,520,896,0,0,0,0,0,0,4,9,4,10,26,69,36470,111960,1479,..,37953,111960
POA3978,12645,40932,212,616,120,316,332,930,8,37,0,0,0,0,0,0,0,0,8,37,0,0,0,0,0,0,0,0,0,0,19,42,13009,41938,426,..,13438,41938
POA3979,118,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,320,25,..,146,320
POA3980,1202,3281,0,4,0,0,0,4,3,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1208,3291,91,..,1299,3291
POA3981,1709,4857,6,21,5,17,9,35,121,194,0,0,0,0,0,0,0,0,124,197,0,0,0,0,0,0,4,6,4,6,5,5,1855,5099,130,..,1987,5099
POA3984,2791,6638,19,28,0,0,19,28,43,78,0,0,0,0,0,0,0,0,43,78,41,44,17,14,0,0,0,0,58,62,3,4,2914,6813,888,..,3800,6813
POA3987,508,1466,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,510,1467,35,..,546,1467
POA3988,401,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,8,0,0,403,1027,61,..,462,1027
POA3990,45,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,111,13,..,56,111
POA3991,146,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,146,348,41,..,193,348
POA3992,501,1176,0,9,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,502,1186,68,..,575,1186
POA3995,4518,10173,221,285,12,21,233,299,19,29,0,0,0,0,0,0,4,4,23,30,0,0,103,139,0,0,0,6,105,150,9,26,4886,10675,1322,..,6209,10675
POA3996,2466,5683,170,241,64,112,230,349,6,13,3,4,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,2709,6054,1846,..,4556,6054
