POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3720,0,3,33,132,67,20,5,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,3,34,135,67,21,9,3,276
POA3722,4,14,290,970,673,103,29,27,2106,0,15,63,36,0,0,0,7,120,0,0,4,0,0,0,0,0,4,0,15,60,36,0,0,0,7,119,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8,0,13,6,0,0,0,0,0,23,0,0,0,3,0,0,0,0,4,3,41,360,1009,676,103,29,36,2266
POA3723,6,46,226,534,258,50,30,18,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,0,6,0,4,0,0,0,0,8,0,5,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,4,3,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,6,59,237,547,258,60,32,25,1218
POA3725,0,3,22,106,71,10,7,5,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,106,71,10,7,5,229
POA3726,0,4,26,77,40,6,0,6,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,77,40,6,0,6,159
POA3727,0,0,19,56,26,5,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,26,5,0,3,112
POA3728,0,15,45,129,66,8,0,10,276,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,129,66,8,0,10,278
POA3730,4,19,238,1791,1016,143,30,45,3283,0,50,273,90,6,0,0,19,441,0,0,7,14,11,0,0,0,32,0,50,283,105,14,0,0,19,473,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,20,30,5,0,0,0,0,66,0,0,0,0,0,0,0,0,3,12,91,562,1904,1033,143,30,67,3839
POA3732,0,0,29,118,63,7,5,4,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,118,63,7,5,8,238
POA3733,0,0,21,44,24,6,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,24,6,0,4,99
POA3735,0,3,34,138,62,5,3,3,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,35,141,62,5,3,3,253
POA3737,6,39,214,910,443,47,9,27,1698,0,6,65,18,0,0,0,5,101,0,0,0,0,0,0,0,0,0,0,6,65,18,0,0,0,5,101,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,52,291,933,447,49,8,31,1818
POA3738,0,4,9,43,16,0,4,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,43,16,0,4,3,82
POA3739,0,0,8,47,23,0,5,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,23,0,5,3,86
POA3740,0,0,49,199,129,17,4,4,410,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,56,210,135,17,4,4,431
POA3741,6,22,155,578,267,65,14,23,1126,0,18,70,16,3,0,0,3,108,0,0,3,11,3,0,0,0,14,0,18,74,21,3,0,0,0,121,3,10,24,5,5,0,0,0,42,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,17,25,5,8,0,0,0,56,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,9,11,62,256,607,279,63,9,32,1321
POA3744,0,12,22,91,45,8,0,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,91,45,8,0,3,182
POA3746,0,3,35,70,34,3,3,5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,70,34,3,3,5,155
POA3747,0,47,304,913,516,60,21,21,1884,0,10,43,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,10,43,5,0,0,0,0,65,0,3,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,5,7,0,0,0,3,0,15,0,3,5,0,6,3,0,0,12,4,67,366,928,523,63,23,23,1995
POA3749,3,13,89,328,246,35,3,17,739,0,9,17,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,32,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,7,31,106,332,252,35,3,17,779
POA3750,3,10,131,1696,4027,387,27,113,6382,0,0,88,98,81,4,0,11,281,0,0,169,244,10,5,0,5,441,0,9,263,341,90,12,0,15,718,0,3,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,110,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,120,3,0,0,0,0,139,0,0,7,0,0,0,0,0,11,0,0,0,5,5,0,0,0,7,3,32,509,2045,4121,395,27,126,7257
POA3751,0,0,0,23,16,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,8,0,0,46
POA3752,3,11,154,2657,3400,413,52,83,6781,6,16,320,170,86,7,0,9,615,0,4,148,345,77,12,0,11,605,6,17,470,520,167,18,0,21,1217,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,647,3176,3571,435,58,106,8033
POA3753,0,3,23,272,941,111,15,28,1390,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,274,947,111,15,28,1396
POA3754,3,14,214,4738,9052,760,78,162,15017,0,3,233,239,161,11,0,10,660,0,9,102,310,34,9,0,12,474,0,18,337,546,198,19,0,17,1137,0,8,44,15,0,0,0,0,65,0,0,43,7,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,88,23,5,0,0,0,129,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,3,38,645,5311,9254,774,84,179,16292
POA3755,0,0,3,40,21,7,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,21,7,5,0,81
POA3756,3,18,163,1688,2518,298,53,65,4803,6,4,69,172,25,0,0,0,278,0,0,10,47,9,3,0,0,69,6,4,79,223,31,4,0,3,349,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,25,242,1913,2548,303,53,73,5166
POA3757,7,16,181,1221,1209,213,63,47,2956,0,14,90,83,22,3,0,0,209,0,0,11,22,0,0,0,0,39,0,14,102,104,23,3,0,0,249,0,3,15,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,36,310,1326,1238,212,62,51,3241
POA3758,0,3,48,255,292,69,16,23,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,8,48,255,295,69,16,30,712
POA3759,0,8,36,113,129,54,12,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,37,118,129,54,12,0,351
POA3760,0,4,8,41,43,21,5,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,41,43,21,5,0,116
POA3761,0,18,42,145,131,39,11,7,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,145,131,39,11,7,398
POA3762,0,0,4,17,19,4,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,19,4,5,0,41
POA3763,9,13,73,258,189,42,7,5,601,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,83,258,189,42,7,5,608
POA3764,5,40,186,1374,1458,202,51,41,3361,0,16,293,70,0,0,3,11,387,0,0,3,19,0,0,0,0,22,0,16,290,88,0,0,3,11,408,3,0,8,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,0,0,0,0,23,0,9,3,0,0,0,0,0,14,0,4,0,5,0,0,0,0,5,7,65,497,1476,1457,203,52,59,3812
POA3765,4,17,91,967,790,197,48,20,2138,0,16,49,8,0,0,0,0,84,0,0,0,8,0,0,0,0,10,0,16,53,16,0,0,0,0,92,0,48,24,24,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,24,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,170,1003,795,197,48,23,2323
POA3766,0,8,42,223,141,33,11,5,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,223,141,33,11,5,468
POA3767,0,12,56,200,140,41,7,0,451,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,200,140,41,7,0,459
POA3770,0,17,64,520,352,99,33,8,1092,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,18,64,521,353,99,37,8,1100
POA3775,0,29,90,601,486,98,28,15,1344,0,0,46,10,0,0,0,0,57,0,0,6,20,0,0,0,0,23,0,0,47,32,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,141,631,485,98,27,15,1430
POA3777,10,68,473,1951,966,203,47,39,3754,11,57,113,71,0,0,0,7,272,0,0,3,13,0,3,0,0,19,11,57,117,87,0,4,0,7,292,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,5,24,4,0,0,0,0,41,0,0,3,4,0,0,0,0,13,25,139,632,2051,970,202,49,41,4105
POA3778,0,6,15,36,15,0,3,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,36,15,0,3,3,84
POA3779,0,14,48,105,47,3,4,5,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,49,105,47,3,4,5,224
POA3781,0,25,127,753,432,106,19,23,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,131,753,432,106,19,23,1501
POA3782,0,35,224,1168,930,257,62,14,2689,0,10,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,22,0,11,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,10,0,3,5,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,238,1176,932,257,62,18,2733
POA3783,3,15,68,329,283,59,19,17,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,76,333,284,59,19,18,812
POA3785,0,0,4,9,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,24
POA3786,0,8,49,233,170,48,13,7,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,49,233,170,48,13,7,531
