POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA3152,2724,4628,1082,93,8525,1357,202,10080,245,107,45,5,404,582,12,1001,172,280,108,11,563,154,23,741,416,387,149,18,975,734,35,1737,0,3,0,0,0,33,0,37,0,0,0,0,0,0,0,0,26,13,16,5,54,73,10,129,40,6,20,0,63,102,5,170,0,3,3,0,10,0,0,10,61,23,39,0,126,203,10,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3198,5036,1272,117,9624,2293,248,12166
POA3153,1439,1992,792,71,4296,1247,168,5711,307,334,157,21,818,584,58,1448,125,110,58,9,307,170,21,497,431,447,212,29,1124,751,81,1948,87,57,50,3,202,237,13,445,23,11,11,0,45,39,6,93,4,0,15,0,22,21,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,120,66,79,8,271,299,20,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,4,0,8,1990,2512,1084,109,5689,2303,264,8257
POA3154,401,591,164,13,1165,267,29,1462,13,7,5,0,27,29,0,58,8,6,0,0,15,3,0,20,23,16,5,0,43,29,0,74,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,423,601,171,12,1208,305,29,1545
POA3155,1779,2267,850,76,4973,1498,219,6685,309,231,188,26,754,681,51,1489,225,179,128,22,557,250,43,845,536,415,319,44,1309,931,91,2333,32,10,3,0,49,87,4,139,26,5,13,0,42,103,4,150,3,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,13,58,17,20,0,103,209,12,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,10,0,3,0,0,5,0,0,4,2378,2706,1188,121,6391,2645,317,9347
POA3156,3227,5068,1487,118,9898,2379,284,12559,121,66,64,8,260,342,9,614,93,118,63,11,284,107,27,416,211,183,127,14,542,449,33,1033,11,7,16,0,32,49,3,84,13,7,22,3,39,49,3,91,13,0,3,0,18,13,0,26,0,0,0,0,0,0,0,0,3,3,0,0,12,9,0,20,39,18,39,3,91,123,4,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,15,14,0,26,6,5,6,0,15,14,0,26,0,0,0,0,4,7,0,8,3486,5274,1659,137,10551,2971,324,13853
POA3158,651,977,290,14,1931,398,50,2374,3,0,0,0,3,0,0,6,0,6,0,0,6,0,0,6,3,6,0,0,3,0,0,9,0,3,0,0,7,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,985,287,14,1940,413,50,2413
POA3159,238,377,87,6,710,115,23,845,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,377,96,6,709,119,23,852
POA3160,873,1238,377,25,2512,554,73,3143,0,0,5,0,7,12,0,19,0,0,0,0,0,27,0,30,4,0,4,0,11,44,0,51,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,4,9,0,15,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,3,882,1239,381,25,2529,611,73,3218
POA3161,715,1106,167,19,2010,361,71,2449,203,239,69,7,523,269,33,821,260,206,76,5,542,215,64,814,459,445,145,18,1064,480,96,1640,289,132,71,17,502,599,98,1199,176,59,31,9,277,305,56,643,178,42,28,13,259,251,76,579,75,9,11,7,101,117,34,246,0,0,0,0,0,0,0,0,719,246,138,39,1136,1270,259,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,3,0,0,0,3,3,0,7,0,0,0,0,0,3,0,7,1906,1804,447,70,4226,2122,430,6773
POA3162,918,1564,263,33,2774,476,109,3366,366,344,139,9,863,446,58,1368,257,334,93,9,692,170,30,891,626,674,238,20,1559,616,89,2258,163,63,47,5,281,405,47,730,77,24,9,4,113,105,12,224,45,11,8,0,64,54,6,127,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,286,106,55,16,457,571,62,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,9,7,16,3,3,0,0,6,8,7,17,3,0,0,0,6,0,0,3,1835,2348,554,64,4801,1673,268,6741
POA3163,1199,2037,416,67,3716,775,182,4677,745,700,214,43,1702,1131,161,2994,322,381,119,14,838,208,66,1116,1067,1081,333,53,2538,1347,225,4113,695,307,107,34,1142,1781,182,3106,261,105,46,23,435,337,84,858,408,115,57,33,614,503,143,1262,6,5,0,0,9,15,0,24,0,4,0,0,0,0,0,5,1366,530,210,87,2201,2644,408,5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,9,0,29,25,10,66,14,11,9,0,29,25,10,66,0,3,0,0,6,11,0,11,3650,3657,970,214,8491,4789,831,14112
POA3165,1685,3424,848,78,6037,1279,157,7471,165,184,86,8,451,221,17,681,141,491,107,3,744,76,20,841,307,676,193,16,1190,298,36,1526,318,427,179,21,942,451,31,1425,27,5,19,0,53,62,7,119,64,29,18,0,112,114,5,228,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,12,410,463,216,22,1108,636,42,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,8,0,19,3,4,0,0,10,8,0,19,0,0,0,0,5,0,0,5,2403,4562,1258,119,8342,2226,239,10802
POA3166,1366,2354,637,105,4465,1031,295,5793,258,227,96,19,594,367,52,1013,232,269,109,23,631,180,112,924,488,493,199,41,1230,550,163,1941,174,118,42,16,347,252,60,659,68,14,7,3,93,81,8,182,232,65,43,15,354,348,68,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,198,95,36,794,684,141,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,3,0,0,0,3,3,0,5,4,0,0,0,3,12,0,9,2336,3047,931,183,6495,2275,602,9378
POA3167,759,1232,324,36,2359,541,93,2995,49,50,12,3,111,64,9,187,41,68,16,0,124,32,13,175,87,119,32,4,236,95,29,362,17,19,3,0,40,55,4,97,5,0,0,0,3,5,0,9,29,7,12,5,58,45,13,110,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,54,29,21,5,106,100,18,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,1381,371,51,2707,737,131,3579
POA3168,568,676,278,77,1587,581,465,2640,302,284,102,30,726,336,218,1281,337,309,97,67,809,210,407,1421,639,593,203,95,1529,547,622,2703,141,65,24,22,251,216,77,543,122,32,18,20,190,152,42,383,109,24,12,24,165,242,69,478,96,20,22,14,149,147,94,383,0,0,0,0,0,0,0,4,464,134,81,75,761,757,278,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,9,9,16,1672,1405,558,247,3883,1893,1374,7150
POA3169,1201,1841,646,82,3775,933,228,4936,254,314,123,29,720,358,100,1179,173,246,67,20,511,99,88,696,427,562,191,46,1222,462,192,1875,57,56,18,8,143,64,33,239,49,22,8,4,87,62,13,160,45,15,13,0,74,51,14,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,99,38,17,303,179,57,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,1782,2505,874,145,5307,1581,475,7364
POA3170,1501,2342,634,92,4568,954,169,5693,121,176,59,4,366,133,29,526,147,249,55,12,463,102,30,601,271,422,118,11,830,238,67,1127,0,0,0,0,8,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,0,4,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,5,0,0,0,7,4,0,8,1775,2774,759,105,5412,1207,237,6856
POA3171,1071,1849,753,144,3818,826,329,4972,216,266,121,36,633,261,62,957,122,156,58,21,353,73,52,486,333,422,180,57,988,337,111,1441,111,65,26,6,208,275,25,504,9,13,5,0,27,7,0,42,29,8,11,0,50,33,0,89,0,0,0,0,0,0,0,0,6,0,0,0,6,8,0,9,158,82,41,12,288,318,32,644,0,0,0,0,0,22,0,20,3,0,3,0,7,57,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,5,0,15,85,0,101,0,0,0,0,0,4,3,10,1570,2349,976,217,5112,1577,483,7165
POA3172,1473,2818,883,92,5266,930,150,6346,220,135,97,18,467,390,25,885,57,75,35,0,167,34,4,204,280,210,133,19,637,420,32,1093,13,37,19,3,74,20,5,94,5,0,3,0,7,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,11,17,44,24,3,86,31,10,125,3,0,0,0,4,43,0,46,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,10,52,0,60,0,0,0,0,0,0,0,3,1771,3069,1042,109,5997,1436,195,7627
POA3173,1746,4173,1054,115,7090,875,180,8144,73,64,43,0,186,183,11,379,112,176,66,9,368,92,24,483,184,244,114,10,551,273,29,858,30,24,10,0,60,27,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,26,19,12,0,63,31,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1961,4440,1176,127,7707,1182,217,9102
POA3174,2078,3417,1434,225,7148,1942,442,9537,177,201,105,15,501,411,39,953,232,264,97,26,619,163,59,845,409,465,203,42,1124,570,103,1792,419,440,244,44,1155,882,124,2161,27,19,10,0,53,62,5,118,20,9,4,0,29,16,4,48,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,456,474,261,45,1239,961,132,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,3,4,3,0,0,9,12,6,21,2947,4360,1903,307,9525,3484,676,13683
POA3175,2318,4252,1514,168,8246,2126,574,10943,564,754,401,52,1775,1201,181,3151,322,536,218,37,1122,278,126,1523,886,1300,623,88,2895,1479,308,4675,276,303,190,28,790,655,104,1549,61,38,33,4,131,115,23,271,62,33,39,8,135,147,16,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,398,373,260,39,1063,916,144,2126,12,0,3,0,12,28,0,44,4,0,0,0,5,11,0,16,0,0,0,0,0,0,0,0,0,3,6,0,11,10,0,16,14,4,8,0,24,53,0,79,3,0,3,5,14,16,3,31,3623,5918,2404,297,12250,4584,1022,17855
POA3177,566,1034,512,66,2176,744,254,3169,113,137,77,9,338,303,37,680,36,59,20,5,123,35,13,168,146,198,96,14,453,341,52,849,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,9,0,5,0,0,6,5,0,11,715,1231,612,80,2638,1093,312,4045
POA3178,2688,5158,1101,97,9044,1253,168,10469,217,16,3,0,232,302,3,535,55,70,41,8,176,103,10,283,269,82,45,4,407,400,18,822,0,3,4,0,8,7,0,12,11,4,3,0,19,31,5,51,10,0,0,0,9,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,20,9,10,3,36,54,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,3,0,0,0,4,0,4,0,0,0,0,0,4,0,4,2985,5247,1155,110,9490,1714,187,11398
POA3179,472,869,245,17,1609,341,48,1998,3,0,4,0,13,5,0,17,8,13,5,0,28,9,6,44,14,19,11,0,42,14,6,65,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,11,5,3,0,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,486,886,253,19,1654,360,53,2074
POA3180,595,891,285,24,1792,404,52,2252,132,57,16,0,201,145,8,360,56,88,24,4,170,44,4,221,185,143,43,8,373,187,16,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,782,1035,332,29,2176,596,71,2838
POA3181,437,421,137,34,1030,397,170,1592,480,270,89,26,863,432,209,1501,230,190,64,10,489,232,106,832,710,460,152,31,1356,664,316,2337,242,75,40,18,371,449,131,951,516,95,48,35,688,1191,233,2119,530,74,61,30,685,1408,184,2279,119,23,8,6,146,322,30,508,0,0,0,0,0,0,0,0,1400,262,148,81,1895,3367,588,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,17,8,0,33,8,0,0,5,17,8,0,33,3,0,0,0,5,10,4,17,2564,1151,443,152,4303,4453,1072,9829
POA3182,193,246,52,4,501,148,33,686,200,198,54,3,460,194,70,727,184,186,68,10,437,185,73,693,384,379,123,11,896,386,138,1417,450,127,92,23,683,1186,160,2028,889,207,145,46,1285,2287,311,3886,499,97,53,12,669,1099,154,1919,388,66,31,13,494,775,78,1351,4,0,4,0,6,6,0,16,2226,498,323,93,3139,5347,708,9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,21,20,0,171,247,45,463,135,21,20,0,171,243,45,459,0,4,0,0,6,15,7,21,2942,1152,508,116,4712,6148,926,11779
POA3183,375,627,110,9,1120,260,80,1463,203,248,57,11,524,193,66,779,132,190,41,0,364,115,53,535,341,447,98,12,886,308,120,1314,447,206,108,24,785,957,231,1980,682,210,123,46,1065,1508,308,2881,89,21,6,0,113,137,15,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,433,236,81,1960,2605,559,5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,16,0,26,4,0,0,0,8,16,0,26,0,0,0,0,0,0,0,3,1928,1510,445,94,3977,3201,757,7932
POA3184,230,516,87,5,840,157,33,1035,148,204,54,12,415,141,31,587,127,116,42,0,285,95,20,402,271,321,94,13,698,238,52,987,472,227,126,22,842,977,160,1979,651,200,156,38,1047,1650,213,2914,91,27,22,0,140,175,22,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,460,307,58,2036,2803,398,5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1723,1293,480,75,3576,3198,482,7264
POA3185,494,978,185,10,1660,305,67,2037,181,150,54,9,390,226,21,641,124,123,43,3,288,104,28,424,308,266,91,7,682,329,51,1063,290,145,90,14,531,743,98,1380,172,46,28,12,265,300,47,605,129,38,17,8,186,186,36,411,32,0,3,3,44,63,3,113,0,0,0,0,0,5,0,11,619,232,136,40,1025,1303,187,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,13,20,10,45,8,3,3,0,13,20,10,45,0,0,0,0,0,0,0,4,1427,1484,418,60,3387,1964,312,5662
POA3186,1418,2280,448,34,4184,893,57,5133,260,179,70,8,512,391,20,928,379,271,108,10,760,302,24,1088,637,444,178,17,1275,690,41,2011,129,66,53,4,253,228,23,506,196,50,38,4,285,254,20,560,165,45,45,9,267,356,13,638,14,7,3,0,26,50,0,74,0,4,0,0,4,0,0,4,514,169,139,14,836,890,54,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,0,26,21,10,57,13,8,8,0,26,21,10,57,0,3,0,0,3,0,0,7,2585,2908,770,70,6327,2494,159,8981
POA3187,980,1936,426,28,3368,639,72,4078,171,150,68,6,397,240,22,659,202,284,74,5,573,187,12,772,378,431,147,10,970,428,35,1432,48,12,8,5,63,286,0,349,17,3,0,0,23,27,0,45,6,0,3,0,12,64,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,8,5,101,370,3,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,7,0,17,4,0,3,0,6,7,0,17,0,5,0,0,4,0,0,6,1431,2393,591,36,4448,1446,115,6009
POA3188,986,2083,406,32,3507,678,58,4247,219,154,101,9,482,436,30,952,183,224,64,4,480,143,14,634,406,377,163,13,960,581,46,1582,158,67,54,6,285,310,34,628,56,16,14,0,93,76,12,180,76,22,12,0,113,185,12,313,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,6,293,108,87,6,497,577,47,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,29,27,0,51,16,0,12,0,29,27,0,51,5,3,0,0,5,0,0,7,1705,2569,668,53,4998,1865,156,7016
POA3189,455,755,214,16,1437,347,64,1852,33,17,9,6,59,41,3,112,29,35,11,0,71,18,3,100,56,50,24,7,136,62,10,209,16,13,9,7,34,80,7,128,0,0,0,0,0,0,0,0,25,12,13,0,46,79,0,134,19,9,8,0,36,44,9,91,0,0,0,0,0,0,0,0,60,32,27,7,120,205,24,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,571,831,264,28,1696,623,98,2415
POA3190,569,1155,266,19,2006,524,48,2573,230,158,87,9,488,350,28,862,122,157,88,4,375,124,14,518,353,314,170,18,861,472,43,1381,22,8,16,0,39,54,9,102,77,23,21,4,124,99,13,235,136,51,31,0,215,257,15,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,231,80,67,3,386,408,38,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,0,24,19,0,41,13,3,7,0,24,19,0,41,0,0,0,0,7,0,0,4,1170,1555,508,40,3275,1423,126,4828
POA3191,583,1042,157,17,1793,322,23,2133,173,103,47,0,322,241,15,580,123,135,36,0,294,77,7,378,293,245,78,0,616,321,21,956,55,10,24,0,94,102,6,201,90,18,15,4,126,178,12,311,118,33,35,0,177,266,14,456,53,10,19,0,85,82,3,167,0,0,0,0,0,0,0,0,310,70,93,5,480,629,31,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,14,10,0,24,8,0,6,0,14,9,0,19,0,0,0,0,5,0,0,6,1196,1359,331,16,2906,1276,75,4266
POA3192,1297,2436,590,50,4371,1076,124,5572,291,224,132,16,661,631,38,1330,242,263,124,5,639,165,21,821,531,487,257,24,1301,798,64,2154,271,150,130,15,569,547,47,1150,36,13,11,3,68,76,6,149,62,22,26,9,112,142,7,258,48,17,21,0,86,92,4,190,0,0,0,0,0,0,0,0,412,201,184,27,826,855,66,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,13,18,3,37,6,4,3,0,13,18,3,37,0,0,0,0,3,0,0,6,2250,3126,1035,105,6516,2751,249,9517
POA3193,1584,2448,394,28,4452,819,30,5304,226,120,78,4,430,386,12,828,314,253,62,12,635,143,7,791,539,374,146,13,1069,527,19,1617,108,35,32,0,167,161,11,341,35,14,8,0,57,31,5,94,0,0,4,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,146,46,43,0,233,208,11,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,8,4,40,31,3,72,21,8,8,4,40,31,3,72,0,0,0,0,0,0,0,0,2295,2877,586,44,5795,1579,71,7444
POA3194,683,1050,278,21,2040,415,30,2482,333,194,127,14,660,661,40,1367,231,227,95,7,563,153,14,730,559,423,224,19,1221,813,62,2099,122,45,46,6,216,438,12,671,35,12,12,3,61,58,6,127,48,17,17,0,78,74,12,163,17,0,3,0,26,44,0,72,0,0,0,0,0,0,0,0,219,76,79,5,379,625,29,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,12,17,0,33,3,4,4,0,12,17,0,33,0,0,0,0,0,3,0,3,1476,1554,579,51,3654,1865,124,5638
