POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3833,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,4,9,24,21,23,32,16,0,0,128
POA3835,0,4,5,0,0,6,6,0,0,16,0,0,0,0,0,0,0,0,0,6,14,21,39,39,45,44,27,6,0,231
POA3840,10,26,64,40,46,37,11,0,0,237,16,31,66,57,72,51,17,3,0,321,363,573,1247,1124,1278,1146,311,31,0,6068
POA3842,0,9,16,12,11,8,4,0,0,61,4,9,17,18,19,7,5,0,0,75,92,208,407,363,322,317,85,18,0,1816
POA3844,33,60,150,124,90,68,20,0,0,553,20,43,102,91,109,80,24,8,0,476,1033,1244,3319,3121,2875,2349,596,59,5,14599
POA3847,3,4,5,10,4,7,0,0,0,35,0,0,7,7,8,9,0,4,0,40,52,70,191,180,185,197,68,11,0,960
POA3850,9,25,65,47,41,38,10,5,0,239,13,19,49,40,39,38,11,4,3,223,434,561,1432,1337,1388,1154,294,44,3,6654
POA3851,8,8,11,3,23,17,4,0,0,79,11,4,19,20,16,23,10,8,0,117,151,104,265,419,553,547,188,35,3,2267
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,63,13,0,0,0,0,0,192
POA3854,5,0,9,3,0,0,0,0,0,22,3,6,6,3,4,5,0,0,0,31,67,52,141,133,161,154,45,10,0,768
POA3856,4,0,0,4,4,3,0,0,0,19,5,0,3,0,0,0,0,0,0,9,31,46,98,125,94,95,19,0,0,511
POA3857,0,0,3,0,0,6,0,0,0,6,0,6,0,0,0,3,0,0,0,14,9,16,30,26,30,45,13,5,0,182
POA3858,8,5,10,7,9,10,0,0,0,54,0,5,13,4,8,16,6,0,0,47,104,89,219,237,265,276,81,15,3,1290
POA3859,3,0,3,0,4,0,0,0,0,14,3,0,3,0,0,3,0,0,0,16,20,42,98,73,94,87,38,10,0,458
POA3860,16,23,34,25,22,22,3,0,0,139,10,7,20,28,28,16,9,0,0,116,211,267,629,651,607,630,196,28,0,3225
POA3862,4,7,22,12,3,9,4,0,0,66,4,11,20,18,8,11,4,3,0,78,97,131,352,313,302,285,106,30,3,1619
POA3864,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,12,17,27,26,14,3,0,103
POA3865,0,0,0,0,4,4,5,0,0,16,0,4,6,3,0,4,0,0,0,12,13,21,55,51,39,46,18,0,0,252
POA3869,0,9,7,7,0,8,0,0,0,43,3,4,4,0,8,5,8,0,0,40,44,69,167,159,170,183,57,13,3,871
POA3870,0,0,0,0,0,3,0,0,0,13,0,4,4,0,3,5,3,0,0,32,26,36,89,97,116,141,49,10,0,560
POA3871,4,3,12,14,5,11,0,0,0,45,0,3,9,10,11,11,5,0,0,52,76,67,183,244,331,284,104,12,0,1306
POA3873,0,0,6,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,24,39,25,35,15,5,0,144
POA3874,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,18,28,62,68,36,10,0,250
POA3875,15,48,81,60,82,62,28,0,0,380,14,30,61,59,77,58,37,14,6,358,578,651,1621,1514,1769,1658,568,99,9,8481
POA3878,0,0,3,4,3,8,4,0,0,27,0,0,3,0,0,4,0,0,0,13,27,38,78,71,105,150,41,7,0,508
POA3880,4,0,3,7,11,10,3,0,0,45,4,3,6,4,10,11,6,0,0,39,70,72,178,187,310,372,148,20,0,1355
POA3882,0,4,5,6,5,4,0,0,0,23,0,0,3,6,12,10,5,0,0,32,42,46,108,105,122,123,39,10,3,605
POA3885,7,4,9,4,5,11,0,0,0,41,8,3,9,5,7,7,0,0,0,40,45,41,156,144,191,225,65,14,3,891
POA3886,0,0,3,3,0,4,0,0,0,9,0,0,0,0,3,5,0,0,0,10,8,13,19,25,36,35,14,3,0,161
POA3887,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,9,4,9,23,23,22,10,7,0,105
POA3888,6,0,3,10,13,9,0,0,0,40,5,0,3,11,3,8,3,0,0,42,72,72,207,215,257,354,113,19,7,1314
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,16,9,0,0,45
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,8,23,20,25,7,3,0,105
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,11,13,6,0,38
POA3892,0,0,0,6,0,3,0,0,0,5,0,0,0,3,3,0,5,0,0,20,21,22,63,91,86,135,45,11,0,462
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,18
POA3895,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,14,4,3,17,8,23,27,12,5,0,98
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,6,5,21,18,40,35,33,7,0,166
POA3898,0,0,3,0,3,0,0,0,0,8,5,0,7,0,0,0,0,0,0,14,16,30,51,60,83,62,23,11,0,338
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,9,8,13,21,22,9,0,73
POA3902,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,13,22,24,37,40,10,4,0,160
POA3903,0,0,0,0,4,0,3,0,0,16,3,5,0,7,0,6,5,4,0,18,18,10,52,77,65,57,30,3,0,308
POA3904,0,0,3,9,3,10,8,0,0,32,3,0,0,4,9,9,4,4,0,21,32,25,81,122,154,222,104,25,0,756
POA3909,3,10,15,20,25,17,4,0,0,93,14,3,21,13,23,33,8,4,0,116,203,195,427,539,641,664,239,27,3,2939
POA3910,22,51,118,115,78,93,24,8,0,503,17,32,97,159,100,94,20,5,0,528,765,1043,2624,2768,2666,2139,465,31,0,12506
POA3911,7,11,23,14,27,16,9,0,0,104,5,8,14,19,16,21,7,0,0,89,107,176,377,353,417,348,93,13,0,1884
POA3912,13,26,90,69,70,81,17,3,0,369,14,27,75,62,71,53,22,0,0,330,498,711,1703,1567,1666,1514,380,40,5,8095
POA3913,5,10,32,11,26,19,9,3,0,104,0,8,3,20,14,18,3,0,0,65,128,173,371,303,398,356,105,16,0,1847
POA3915,9,10,49,48,45,33,11,0,0,204,13,13,37,42,43,38,9,6,0,201,260,368,1028,889,827,721,200,26,0,4321
POA3916,0,0,0,0,0,0,5,0,0,7,0,0,3,3,4,5,7,3,0,23,13,22,50,52,97,135,72,20,3,458
POA3918,7,15,12,15,21,13,4,4,0,94,4,4,16,10,17,23,4,0,0,80,129,159,348,367,493,415,109,19,0,2031
POA3919,7,3,15,10,14,12,3,0,0,66,6,8,11,10,18,11,0,0,0,72,103,114,369,318,347,264,84,10,0,1618
POA3920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,239,375,196,74,36,12,0,0,0,939
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,14,13,11,13,3,0,57
POA3922,0,7,40,27,33,24,8,0,0,136,16,11,18,27,32,33,12,5,3,166,186,217,639,769,817,928,296,38,3,3902
POA3923,0,0,0,3,3,5,3,0,0,15,0,0,0,5,0,0,0,0,0,7,23,15,28,53,69,100,44,0,0,329
POA3925,4,5,12,8,9,9,9,0,0,58,6,3,6,14,12,13,3,0,0,60,107,108,308,427,443,446,132,12,3,1991
POA3926,0,0,7,4,6,8,10,0,0,34,8,3,4,12,9,16,5,7,0,71,89,95,157,320,388,352,148,31,0,1585
POA3927,0,0,3,8,9,15,3,0,0,24,0,6,3,3,7,8,5,0,0,27,54,51,77,148,180,213,95,5,0,825
POA3928,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,5,5,0,0,18,7,12,22,30,52,57,41,9,0,225
POA3929,0,0,0,5,0,4,0,0,0,12,0,4,0,0,5,3,0,4,0,22,17,29,23,53,77,135,96,12,0,446
POA3930,6,20,36,48,81,45,18,6,0,256,12,19,27,77,91,63,31,9,0,340,644,664,738,1834,2520,1778,632,117,8,8937
POA3931,14,45,82,70,100,69,24,8,0,407,17,43,65,77,108,85,30,13,0,445,671,903,1735,2211,2760,2074,719,96,5,11179
POA3933,3,0,0,3,8,9,0,0,0,20,4,0,0,0,0,0,5,0,0,16,47,43,60,79,139,127,65,14,0,572
POA3934,18,37,44,59,87,60,15,0,0,320,23,20,41,94,139,63,22,8,0,410,765,721,946,1935,2648,1763,573,75,8,9421
POA3936,9,19,39,32,58,46,20,0,0,231,12,16,39,39,60,53,24,13,3,253,336,431,915,1029,1382,1230,443,71,4,5832
POA3937,0,0,0,0,3,0,0,0,0,16,0,4,0,0,9,12,0,0,0,32,46,55,76,110,213,196,111,19,0,824
POA3938,4,3,11,11,10,13,4,0,0,60,5,4,9,13,14,10,13,4,0,63,74,115,201,238,318,319,155,16,0,1442
POA3939,5,26,47,44,55,48,16,7,0,247,20,10,39,48,62,56,22,15,0,264,383,463,1186,1219,1404,1316,439,79,0,6505
POA3940,6,7,20,11,17,7,13,3,0,77,13,8,24,17,17,16,3,5,0,88,85,117,372,319,337,285,91,21,0,1626
POA3941,11,22,31,29,53,41,10,0,0,195,20,18,52,59,56,78,20,3,0,310,282,375,939,1047,1400,1226,397,60,0,5732
POA3942,0,0,3,4,0,8,0,0,0,25,6,7,4,5,14,17,6,0,0,58,43,70,119,159,248,285,147,25,0,1092
POA3943,0,5,0,0,0,4,0,0,0,11,0,6,0,6,9,10,10,5,0,41,20,39,65,89,142,184,179,26,0,742
POA3944,0,4,0,0,0,4,0,0,0,7,0,4,0,0,0,16,6,0,0,26,7,11,17,17,43,91,83,29,5,303
POA3945,0,0,4,9,0,3,4,0,0,17,0,0,9,3,7,8,0,0,0,16,12,15,91,90,111,125,64,11,0,530
POA3946,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,7,11,31,17,24,45,20,0,4,158
POA3950,0,14,21,22,14,24,5,4,0,102,10,10,17,25,20,32,3,3,0,122,155,157,395,393,518,438,140,31,3,2236
POA3951,0,0,6,0,5,5,0,0,0,18,0,0,0,4,3,3,0,0,0,17,30,42,45,70,139,123,60,8,0,517
POA3953,7,11,41,33,36,30,7,0,0,165,12,9,22,23,17,28,19,3,0,139,259,250,572,713,784,714,311,75,4,3672
POA3954,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,19,17,6,24,56,63,15,0,0,207
POA3956,0,8,9,6,6,8,0,0,0,41,3,0,8,12,16,7,9,0,0,56,65,67,183,247,312,282,152,7,6,1320
POA3957,0,0,3,4,0,0,0,0,0,6,0,0,0,0,5,7,0,0,0,8,6,10,29,29,30,32,12,8,0,153
POA3958,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,0,0,4,0,10,9,16,12,18,38,35,16,10,0,146
POA3959,0,0,0,0,0,4,0,0,0,13,0,4,5,0,7,8,4,4,0,27,36,31,52,96,128,139,57,11,0,556
POA3960,0,3,8,3,6,8,0,0,0,37,0,0,3,0,8,17,4,4,0,31,75,52,123,149,245,262,115,18,0,1045
POA3962,3,0,0,5,0,5,0,0,0,12,0,0,4,5,0,0,3,0,0,18,13,26,52,61,85,93,42,5,0,373
POA3964,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,11,15,15,13,28,10,0,0,91
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,14,27,10,0,0,71
POA3966,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,10,9,24,34,41,58,48,31,6,0,239
POA3967,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,7,0,9,7,9,0,0,51
POA3971,3,3,12,19,10,15,0,0,0,54,13,3,9,8,11,24,7,0,0,78,61,107,255,264,363,399,156,30,0,1630
POA3975,5,10,69,110,60,26,8,0,0,291,12,62,130,163,135,71,17,0,0,593,363,765,1867,2800,1955,922,172,3,0,8858
POA3976,7,49,134,94,84,68,19,0,0,470,25,106,229,195,181,140,30,0,0,901,430,1289,2775,2398,2144,1734,322,15,0,11108
POA3977,56,221,546,541,385,264,59,3,0,2067,130,293,885,848,608,419,81,9,0,3272,2652,5192,13666,15716,10741,6428,1302,111,11,55823
POA3978,25,88,288,216,111,42,9,0,0,784,23,102,418,338,129,83,11,0,0,1114,714,1853,7470,7223,3178,1348,250,25,4,22062
POA3979,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,9,7,27,32,40,38,22,7,0,187
POA3980,3,9,12,18,15,17,3,0,0,75,3,5,17,20,20,24,3,0,0,99,100,150,340,367,398,346,91,11,3,1806
POA3981,7,11,36,15,30,24,8,6,0,128,5,8,25,38,34,34,7,11,0,161,175,237,635,511,542,449,133,43,6,2738
POA3984,5,19,48,35,30,29,6,0,0,175,9,11,38,24,41,38,12,4,0,180,146,247,729,591,657,654,194,19,4,3252
POA3987,0,4,11,8,11,9,0,0,0,42,0,0,10,11,14,10,0,0,0,44,42,66,135,161,209,148,48,5,0,809
POA3988,5,3,6,3,8,6,0,0,0,31,6,0,0,0,4,0,5,0,0,22,36,27,108,102,111,103,52,11,0,558
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,16,15,4,3,0,65
POA3991,0,0,0,0,5,0,0,0,0,14,4,0,0,4,4,3,0,0,0,13,9,10,22,27,43,41,21,0,0,178
POA3992,0,0,5,4,3,0,0,0,0,18,0,0,8,3,4,9,4,0,0,29,32,45,122,120,128,126,57,9,0,641
POA3995,6,10,44,43,56,42,10,0,0,215,14,16,27,24,39,30,25,3,0,182,325,347,798,858,982,927,284,30,5,4555
POA3996,6,3,4,13,23,15,4,0,0,76,3,3,15,18,18,19,12,0,0,90,160,150,391,557,578,582,196,36,3,2652
