POA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
POA3032,0,18,..,310,15,331,4,332,..,358,71,432,6,430,..,51,4,57,0,57,..,8,5,9,0,9,..,61,11,79,0,79,..,51,9,54,0,54,..,11,0,11,0,11,..,50,3,57,0,57,..,40,4,42,0,43,..,50,7,57,0,54,..,34,0,40,0,40,..,6,0,6,0,6,..,46,8,51,0,56,..,56,0,56,0,56,..,52,4,57,4,63,..,78,0,77,0,86,..,27,0,32,0,32,..,223,10,230,4,234,..,255,27,284,4,285,..,35,3,39,0,40,..,46,12,58,0,58,..,71,11,83,0,85,..,895,308,1203,5,1210,..,527,109,637,12,649,..,4506,993,5501,51,5547,..,51,10,61,642,703,8797,4557,998,5557,693,15049,17801,..,..,..,..,17801,..,16,0,16,0,16,..,338,43,384,0,392,..,0,0,0,0,0,..,689,281,965,7,973,..,726,198,922,19,941
POA3033,0,9,..,122,6,124,0,131,..,577,117,691,3,697,..,18,0,18,0,18,..,8,0,3,0,3,..,10,0,9,0,9,..,55,12,62,0,62,..,22,0,22,0,22,..,14,0,12,0,12,..,25,4,31,0,32,..,23,0,23,0,23,..,11,0,12,0,12,..,3,0,3,0,3,..,25,7,30,0,30,..,19,0,19,0,19,..,6,0,6,0,6,..,25,0,25,0,25,..,4,0,4,0,4,..,55,0,51,0,51,..,85,10,87,0,92,..,27,0,33,0,33,..,24,0,24,0,24,..,33,12,42,0,42,..,157,85,242,0,242,..,171,28,198,0,203,..,2186,460,2648,19,2665,..,23,4,30,227,253,4858,2216,468,2681,241,7782,9538,..,..,..,..,9538,..,3,0,3,0,3,..,273,25,297,0,297,..,0,0,0,0,0,..,163,64,230,0,230,..,187,48,232,0,232
POA3034,0,0,..,88,4,90,0,90,..,620,156,773,8,779,..,13,0,13,0,13,..,0,0,4,0,4,..,10,3,12,0,12,..,74,20,94,0,92,..,0,0,0,0,0,..,35,10,37,0,37,..,31,0,35,0,35,..,11,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,33,8,41,0,41,..,38,0,44,0,44,..,22,0,22,0,22,..,45,0,53,0,53,..,16,3,15,0,15,..,119,5,129,0,129,..,107,14,120,0,120,..,18,0,16,0,16,..,15,5,21,0,21,..,20,3,29,0,29,..,317,113,431,0,434,..,205,27,234,0,239,..,2480,611,3089,22,3107,..,46,12,52,174,232,3018,2525,617,3140,196,6357,6097,..,..,..,..,6097,..,3,0,3,0,3,..,257,29,285,0,288,..,0,0,0,0,0,..,259,150,404,0,405,..,171,35,202,0,205
POA3036,0,0,..,19,0,19,0,23,..,142,14,155,0,155,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,25,0,25,..,6,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,19,0,19,..,18,0,21,0,26,..,4,0,4,0,3,..,0,0,3,0,3,..,30,0,30,0,30,..,27,5,38,0,38,..,74,0,74,0,74,..,639,61,701,6,705,..,12,0,13,86,97,2233,650,63,712,93,3036,4445,..,..,..,..,4445,..,3,0,3,0,3,..,76,5,88,5,86,..,0,0,0,0,0,..,39,11,48,0,48,..,28,11,38,0,38
POA3037,0,69,..,1710,170,1883,10,1892,..,472,57,526,3,529,..,14,0,20,0,20,..,6,0,7,0,7,..,18,9,24,0,24,..,761,140,907,4,909,..,108,7,116,0,116,..,40,9,51,0,51,..,102,26,124,0,124,..,52,13,64,0,64,..,22,8,33,0,33,..,79,6,79,0,79,..,174,37,209,3,210,..,282,8,285,0,285,..,54,10,64,0,64,..,418,18,436,0,436,..,88,12,103,0,103,..,845,44,887,0,887,..,364,52,419,0,419,..,166,18,183,0,183,..,62,12,73,0,73,..,297,63,356,0,356,..,808,479,1290,8,1298,..,1425,228,1650,20,1672,..,9880,1831,11711,66,11774,..,194,41,237,840,1075,13076,10075,1873,11950,905,25927,26482,..,..,..,..,26482,..,22,0,22,0,22,..,1578,161,1742,7,1743,..,0,0,0,0,0,..,324,97,428,5,429,..,407,145,558,5,556
POA3038,0,17,..,397,37,435,0,435,..,530,63,593,0,595,..,16,0,18,0,18,..,6,6,11,0,11,..,5,0,8,0,8,..,359,121,475,5,476,..,21,4,21,0,21,..,18,5,17,0,17,..,85,7,94,0,96,..,11,3,16,0,16,..,20,4,26,0,26,..,49,4,62,0,62,..,108,13,121,0,120,..,59,0,62,0,61,..,14,0,8,0,8,..,82,0,86,0,86,..,11,0,11,0,11,..,171,3,172,0,176,..,114,22,139,0,138,..,33,0,35,0,35,..,20,3,25,0,25,..,146,48,199,0,199,..,447,192,643,3,640,..,635,102,739,5,748,..,4829,963,5786,23,5815,..,74,14,80,399,481,7197,4901,971,5876,419,13488,14496,..,..,..,..,14496,..,9,0,9,0,9,..,864,87,945,3,952,..,3,0,3,0,3,..,270,99,366,0,366,..,220,79,296,0,296
POA3039,0,14,..,181,10,188,0,196,..,367,114,477,0,478,..,35,9,39,0,39,..,0,0,3,0,3,..,16,9,29,0,29,..,29,0,31,0,35,..,17,0,17,0,17,..,19,0,21,0,21,..,21,0,21,0,21,..,20,0,20,0,20,..,14,0,15,0,15,..,0,0,0,0,0,..,22,0,21,0,21,..,11,0,11,0,11,..,19,0,19,0,19,..,34,0,34,0,34,..,11,0,11,0,11,..,69,0,69,0,69,..,117,17,134,4,138,..,15,0,15,0,15,..,28,7,26,0,28,..,45,13,55,0,55,..,76,22,97,0,100,..,177,27,209,5,211,..,1819,327,2144,24,2165,..,29,4,32,218,247,5985,1844,330,2171,235,8401,11741,..,..,..,..,11741,..,0,0,0,0,0,..,106,16,113,0,113,..,0,0,0,0,0,..,147,43,188,0,191,..,244,44,290,8,292
POA3040,0,15,..,372,15,386,5,388,..,556,81,636,0,641,..,40,0,44,0,44,..,0,0,0,0,0,..,16,5,25,0,25,..,34,0,34,0,34,..,26,0,29,0,29,..,17,0,22,0,22,..,34,0,41,6,40,..,32,3,29,0,29,..,20,3,21,0,21,..,3,0,3,0,3,..,32,8,39,0,39,..,25,0,25,0,25,..,10,0,10,0,10,..,26,0,26,0,26,..,16,0,16,0,16,..,72,0,72,0,72,..,123,20,143,0,146,..,19,0,19,0,19,..,29,9,39,0,39,..,88,10,94,0,94,..,188,28,214,0,214,..,275,22,300,6,301,..,2940,327,3266,22,3288,..,45,3,48,414,461,9980,2988,326,3314,431,13727,19639,..,..,..,..,19639,..,7,0,8,0,8,..,321,31,350,0,351,..,4,0,4,0,4,..,216,31,247,3,253,..,366,81,446,4,449
POA3041,0,14,..,180,14,190,0,190,..,250,26,274,0,275,..,15,0,17,0,17,..,0,0,0,0,0,..,16,0,16,0,16,..,18,0,18,0,18,..,21,0,21,0,21,..,13,0,13,0,13,..,15,0,12,0,12,..,11,0,13,0,13,..,8,0,8,0,8,..,3,0,3,0,3,..,19,0,18,0,18,..,10,0,10,0,10,..,3,0,3,0,3,..,10,0,10,0,10,..,5,0,5,0,5,..,30,0,30,0,30,..,47,4,50,0,53,..,14,0,19,0,19,..,19,0,19,0,21,..,118,15,137,0,134,..,69,9,85,0,85,..,169,19,185,4,190,..,1415,152,1558,9,1573,..,30,0,35,169,200,4905,1440,152,1597,177,6675,9706,..,..,..,..,9706,..,3,0,3,0,3,..,144,14,157,0,157,..,5,0,5,0,5,..,62,20,86,0,86,..,167,30,198,5,204
POA3042,0,8,..,174,12,186,0,187,..,606,135,740,0,743,..,26,0,24,0,24,..,0,0,0,0,0,..,5,7,10,0,12,..,26,4,30,0,32,..,0,0,0,0,0,..,11,0,16,0,13,..,40,4,39,0,39,..,7,0,7,0,11,..,13,0,18,0,18,..,14,0,14,0,14,..,18,0,13,0,13,..,22,0,21,0,21,..,17,0,17,0,17,..,17,0,17,0,17,..,3,0,3,0,3,..,58,0,56,0,56,..,78,8,88,0,88,..,15,0,15,0,15,..,25,7,38,0,38,..,27,4,32,0,32,..,60,15,76,0,76,..,197,27,220,0,223,..,1991,336,2325,11,2340,..,28,5,34,248,280,6008,2017,340,2354,261,8625,11976,..,..,..,..,11976,..,6,0,6,0,6,..,184,19,205,0,205,..,0,0,0,0,0,..,113,35,150,4,156,..,152,38,192,0,194
POA3043,0,9,..,274,27,300,0,306,..,370,40,412,5,416,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,21,..,18,0,18,0,18,..,6,0,12,0,12,..,32,0,38,0,38,..,18,3,20,0,20,..,4,0,4,0,4,..,59,3,59,0,59,..,31,10,43,0,43,..,48,0,52,0,52,..,12,0,12,0,12,..,57,0,58,0,58,..,10,0,10,0,10,..,126,6,134,0,134,..,47,3,51,0,51,..,15,0,15,0,15,..,39,5,42,0,42,..,164,38,199,0,199,..,50,17,58,0,58,..,336,79,418,3,424,..,2656,445,3100,20,3120,..,51,10,69,311,377,5547,2708,456,3163,333,9047,11127,..,..,..,..,11127,..,5,0,5,0,5,..,1059,243,1300,7,1309,..,0,0,0,0,0,..,98,33,133,0,133,..,133,35,167,3,169
POA3044,0,20,..,483,38,517,4,516,..,886,226,1113,8,1121,..,49,5,56,0,55,..,0,0,0,0,0,..,32,11,35,0,35,..,35,6,38,0,38,..,39,4,44,0,44,..,42,3,47,0,47,..,30,4,36,0,36,..,60,6,63,0,63,..,24,0,24,0,24,..,5,0,5,0,5,..,21,0,21,0,21,..,41,0,36,0,40,..,27,0,27,0,27,..,52,3,52,0,53,..,20,0,20,0,20,..,132,3,141,0,146,..,149,13,160,0,167,..,27,0,27,0,30,..,41,5,44,0,44,..,197,29,225,0,225,..,143,28,172,0,173,..,262,31,295,10,305,..,4080,664,4740,38,4779,..,46,7,52,491,550,9524,4129,666,4798,530,14847,18530,..,..,..,..,18530,..,14,0,14,0,15,..,781,90,877,9,882,..,3,0,3,0,3,..,108,31,138,0,138,..,380,93,476,5,478
POA3045,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,18,0,3,0,3,17,19,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
POA3046,3,54,..,1889,158,2048,18,2067,..,766,212,978,6,986,..,28,0,28,0,28,..,3,0,4,0,4,..,35,8,43,0,43,..,32,3,33,0,33,..,119,7,127,0,129,..,62,19,82,0,82,..,62,11,76,0,80,..,33,5,36,0,35,..,40,5,44,0,44,..,30,0,30,0,30,..,44,8,52,0,52,..,93,3,98,0,98,..,37,7,47,0,41,..,104,0,108,0,108,..,33,0,33,0,33,..,271,11,279,0,281,..,135,15,156,0,156,..,64,10,78,0,78,..,57,10,61,0,61,..,478,139,614,9,625,..,155,57,215,3,220,..,648,104,753,18,773,..,7001,1243,8234,87,8327,..,160,20,182,1038,1212,8942,7157,1257,8414,1121,18483,17763,..,..,..,..,17763,..,12,0,12,0,12,..,2443,418,2869,26,2895,..,4,0,4,0,4,..,181,66,248,5,259,..,415,160,581,3,583
POA3047,0,9,..,925,138,1059,16,1073,..,65,21,80,0,80,..,4,0,4,0,4,..,5,3,7,0,7,..,6,4,4,0,4,..,11,3,18,0,20,..,21,0,16,0,16,..,34,19,46,0,46,..,13,0,13,0,13,..,12,4,12,0,12,..,3,0,3,0,3,..,139,13,149,5,153,..,27,8,39,0,39,..,66,6,72,0,73,..,23,4,28,0,28,..,69,4,74,3,72,..,29,0,32,0,32,..,185,16,199,4,202,..,60,22,83,0,83,..,33,9,42,3,46,..,35,4,38,0,38,..,810,441,1254,6,1258,..,123,110,233,0,233,..,671,311,977,12,991,..,4723,1602,6329,62,6389,..,101,46,149,877,1021,2821,4827,1650,6472,935,10225,5852,..,..,..,..,5852,..,0,0,0,0,0,..,2821,802,3621,36,3649,..,0,0,0,0,0,..,54,36,92,0,89,..,86,43,128,4,130
POA3048,0,10,..,424,82,507,10,516,..,56,12,72,0,67,..,3,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,14,7,21,0,20,..,0,0,0,0,0,..,15,3,16,0,16,..,24,6,24,0,24,..,26,4,27,0,27,..,3,0,3,0,3,..,76,7,77,0,82,..,16,8,23,0,23,..,39,0,40,0,40,..,19,0,19,0,19,..,44,0,46,0,46,..,22,4,31,0,31,..,125,8,135,0,135,..,59,23,85,0,85,..,13,0,13,0,13,..,12,10,24,0,24,..,1243,529,1774,10,1778,..,191,155,346,0,350,..,796,372,1166,9,1177,..,4428,1608,6031,53,6081,..,99,66,161,624,789,2290,4524,1669,6197,676,9157,4567,..,..,..,..,4567,..,0,0,0,0,0,..,2438,641,3077,28,3102,..,6,0,8,0,8,..,32,11,41,0,41,..,38,20,61,0,64
POA3049,0,16,..,122,12,134,0,134,..,212,26,241,0,241,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,10,0,10,..,11,0,11,0,11,..,13,5,18,0,18,..,24,3,27,0,27,..,7,0,7,0,7,..,3,0,3,0,3,..,10,0,10,0,10,..,19,6,31,0,31,..,17,0,18,0,18,..,8,0,8,0,8,..,25,0,25,0,25,..,11,0,11,0,11,..,57,5,59,0,59,..,31,4,36,0,36,..,0,0,0,0,0,..,14,0,20,0,20,..,134,23,151,3,156,..,20,15,41,0,38,..,197,35,233,0,239,..,1287,215,1503,9,1511,..,23,4,31,225,255,3294,1313,216,1533,233,5059,6496,..,..,..,..,6496,..,0,0,0,0,0,..,374,77,455,3,459,..,5,0,4,0,4,..,34,10,42,0,42,..,63,23,84,0,84
POA3051,0,13,..,144,0,148,0,152,..,87,3,93,0,94,..,68,7,69,0,69,..,7,0,7,0,7,..,54,10,59,0,59,..,7,0,7,0,7,..,22,0,23,0,23,..,26,0,25,0,25,..,19,0,19,0,19,..,24,0,24,0,24,..,18,5,20,0,20,..,0,0,0,0,0,..,24,6,28,0,28,..,34,0,34,0,34,..,50,5,52,0,52,..,29,0,26,0,27,..,17,0,17,0,17,..,124,4,131,3,134,..,125,15,137,0,137,..,30,0,32,0,32,..,30,6,32,0,32,..,32,3,34,0,34,..,195,65,262,0,266,..,406,77,483,14,494,..,2588,473,3056,20,3078,..,35,4,41,651,690,3903,2626,478,3100,669,7670,7995,..,..,..,..,7995,..,7,0,7,0,7,..,231,53,283,5,290,..,0,0,0,0,0,..,386,149,535,0,535,..,1177,235,1413,3,1417
POA3052,0,10,..,96,0,94,0,98,..,29,7,39,0,39,..,26,3,26,0,26,..,5,0,5,0,5,..,23,9,33,0,33,..,3,0,3,0,3,..,4,0,4,0,4,..,19,0,19,0,19,..,12,0,12,0,12,..,13,6,21,0,21,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,21,3,27,0,27,..,8,0,8,0,8,..,15,0,15,0,15,..,52,3,56,0,56,..,63,0,60,0,60,..,17,0,17,0,21,..,6,0,6,0,6,..,13,0,13,0,13,..,44,13,56,0,56,..,124,15,132,0,132,..,976,126,1096,6,1101,..,12,4,13,224,244,2483,984,129,1115,232,3826,4764,..,..,..,..,4764,..,7,0,7,0,7,..,57,7,67,0,67,..,0,0,0,0,0,..,145,47,200,3,203,..,394,48,439,0,442
POA3053,0,32,..,345,3,348,0,352,..,104,21,129,0,127,..,48,10,55,0,55,..,11,0,11,0,11,..,60,12,72,0,72,..,7,0,12,0,12,..,24,0,24,0,24,..,39,3,43,0,43,..,4,4,9,0,9,..,18,4,20,0,20,..,25,5,28,0,28,..,0,0,0,0,0,..,12,0,11,0,11,..,28,0,28,0,28,..,131,0,136,0,134,..,36,0,36,0,36,..,34,0,33,0,33,..,228,4,230,0,236,..,131,21,152,0,154,..,46,0,42,0,42,..,68,15,79,0,79,..,15,13,28,0,27,..,139,62,201,0,201,..,378,65,441,0,449,..,3537,516,4055,17,4074,..,23,10,30,457,488,3628,3557,529,4083,472,8188,7411,..,..,..,..,7411,..,10,0,10,0,10,..,240,49,290,0,289,..,3,0,3,0,3,..,446,72,517,3,522,..,2332,326,2654,0,2654
POA3054,0,3,..,26,0,26,0,26,..,114,22,133,3,135,..,14,0,14,0,14,..,0,0,0,0,0,..,11,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,6,5,8,0,8,..,8,0,8,0,8,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,11,0,14,0,14,..,40,0,43,0,43,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,14,0,14,..,11,3,17,0,17,..,77,4,79,0,84,..,572,66,645,11,647,..,17,0,17,134,145,3540,586,66,661,139,4343,6716,..,..,..,..,6716,..,6,0,6,0,6,..,39,4,49,0,48,..,7,0,7,0,7,..,40,11,41,0,41,..,34,8,48,0,48
POA3055,0,11,..,203,14,215,0,216,..,309,66,373,7,378,..,26,5,30,0,30,..,0,0,0,0,0,..,22,0,19,0,19,..,5,0,5,0,5,..,11,0,11,0,11,..,9,0,11,0,11,..,13,5,12,0,12,..,28,3,32,0,36,..,10,0,13,0,13,..,0,0,0,0,0,..,19,3,27,0,27,..,32,0,32,0,32,..,31,4,31,0,31,..,29,0,29,0,29,..,17,0,17,0,17,..,108,4,109,0,109,..,123,13,134,0,132,..,26,3,26,0,26,..,19,0,18,0,18,..,46,8,55,0,55,..,71,8,84,3,82,..,162,14,174,5,181,..,1842,318,2163,15,2182,..,35,6,34,237,273,5290,1870,326,2196,253,7746,10176,..,..,..,..,10176,..,4,0,4,0,4,..,241,47,287,0,286,..,4,0,4,0,4,..,109,13,122,0,122,..,239,45,285,0,287
POA3056,0,11,..,207,10,215,3,222,..,412,142,554,0,551,..,53,3,61,0,61,..,0,0,0,0,0,..,23,6,30,0,26,..,4,0,7,0,7,..,7,0,7,0,7,..,22,0,24,0,24,..,12,0,15,0,15,..,31,0,36,0,36,..,12,0,16,0,16,..,0,0,0,0,0,..,14,4,11,0,11,..,16,0,16,0,16,..,55,7,65,0,61,..,21,0,23,0,23,..,32,0,33,0,33,..,121,6,130,0,132,..,171,10,176,0,180,..,21,5,22,0,22,..,17,3,25,0,25,..,65,39,105,0,105,..,101,27,127,0,127,..,188,31,226,7,228,..,2521,650,3168,19,3190,..,42,3,48,339,391,9262,2568,657,3222,364,12846,18169,..,..,..,..,18169,..,5,3,10,0,10,..,342,95,439,3,438,..,0,0,0,0,0,..,139,35,181,0,179,..,379,72,446,6,451
POA3057,0,9,..,92,0,97,0,95,..,270,66,334,3,335,..,33,0,38,0,38,..,0,0,0,0,0,..,16,0,15,0,15,..,9,0,9,0,9,..,4,0,4,0,4,..,17,0,19,0,19,..,15,0,15,0,15,..,31,0,39,0,33,..,15,0,18,0,18,..,0,0,0,0,0,..,9,6,13,0,13,..,15,0,15,0,15,..,19,0,21,0,21,..,15,0,15,0,15,..,5,0,5,0,5,..,53,0,54,0,57,..,116,6,119,5,121,..,4,0,4,0,4,..,14,3,18,0,18,..,22,3,29,0,29,..,65,14,78,0,78,..,109,15,119,0,126,..,1430,210,1642,14,1656,..,15,0,18,241,259,5147,1449,210,1658,257,7063,9731,..,..,..,..,9731,..,14,0,16,0,16,..,169,29,201,0,201,..,0,0,0,0,0,..,103,18,121,0,121,..,191,18,204,0,212
POA3058,0,12,..,398,29,421,0,426,..,1013,356,1371,5,1377,..,56,7,64,0,63,..,4,0,11,0,7,..,17,0,16,0,16,..,15,0,25,0,25,..,25,0,25,0,25,..,23,4,29,0,29,..,29,8,32,0,32,..,37,5,44,3,43,..,16,0,16,0,22,..,0,0,0,0,0,..,15,3,18,0,18,..,34,0,34,0,37,..,67,5,66,0,72,..,43,0,43,0,41,..,19,5,19,0,19,..,161,8,172,3,169,..,178,11,189,6,195,..,17,0,19,0,19,..,39,17,53,0,56,..,218,93,312,6,314,..,103,35,138,0,138,..,322,35,361,8,366,..,4626,1182,5805,55,5861,..,64,6,75,591,661,11415,4685,1189,5880,645,17941,22510,..,..,..,..,22510,..,9,0,9,0,9,..,1460,272,1737,7,1748,..,7,0,7,0,7,..,148,30,181,3,182,..,467,213,679,4,678
